Predictions_prob_1,Predictions_prob_0,text,speech_par_id,uncertainty,already_annotated,already_sampled,drawn,auth_bb,auth_yl,agree
0.531743589,0.468256411,"You know, all along the line I see these police officers at these crossings, and it makes me count my blessings for those men and women who are out there, defending our neighborhoods against the criminals. We need more strong anticrime legislation in this country. We need to back up our police officers more and have a little less concern about the criminals themselves. Nobody in this country is fighting harder for strong anticrime legislation than your neighbor and my friend Strom Thurmond. We owe him a vote of thanks for what he's doing.",3151_16,0.063487178,FALSE,,uncertainty,1,1,1
0.664471502,0.335528498,"Since that day, we have waged a global campaign to protect the American people and bring our enemies to account. Our Government has trained over a half a million first-responders. We've tripled the spending for homeland security. Law enforcement and intelligence have better tools to stop the terrorists, thanks to the PATRIOT Act, which my opponent voted for but now wants to weaken.",2004-10-07-remarks-wausau-wisconsin_40,0.328943003,FALSE,,uncertainty,0,0,1
0.681267483,0.318732517,"Whether you're a Democrat or a Republican in the White House, you have a higher responsibility than any other American to be honest and to tell the American people the truth, to keep your word and protect our government. Protect our government. And protect people's right of privacy. Protect people's right of privacy. We don't want anybody snooping around in everybody's lives in America. Why are they doing this? Why are they doing this? Why?",3359_57,0.362534965,FALSE,,uncertainty,0,0,1
0.438600165,0.561399835,"I don't mean just to take the front rows here.  We have a lady back here next. Question:  Mr. Vice President, there have been many committees and commissions formed to investigate crime in the streets.  If you are elected what do you intend to do about stopping the violence and crime that is waving over the nation?",2000_36,0.122799669,FALSE,,uncertainty,0,0,1
0.582164721,0.417835279,"On crime, I have a very radical idea about crime: I think we ought to back up our police officers a little bit more and have less concern for the criminals themselves, a little more concern for the victims, a little less for the criminal element. Back to Arkansas: In Arkansas the prisoners spend 20 percent of their sentence in jail. Under the federal government it's 85. I think we need to be a little tougher. Send me more congressmen like these who will help us back the law enforcement officers and back the communities that are suffering from this outrageous crime. And the other day some guys from Arkansas came up and endorsed me for president, and they represented the Fraternal Order of Police of Little Rock, Arkansas. How about that?",3178_14,0.164329443,FALSE,,uncertainty,1,1,1
0.530766906,0.469233094,"The crime rate has gone down for four years in a row because we listen to the police in this country and the community activists, because we passed a crime bill that had tougher punishment, but also had prevention programs to give our children something to say yes to, is putting 100,000 police on the street and taking guns and drugs and gangs off the street. The Brady Bill cost no Pennsylvania hunter a weapon, not a single one. But 60,000 felons, fugitives and stalkers didn't get handguns to terrorize the people here in Philadelphia as a result of it.",3280_18,0.061533811,FALSE,,uncertainty,0,0,1
0.485386154,0.514613846,"And while the administration's looked the other way on drugs, a tragic number of America's youth have gone the wrong way on crime. It began almost the day this administration was sworn in when they cut the drug czar's office, or drug policy office, control office by 83 percent--83 percent. Then they cut by more than half the Defense Department's budget for planes and troops to help keep drugs from ever crossing our border. Then they proposed cutting the number of drug enforcement agents by more than six hundred in the United States. They all but stopped searches for drugs at major ports of entry and have returned hundreds of drug smugglers to Mexico without charges being filed.",3312_34,0.029227692,FALSE,,uncertainty,0,0,1
0.226188829,0.773811171,"Extending freedom means confronting the evil of anti-Semitism. Today, I signed the Global Anti-Semitism Review Act of 2004. This law commits the Government to keep a record of anti-Semitic acts throughout the world and also a record of responses to those acts. This Nation will keep watch and make sure the ancient impulse of anti-Semitism never finds a home in the modern world.",2004-10-16-beach-florida-2_64,0.547622341,FALSE,,uncertainty,0,0,1
0.565987964,0.434012036,"We can help groups like Teens on Target in Los Angeles and Oakland, California, which help gang victims, many of them disabled, speak to thousands of school children each year to warn the children about the dangers of gang life. We can teach our children right from wrong and keep them from following a path that only leads to a life of crime, disappointment, and destruction. With the new resources from these record-setting criminal fines, we can help the victims of crimes and prevent gang violence. We're upholding the rule of law. We're putting crime victims where they belong, at the center of the criminal justice system, not on the outside looking in.",3273_8,0.131975927,FALSE,,uncertainty,0,0,1
0.20936712,0.79063288,"No crime strikes harder at the heart of America than drug smuggling, for drugs tear families apart and turn healthy, productive Americans into sick people unable even to care for themselves--men and women who often turn to robbery to pay for their habit. We've established the National Narcotics Border Interdiction System, under the superb leadership of Vice President Bush, to wage war on drugs. And today drug seizures and arrests are at record levels. I know that Coast Guard men and women stationed here in Mississippi are playing a leading role in this vital effort.",2809_21,0.581265759,FALSE,,uncertainty,0,0,1
0.341094516,0.658905484,"I will propose meaningful federal assistance for local police, and I mean support for salaries, training and modern equipment. But, as you know, it's not just law enforcement; it's also law observance.  When I was mayor of Minneapolis, I told my policemen, """"Anybody can enforce the law, but we want law observance.  Anyone can enforce the law by frightening people, but I want you to be able to walk down the street and have people say, 'There goes a good man.'""""",2058_5,0.317810968,FALSE,,uncertainty,0,0,1
4.21E-05,0.999957936,"You have to decide. I don't think you need a label on that. You don't need to call anybody any names. Just say, I'm for the right kind of balanced budget, and I'm for targeted tax cuts. We can afford tax cuts, but they need to be targeted to help you pay for education, child rearing, buying a first home, paying for health insurance. We can afford that and we can pay for it in our balanced budget plan. But you have to decide. Will you help us build that bridge? You have to decide.",3269_20,0.999915872,FALSE,FALSE,random,0,0,1
0.764009599,0.235990401,"Secondly, we are fighting a different kind of war, but it is a—this war requires a complete strategy. Not only will we continue bringing Al Qaida and like terrorists to justice—and by the way, three-quarters of them have been brought to justice, and we're after the rest of them—but we also must make it clear to others that if you harbor a terrorist, you're just as guilty as the terrorist. And when the President says something, I think the President must speak clearly and mean what he says in order to keep the peace.",2004-10-20-discussion-rochester-minnesota_91,0.528019197,FALSE,,uncertainty,0,0,1
0.341927556,0.658072444,"But before we act out of frustration and fear, let's be calm and sensible and honest with each other.  There are blacks who break the law.  There are also whites who break the law and both should be brought to justice and the same kind of justice.",2060_7,0.316144887,FALSE,,uncertainty,0,0,1
5.16E-05,0.999948368,"There are six microphones.  Would you state your name, please, and your question? VOICE:  My name is Mary Bentley.  I am a senior at--college.",2070_47,0.999896737,FALSE,FALSE,random,0,0,1
0.803789149,0.196210851,"Now, would Governor Clinton's appointments be similar? Well, all the names of possible Supreme Court appointees coming from his camp are rabidly opposed to the death penalty. The name Clinton himself has mentioned as recently as Saturday night, with my wife sitting there, was Governor Cuomo of New York. So much for capital punishment, and so much for the thugs who kill cops. We do not need that kind of appointment to the Supreme Court of the United States.",3137_9,0.607578298,FALSE,,uncertainty,1,1,1
0.492786163,0.507213837,"We're all aware of the troubling rise of anti- Semitism in the former communist bloc. Across the region neo-Nazis flourish, Jewish cemeteries are desecrated, and immigrants attacked. Within the last two weeks in Germany a holocaust memorial and an immigrant center were bombed. And anti-Semitic organizations like Pamyat in Russia are on the rise. It is the responsibility of our leaders to counter intolerance, bigotry and hatred.",2995_20,0.014427674,FALSE,,uncertainty,0,0,1
0.52114024,0.47885976,"Over the last few months, no single case has received as much notoriety as that of Willie Horton.  That case has come to symbolize, and represent--accurately, I believe--the misguided outlook of my opponent when it comes to crime. Yes, it is only one case.  There are many others.  And they continue--just this week, a Massachusetts inmate, serving time for armed robbery, was caught again, while out on furlough, breaking into a woman's home and threatening her with murder.  According to the local district attorney, it was the third time this year, in just that one county that a prisoner has been arrested while on furlough or early release.  """"The police,"""" said the district attorney, """"are even more upset than we are, and the victims can't understand what is going on.""""",2969_9,0.042280479,FALSE,,uncertainty,1,1,1
0.321544169,0.678455831,"Good morning. Today I want to talk about what we must do to stand up for the rights and interests of crime victims as we work to combat crime. I'm announcing a major new effort to help the victims of crime, especially those who are the victims of gang violence.",3273_0,0.356911662,FALSE,,uncertainty,0,0,1
0.272679785,0.727320215,"For the first time in American history, we have the endorsement of our ICE officers and our Border Patrol officers. We are going to build a border wall, enforce our laws, and keep our people safe. I have a simple message for the cartels, the gang members, and the drug dealers preying on our citizens – your days are numbered, and your reign of crime will soon come crashing to an end.",2016-10-05-pavilion-henderson-nevada_37,0.454640431,FALSE,,uncertainty,1,1,1
0.758832472,0.241167528,"But let me say from this platform, in our frenzy for law and order, we do not want to have a powerful federal government end up with a powerful national police force that can threaten all of the rights of our people. It is sad and it is ironic to hear two presidential candidates who have for many years proclaimed states rights claim that they will use presidential power to police the streets of our cities. One of these candidates, and this is most ironic, was the governor of a state with the highest murder rate in the nation. He could not maintain order in his own state where he had all the power. Now, he promises to maintain order in every city and every state where he will not have the power.",2042_27,0.517664943,FALSE,,uncertainty,0,0,1
0.621848662,0.378151338,"Let me just tick off a few of our priorities. Start with money: Since I took office, we've increased the crime budget by almost 50 percent. We've hired more than 1,200 new federal prosecutors since 1989, assigned 300 FBI agents to help you get the gang members off the streets, and proposed a program to double federal spending for prison space in the 1990s. We're working to stop the abuse of our appeals process, to enforce the death penalty, and to let your cops use evidence seized in good faith. Since 1989, we've taken more than $400 million from criminals and used it to help the victims of crime. We've also targeted the violent repeat offender, putting over 3,000 of those most dangerous fugitives behind bars in just a couple of months last spring. Finally, we're helping to take back twenty worst inner-city neighborhoods. And again, I salute the police chiefs and the law enforcement officers for this. Take it back with our acclaimed """"Weed and Seed"""" program: Weed out the criminals and the drugs, and then seed the neighborhood with education and training. And hopefully, if we can ever get enterprise zones enacted into law with jobs in the private sector.",3161_8,0.243697324,FALSE,,uncertainty,1,1,1
0.32283077,0.67716923,"But perhaps most destructive, as I indicated--the President has appointed these liberal judges who have become notorious nationwide for bending the law. For what reason, to let the criminal go free. Let me give you some examples. One disregarded sentencing guidelines to give short time to a man convicted of murder for hire, explaining that the defendant was naive. What about the victim?",3312_42,0.354338461,FALSE,,uncertainty,1,1,1
0.550666392,0.449333608,"Here is Mr. Nixon--here is Mr. Nixon, a great man for states' rights.  And every time he gets in a jam, he wants somebody else to do it. Now, listen--the police power of this country belongs right where it is:  with your government--at home, with your governor, with your legislature, with your mayor, your city council, with your local officers.  We do not want a federal police force.  We want law and order on a local basis, and we can have it.",2095_29,0.101332784,FALSE,,uncertainty,0,0,1
0.200888573,0.799111427,"Those merchants of change, Mr. Clinton and Mr. Gore, aren't even willing to try a new idea. They wouldn't know one if it hit them in the face. I've got a big difference with those two guys on crime also. You know, the Arkansas prisoners spend 20 percent of their sentences--they serve only 20 percent; the federal criminals, 85 percent. And my view is, we ought to have a little less respect for the criminal and a little more to the victims of crime.",3164_15,0.598222853,FALSE,,uncertainty,1,1,1
0.349345862,0.650654138,"I intend to continue rooting out of government, and keeping out of government, every person of doubtful loyalty.  I disagree squarely, however, with those who think the way to do this is by firing a sawed-off shotgun into a whole group of public servants if there is a rumor that one among them is evil. I agree completely with the Roman Catholic Bishops of the United States in their pronouncement last November.  """"Dishonesty, slander, detraction and defamation of character,"""" the Catholic Bishops said, """"are as truly transgressions of God's Commandments when resorted to by men in political life as they are for all other men.""""",973_21,0.301308276,FALSE,,uncertainty,1,1,1
0.646228874,0.353771126,"Because we acted to defend ourself, because we mean—we meant what we said, today, 50 million people in Afghanistan and Iraq live in freedom. I want you to think about Afghanistan here for a minute. It wasn't all that long ago that these poor people were subjected to the brutal ways of the Taliban. These barbarians have a dark vision of the world. As a matter of fact, they think exactly opposite of Americans. They're against—they don't believe in freedom of religion, freedom of speech, freedom of anything. They believe you either toe their line or there will be reprisals.",2004-09-23-bangor-maine-1_48,0.292457748,FALSE,,uncertainty,0,0,1
4.13E-05,0.99995873,"Had the General looked up from his speech and looked about him here in Washington, he would have seen hundreds and hundreds of new businesses, ranging from vast aluminum plants to corner drug stores. These are private businesses, which are growing and thriving because the country is prosperous and the government has opened up the water and power resources of this area for the benefit of the people. The farmers of this state are selling their wheat and other crops at good prices; 90 percent of them own their own farms 92 percent of them have power line service. The men and women who work in the factories and stores and shops of this state are earning good wages; they are buying their own homes; they have cars, and because they live in this blessed country they can use them to go hunting and fishing and campaigning--which makes me very envious.",981_15,0.999917461,FALSE,FALSE,random,0,0,1
4.69E-05,0.999953067,"The good thing is, I've got you. So I really need your help, guys. I need you to prove the cynics wrong one more time. I need you to remember that nothing is more powerful than the work that you guys do. Nothing is more powerful than voices calling for change.",2012-09-06-democratic-national-convention_9,0.999906134,FALSE,FALSE,random,0,0,1
0.424594299,0.575405701,"The federal government, in the case of organized crime, one of the reasons I would support the use of electronic devices or, putting it quite bluntly, of wire-tapping, a use which the Attorney General, which he opposed and which he still declines to use, I would use it, much as I dislike moving into this area, but because when you are dealing with organized crime, you at least have got to see that the law--that the peace officials are as well equipped with electronic tools as are the criminal forces. What I am simply saying in answer to the question is this: I am keenly aware of the fact that this is primarily a local and state responsibility, but I believe that at the federal level that more effective leadership on organized crime, more effective leadership with regard to prison reform, more effective leadership with regard to the development of new procedures to deal with law and order across the country could change the situation considerably. Now, I haven't mentioned my attitude toward some very controversial court cases. Let me make one thing very clear. I noticed that--I know that many, perhaps, of the ladies and gentlemen in this room share the views of some critics to the effect that no one should raise a question about a decision of the court, the Supreme Court or any other court.",2176_32,0.150811401,FALSE,,uncertainty,0,1,0
0.415687546,0.584312454,"We all know, tragic as it is, as much as one-half of all street crime today is committed by drug addicts to support their habit. Since taking office, I have reorganized our programs and priorities to make maximum use of our anti-drug resources at the federal level. I met with the heads of state of Mexico, Colombia, and Turkey to secure their cooperation in the international war on drugs. I proposed legislation which would close the loopholes that permit drug traffickers to prey on the young. I directed the Internal Revenue Service to reinstitute and emphasize a tax enforcement program aimed at high-level drug traffickers. Since then, the IRS, aided by the Drug Enforcement Administration, has identified over 375 suspected big-time pushers for intensive investigation and action. And I called for more than three-quarters of a billion dollars in a year, a single 12-month period, to finance the fight against drug abuse.",2443_19,0.168624909,FALSE,,uncertainty,0,1,0
0.652578852,0.347421148,"Most federal inmates under my jurisdiction serve at least 85 percent of their full sentences. I have had very little support from the national media in putting these facts into perspective, but we've got time. With this endorsement and your help, we are going to get the facts into the record. The record, I might say, gets a little unnerving when you consider the damage that a soft-on-crime president could do to law enforcement nationwide.",3137_6,0.305157704,FALSE,,uncertainty,1,1,1
0.478006932,0.521993068,"In the President's hometown of Chicago, more than 2,000 people have been the victim of shootings this year alone. And almost 4,000 have been killed in the Chicago area since he took office. The number of police officers killed in the line of duty has risen by almost 50 percent compared to this point last year. Nearly 180,000 illegal immigrants with criminal records, ordered deported from our country, are tonight roaming free to threaten peaceful citizens.",2016-07-21-national-convention-cleveland_8,0.043986135,FALSE,,uncertainty,1,1,1
4.22E-05,0.999957848,"But we're not out of the woods yet. The Soviets are now deploying two new ICBMs, the SS-24 and SS-25. So even with Perestroika, Soviet military modernization, including their own research into strategic defense, has not slackened. Soviet military spending continues to rise.",2952_23,0.999915695,FALSE,FALSE,random,0,0,1
0.685817449,0.314182551,"We will not be satisfied until all our city streets are safe, until we have a system of courts that is once more capable of dispensing swift, fair justice to criminal and victim alike.  That is my philosophy in appointing judges to the bench, from the Supreme Court on down.  They must be qualified jurists, but they must be jurists who recognize that the first civil right of all Americans is the right to be free from domestic violence.",2345_12,0.371634898,FALSE,,uncertainty,1,1,1
0.369963111,0.630036889,"He'll say we need to improve education, but then deny you the opportunity to send your children to the school of your choice the way he does. He'll say he'll fight a war on drugs, but don't forget that teen drug use has doubled in his presidency thanks to his eliminating DEA agents and slashing funds that are needed to stop drugs at our border. He'll say he wants to be tough on crime. But don't forget that he's appointed countless liberal judges who have let drug dealers and murderers back onto our streets.",3326_7,0.260073778,FALSE,,uncertainty,1,1,1
0.768910168,0.231089832,"We have the crime rate coming down four years in a row because the police are working with the communities to prevent crime as well as to catch criminals. The Brady Bill helped, the assault weapons bill helped, putting 100,000 police on the street, we've made a good beginning at that. But now we need to finish the job and finish putting those 100,000 police on the street, target violent gangs and ban bullets that are designed only to pierce the bulletproof vest of police officers. Will you help me build that bridge to the 21st Century?",3244_16,0.537820337,FALSE,,uncertainty,0,0,1
0.37696409,0.62303591,"If I am elected President, I am going to cut off federal funding to Sanctuary Cities that refuse to cooperate with federal immigration authorities. We are going to save American lives. Either we win this election, or we lose the country.",2016-10-20-fairgrounds-delaware-ohio_31,0.246071819,FALSE,,uncertainty,1,1,1
0.429188681,0.570811319,"During the past two years we have begun to make headway against crime in America. In 1974 the crime rate increased by 18 percent. Last year the increase was down to 9 percent. And for the first 6 months of this year, the increase in the overall crime rate was only 3 percent. The incidence of violent crime--murder, rape, robbery, and aggravated assault--actually went down.",2526_1,0.141622637,FALSE,,uncertainty,0,0,1
0.566268245,0.433731755,"There is much I would do as president that Bill Clinton has not done to stem the tide of violent crime and drugs, including judges and prosecutors who will protect the rights of crime victims and not expand the rights of criminals. But I also understand that the federal government cannot provide all the answers. It must forge a close partnership with state and local governments and police departments. And that is exactly what I intend to do as president.",3310_2,0.132536491,FALSE,,uncertainty,1,1,1
0.717954621,0.282045379,"We have seen the President abuse the principle of executive privilege to suppress an FBI report critical of his failed drug war. We have seen similar stonewalling on the composition of the health care task force, and on billing records. We have seen the President dangle the prospect of a pardon for a convicted felon who may be able to implicate him. This is not a tough call. Before the election he should shut the door on this improper interference in an ongoing investigation. He should clearly promise there will be no pardons in legal cases that personally concern him.",3337_16,0.435909243,FALSE,,uncertainty,0,0,1
0.724121251,0.275878749,"Now Communism in the United States is an ugly and sinister thing. It requires our most serious and relentless attention. But men who seek to fight it by indiscriminate accusation of their fellow citizens--by spreading suspicion, and smear, and slander--are serving no one but the Communists themselves.",1033_24,0.448242501,FALSE,,uncertainty,0,0,1
0.440394254,0.559605746,"But today I would like to speak about the most important weapon in our arsenal against crime--and that is each one of us, as individuals, as family members, and as neighbors. The key to fighting crime is community action--and, as the President's Commission on Law Enforcement said back in 1967: """"Controlling crime is the business of every American."""" Right here in Trenton and Hamilton Township, you realize that. As I drove in this morning, I saw signs dotting the neighborhood which are reassuring to me and daunting to criminals: """"This is a neighborhood watch community.""""",2971_9,0.119211492,FALSE,,uncertainty,0,0,1
0.25679424,0.74320576,"I'm not a lawyer, but I know the reason and the need for better respect for the law, better administration in our courts, clearer, briefer but surer sentences, quicker trials, and a commitment to backing our police officers and also a commitment on the part of society at all levels to support enforcement of the law. Not too long ago, Mr. Ford went down to Miami to make a speech to the police chiefs of our country and to a great deal of applause, he said, """"If I am elected president, beginning next year, I'm going to have a 100 day program of crusade against crime."""" Mr. Ford has been in office 800 days; he's got another hundred days between now and next January. He's going to make full use of it because he'll be through, but he ought to do something about crime now instead of waiting until next year.",2396_19,0.486411521,FALSE,,uncertainty,0,0,1
4.29E-05,0.999957133,"We believe just the opposite.  We believe the function of the federal government in these programs is to come in as a partner to help and not to boss.  We believe that the decisive influence in making these programs and in operating them should come from the locality; that the farmer himself should have the greatest possible degree of independence, and such bodies as are put together to run and operate these plans should come primarily from the locality, the region, where they know the problems of raising apples--and anyone like myself who was raised out in the wheat country would gladly say somebody here knows more about apples than I do.  That means that you have got to go to every corner and cranny of this country and seek advice from those who know.  Now, there is the big difference in this agricultural problem between your administration that you have put up with so long and what this crusade is trying to do for you.",1279_8,0.999914266,FALSE,FALSE,random,0,0,1
5.09E-05,0.999949141,"First, I said we needed an independent board to provide oversight and accountability for how and where this money is spent at every step of the way. Second, if American taxpayers are financing this solution, I said that you should be treated like investors. That means that Wall Street and Washington should give you every penny of your money back once this economy recovers.",2008-09-28-remarks-detroit-michigan_5,0.999898281,FALSE,FALSE,random,0,0,1
0.803894393,0.196105607,"You know, everybody in every state is concerned about crime. Arkansas' prisoners, for example, spend 20 percent of their term in prison. They get off with serving one-fifth of the sentence. Under the federal program, it is 85 percent. You see, I have a difficult theory. I believe we ought to have more support for these police officers out here and a little less worry about the criminals.",3159_17,0.607788786,FALSE,,uncertainty,1,1,1
0.643266101,0.356733899,"It also includes restoring more leadership on the drug issue with one clear message that echoes across the country from the schoolhouse to the White House: drug abuse is wrong and should not be tolerated anywhere in America. That is our message. And in my administration the judges we will appoint will be tough on crime, and they are going to strictly interpret the Constitution. They need not apply--if there are liberal judges, they're going to be on the bench, but it's not going to be the courtroom bench. They'll be benched for eight years and then eight years with Jack Kemp. And it's time we appointed judges who care more about the rights of victims than the rights of criminals in America.",3304_21,0.286532203,FALSE,,uncertainty,1,1,1
0.52025154,0.47974846,"As businessmen you have every right to ask:  """"Okay, what are you going to do about it?""""  That's what I intend to spell out today.  Mr. Wallace says a lot about crime.  But he has, to the best of my knowledge, never bothered to say how he would fight crime as president of the United States.  I don't accept his oft-repeated solution of running people over with his automobile as an adequate answer.",2054_6,0.04050308,FALSE,,uncertainty,0,0,1
0.787444637,0.212555363,"This process reaches its grim climax, of course, in the Soviet courts. Here injustice, wearing the gowns of justice, stages the last act of the cruel joke. Men are accused at random of infamous and fantastic charges; they are transformed into enemy agents, spies, traitors; documents are misrepresented and falsified; past associations are uncovered and distorted, past remarks torn from context; guilt comes in the end, not just by association, but by accusation. And triumphant above all rises the figure of the great accuser whose word can brand men's lives, make falsehood true, create evidence where none existed before, and spread through all society the reign of suspicion and terror. ",963_23,0.574889273,FALSE,,uncertainty,0,0,1
4.82E-05,0.999951829,"To create jobs, Congress needs to pass my energy plan. It encourages conservation. It encourages the use of renewables like ethanol and biodiesel. It encourages new technologies. It encourages clean coal technology and increased domestic production. To keep jobs here, we must become less dependent on foreign sources of energy.",2004-10-14-reno-nevada-0_17,0.999903658,FALSE,FALSE,random,0,0,1
0.286306765,0.713693235,"I care too much about my country to let that happen. We all care too much about our country to let that happen. Good policing saves lives. My dear friend, Rudy Giuliani, knows a thing or two about this. The policies put into place by Rudy ultimately brought down crime by 76 percent and murder by 84 percent. Think of how many families were saved, how much heartache was prevented, when police were put into communities and criminals were removed.",2016-08-16-west-bend-wisconsin_10,0.427386469,FALSE,,uncertainty,1,1,1
0.559490578,0.440509422,"I believe we can win the war on terror. We can defeat, capture and kill those who commit terror. I have just outlined a strategy for victory.",2004-09-24-temple-university-philadelphia_46,0.118981156,FALSE,,uncertainty,0,0,1
0.50040666,0.49959334,But we've a 50 percent--we've cut it 50 percent between 1979 and 1992--now it's doubled since President Clinton took office. We're going to have a war on drugs in a Dole-Kemp administration and we will use the National Guard if necessary to stop drugs getting into this country. One way to stop it is to stop the suppliers.,3320_36,0.00081332,FALSE,,uncertainty,0,0,1
3.97E-05,0.999960269,"I don't say to you that we have all the answers.  I know how difficult these problems are.  I know Mr. Khrushchev and I know how determined he is, and his colleagues, to make trouble for us all over the world, but I also know this: I know that America is the strongest nation in the world.  I know that we're twice as productive as they are.  I know that we have the best educational system in the world.  I know, too, that we're first in science, and, despite what our opponents may say in any of these fields, it's time the people began to speak up for America and quit running this country down here at home and to the people abroad as well.",1835_5,0.999920538,FALSE,FALSE,random,0,0,1
0.202635822,0.797364178,"The CIA has spied on our own people. The FBI has committed burglaries. I remember the time up until recently that when you said the three letters FBI, your heart kind of lifted up with pride. There is an institution of professionals who protect my life and who protect my property. And we thought they would never do anything that was shameful. But lately it's changed. And it hurts us all; that attitude comes down throughout our society. The unemployment rate contributes to crime. The overloaded judicial system contributes to crime. The thing that hurts, too, is the realization that if you don't have influence, if you're poor, an average member of a working American family, and you commit a crime, you've got a good chance of going to prison. But if you're rich, you'll never see the inside of a prison in this country.",2375_10,0.594728355,FALSE,,uncertainty,0,0,1
0.603428906,0.396571094,"We have on the books an anti-racketeering statute that had a lot to do with breaking the Mafia. It's called the RICO law. This morning I met with Attorney General Reno at the White House, and she reported that we have more than doubled the number of gang-related prosecutions to nearly 40 percent of all the prosecutions brought under this RICO law this year. These are making a big difference, but they're complicated cases, they take a long time. We're going to have to extend the statute of limitation to make maximum use of it from five to ten years. But, you know, we give the government 10 years to make a bank fraud case, it seems to me they ought to have at least that long if an innocent child is gunned down on the street by a gang.",3213_36,0.206857811,FALSE,,uncertainty,0,0,1
0.236853117,0.763146883,"This is a law enforcement issue.  Because we're asking our law enforcement officers to take their lives in their hands when they make these busts and make these arrests and fight this war for us, and they deserve support and protection.  That's what I'm for.",2942_7,0.526293765,FALSE,,uncertainty,0,0,1
0.34960129,0.65039871,"And I will work with governors like Governor Voinovich to abolish parole for violent felons. Violent felons get no parole. And I believe in naturalization. We are a country of immigrants. But I will not rush immigrants through without an FBI check, so that we have murderers and sexual predators and child abusers who are now citizens of the United States because they never had an FBI check.",3371_16,0.300797419,FALSE,,uncertainty,1,1,1
0.719801037,0.280198963,"Sources ranging from news reports to letters from outraged citizens to personal appeals from the forty young lawyers from the Office for Drug Abuse Law Enforcement with whom I recently met have called my attention to shocking instances of convicted heroin pushers who have been released onto the streets again rather than sentenced to the long prison terms they deserve. The rationale sometimes advanced for such action on a judge's part--that prison can warp a first offender's life forever, whereas probation or a very light sentence may rehabilitate him--is well intentioned. But I believe it is very mistaken. Above all else, society must be protected from these despicable narcotics profiteers who spread the drug plague for personal gain. Far too many heroin victims never get a second chance at life--and we must see to it that heroin pushers do not get an immediate second chance at dealing, either. Rather, they must get the punishment they deserve.",2315_2,0.439602074,FALSE,,uncertainty,1,1,1
0.346188745,0.653811255,"Now, the governor of New Jersey is here and I want to commend the governor in his presence for the program that has been inaugurated there in New Jersey which I commented on very briefly last Saturday.  It is called Operation Combine and the governor could tell you what they did in New Jersey was to take the local police officers, the county officers, the state patrol and the National Guard and they have put them into intensive training on coordinated law enforcement activities.  Everything from how to stop a riot and to how to talk to a person.",2070_56,0.307622509,FALSE,,uncertainty,0,0,1
5.47E-05,0.999945305,"When I think of all the experiences I have had in this long and difficult and challenging race for president, perhaps the most moving have been the personal encounters with people who have been affected by AIDS. I remember meeting a doctor in Texas, an attractive young woman in her late thirties, who devoted herself to dealing with AIDS patients and got the HIV virus because the needle with which she had just given an inoculation had its cap pop off just at the moment she was putting it into the wastepaper can, and it pricked her. The prick of the needle on her fingertip made her HIV-positive. And yet she was still working with AIDS patients, determined to live on and work on.",3054_9,0.999890609,FALSE,FALSE,random,0,0,1
0.390024659,0.609975341,"It is a very serious social problem which I think tells us a great deal about our schools, our family life, our community life, and whatever we do in this country, I think needs to be resolved around how does it strengthen the family institution and what does it do to give a better sense of responsibility to our young. Now, the drug traffic is a cruel and criminal business and what can we do about it?  Well, first of all, we ought to be negotiating much--very, very severe ad tight compacts and agreements with neighboring countries and other countries with strict enforcement, with large numbers of enforcement officers on all sides of borders, to prevent the flow of drugs, harmful drugs and drugs of addiction.",2006_44,0.219950683,FALSE,,uncertainty,0,0,1
0.203398245,0.796601755,"Let me turn now to a second area where my beliefs are totally different from those of our opponents. Four years ago crime was rising all over America at an unprecedented rate.  Even our nation's capital was called the crime capital of the world.  I pledged to stop the rise in crime.  In order to keep that pledge, I promised in the election campaign that I would appoint judges to the federal courts, and particularly to the Supreme Court, who would recognize that the first civil right of every American is to be free from domestic violence.",2304_20,0.593203509,FALSE,,uncertainty,0,0,1
0.808859278,0.191140722,"THIRD, we will cancel all federal funding to Sanctuary Cities. FOURTH, we will begin removing the more than 2 million criminal illegal immigrants from the country these are drug dealers, gang heads, gang members, killers, and cancel visas to foreign countries that won't take them back FIFTH, We're going to suspend immigration from terror-prone regions where vetting cannot safely occur. All vetting of people coming into our country will be considered extreme vetting. We will be very careful.",2016-10-22-eisenhower-complex-gettysburg_39,0.617718555,FALSE,,uncertainty,1,1,1
4.26E-05,0.999957408,"And if you work all your life and at a small business--small-businessman or businesswoman--the kids work, the father works, the mother works, you scrimp and save, and work and work and work and build up a little nest egg, and if something happens you have to pay--you'll sell half the property to pay the estate tax, We're going to start providing estate tax relief so you can keep the business or keep the farm or keep it in the family. That's what America's all about. And regulations cost the average family about $7,000 per year. We're going to have common sense regulatory reform. We're going to protect the land, and the water and the air, and the, the things we eat. We understand that. But when everything else fails let's try a little common sense in government, instead of more bureaucrats and more regulations and more red tape.",3334_8,0.999914815,FALSE,FALSE,random,0,0,1
0.601702852,0.398297148,"You know, coming along this trip on the train, I was talking to the governor and these congressmen about it. It makes me give thanks and count my blessings for those who serve in law enforcement, and I've tried to back them. Strom Thurmond here, your neighbor, has been a leader for tougher laws to go after these criminals, and we've been blocked by a soft-thinking United States Congress.",3152_14,0.203405704,FALSE,,uncertainty,1,1,1
