"","Predictions_prob_1","Predictions_prob_0","text","speech_par_id","uncertainty","already_annotated","already_sampled","drawn","low_pride_bb","low_pride_yl","agree"
"63",0.565244651,0.434755349,"America today faces an historic national crisis. The global economy is directly threatened by the potential collapse of our financial system. Two years ago, I warned the American people about the lack of oversight, transparency, backroom dealings and financial recklessness at Freddie Mac and Fannie Mae. Those warnings went unheeded, and more than anything directly contributed to the subprime mortgage crisis which has created the perfect economic storm.","2008-09-23-corning-freeland-michigan_0",0.130489303,FALSE,NA,"uncertainty",1,1,1
"64",0.358982957,0.641017043,"I ask your support not merely for my candidacy or that of my colleagues, but I ask your support in choosing right for this country, in moving this country forward, in picking it up and sending it into the sixties to meet its responsibilities. Mr. Nixon represents a party which has opposed progress for many years.  He represents a party which voted 90 percent against a 25-cent minimum wage in the mid-thirties, and voted 90 percent against $1.25 minimum wage in 1960.  He represents a party which has opposed the strengthening of our educational system, which has opposed medical care for our older citizens tied to social security, which has brought recession in 1954, again in 1958, and has brought us to an economic slowdown in the vital year of 1960.  Since June the United States has lost $1 billion worth of gold--$1 billion.  Since June we have cut our estimated tax revenues this year $4 billion.  That is the kind of economy this administration runs.  That is the kind of a country that this administration now seeks to have its record endorsed from.  If this is the experience upon which Mr. Nixon runs, I want no part of it.","1739_6",0.282034086,FALSE,NA,"uncertainty",1,1,1
"65",0.438036381,0.561963619,"Corruption decays our trust in institutions and our legal system. When the outcome is fixed, when the system is rigged, people lose hope. They detach. Our society becomes unplugged and unhinged.","2016-10-29-center-golden-colorado_10",0.123927238,FALSE,NA,"uncertainty",0,1,0
"66",0.473769199,0.526230801,"It is in these five areas of concern--economic growth, unemployment, the business cycle, price stability, and our balance of payments--that I think we can do better, that I think we must do better.  And I believe that most businessmen share my concern--and share my belief that we can do better. What changes are needed?  What policies would be successful?","1603_14",0.052461603,FALSE,NA,"uncertainty",0,0,1
"67",0.394763388,0.605236612,"I know that there are cities that are better today because the government cared and a party worked. I know that there are millions of youngsters in school today who never would have had a chance, who would have been deprived of a decent education, were it not for the fact that a Democratic party and a Democratic Congress and a Democratic president worked together and cared and helped this nation of ours to do better. I know there are millions of our senior citizens today that would still be the victim of relief and welfare-ism, who would still be pleading for hospital and medial care, who can today go to the hospital of their choice, go to the doctor of their choice and have the finest hospital and medical care under the terms of Social Security and Medicare that any nation can provide.","2015_12",0.210473224,FALSE,NA,"uncertainty",0,0,1
"68",0.456782732,0.543217268,"All these things, in my judgment, in a great country like ours can be done better housing for our people, care for their aged, to which they contribute--all these things can be done--a stronger income, a society that moves forward again.  And I want to make it very clear that I do not run for the office saying that these problems are easy.  We are going to have to find 25,000 new jobs a week every week for the next ten years, to maintain full employment in this country.  To find a job for everyone who will want to work will require that kind of expansion, and it comes at a time when machines are taking the place of men.  ","1655_14",0.086434536,FALSE,NA,"uncertainty",0,0,1
"69",0.451492806,0.548507194,"Now, as the senator said, this has been an interesting 10 days or so. I had a debate about a week ago. I enjoyed that a great deal. I've got to be honest —. I got to ask the president some questions people across the country have been wanting to ask him, like — like why it was with 23 million Americans out of work, struggling to find a good job, that he spent his first two years fighting for """"Obamacare,"""" which made it harder to get jobs. I got to ask him why it was with gasoline prices twice as high as when he took office, he cut in half the number of permits and licenses on federal lands and in federal waters for drilling for oil and gas; why it was that with a deficit of a trillion dollars, record-breaking deficit, that he spent $90 billion sending money to green energy companies, some of whom had contributors that had given to his campaign.","2012-10-13-remarks-portsmouth-ohio_4",0.097014388,FALSE,NA,"uncertainty",0,1,0
"70",0.475488864,0.524511136,"No president and no police chief can preserve domestic tranquility without cooperation--the cooperation of American citizens, America's neighborhoods, and America's communities. That is why I address myself to all Americans who are determined to act against crime. The cost of crime in America has been estimated at $97 billion a year, almost as much as the entire defense budget. But even that figure, high as it is, does not take into full account the terrible impact of crime on our society. We cannot count in dollars, we cannot count in cents, the loss of a single citizen who is murdered, the humiliation of one who is raped, the pain of one who is assaulted. We cannot calculate the cost to a free society when people are forced to barricade themselves in their own homes. It is time to give the streets back to the law-abiding citizens and put the criminals behind bars.","2443_3",0.049022273,FALSE,NA,"uncertainty",0,0,1
"71",0.586449343,0.413550657,"It's not right when Mexican-American unemployment is three times the rate for Anglos. It's not right when over half the youngsters in East Los Angeles high schools have to drop out--to waste their precious potential and their lives. It's not right when there is one Mexican-American student for every 350 students in California's great state university system.","2102_1",0.172898686,FALSE,NA,"uncertainty",0,0,1
"72",0.401034961,0.598965039,"What does it mean in America today when Dave McCune, a steel worker I met in Canton, Ohio, saw his job sent overseas and the equipment in his factory literally unbolted, crated up, and shipped thousands of miles away along with that job? What does it mean when workers I've met had to train their foreign replacements? America can do better. So tonight we say: help is on the way.","2004-07-29-national-convention-boston_45",0.197930078,FALSE,NA,"uncertainty",0,0,1
"73",0.539119792,0.460880208,"I challenge Mr. Reagan to put his plan on the table next to mine--and debate it with me on national television.  Americans want the truth about the future--not after the election, but now. When the American economy leads the world, the jobs and prosperity flow here, and the future is here for our children.  That's not happening today.  This is the worst trade year in our history.  Three million of our best jobs have gone overseas.","2705_31",0.078239583,FALSE,NA,"uncertainty",1,1,1
"74",0.451280675,0.548719325,"Our cities need help.  We are going to have another hundred million Americans to be with our American family in the next twenty-five years.  Where are they going to live?  How are we going to house them?  How are we going to educate them?  How are we going to keep this economy growing so there are jobs?","2075_80",0.097438651,FALSE,NA,"uncertainty",0,0,1
"75",0.523226959,0.476773041,"And I'm willing to fight to win the election so that I can manage the government properly. And I'm willing to fight to give our people good health care, and fair tax structures, and a good educational opportunity, and to eliminate discrimination. I hope you'll join with me. Even though there may be some things about me that you don't like, even though you may say, Jimmy Carter doesn't know all the answers. I don't. But my heart is with you, and to the extent that you can join in, and sometimes in an unselfish way, sometimes even in a sacrificial way, in this next four weeks, we can turn this country around. We can correct our mistakes and make us proud once again.","2388_25",0.046453917,FALSE,NA,"uncertainty",1,1,1
"76",0.489154913,0.510845087,"Now, the other guy's ideas have been put to the test also, because after President Clinton, we had 8 years in which we tried giving big tax cuts to the wealthiest Americans. We tried giving insurance companies and oil companies and Wall Street a free license to do whatever they pleased. And what we got was falling incomes and record deficits and the slowest job growth in 50 years and an economic crisis that we're still cleaning our way out of.","2012-11-04-rally-cincinnati-ohio_26",0.021690175,FALSE,NA,"uncertainty",1,1,1
"77",0.358583954,0.641416046,"Here are some of those facts: In four years--four years of wealth and abundance--our government has let the shortage of schoolrooms and teachers get worse. It has done almost nothing to stop the slum cancer, which today infects ten million American dwellings. And juvenile delinquency, which breeds in slums and poor schools, has increased at a frightening rate.","1333_12",0.282832092,FALSE,NA,"uncertainty",0,1,0
"78",0.459953984,0.540046016,"You know, I was once asked how I hoped, personally, to be remembered for my time as custodian of this office. I was appearing just a week or so ago before a college group when that question was asked by one of the students. Well, knowing that I believe that Americans do better by themselves, I said that with the courage of--millions of Americans are coming to grips with the problems that had built up for more than a decade--I said I would hope that I would be remembered as having given the government of this country back to the people.","2807_4",0.080092031,FALSE,NA,"uncertainty",0,0,1
"79",0.348847914,0.651152086,"Let us pledge to restore, in our time, the American spirit of voluntary service, of cooperation, of private and community initiative; a spirit that flows like a deep and mighty river through the history of our nation. As your nominee, I pledge to restore to the federal government the capacity to do the people's work without dominating their lives. I pledge to you a government that will not only work well, but wisely; its ability to act tempered by prudence, and its willingness to do good balanced by the knowledge that government is never more dangerous than when our desire to have it help us blinds us to its great power to harm us.","2636_10",0.302304171,FALSE,NA,"uncertainty",0,1,0
"80",0.584256779,0.415743221,"But I tell you, it can be better. The thing that will determine the outcome of this election is whether we can in the end keep our courage up. At every critical juncture in our nation's history, the things-could-be-worse crowd have been there carping on the sidelines. And this crowd that's in there, they've had a long time. Their record is clear. They're running this economy down and shrinking our future when it ought to be expanding.","3021_22",0.168513557,FALSE,NA,"uncertainty",0,0,1
"81",0.000264787,0.999735213,"I think you know which vote will build a bridge to the twenty-first century. Will you seize the opportunity tomorrow to help us do it? Your vote will decide--","3295_29",0.999470426,FALSE,FALSE,"random",0,0,1
"82",0.362485826,0.637514174,"I will never give any other nation or organization a veto over our national security. But I will never forget what Roosevelt, Truman, Eisenhower, Kennedy, and Reagan all knew – that America is stronger, our troops are safer, and success is more certain when we build and lead strong alliances, not when we go it alone. George Bush has failed to learn this lesson. And over the last four years, he has failed in his fundamental obligation as Commander-in-Chief to make America as safe and secure as we should be.","2004-10-26-wisconsin-green-bay_2",0.275028349,FALSE,NA,"uncertainty",0,0,1
"83",0.582121128,0.417878872,"See, today, I believe that as a nation, we're moving forward again. We're not where we need to be, not yet. We've got a lot more folks who have to get back to work. We've got a lot more work to do to make the middle class secure again. But the question is, whose plan is better for you?","2012-09-27-virginia-beach-virginia_6",0.164242257,FALSE,NA,"uncertainty",0,0,1
"84",0.000461999,0.999538001,"Last Friday, the jobs report for August showed we added 144,000 new jobs. That's 1.7 million over the last 12 months. The national unemployment rate is 5.4 percent. That's fully a point below the peak last summer. It is lower than the average rate of the 1970s, 1980s, and 1990s.","2004-09-07-lees-summit-missouri_14",0.999076002,FALSE,FALSE,"random",0,0,1
"85",0.332058567,0.667941433,"Now, it pleases me greatly to see our country and this community and this area moving on the right track to the twenty-first century with confidence and conviction. But there is more to do, and we must press forward. We can do better, and we must, if we want to give all Americans who are willing to work for it the chance to benefit from economic opportunity--and if we want to grow faster so that living standards can keep rising again after being stagnant for nearly twenty years for too many of our fellow Americans.","3226_13",0.335882867,FALSE,NA,"uncertainty",0,0,1
"86",0.505852317,0.494147683,"We have a chance to demonstrate that freedom can work.  The next president of the United States must personify the spirit of this great society of ours, he must set before us the things we must do, if by the year 1970 we are not only going to be free but strong and moving here and around the world. I think the opportunity before the United States is bright.  In many ways, our time is like the time Dickens described at the beginning of his book: """"It was the best of times and the worst of times.""""  It is the worst of times because we face the most severe challenge that we have ever faced, and because in many ways the future will be somber.  But it is the best of times because we have a chance to strike a blow, not only for our own security but for the freedom of those who look to us for assistance and succor, who look to us for an example of what freedom can do.  Here in the last eight years, I think the United States has drifted.  At the time of the Congo crisis, the United States offered scholarships to the Congo; at the time of the break with Castro, we offered aid in Latin America.  What were we doing for the last eight years in regard to Africa and Latin America that it was necessary for us to be reminded by Mr. Castro and by the threat of communist takeover in the Congo that Africa is.  Foresight is needed by the next administration.  What were we doing in the early fifties when the Soviet Union was making a decisive breakthrough in outer space?  It is because we have drifted with the times.  It is because we have been rowing across what we thought were passive seas, ignoring the subterranean explosions underground that we find ourselves today face with the most serious crisis that we have ever known.","1561_5",0.011704633,FALSE,NA,"uncertainty",0,0,1
"87",0.481473507,0.518526493,"Senator Obama and I both have differences with how President Bush has handled the economy. But he thinks taxes are too low, and I think spending is too high. According to third party estimates, Barack Obama will increase government spending by over 860 billion dollars. That's on top of the trillions in debt that we've already burdened our children and grandchildren with. When I'm president, I'll cut the size of government. I will put the government back on the side of America's working families, and I will get this country moving again.","2008-10-08-remarks-bethlehem-pennsylvania_21",0.037052987,FALSE,NA,"uncertainty",0,0,1
"88",0.401936259,0.598063741,"And America will pay an even heavier price for the President's lack of candor. At home, the American people are less likely to trust this administration if it needs to summon their support to meet real and pressing threats to our security. Abroad, other countries will be reluctant to follow America when we seek to rally them against a common menace -- as they are today. Our credibility in the world has plummeted.","2004-09-20-new-york-university_23",0.196127482,FALSE,NA,"uncertainty",1,1,1
"89",0.619024858,0.380975142,"We believe in opportunity for all Americans; and we will not rest until every American has the chance for a good job at a good wage; until every school is a good school; until all our children are able to rise as high as their energy and skills will take them; until the cancer of racism and anti-Semitism and discrimination of all kinds has been banished from this land. We believe that the strength of America comes from the strength of our families; and we will not rest until we have brought the prosperity of America home to every family in America; until every family has basic health insurance and a decent place to live; until our older Americans are given the dignity and the security they deserve after a lifetime of hard work; and we will not rest until we have won the war against drugs. We believe in the rule of law, and we will not rest until we have restored competence and integrity and high standards to the highest offices in this land.","2884_14",0.238049716,FALSE,NA,"uncertainty",0,0,1
"90",0.633586782,0.366413218,"We can start by ending a war in Iraq that is costing us $10 billion a month when the Iraqi government is sitting on a $79 billion surplus. We should also stop sending fifteen billion dollars a year in overpayments to insurance companies for Medicare and go after tens of billions of dollars in Medicare and Medicaid fraud. We need to stop sending three billion a year to banks that provide student loans the government could provide for less, and hundreds of millions a year in subsidies to agribusiness that can survive just fine without your tax dollars and use some of the money to help family farmers who are struggling. I will put an end to this waste when I am President.","2008-09-22-green-bay-wisconsin_19",0.267173565,FALSE,NA,"uncertainty",0,0,1
"91",0.561044838,0.438955162,"But the facts are grim: the coalition has lost control of areas where 1 million Iraqis live. U.S. forces are attacked an average of 87 times a day – up 100% since the spring. Over 130 foreigners kidnapped in Iraq since March.","2004-10-20-waterloo-iowa-0_12",0.122089677,FALSE,NA,"uncertainty",0,0,1
"92",0.59743546,0.40256454,"Now, here's the good thing about it--it's the only time those three political hacks worked until 10:00 the whole time Bush was president. And then he says we are bozos. Let me tell you something folks; at least Bozo makes people laugh. Bush makes people cry. We're going to laugh on Tuesday. We're going to laugh in America again, we're going to lift up America again.","3058_8",0.194870919,FALSE,NA,"uncertainty",0,1,0
"93",0.469200578,0.530799422,"On top of all of our defense expenditures, we have piled others until we have a budget of 85 billion dollars.  That represents a crazy type of spending.  In it we have 14 billion dollars of deficit, which means that your money gets cheaper and cheaper.  That cheapening money is well illustrated by the case of a Nebraska lady running a ranch who tells a story that she sold a cow for $75 and bought a government bond ten years ago.  Recently she cashed the bond and of course had to include the $25 on her income tax.  Then she decided to put the money back into a cow and now finds that the cow is worth $200.  I don't know of anything that illustrates better what has happened to our money and what has happened to prices under the bungling fiscal policies of this administration.","1143_3",0.061598844,FALSE,NA,"uncertainty",0,0,1
"94",0.338544933,0.661455067,"And because we went it alone, we are bearing the burden and paying almost all the cost by ourselves. Almost all the casualties are the sons and daughters of America. And 90 percent of the costs are being met by Americans – the total so far: $200 billion and rising every day. That's $200 billion we're not investing in health care and education That's $200 billion we're not investing to make sure no child is left behind. That's $200 billion we're not investing in incentives to create and keep good jobs in the United States of America. That's $200 billion we're not investing in homeland security to keep cops on the street, to protect our airports, our subways, our bridges and tunnels. That's unacceptable -- and that's why 47 days from now we're going to move this country in a new direction.","2004-09-15-gala-washington-dc_14",0.322910134,FALSE,NA,"uncertainty",0,0,1
"95",0.577948659,0.422051341,"Special unemployment benefits are no substitute for solving the real problem. We must get our people back to work. We must pull our auto industry out of its slump and get the assembly lines back into full-time operation.","2673_3",0.155897317,FALSE,NA,"uncertainty",0,0,1
"96",0.42493941,0.57506059,"We believe in securing the best for our country because nothing but the best will do, because we believe this is the best country, and because we realize that it isn't the president of the United States that is in trouble, it isn't the Republican party that is in trouble--it is the country that is in trouble and it is we who are in trouble. The reason we are in trouble is because we are faced by a dedicated and determined adversary who recognizes that we live in a revolutionary world and who is reaching toward the future. I don't want it said that here in the 1950s and the 1960s we began to be passed by--that kind of leadership is what we need, a helping hand. ","1437_7",0.150121179,FALSE,NA,"uncertainty",0,0,1
"97",0.000254746,0.999745254,"On Tuesday night I was so happy to see that my """"explainer in chief"""" is still on the job. I'm also grateful to the rest of my family and to the friends of a lifetime. To all of you whose hard work brought us here tonight and to those of you who joined this campaign this week, thank you. What a remarkable week it's been!","2016-07-28-democratic-national-convention_3",0.999490508,FALSE,FALSE,"random",0,0,1
"98",0.000345197,0.999654803,"""""However enlightened or skillful a central power may be,"""" wrote de Tocqueville in his """"Democracy in America,"""" """"it cannot of itself embrace all the details of the life of a great nation ... and when it attempts unaided to create and set in motion many complicated springs, it must submit itself to a very imperfect result or exhaust itself in fruitless efforts."""" He wrote this in 1835, and if he saw this truth about an earlier America, how much truer it is today. There has nevertheless been a tendency in our history for the federal government, during crises to preempt functions which it is not suited to perform, and to retain them when the crisis is past.","2198_4",0.999309607,FALSE,FALSE,"random",0,0,1
"99",0.457016951,0.542983049,"FIFTH, a lifetime ban on White House officials lobbying on behalf of a foreign government, very bad.[applause] SIXTH, a complete ban on foreign lobbyists raising money for American elections, that's what's happening. On the same day, I will begin taking and really taking strongly 7 actions to protect American workers. Our American workers have been treated so badly by politicians that don't have their interest at heart and we are going to change that. We're going to change that very very fast.","2016-10-22-eisenhower-complex-gettysburg_34",0.085966097,FALSE,NA,"uncertainty",0,0,1
"100",0.449204681,0.550795319,"Whether it's Candidate Clinton or Governor Clinton, the message is the same: He is not the leader for America. I say we can do better, and I say America deserves better. And yes, we've got problems, and yes, we have big challenges. But our agenda confronts these challenges. We've had a global recession. We've got one kind of complex world economy. And I believe with my record in war and peace and beating down the communist aggression and winning in Desert Storm and bringing democracy around the world, that I am the person to renew America with these ideas. ","3099_24",0.101590638,FALSE,NA,"uncertainty",0,0,1
"101",0.578103835,0.421896165,"And I say that, particularly, my friends, in the light of the fact we have a recent visitor to the United States, Mr. Khrushchev, a man who had the effrontery to go before the forum of the world in the United Nations, a man who has slaughtered thousands in the streets of Hungary, a man who has enslaved millions of people--and then pointing the finger at the United States of America for things that he thinks we have done in denying equality of opportunity. Let's do what we can in this field to deny Mr. Khrushchev and his Communist colleagues any arguments against the United States.  Let's make our country a shining example for all the world to see, of equality for all.","1775_9",0.15620767,FALSE,NA,"uncertainty",0,0,1
"102",0.52248682,0.47751318,"He headed up a task force on financial institutions that was supposed to take a look at what was happening to banking in this country and I don't have to tell the people of Texas how he failed in that assignment because you know better than any state. Finally, he was given the mission to go to Japan and take a look at our trade relationship with Japan.  Folks, he went over there.  He said our trade relationship with Japan was """"superb,"""" came home, said it was a """"political loser"""" and walked away from the task force.  And I don't have to tell all of you what's happened to jobs, to industry, to your jobs and to your futures in the past eight years.  Five thousand jobs lost at this plant alone.  Twenty thousand steel jobs in Texas.  George Bush says he wants to create 30 million jobs in the next eight years, but the question is where?  In what country?","2920_5",0.044973641,FALSE,NA,"uncertainty",0,0,1
"103",0.000265982,0.999734018,"We are a nation of lovers instead of haters, and we are proud of it. Aren't you? We are all Americans. We are one nation--one people. There is room for all of us in this great land, so let's get on with the job. There is just one thing that really amounts in your life that is the most important thing to you, and that is whether we have peace in the world or not.","1925_14",0.999468035,FALSE,FALSE,"random",0,0,1
"104",0.600300539,0.399699461,"We have all had enough, I believe, of those who thinking is stillhaunted by past illusions, those who are prisoners of their own fuzzy thinking and their own mistakes.  We have all had enough, I believe, of those who have sneered at the warnings of men trying to drive Communists from high places--but who themselves have never had the sense or the stamina to take after the Communists themselves. We have all had enough, I believe, of men who seem to feel that freedom can do nothing but fret and whine as it watches its own slow sure death.","1193_29",0.200601077,FALSE,NA,"uncertainty",0,0,1
"105",0.565522057,0.434477943,"And we believe that we are one nation. We are tired of the division of America by race, by region, by income, by gender. I am sick and tired of people being divided. We don't have a person to waste in this country and it's about time we started acting like it.","3040_12",0.131044114,FALSE,NA,"uncertainty",0,0,1
"106",0.359882119,0.640117881,"Beyond this immediate stimulus that I've called on both parties and the President to pass, we need an economic agenda to restore opportunity for Americans and prosperity to America. We need policies that will grow this economy from Main Street to Wall Street and everywhere in between - so that the 21st century is another American century. So that we're not borrowing debt from China and buying oil from Saudi Arabia. So that the jobs of the future don't go to better-educated workers in India and the cars of the future aren't made in Japan. So that we can leave a legacy of greater opportunity to our children and their children. That is how we will emerge from this crisis stronger and more prosperous than we were before, and that is what I will do as President of the United States.","2008-09-30-reno-nevada-1_18",0.280235762,FALSE,NA,"uncertainty",0,0,1
"107",0.437579089,0.562420911,"MR. ROMNEY: We recognize what a great responsibility you've given us, how much you expect from us to be able to get back the White House and get America back on track. We've seen these last four years a lot of disappointment, a lot of families having hard times. I saw a report just this morning that even as some jobs are being created, as they look at the jobs being created they note that the jobs we lost were middle income jobs and the jobs we're getting back are low wage jobs.","2012-09-01-event-cincinnati-ohio_8",0.124841822,FALSE,NA,"uncertainty",0,1,0
"108",0.457047018,0.542952982,"Lower wages and a higher share of the tax burden for the middle-class? Stop whining, everything's fine. 45 million Americans with no health insurance at all? Stop whining, everything's fine.","2004-10-18-tampa-florida-7_17",0.085905964,FALSE,NA,"uncertainty",1,1,1
"109",0.542195019,0.457804981,"When Mr. Reagan took office, you notice the very first thing he did was to take Harry Truman's portrait down in the Cabinet Room and put Calvin Coolidge's picture up.  We knew we were in trouble right then.  Coolidge was a wise man and he once said this:  """"When more and more people are thrown out of work, the result is unemployment.""""  We say that when more and more people are put back to work, the result is justice, and we need a president who will lead this nation in an all-out effort to make certain that all Americans have a chance for employment.  And that's the key issue of this campaign.  Mr. Reagan is bragging about the fact that he's put a lot of the people he put out of work back to work.  We need a president who will keep people at work and put more people to work and get our young people in that employment force, train our youth and encourage minority entrepreneurship, rebuild our country.  We rebuilt Western Europe.  We rebuilt Japan.  The time has come to rebuild the United States of America.","2715_16",0.084390039,FALSE,NA,"uncertainty",1,1,1
"110",0.384154123,0.615845877,"It is not only the impoverished who are victimized. Inflation also hits with special force other key groups in the society: the farmer and the urban wage earner and homeowner. Since farm marketing receipts have shown almost no improvement in recent years while farm costs soar, farmers find themselves in an ever-tightening bind. The farmer has to buy his equipment on the inflated retail market, but the prices of his goods in many cases have been going down. This pinch has helped to drive almost 5 million people off the farms since 1960.","2196_7",0.231691755,FALSE,NA,"uncertainty",0,0,1
"111",0.382866901,0.617133099,"What have we seen under President Obama's failed leadership? Higher unemployment, a downgrade of our credit for the first time in our history. Take-home pay is down by $4,000 over the last four years.","2012-08-31-victory-rally-lakeland_11",0.234266198,FALSE,NA,"uncertainty",1,1,1
"112",0.461139919,0.538860081,"This is not a new experience for America, because if you are astudent of the history of this republic, you know that we have gonethrough many, many times, many, many periods of violent change, ofgrave disorder, and of serious moral crisis.  And we have been ableto come out of each, I think, a little better. As a matter of fact, there may be some truth to it, that a greatpeople must do some suffering--possibly the anguish and thesuffering of our time, the suffering and the anguish as we makedecisions about how we want to live here at home--whether it is tobe a community, one community of Americans, or whether it is to bedivided on the basis of race, or economic status--that anguish andthat suffering I think can make us a better people, if we make theright decision.","2108_5",0.077720163,FALSE,NA,"uncertainty",0,0,1
"113",0.626749173,0.373250827,"I expect an exciting contest, but then that's kind of what October's all about this year. But there are many things to talk about this October. On the way here, I was thinking of how to sum up three-and-a-half years of effort by the American people to turn our economy and our nation around, how to sum up your success. And it seems to me that the past three-and-a-half years have been an historic time in our country, a time of great renewal. Our nation has hope again, opportunity abounds, the American dream is reborn. And this is what I would call the overview. But would you like the facts to back it up?","2823_4",0.253498346,FALSE,NA,"uncertainty",0,0,1
"114",0.000275796,0.999724204,"President Hayes, Mr. Walker, Governor Bryant, Mayor Burns, my old friends Congressmen Pepper and Fascell, Reverend Parks, officers, executive council members, delegates and guests: I want to thank you from the bottom of my heart for your warm reception and for the confidence that you have already demonstrated in me. Seventy-six years ago your union was formed.  When your founders met then, they were forced to meet in secrecy and in fear.  Labor had no rights, and few rewards.  The laboring man and his family sat at the second table in our society.  That day is gone, gone forevermore.","1893_0",0.999448409,FALSE,FALSE,"random",0,0,1
"115",0.000441135,0.999558865,"I will also say that, you know, every place I go in the country, you have signs held up, and they say, """"Clean House!"""" Clean House! Change the United States Congress. Well, you can do something about it right here. You can help clean out the House of Representatives by sending John Timmer to the United States Congress. And you've got a great chance to make history in the Senate, because we have an outstanding candidate standing here with me in Char Haar. Elect her to the Senate, and let's get this country moving again.","3162_1",0.99911773,FALSE,FALSE,"random",0,0,1
"116",0.668029077,0.331970923,"This isn't about me; it's about all of you and our magnificent movement to make America great again all over this country. And they're talking about it all over the world. At the core of my contract is my plan to bring back jobs.","2016-11-02-amphitheater-miami-florida_37",0.336058153,FALSE,NA,"uncertainty",1,1,1
"117",0.574581336,0.425418664,"But I do not run on that record.  I run as a candidate for the presidency with full knowledge that unless this country is prepared to pick itself up and get itself off dead center and begin to lead, begin to set an example to the world of what a vital society freedom can be, this country is not going to survive as the strongest, freest country in the world.  That is the issue--that is the issue, not any old fights which took place in the administration of Franklin Roosevelt.  Those fights may still go on.  We might be defeated on that basis and the country survive.  Older people might not be as secure, our schools might not be as good, but the real issue is your judgment as citizens, as informed citizens, capable of exercising your franchise.  It is your judgment of whether this country can afford to stand still or whether we can be secure, whether living in Florida ninety miles, as Senator Smathers said, off the coast of Cuba, and close to all the world, a few minutes from all the world, whether this country can afford leadership as usual, leadership which is so misinformed about the current of history that it chooses to run on the slogan in 1960 of peace and prosperity, as if nothing was wrong, as if everything was being done, as if our society was on the move, as if we did not live face to face with risk.","1631_4",0.149162672,FALSE,NA,"uncertainty",1,1,1
"118",0.485954256,0.514045744,"Syria is in the midst of a disastrous civil war. ISIS controls large portions of territory. A refugee crisis now threatens Europe and the United States.","2016-08-15-university-youngstown-ohio_13",0.028091488,FALSE,NA,"uncertainty",0,0,1
"119",0.64875814,0.35124186,"We are not there yet. We're not where we need to be yet. There are still too many Americans looking for work, too many families who are having trouble paying the bills, too many homes underwater, too many young people burdened with debt from going to school. But if there's one thing I know, it is this: We have come too far to turn back now.","2012-10-08-rally-san-francisco_10",0.29751628,FALSE,NA,"uncertainty",0,0,1
"120",0.000371606,0.999628394,"Labor Day stands for America's greatest natural resource--not its minerals, its timber, or its farmland, but its people: Americans who get up early every day and go home tired every night, quietly creating a better life for their families and fellow citizens. Today 88 million Americans are on the job--more than ever before in our nation's history. But we cannot be satisfied until every American who wants to work has a meaningful and productive job. With the help of the dynamic American labor force, we will achieve that goal of full employment.","2420_1",0.999256788,FALSE,FALSE,"random",0,0,1
"121",0.613217783,0.386782217,"Who among us is more vulnerable today than the 8 million Americans who are out of work? Who is more vulnerable than the 45 million Americans without health insurance? Who is more vulnerable than the parents who have to choose between food and medicine for their children? Older Americans – our parents and grandparents – should not have to take bus trips to Canada to afford the medicines they need to live -- and live healthy lives. No mother who gets up and goes to work every day should have to raise her children in poverty. That's why we have to raise the minimum wage, ensure equal pay, and finish the job of welfare reform, so we can honor work and once again grow the middle class instead of growing the number of people in poverty.","2004-10-24-fort-lauderdale-florida_10",0.226435566,FALSE,NA,"uncertainty",1,1,1
"122",0.46332301,0.53667699,"At that convention in New York, the Bush Administration actually said that outsourcing jobs is good for this nation. That shouldn't be a surprise because that's what they've done for four years, and, if they have the chance, that's what they will do for four more years. In the last three years, America has lost 1.6 million jobs. And African-American unemployment is nearly 10 percent – double the rate for whites. That's more than a twenty-five percent increase since this president took office.","2004-09-11-annual-legislative-conference_15",0.07335398,FALSE,NA,"uncertainty",0,0,1
"123",0.501425188,0.498574812,"Which is under tremendous siege right now. Hillary Clinton is the defender of the status quo or what we have. While our country lost badly under Hillary Clinton, she cashed in big time. Our country was losing. Our people were losing, but she is cashing in.","2016-08-19-complex-dimondale-michigan_63",0.002850376,FALSE,NA,"uncertainty",0,1,0
"124",0.000235874,0.999764126,"And everybody, everybody in the campaign, is crisscrossing Ohio. My daughter's been here a bunch. Tim Kaine and his wonderful wife Anne have been here. My husband's coming back tomorrow for a two-day bus tour through Ohio. And I will be back because we care about Ohio and we want to make sure Ohio makes the best choice for the future of the people of this great state.","2016-10-03-theater-akron-ohio_4",0.999528253,FALSE,FALSE,"random",0,0,1
"125",0.657274289,0.342725711,"We are putting Pennsylvania back to work, and we are putting the special interests out of work. We are going to renegotiate NAFTA, stop the TPP, and stand up to foreign product dumping and currency manipulation. Your city has lost one-third of its manufacturing jobs since Bill Clinton signed NAFTA – a deal supported by Hillary Clinton.","2016-10-21-center-newtown-pennsylvania_8",0.314548579,FALSE,NA,"uncertainty",0,0,1
"126",0.553608326,0.446391674,"So there's a big difference between a person who understands this problem, has stood up for this problem, believes in a solution that will make a difference, and has made that commitment, and a president who made no such commitment at all. Now, this valley is still suffering.  It's suffered terribly under this administration, and it suffered far too much under our administration, and I will admit it.","2745_24",0.107216652,FALSE,NA,"uncertainty",0,0,1
