,Unnamed: 0,Speech_id,par_id,text,label,annotated_at,drawn,label2,l1vsl2
131,131,2257,10,"She said, """"Christmas is pain and lonely and tears; and he'll be away for many more years."""" She said, """"Don't think about Asians, or question why; prisoners alone and forgotten should die. """"Talk of brotherhood and kindness and cheer; tell all your friends it's been a good year.""""",not populist,11/16/20 21:26,randomly,not populist,agree
133,133,1366,26,"Mothers know about crowded schools and half-day shifts in many, many places. Farmers know what's happened to prices and costs and their diminishing share of the consumer's food dollar. The small businessman knows what's happened to his credit and his profits.",not populist,11/16/20 21:28,randomly,not populist,agree
134,134,2684,0,"Good evening. In just over three weeks, we'll elect the next president of the United States. Many of you have made up your minds--but many others have not. And I can understand your uncertainty. These are difficult and confusing times. In the next three weeks, as we move along the campaign trail, I hope to talk with you from time to time about your decision, and where I stand on vital issues. But, most of all, I want to share with you my hopes and dreams for America.",not populist,11/16/20 21:29,randomly,not populist,agree
135,135,2440,5,"But in the last two years we have calmed the waters, we have healed the differences between our people, and we have made tremendous strides in turning our economy around. Oh, you can't turn a switch and solve all the problems, but instead of over 12 percent inflation, it's under 6 percent. We've added four million jobs in the last seventeen months. We're making all kinds of progress to get this economy healthy again. Of course, we're no longer in Vietnam, and we have peace, and we have the military capability to keep it.",not populist,11/16/20 21:29,randomly,not populist,agree
136,136,2012-10-19-fairfax-virginia-0,37,"So I think you're being able—you're beginning to be able to identify these symptoms. And if you come down with a case of Romnesia and you can't seem to remember the policies that are still on your website—[Laughter]—or the promises you've made over the 6 years you've been running for President, here's the good news: Obamacare covers preexisting conditions. Women, men—all of you—these are family issues. These are economic issues. I want my daughters to have the same opportunities as anybody's sons. I believe America does better—the economy grows more, we create more jobs—when everybody participates, when everyone is getting a fair shot, everybody is getting a fair shake, everybody is playing by the same rules, everybody is doing their fair share. That's why I'm running for a second term for President of the United States. I need you to help me finish the job.",not populist,11/16/20 21:29,randomly,not populist,agree
137,137,1069,9,"We also have my sister Mrs. Ernest Ives. And now I should like to present to you a famous Pennsylvanian, a beloved and honored lady of this state, Mrs. Emma Guffey Miller. Have we got any more beauties to present?",not populist,11/16/20 21:30,randomly,not populist,agree
138,138,2012-11-02-rally-hilliard-ohio,23,So we know what we want to do works. We know what they want to do doesn't work. We know what we want to do grows our middle class; what they want to do squeezes the middle class. We know that our strategy makes sure that we bring our deficit down in a balanced way; their strategy ends up shooting the deficit up.,not populist,11/16/20 21:30,randomly,not populist,agree
139,139,2154,5,"Charlie Jonas no opposition. That is what I want, believe me. I like that. What a great congressman he has been, and what good sense the people of this district have shown to send him back year after year, as you have, to represent not only North Carolina but the nation.",not populist,11/16/20 21:30,randomly,not populist,agree
140,140,2012-10-10-mount-vernon-ohio,84,"It is so key to unleash the natural gas and the other natural resources we have in the country. It would lower our energy costs, because you know that if we lower your energy costs in manufacturing, that's going to eliminate a lot of these artificial advantages that Governor Romney's talked about China having, and that combined with the stricter enforcement that Governor Romney's talking about is going to be like dropping fuel on a fire for manufacturing in the United States. And you can't — you shouldn't do one without the other, and that's why his five-point plan makes so much sense in terms of job creation.",not populist,11/16/20 21:31,randomly,not populist,agree
141,141,2083,1,"First of all, may I just take a moment to express to every one of the young people here today my thanks for their participation.  I want to thank Charlie Brown and Snoopy for this endorsement today.  I appreciate that.  I thank you for the entertainment and on November 6th, I would like to thank everyone of you for your vote.  ",not populist,11/16/20 21:31,randomly,not populist,agree
142,142,2004-09-03-west-allis-wisconsin,22,"That means we must have an energy policy in this country. I submitted a plan to the Congress 2 years ago that encouraged conservation, encouraged the development of renewable sources of energy, encouraged clean coal technology, encouraged using our resources at home more wisely. In order to keep jobs in America, we must become less dependent on foreign sources of energy.",not populist,11/16/20 21:32,randomly,not populist,agree
143,143,2111,29,What we want in America are industries that build for the lives of our people. We want a strong enough America to be able to stand strong in this world. But we want a strong enough America to be just to every one of its own citizens.,not populist,11/16/20 21:32,randomly,not populist,agree
144,144,2110,11,"Mr. Agnew said I was """"soft on Communism""""-though, of course, hesaid later he didn't really mean it.  Sound familiar to you? There is another fellow in this race besides Richard the Silent--George the Loud.",not populist,11/16/20 21:32,randomly,not populist,agree
145,145,1856,15,"In other words, what do we have here? He says that he is for a program which I say will cost $15 billion a year more at the federal level, that he's against any increase in taxes and that he's for balancing the budget. Well, my friends, you can't be for all those things because you can't spend $15 billion a year more and still balance the budget without raising taxes or without deficit spending.",not populist,11/16/20 21:33,randomly,not populist,agree
146,146,1290,14,"Now, ladies and gentlemen, in concluding this short statement, I want to say this:  I do not come before you to engage in any competition of political promises.  This party in power in the last seven years has used up every possible political promise there is, and some of them have gotten pretty shopworn.  For example, there is no easier way to duck an issue than to say this, """"I will promise you a law,"""" well knowing they cannot deliver it.  There is no easier way to get out of a situation.  What I promise you is work, never ending work, to make certain that justice is done.  So I cannot come before you with the competition of promises, but I do come before you with a pledge, and this is the pledge.  If you want to put this crusade at the helm of your government; if you want to substitute for these 22 caliber men who are trying to hold 45 caliber jobs the finest men and women that we can draw from all sections of this country, from every walk of life--and let me say plainly, based upon merit and without respect to color or creed; if you want to have a government of that kind, then you belong in this crusade.",not populist,11/16/20 21:34,randomly,not populist,agree
147,147,1858,21,"And so here is your choice. Your choice at home is to move forward, to move forward to the greatest progress that America has ever had, to move forward to better schools and better housing, to move forward in an attack on our farm problems, and all the others that exist in this country, but to move forward in freedom, not attacking the frontiers of freedom, to move forward in the way that Americans want to move, to move forward without inflation. And then you have the choice, on the other side, of going backward, going backward on a road paved with glittering promises, but a road that leads to economic disaster for the American people and the American economy.",not populist,11/16/20 21:35,randomly,not populist,agree
148,148,2003,9,"What has made this country what it is, is a great depth of consciousness about people, consciousness that motivates men and women throughout the many generations of our history to do something just a little bit better than was done before, and this nation is characterized by leaders who came from the ranks of people, not an elite born to ride herd on others, but, rather, the people who raise up out of their own ranks their own leaders, so that we have government by the consent of the governed, so that we have government of law, not government of edict, so that we have government that is compassionate, on the one hand and firm in its justice on the other. I think that is what we exemplify by this meeting tonight.  I think that is what you come to pay your respects to, and am I ever glad to be there.  I always like to be where there are good people. I go away feeling just a little better.",not populist,11/16/20 22:24,randomly,not populist,agree
151,151,1815,8,"The way to move forward is for government to encourage the American people to develop to the full the tremendous abilities they have--and, believe me, we have the program that will do it.  We will produce again in all of these areas, in which America wants progress.  But one other point I would make: we will do it not with programs that will raise your taxes, that will raise your prices, and theirs will.  And let me say to every housewife here: if you vote for our opponents, the prices of everything you buy in the grocery store will go up because of their farm program, incidentally, that won't help the farmer either; but it will certainly have that effect, and they know it.  Other prices will go up, and I say, my friends, that the American people want higher wages, yes; they want prosperity, yes; but they want it without inflation, and without war, and that's the kind we produce, and that's the kind you want.",not populist,11/16/20 22:27,randomly,not populist,agree
152,152,2492,3,"While I am here, let me extend a very special invitation to come to Washington next January for the inauguration of Jerry Ford and Bob Dole; or to put it another way, y'all come.  In Kansas City, I knew I had picked an outstanding teammate or running mate. Bob Dole has a superb record, not only in the House of Representatives but in the United States Senate. But I didn't really understand that I got such a big dividend when we got Libby Dole with Bob Dole, and thank you very much.",not populist,11/16/20 22:27,randomly,not populist,agree
153,153,2806,4,"Some of you came from places that, sadly, have not known freedom and liberty. Some of you have come from places that don't offer opportunity. Some of you are probably here because you are, by nature, adventurous. And some of you have no doubt come here for a new start, to wipe the slate clean and begin your life anew.",not populist,11/16/20 22:28,randomly,not populist,agree
154,154,2505,37,"Q. Past administrations have been highly critical of our free enterprise broadcast system. And since you've had the opportunity in your world travels to see how other countries operate theirs, how would you compare our system to theirs?",not populist,11/16/20 22:28,randomly,not populist,agree
155,155,2143,14,"And I have told you where I stand, so that when you vote for me you will know not only whom but what you are voting for.  And I have offered you no easy solutions because, ladies and gentlemen, there are none.  I tell you that the next four years will be years of trial, they will be years of challenge for the American people and for the American president, but they will be years that are filled with the most exciting experiences of our century.  Come join me in this. ",not populist,11/16/20 22:28,randomly,not populist,agree
156,156,2004-09-04-remarks-kirtland-ohio,28,"This election will also determine how America responds to the continuing danger of terrorism. Since the terrible morning of September the 11th, 2001, we have fought the terrorists across the Earth, not for pride, not for power, but because the lives of our citizens are at stake. Audience members. U.S.A.! U.S.A.! U.S.A.!",not populist,11/16/20 22:30,randomly,not populist,agree
157,157,2016-10-03-plaza-toledo-ohio,17,"And then in a category by himself, there's Donald Trump. Well, you may have heard that he has long refused to release his tax returns the way every other nominee for president has done for decades. You can look at 40 years of my tax returns. I think we need a law that says if you become the nominee of the major parties, you have to release your tax returns.",not populist,11/16/20 22:30,randomly,not populist,agree
158,158,2073,16,"I am sorry.  I may have hurt his pitching arm.  But I will tell you something.  Mickey Lolich, even with a sore arm, is better than Wallace and Nixon put together with two arms.  And Hubert Humphrey, even with a sore throat, is better than Nixon and Wallace, even with a clear throat.  ",not populist,11/16/20 22:31,randomly,not populist,agree
159,159,2004-09-24-education-janesville-wisconsin,20,"Part of a hopeful society is also—is to making sure the economy grows. Now, when you're out rounding up the vote, remind people what we have been through, and we've been through a lot. First of all, the stock market started to go down prior to my arrival in Washington, DC. It was the beginning of signs to come, because right after Dick Cheney and I got sworn in, we headed into a recession, three quarters of negative growth. And those were tough times for people. I know they were tough times. I know it's a tough time for small-business owners and workers. It's tough times when people are wondering whether or not there's stability in their lives.",not populist,11/16/20 22:31,randomly,not populist,agree
160,160,2952,25,"My friends, I will keep America's defenses """"built upon the rock."""" I will never let America be made weak again. The key to future progress is continued strength. We must keep our nuclear forces--our land based missiles, our bombers, and our submarines--ready and up-to-date.",not populist,11/16/20 22:31,randomly,not populist,agree
161,161,3229,13,"We all know that America is on the right track to the twenty-first century, but we've got more to do. I want to build a bridge to the next century where every American family has a chance to benefit from the growing economy, a chance to succeed at home with their children, and to succeed at work. We should expand the Family and Medical Leave Act to give parents a little time off to take their children to the doctor and to parent-teacher conferences. We ought to make the first two years--we ought to make the first two years of college as universal as high school is today by giving families tax cuts to pay for college tuition. I know that will help a lot of you.",not populist,11/16/20 22:32,randomly,not populist,agree
162,162,2004-09-23-bangor-maine-1,44,"Listen, before the Commander in Chief ever puts any troops into harm's way, we must try all options—all options—to solve a problem. That's why I went to the United Nations. I was hoping diplomacy would work. I was hoping we could solve this problem peacefully. The toughest decision a President ever has to make is to put our kids into harm's way.",not populist,11/16/20 22:32,randomly,not populist,agree
163,163,2012-10-23-rally-dayton-ohio,12,"During the debate, he said he didn't want more troops in Iraq. But he was caught on a video just a few months ago saying it was """"unthinkable"""" not to leave 20,000 troops in Iraq. Those troops would still be there today instead of back home.",not populist,11/16/20 22:32,randomly,not populist,agree
164,164,2012-09-26-event-westerville-ohio,40,"And he said this again and again: Where's American leadership? We need American leadership. And then he'd talk about a region of the world and say, we need American leadership; where's American leadership?",not populist,11/16/20 22:32,randomly,not populist,agree
165,165,2012-09-28-2012-fundraiser-5,14,"So the path I'm offering may be harder, but it leads to a better place. And some of you have seen we've been putting forward a longer ad explaining exactly how we're going to grow the middle class, create jobs, rebuild an economy on a stronger foundation. It starts with exporting more products, outsourcing fewer jobs.",not populist,11/16/20 22:33,randomly,not populist,agree
166,166,3110,7,"Now, it's time, with all these dramatic changes around the world that we've help bring about--decline and fall of the Soviet Empire; Middle Eastern enemies talking to each other; democracy on the move south of our border; the great countries of Eastern Europe free, free at last--it's now time to roll up our sleeves and renew America, just as our ancestors did. We want an America of the best schools in the world. We want safe neighborhoods and safe streets. And that's what I'm fighting for against this Congress in Washington, D.C. We want lower taxes and less regulation. An America working and hoping and building, where every day is like the Fourth of July for our families and for these young people here today.",not populist,11/16/20 22:33,randomly,not populist,agree
167,167,2322,16,"Now, in very personal terms, may I tell you what this election is really about? What does a man think, what does Vice President Agnew think, what do I think as we criss-cross the country, as much as the duties of our office will permit, in campaigning for reelection? Of course, we think of winning.  Of course, we think of what we can do when we get in.  But above all, we think of our obligation to the generations that have made this country in the past, to the older citizens, for example, who have contributed so much and who deserve so much in respect as well as in care from those that they have served in this country.",not populist,11/16/20 22:33,randomly,not populist,agree
168,168,2384,6,"The problem is not confined to one city, or one state, or one industry in decline. From the manufacturing centers of Pennsylvania and Massachusetts to the small towns of Maine, Republican policies which deny the Northeast its lifeblood of energy and investment have created unemployment, poverty, layoffs, shutdowns--and the human strains behind these figures that Republicans never see. Last year alone, crimes committed by teenagers in the major cities of the Northeast rose by 10 percent. I do not believe it is a coincidence that unemployment rates among these same young people often exceed 40 percent.",not populist,11/16/20 22:34,randomly,not populist,agree
169,169,2016-10-21-college-cleveland-ohio,1,"I am so excited to be here, what a time to be back in Cleveland. The Indians are going to the World Series. That is after the Cavs won the championship. What a year for Cleveland, you really are """"Believe Land.""""",not populist,11/16/20 22:34,randomly,not populist,agree
170,170,2016-08-19-complex-dimondale-michigan,7,"Crumbling roads, bridges and airports will be replaced with the infrastructure our country needs and deserves. Families strapped in welfare will be provided with jobs and opportunity. Children stuck in failing government schools will be able to attend the school of their choice.",not populist,11/16/20 22:35,randomly,not populist,agree
171,171,2183,14,"There is a second wedge being driven between the generations, widening the gap: that is overpatronizing. Some of this is unintentional. Many members of the middle young, aged twelve to eighteen, resent being called """"teenagers"""" by older people. They react the same way as someone in his thirties or forties when he is called """"middle aged.""""",not populist,11/16/20 22:35,randomly,not populist,agree
172,172,1978,35,"That makes the goose pimples come up on you when you mash that button and tell them to go out and they don't come back at 3:30, because you know they are some mother's son, and except for the grace of God it might be my mother's son.  I try to keep that in my mind. So when we were tested in the Gulf of Tonkin, when they shot at our destroyers, we answered appropriately and promptly.  We located their nests where they had these little PT boats, and we saw a city there that had a lot of women and children in it that was on the Chinese border where there are 700 million people, but we didn't see any reason that we should take that target and kill a lot of innocent people--women and children.  What we wanted was where those PT boats were nesting.  We wanted to get the old hen's nest.",not populist,11/16/20 22:36,randomly,not populist,agree
173,173,3314,21,"Adults, of course, are on the front line in the lives of children. Their message is strengthened when it is reinforced, not undermined, by our culture and our government. In preventing drug use, there is nothing more dangerous than resignation, and nothing more effective than communication.",not populist,11/16/20 22:36,randomly,not populist,agree
174,174,1893,14,"I believe, and I think you believe, that there ought to be a job for every man willing to work. And there ought to be a classroom and a teacher for every child to get all the education they are capable of taking. I believe, and I know you believe, because it is your sweat and your toil that has helped to prepare this nation--I believe that we must always be prepared to defend ourselves from any attack, but also always be prepared to reason out our problems with the nations of the world.",not populist,11/16/20 22:37,randomly,not populist,agree
175,175,2012-09-08-rally-kissimmee-florida,56,"I've got a different idea, because I don't think that's what our country is about. We insist on hard work and personal responsibility and individual initiative. And we know we're not entitled to success, we've got to earn it. We honor the strivers and the dreamers and the entrepreneurs, the risk takers who've always been the driving force behind our free enterprise system. And we believe it—that free enterprise system is the greatest engine of growth and prosperity the world's ever known. That's what attracts people to our shores.",not populist,11/16/20 22:37,randomly,not populist,agree
176,176,1308,18,"Ladies and gentlemen, already I have been notified by my associates in front of me that I have used up far more than my time.  I do want to thank each of you who has come out here this morning and given me this time from his busy day not only to bring him a greeting but to allow me to express a few of these thoughts that are on my mind as we go through this political campaign.  I haven't anything in shopworn promises to offer you, but I do tell you this:  When this campaign started and we had some smoothly flowing, high sounding language from the opposition as to what they were going to do--I made a pledge.",not populist,11/16/20 22:38,randomly,not populist,agree
177,177,2353,8,"No American family should be denied access to adequate medical care because of inability to pay. The most important health proposal not acted on by the 92nd Congress was my program for helping people pay for care.  This program would fill the gaps in many current health insurance programs.For example, most working poor families--who do not qualify for welfare--cannot afford adequate health insurance coverage. Our plan would make adequate insurance available at no cost--or at a very low cost--for these families, families who work rather than who go on welfare.",not populist,11/16/20 22:38,randomly,not populist,agree
178,178,2105,14,"I want to thank your Congressman White for his leadership in these matters.  And I want to thank him, and Ralph Yarborough for all of their efforts in the Chamizal settlement and in this great Chamizal Highway, and all that it means to these two great countries, countries of the Republic of Mexico and the Republic of the United States of America--two friendly nations, two great peoples, peoples that are blended together now in a common culture, peoples that have learned how to live alongside of each other in peace and in harmony. You know, I used to know your mayor here, Ray Taos, who was appointed as you recall by President Kennedy to be our Ambassador to Costa Rica--a wonderful man and a wonderful family.",not populist,11/16/20 22:39,randomly,not populist,agree
179,179,2300,18,"Mr. Nixon apparently feared that challenge. So on October 8th, Dr. Kissinger agreed in a closed meeting to accept the settlement the other side wanted on almost the same terms they offered four years ago. North Vietnamese forces would stay in the South.",not populist,11/16/20 22:39,randomly,not populist,agree
180,180,2016-09-21-center-orlando-florida,34,"I've always believed that the ultimate test of our society is more than the size of our economy or the strength of our military. It's how we treat our fellow human beings, especially the most vulnerable among us. And on this front especially, I intend for my presidency to move our country forward. Together, we will make our economy and our country more welcoming to people with disabilities because we all win when everyone gets to share in the American dream.",not populist,11/16/20 22:40,randomly,not populist,agree
181,181,2327,14,"That is what our economic policy has done.  And that, just like our leadership in the field of foreign policy, is a good record.  But we are not satisfied with it, because there is more to do.  What do we want to do in those four more years?",not populist,11/16/20 22:40,randomly,not populist,agree
182,182,2769,14,You don't hear these words from this president. You don't hear words like decency and compassion and justice. When is the last time you heard him use those words? Never.,not populist,11/16/20 22:40,randomly,not populist,agree
183,183,946,8,"But during the last session of the Illinois legislature, what do you think they did to the thrifty, closely balanced budget I presented to them? They cut out $300,000 and added $50,000,000! But I vetoed most of it; I vetoed more appropriations than any governor in Illinois history. So you will understand when I say that I think the carefully cultivated legend that all Democrats are wasters and all Republicans are economical is the bunk. I think this is a time for bare-bone economy and the Republican legislators in Illinois can tell you I mean what I say.",not populist,11/16/20 22:41,randomly,not populist,agree
184,184,2008-10-21-miami-florida-5,7,"We've lost more than 750,000 jobs this year - and we just learned that here in Florida, we lost nearly 11,000 jobs in September alone. Wages are lower than they've been in a decade, at a time when the cost of health care and college have never been higher. It's getting harder and harder to make the mortgage, or fill up your gas tank, or even keep the electricity on at the end of the month. At this rate, the question isn't just """"are you better off than you were four years ago?"""", it's """"are you better off than you were four weeks ago?""""",not populist,11/16/20 22:41,randomly,not populist,agree
185,185,2004-09-15-heritage-month-reception,16,"People often talk about the Latino culture. Here's how I'd like to describe it: faith in God, commitment to family, and love of country. In this moment in our history, America is defending—depending on the unselfish dedication of patriots. Today, there are almost 200,000 Hispanic Americans serving in the Armed Forces. Eight of these incredibly brave men and women are with us today. I want to thank you all for coming. Thank you for wearing the uniform.",not populist,11/16/20 22:42,randomly,not populist,agree
186,186,2008-10-02-rapids-michigan-2,18,"Finally, I will modernize our outdated financial regulations and put in place the common-sense rules of the road I've been calling for since March - rules that will keep our market free, fair, and honest; rules that will restore accountability and responsibility in the boardroom, and make sure Wall Street can never get away with the stunts that caused this crisis again. But just as we demand accountability on Wall Street, we must also demand it in Washington. Because we cannot afford another four years of the kind of deficits we've seen during the past eight. We cannot afford to mortgage our children's future on another mountain of debt. That's why I'm not going to stand here and simply tell you what I'm going to spend, I'm going to tell you how we're going to save when I am President.",not populist,11/17/20 15:21,randomly,not populist,agree
187,187,2000,38,"I do not think that you can make social progress in lawlessness and violence.  I do not believe so.  I think in this country of ours you can make general social progress in order, that is, if there is reasonable order and that means, of course, civil order and civil justice.  They are one and inseparable.",not populist,11/17/20 15:22,randomly,not populist,agree
188,188,2004-10-11-hobbs-new-mexico,2,I want to thank my friends who've come over from the great State of Texas. I'm proud you all are here. I really appreciate the Flying Eagles from Hobbs being here. Thank you for being here in the band. Still play pretty good basketball?,not populist,11/17/20 15:23,randomly,not populist,agree
189,189,1918,9,"But a responsible fiscal policy does not end with better programs and their frugal administration. An ever-broadening consensus--conservative and liberal, labor and business, Republican and Democratic--now recognizes the further responsibility of the federal government to take account of the impact of its total spending and its taxing on our economic life--on markets, on jobs, on wages and prices. That consensus recognizes that true fiscal responsibility will achieve a balanced budget out of the rising revenues of a healthy and prosperous economy--not by reckless cutbacks of expenditures to fit the shriveling tax revenues of a sick economy.",not populist,11/17/20 15:23,randomly,not populist,agree
190,190,2005,81,"VICE PRESIDENT HUMPHREY:  I sure will. Thank you, very, very much.  There comes a time when even the best of good times must come to an end.  I hope you have enjoyed it.  I have.",not populist,11/17/20 15:23,randomly,not populist,agree
191,191,2004-10-28-remarks-westlake-ohio,11,"Our economy is in the midst of change and challenge. It can be a time of great opportunity if we have the right policies to strengthen, rather than stall, the economic recovery. We have more to do to make sure people can find work in places like Ohio, more to do to improve our children's education, more to do to make sure health care is available and affordable, more to do to strengthen Social Security for a generation to come, and I am ready for the job.",not populist,11/17/20 15:24,randomly,not populist,agree
192,192,3230,12,"And yesterday, in the annual report of the United States Census Bureau on how we're doing as a country in terms of our income, we got the following information. Last year, median--that's the people in the middle, direct middle, not the average, the people in the middle--median household income last year increased by almost $900 after inflation, the biggest increase in family income in ten years. Family income since that economic plan passed has gone up over $1,600.",not populist,11/17/20 15:24,randomly,not populist,agree
193,193,2439,0,"Thank you very, very much, Congressman Trent Lott, Congressman Thad Cochran, Mayor Lang, Mayor Maxwell, Mayor Saucier--that's not bad is it?  It is wonderful to be here in the great state of Mississippi. It is just so encouraging and wonderful to be here in the city of Gulfport. But I want to remind you of one thing: At the convention in Kansas City, I said we would not concede a single state; I said we would not concede a single vote; I said we would campaign from the snowy banks of Minnesota to the sunny plains of Georgia.",not populist,11/17/20 15:24,randomly,not populist,agree
194,194,2004-10-16-beach-florida-2,12,"See, when I came into office, the stock market had been in serious decline for 6 months. The American economy was sliding into a recession. To help families and to get this economy growing again, I pledged to reduce your taxes. I kept my word. The results are clear. The recession was one of the shallowest in American history.",not populist,11/17/20 15:24,randomly,not populist,agree
195,195,2004-09-16-rochester-minnesota-1,0,The President. Thank you all. Audience members. Four more years! Four more years! Four more years!,not populist,11/17/20 15:24,randomly,not populist,agree
196,196,2012-09-18-york-city-10,12,"Now, that's a very different agenda than a $5 trillion tax cut that's paid for by gutting education, gutting Medicaid, and turning Medicare into a voucher system. It's a different philosophy about how we grow our economy. And I believe that we grow our economy from the middle out and by providing ladders of opportunity for everybody. And when we do, everybody does better.",not populist,11/17/20 15:25,randomly,not populist,agree
197,197,3184,10,"Here's a man, Governor Clinton, whose own hometown newspaper says he's a politician utterly without principle, a guy whose supporters gave him that name """"Slick."""" We didn't invent that. It came out of the Democratic primary, out of Arkansas. I say """"slippery when wet,"""" a little different but the same thing.",not populist,11/17/20 15:25,randomly,not populist,agree
198,198,1150,1,"I had a wonderful story told me about your town, that only last August in the midst of carrying on your fair you had a great storm that destroyed the buildings and tents and it looked like it was going to be disaster and no fair.  You people pitched in on your own.  You didn't even wait for a Washington bureaucrat to come down and do it.  You did it yourselves.  Moreover, I am told what you could expect in that little incident, that the elephant stayed on the job working until the last and the donkey played out--just too old, too tired.",not populist,11/17/20 15:28,randomly,not populist,agree
199,199,2004-09-07-discussion-sedalia-missouri,62,"The President. Steve's with us because he's working here for Wayne. And it's an interesting story. He had a job, and then you decided to——",not populist,11/17/20 15:28,randomly,not populist,agree
200,200,1388,7,"We badly need to get down to fundamentals. The first is that whatever the provocation, aggression can no longer be tolerated in the atomic age. This has been our position always. We welcome the U.N. resolution as expressing the sense of the world community on this point, and we all hope that a cease-fire can be promptly arranged.",not populist,11/17/20 15:28,randomly,not populist,agree
201,201,3072,1,"Let me also say, one of the things we've got to do, and I'm glad to see these Inglis signs are, we have got to clean House. We have got to get rid of the gridlocked Congress. So elect this good man standing here to the United States House of Representatives. It is time to clean House and change in Washington. Good idea. ",not populist,11/17/20 15:28,randomly,not populist,agree
202,202,2834,50,"Now, let me add just one thing. If, however, any level of government--I don't anticipate trouble of this kind--but suppose at any level of government someone really violates the trust and starts pulling back and not doing what they're supposed to do with those block grants. If this is a violation of the constitutional rights of any citizen, then I contend that the federal government has a responsibility to go anywhere where even one citizen's constitutional rights are being violated, and to see that those rights are restored.",not populist,11/17/20 15:29,randomly,not populist,agree
203,203,1300,38,"A: You know, fortunately, Mr. Nagel, this morning there was a very significant item in the paper. It was this: There was quoted a top-secret document of the American Defense Department. How it got there, we will never know probably. But that top-secret document brought out one fact that really answers your question. It was this. There was a military estimate made in September 1947 by military men, and it had this conclusion: The military occupation of South Korea is not essential to the military security of the United States of America.",not populist,11/17/20 15:29,randomly,not populist,agree
204,204,1270,2,"In American single-talk, the threat amounts to this: First, the Russian Communist empire has recovered from the industrial and human destruction of the last war. Second, by skillful, aggressive, and ruthless prosecution of the Cold War, the Soviet Empire has added to its already great resources the important industrial complex of Central and Eastern Europe, and has added to its own large population six-hundred million human beings for use either as slave labor, or as expendable military masses.",not populist,11/17/20 15:30,randomly,not populist,agree
205,205,3345,11,"And while here he made another of his big spending promises. He promised to spend $2 billion cleaning up toxic waste sites and redeveloping abandoned factories and new businesses. The problem with that promise is, that Michigan was already way ahead of him, way ahead of him, creating jobs and promoting economic growth with tax cuts and less regulation and cutting back on frivolous lawsuits. Don't forget that one, either. So--",not populist,11/17/20 15:30,randomly,not populist,agree
206,206,2995,18,"And our plan will begin on the first day of our inauguration, not the last two months before our effort to secure reelection. But you and I know this election is about more than the state of our economy and the government's responsibility to provide every American a decent chance at a decent way of life. It is also about the American spirit.",not populist,11/17/20 15:30,randomly,not populist,agree
207,207,2156,17,"We need to restore the strength of the United States, restore it so that the next president of the United States when he negotiates, as he must, and as he will, with the Soviet Union or any others who might be potential enemies of the United States in any conflict, will always negotiate from strength and never from weakness. I pledge that that strength will be restored, and, my friends, we need one other thing. We need to restore respect for this great country around the world.",not populist,11/17/20 15:31,randomly,not populist,agree
208,208,1106,4,"There is no other way to account for the reception given to a Republican nominee--and remember this, accompanied as his chief advisor by a Yankee Governor from almost as Yankee a state as you can find, New Hampshire--a reception in Atlanta, followed by Jacksonville, Miami, Tampa, Birmingham and Little Rock. It was always the same and usually, ladies and gentlemen, with the shout along the roadsides and in the crowds, """"Throw 'em out, Ike; give 'em Hell."""" That is a battle cry that has now been repeated vociferously, in Philadelphia, even more loudly in Minnesota, yesterday in Cleveland, and I assure you I heard it many times coming in from the airport only a couple of hours ago.",not populist,11/17/20 15:31,randomly,not populist,agree
209,209,2004-10-30-orlando-florida-0,38,"The President. That's five times for every year he's been in the Senate. I would call that a predictable pattern, a leading indicator. During the campaign, he's made some big promises too. He's promised $2.2 trillion of new spending. That is trillion with a """"T."""" That's a lot. That's a lot even for a Senator from Massachusetts.",not populist,11/17/20 15:32,randomly,not populist,agree
210,210,1856,1,"In speaking of this decision, it is one that is not just a decision to be made between two men who want to be president or between two political parties. It is a decision involving every home and every person in America as well as people throughout the world. It is decision in which you, the people, will, in effect, be voting the prices you will pay in the grocery store, the prices you will pay in the clothing store. You will be voting the taxes you will pay. You will also be voting for the policies which may or may not keep the peace and keep it without surrender in the years ahead.",not populist,11/17/20 15:32,randomly,not populist,agree
211,211,2090,39,"Now, there is another kind of candidate--that first one was George Wallace, in case you missed who I was talking about. There is another kind of candidate who takes a look at the weather chart and he says, """"I think we have gone too far already, and I don't think we ought to take off, or if we do, let's circle the airport"""", or maybe he isn't quite that daring:  He says, """"Let's get out to the end of the runway and buzz the motors and make sounds like we are going to take off--that will fool some people.  And the journey that needed to be made and the mission that needed to be accomplished ended up on the end of the runway, with props whirling or jet engines blasting, but the brakes were on because the pilot and, God forbid, the co-pilot in this instance--at least the pilot looked around and he said """"They can't see us from here; let's just pretend that we are taking off.""""",not populist,11/17/20 15:33,randomly,not populist,agree
212,212,2004-10-27-pontiac-michigan-0,18,"Audience members. Boo-o-o! The President. Now, the Senator is making wild charges about missing explosives, when his top foreign policy adviser admits he does not know the facts. He said, quote, """"I don't know the truth,"""" end quote. But think about that. The Senator is denigrating the actions of our troops and commanders in the field without knowing the facts.",not populist,11/17/20 15:34,randomly,not populist,agree
