Predictions_prob_1,Predictions_prob_0,text,speech_par_id,uncertainty,already_annotated,already_sampled,drawn,label_yl,label_bb,note_bb
3.37E-05,0.999966348,"Beyond that, I think I sense this year something new on the scene. It seemed to me that local radio and TV stations covered this year's national political convention with an intensity beyond anything they've done in the past. Stations throughout the country were sending their own teams of reporters and producers and cameramen and -women. And they were competing with the networks for the story. And I see this as a good sign. It's not only an indication of the growing importance of local news coverage, it also, I think, promises greater variety in terms of what stories get covered and from what point of view. And it's my hope that this trend will turn out to be in the public interest.",2850_9,0.999932696,FALSE,FALSE,random,0,0, 
0.026779237,0.973220763,"We've had many victories in the war on terror, and that war goes on. Our Nation is safer but not yet safe. To win this war, we must fight on every front. We'll stay on the offensive against terrorist networks, striking them before they come to America to hurt us. We'll confront governments that support terrorists and could arm them, because they're equally guilty of terrorist murder.",2004-10-06-barre-pennsylvania-0_34,0.946441525,FALSE,,uncertainty,0,0, 
3.33E-05,0.9999667,"Inflation is low. Mortgage and interest rates are near historic lows. Our economy is growing at rates as fast as any in nearly 20 years, spreading opportunity and prosperity across this country. And the home-builders of America have helped lead the recovery in America.",2004-10-02-builders-columbus-ohio_24,0.999933401,FALSE,FALSE,random,0,0, 
0.034374177,0.965625823,"Almost one out of every three murders, rapes, or assaults is committed by someone on parole--one out of three on parole or probation, or pre-trial release. In my view, that must come to an end. We're just asking for trouble by letting that happen over and over again all across America. And we're going to stop it working with the governors, because as I said, the list of victims of lenient parole policy is too long and too tragic to repeat here today. But it does include twelve-year-old Polly Klaas, and James Jordan, Michael Jordan's father--both were murdered by men on parole. If those men had been compelled to serve their full sentences, both Polly Klaas and James Jordan would be alive today.",3312_51,0.931251646,FALSE,,uncertainty,1,1, 
3.01E-05,0.999969863,"I come to you this evening with about five days to go to ask for your help, not for me but all of us, for the future of this country and for our children. You and I know there are high stakes and deep differences.  This election is not about jelly beans and pen pals.  This election is about the future of our country and the direction in which we must go.",2766_2,0.999939725,FALSE,FALSE,random,0,0, 
0.27713165,0.72286835,"Disturbing things have taken place in our own land. The pillorying of the innocent has caused the wise to stammer and the timid to retreat. I would shudder for this country if I thought that we too must surrender to the sinister figure of the Inquisition, of the great accuser. I hope that the time will never come in America when charges are taken as the equivalent of facts, when suspicions are confused with certainties, and when the voice of the accuser stills every other voice in the land. ",963_27,0.4457367,FALSE,,uncertainty,0,0, 
0.926405775,0.073594225,"At first, when people tried to find out the facts about the furlough program, the Governor's administration stonewalled, citing--and this is no joke--the prisoner's """"right to privacy.""""  Months went by.  Appeals to the Governor were rebuffed.  Though he had met with families of prisoners, he now refused to meet the victims and their families.  Finally, the families of the victims began a petition drive to end the furlough program for the first-degree murderers.  When they tried to confront the Governor during a visit to a local police station, he said they weren't going to change his mind, curtly ending the exchange by saying, """" If you don't like the system, you can change it.""""",2969_13,0.852811549,FALSE,,uncertainty,0,0, 
0.448663681,0.551336319,"90 year-old Earl Olander was brutally beaten to death in his home by illegal immigrants with criminal records and left on the floor of his home to die. Laura Wilkerson's teenage son, Josh, was tortured and beaten to do by an illegal immigrant he offered to give a ride home. His body was viciously burned.",2016-10-23-fairgrounds-naples-florida_22,0.102672639,FALSE,,uncertainty,1,0,
0.103511644,0.896488356,"We have the first-ever endorsement from our ICE and Border Patrol officers. As Secretary of State, Hillary Clinton allowed thousands of criminal aliens to be released because their home countries wouldn't take them back. The ICE officers described Hillary's proposal as, quote, the most radical immigration proposal in U.S. history."""" Here is a summary of the Hillary plan:",2016-10-17-bay-wisconsin-0_25,0.792976712,FALSE,,uncertainty,0,1,
0.045840077,0.954159923,"It means real enforcement of the laws so that the drug racketeers are put behind bars and our streets are once again safe for our family. And above all, above all, honest work must be rewarded by a fair and just tax system. The tax system today does not reward hard work, it penalizes it. Inherited or invested wealth frequently multiplies itself while paying no taxes at all. But wages on the assembly line or in farming the land, these hard-earned dollars are taxed to the very last penny.",2206_22,0.908319847,FALSE,,uncertainty,0,0, 
0.347968019,0.652031981,"And speaking of industrial democracy, let me say that you too, have a responsibility to participate in the affairs of your unions. The union exists for your benefit. If there is anything wrong with it, if you don't approve of the officers, if you don't like the union's policies, if there are racketeers or communists, then it's up to you and your fellow members to do something about it. You have your own democratic cleansing process. ",905_20,0.304063961,FALSE,,uncertainty,0,0, 
0.080681008,0.919318992,"Pledging that devotion, let us recognize that the first civil right of every American is to be free from domestic violence, and we are going to have that in America again. On that score I say to you that it is time that we restore the balance which I think has been unsettled as between the criminal forces and the peace forces in this country. And where, as has been the case, which is my belief, that some of our courts have gone too far in their decisions to weaken the peace forces against the criminal forces, we shall have legislation to change that situation. We shall restore respect for law in this country, but we shall also have laws that deserve respect.",2149_27,0.838637984,FALSE,,uncertainty,1,1, 
0.442339594,0.557660406,"I saw the other day where you came out against obscene mail being sent to children.  A courageous stand, Mr. Nixon.  I think we all agree to that.  We are also against the Mafia, narcotics traffic and mugging of old ladies.  And last Saturday I told the American people in a televised address how I mean to make every American neighborhood safe.",2062_4,0.115320812,FALSE,,uncertainty,0,0, 
3.54E-05,0.999964602,"This is no longer just a Wall Street crisis - it's an American crisis, and it's the American economy that needs this rescue plan. I understand why people would be skeptical when this President asks for a blank check to solve a problem. I've spent most of my time in Washington being skeptical of this Administration, and this time was no different. That's why over a week ago, I demanded that this plan include specific proposals to protect American taxpayer - protections that the Administration eventually agreed to, as well as Democrats and Republicans in Congress.",2008-09-30-reno-nevada-1_7,0.999929204,FALSE,FALSE,random,0,0, 
0.787240793,0.212759207,"Let me give you a timely example: carjacking-- a brand-new word for a brand-new crime. Someone figured out it's easy to steal a car when it's already running, with the keys in the ignition. Of course, the owner's behind the wheel. So the criminal uses a gun. I want to tell you a story that literally sickens me, as I'm sure it will you, but describes what we're up against. ",3118_8,0.574481586,FALSE,,uncertainty,0,0, 
3.89E-05,0.999961053,"When I took office, dictators terrorized Haiti. They forced tens of thousands of refugees to flee. Because we backed American diplomacy with military force and the power of an international coalition, the dictators are gone, Haiti's democracy is back, the flight from fear has ended. Difficulties remain, but think what it would be like if America had not acted.",3263_12,0.999922107,FALSE,FALSE,random,0,0, 
0.16480619,0.83519381,"When I become President, we will end illegal immigration, deport all criminal aliens, and put American Workers First. We will also repeal the Obama-Clinton defense sequester and rebuild our badly depleted military. We also need a new foreign policy that puts America First.",2016-10-31-campus-warren-michigan_30,0.670387621,FALSE,,uncertainty,1,1, 
0.936860152,0.063139848,"On the great issue of crime the choice is also clear between Richard Nixon and Hubert Humphrey. Mr. Humphrey refuses to take issue with the decisions of the Supreme Court. He praises those decisions. I believe that some of our courts, including the United States Supreme Court, have gone too far in weakening the peace forces as against the criminal forces in this country.",2150_5,0.873720303,FALSE,,uncertainty,1,1, 
0.027705617,0.972294383,"I intend for the Justice Department to pursue policies that will provide equal justice in America. The American people are sick of seeing a double standard of justice. The corporate executive and the petty thief must go before the bar of justice knowing that the law will treat them both fairly, impartially and firmly.",2385_19,0.944588766,FALSE,,uncertainty,0,0, 
0.944230323,0.055769677,"I am a lawyer. I think that one of the fundamental responsibilities not only of every citizen but particularly of lawyers is to give testimony in a court of law and to give it honestly and willingly. It will be a sorry day for American justice when a man, particularly one in public life, is too timid to state what he knows or what he has heard about a defendant in a criminal trial, for fear that the defendant might be later convicted. ",1009_13,0.888460647,FALSE,,uncertainty,0,0, 
0.956540562,0.043459438,Equally do I reject the extremism of the right. On the extreme right are those who preach disrespect for our courts and for some of our laws and who appeal to the darkest fears and suspicions of our people. They seek the simple solution of violent repression.,2045_11,0.913081124,FALSE,,uncertainty,0,0, 
0.846768151,0.153231849,"Among the other things that involve quality of life in America is the finest education. We have the teachers and the administrators and the facilities and, believe me, under this administration, we will make a maximum effort to make sure that quality education, with control at the local level, exists under the Ford administration. Nobody in this country can feel safe unless we do something effectively about crime in America. We have made significant progress in the last two years in reducing the rate of crime, but I'm not satisfied, nor are you. There are two programs that must be implemented: The hardened career criminal who is a repetitive individual in robbing or stealing must go to jail, and that person must stay in jail.",2532_10,0.693536302,FALSE,,uncertainty,1,1, 
0.78736707,0.21263293,"To the violent few who through their words and actions would join guerrilla movements, I say that you are as mistaken and anti-American as the extremist white groups that would equally spread fear and violence through the land. If this trend toward guerrilla bands--and that is what they are--continues, there is no question in my mind but that strong legislation is inevitable to stop their activities.  As president I would propose such legislation.",1997_12,0.57473414,FALSE,,uncertainty,0,0, 
3.21E-05,0.999967861,I want to thank Sean Kelly and Richie Sambora and the Samples for their music. I want to thank the Denver Broncos who came here tonight and wish them well on the rest of a great season. And I want to thank Mark Jackson for being here tonight. We could use a few of his moves between now and Tuesday. Give Mark Jackson a hand. He's a great player and a great citizen.,3283_3,0.999935721,FALSE,FALSE,random,0,0, 
0.947371871,0.052628129,"On crime, I believe we ought to be a little tougher on the criminal and have a little more concern for the victims of crime. Nobody in this country has fought harder for good, strong anticrime legislation than your own and my friend Senator Strom Thurmond.  You know, the other day in the Oval Office, I had a visit from about eight guys from Arkansas. They came up to pledge their support, and they represented the Fraternal Order of Police of Little Rock, Arkansas. They are supporting me for president of the United States. So is the National Fraternal Order of Police because they know that I back up the law enforcement officers. They are fighting for us every day of their lives, and we ought to support them.",3150_16,0.894743741,FALSE,,uncertainty,0,1,
5.40E-05,0.999946005,"A serious commitment to supporting the Guard also means that service to country should come at the cost of a civilian career. When employers exceed the requirements of the law in supporting the Guard commitments of their workers, we should encourage and honor that. And when employers fall short of those legal requirements, the sanctions should be serious, and they must be enforced.",2008-09-30-association-baltimore-maryland_14,0.999892011,FALSE,FALSE,random,0,0, 
0.027959281,0.972040719,That's breaking the law. And I think that kind of student should be expelled. He doesn't belong in a university. That's what I think.,2204_38,0.944081437,FALSE,,uncertainty,0,0, 
0.058634966,0.941365034,"And I am reminded of what Justice Charles Evans Hughes said during the Harding era scandals. He said this: """"Neither political party has a monopoly of virtue or of rascality. Let wrong be exposed and punished, but let no partisan Pecksniffs affect a 'holier than thou' attitude. Guilt is personal and knows no party.""""",925_16,0.882730069,FALSE,,uncertainty,0,0, 
0.999648113,0.000351887,"Sarah had graduated from college with a 4.0, top of her class, the day before. Also among the victims of the Obama-Clinton open borders policies was Grant Ronnebeck, a 21 year-old convenience store clerk in Mesa, Arizona. He was murdered by an illegal immigrant gang member previously convicted of burglary who had also been released from Federal Custody.",2016-10-05-pavilion-henderson-nevada_29,0.999296226,FALSE,FALSE,random,1,0,
0.068690878,0.931309122,"We have had many victories in the war on terror, and that war goes on. Our Nation is safer but not yet safe. To win this war, we must fight on every front. We will stay on the offensive against terrorist networks. We will strike them overseas so we do not have to face them here at home. We will confront governments that support terrorists and could arm them, because they're equally guilty of terrorist murder.",2004-10-06-farmington-hills-michigan_35,0.862618243,FALSE,,uncertainty,0,0, 
0.368865475,0.631134525,"Now we have to finish the job and balance the budget while we continue to protect our values. My balanced budget plan eliminates the deficit by 2002, while protecting our values by strengthening Medicare and Medicaid, expanding our investments in education, protecting our environment. When it came to fighting crime the old politics of division demanded a choice between more police and tough policies, or effective prevention and fewer guns on the street. We said we need more police and tougher penalties, but we also need effective prevention and fewer guns on the street. So we're putting 100,000 new police officers on the street. We passed three strikes and you're out and the death penalty for drug kingpins and cop killers. We banned assault weapons, passed the Brady Bill, and fought for safe and drug-free schools.",3288_4,0.262269051,FALSE,,uncertainty,1,1, 
0.937806253,0.062193747,"And nothing I could say to the people could be one-tenth as important as what the people have been saying to me.  North, south, east and west, they have been saying, """"We've had too much for much too long."""" Part of the job ahead is ferreting out and punishing individual offenders; but that is only a small part.",1144_16,0.875612505,FALSE,,uncertainty,1,0,
0.790172833,0.209827167,"I think we ought to do something for all these young people that get in trouble. You know, the first-time non-violent offenders in this country today usually are undereducated and have a drug or an alcohol abuse problem. And you know what happens to them in most places? They either get off where they go on probation with some poor, overworked probation officer and nothing happens to them, or they go to prison where they learn how to be good criminals. What should we do? We ought to do what Georgia has started to do: we ought to have a national network of community-based boot camps where people can work, get education, get drug treatment, and get reconnected to the community. Those are the kinds of family values we ought to have.",3049_26,0.580345666,FALSE,,uncertainty,0,0, 
0.249124208,0.750875792,"MONDALE:  I do not support that.  I'm an old prosecutor, and in my opinion, it's tougher to get a conviction because the jury knows it.  Occasionally, you make a mistake.",2744_76,0.501751585,FALSE,,uncertainty,0,0, 
0.076192638,0.923807362,"At first, when people tried to find out the facts about the furlough program, the governor's administration stonewalled, citing--and this is no joke--the prisoner's """"right to privacy."""" Months went by. Appeals to the governor were rebuffed. Though he had met with families of prisoners, he now refused to meet the victims and their families. Finally, the families of the victims began a petition drive to end the furlough program for the first-degree murderers. When they tried to confront the governor during a visit to a local police station, he said they weren't going to change his mind, curtly ending the exchange by saying, """"If you don't like the system, you can change it.""""",2970_13,0.847614724,FALSE,,uncertainty,1,1, 
0.411033129,0.588966871,"They declare for a new morality. But they smear the innocent, prejudge the accused, twist the truth, and make cynicism the first rule of politics. In short, they have dredged the long history of human deception to fish up anything that can give them victory--a victory which the American people will deny them in November.",957_18,0.177933743,FALSE,,uncertainty,0,0, 
0.217142431,0.782857569,"And if we're serious about keeping our country safe, we also can't afford to have a president who's in the pocket of the gun lobby. I'm not here to repeal the Second Amendment. I'm not here to take away your guns. I just don't want you to be shot by someone who shouldn't have a gun in the first place.",2016-07-28-democratic-national-convention_72,0.565715137,FALSE,,uncertainty,0,0, 
0.933310878,0.066689122,"In our democracy, we believe we must use wisdom and effort to separate the guilty from the innocent. We must never apply the primitive rule of guilt by association, guilt by religion, age, color, or any other form of association. We have to be more meticulously careful because of our dedication to human rights and human dignity. And in our democracy, the primary jurisdiction for maintaining order rests with state and local authorities to protect the rights of people and not with the federal government. The President can and must by word, deed, and conduct, inspire our nation to respect for the law, to obey the law.",2042_26,0.866621755,FALSE,,uncertainty,0,0, 
0.784764294,0.215235706,"On Sunday, more police were gunned down in Baton Rouge, Louisiana. Three were killed, and three were very very badly injured. An attack on law enforcement is an attack on all Americans. I have a message to every last person threatening the peace on our streets and the safety of our police: when I take the oath of office next year, I will restore law and order to our country. Believe me, believe me.",2016-07-21-national-convention-cleveland_33,0.569528587,FALSE,,uncertainty,1,1, 
0.811012278,0.188987722,"Yet this destruction is the work of other Americans, transformed into a mob. And let us view one more scene. Another mob surges through the street, shouting political slogans, battling the police, hurling epithets. It barricades itself in public buildings. It vows to paralyze a city, or to bring down an ancient institution of learning--unless its demands are met.",2169_3,0.622024556,FALSE,,uncertainty,0,1,"Repeated references to ""the mob"", presumably targeting protestors."
0.902316889,0.097683111,"Frankly, law-abiding Americans are fed up with the cruel and unusual punishment inflicted on them by those who are soft on crime. So I would like to strengthen the rights of victims and I have some ideas for how we can do that. Here are just a few:",2971_26,0.804633778,FALSE,,uncertainty,1,1, 
0.749719446,0.250280554,"I want to keep our America that way.  I agree with the Roman Catholic bishops in their pronouncement last November. """"Dishonesty, slander, detraction and defamation of character,"""" the Catholic bishops said, """"are as truly transgressions of God's Commandments when resorted to by men in political life as they are for all other men."""" ",958_28,0.499438892,FALSE,,uncertainty,0,0, 
0.07065476,0.92934524,"The time has come to declare that crime is unacceptable in our nation and to harness the combined resources of all government agencies and private efforts to achieve an orderly society. The purpose of our system of law is to ensure justice. But first it must permit our people to be safe in our homes, on our streets, and in our places of business, meeting, and worship.",2394_0,0.858690481,FALSE,,uncertainty,0,0, 
0.159327551,0.840672449,"And we stand for the second amendment to the United States Constitution, which gives every American individual the right to bear arms. And today I'm proud that Wayne LaPierre and Chris Cox from the National Rifle Association are with us. I appreciate you all coming. They have endorsed my candidacy for President of the United States, for which I'm grateful. I also am grateful for their gun safety programs as well as their understanding that the best way to protect the American people is to firmly prosecute those who commit crimes with guns, to hold them to account, and bring them to justice.",2004-10-20-eau-claire-wisconsin_29,0.681344899,FALSE,,uncertainty,0,0, 
0.949811204,0.050188796,"Secondly, we are going to have to pay the price for law enforcement.  The narcotics traffic has been generally looked upon as a federal responsibility, that is, the curbing of that traffic.  I would suggest that every governor, every mayor, every local jurisdiction of government understand that this traffic cannot be curbed by federal officers primarily.  It is going to require a great concentrated, much-intensified effort.",2006_45,0.899622407,FALSE,,uncertainty,0,0, 
0.356224417,0.643775583,"But perhaps on no other issue is the dividing line so clear, on no other issue is my opponent's philosophy so completely at odds with mine, and I would say, with the common sense attitudes of the American people, than on the issue of crime. Let's talk common sense for a moment.  I believe that the first priority of our law enforcement system must be the peace of our neighborhoods and the safety of ordinary law-abiding citizens.",2969_2,0.287551166,FALSE,,uncertainty,0,0, 
0.942129897,0.057870103,"Here in this field I have some very precise views. I speak somewhat as an expert. I am a lawyer. I have argued a case before the Supreme Court of the United States on two occasions. I respect that court and all our courts. But, my friends, as I look over the decisions of that and other courts in recent years, I have reached the conclusion that some of our courts have gone too far in their decisions in weakening the peace forces as against the criminal forces in this country, and we must restore that balance. And with the right kind of legislation we can restore that balance, restore it without jeopardizing the rights of the innocent, and I pledge myself to that task.",2163_33,0.884259794,FALSE,,uncertainty,1,1, 
0.377808177,0.622191823,"This we must be--a free land, where people speak their minds without glancing over their shoulders, where the right to think as one chooses, write as one chooses, and worship as one chooses is safe from inquisitorial arrogance and the wolf packs of conformity. America is a just land, where people are safe from the hit-and-run politicians who ambush the innocent passersby; a land where fact can overtake falsehood, and where the accused and the abused can count on a fair trial in a fair environment. Above all, America is a growing land, humble not boastful, modest not arrogant, believing deeply that life means change, and that change is the product of the free contest of ideas.",1380_36,0.244383645,FALSE,,uncertainty,0,0, 
3.68E-05,0.999963174,"Now, my friends, I was mayor of a great city.  That is why I love to come to these modern cities of today.  I served as mayor of the city of Minneapolis, a city the size in population of Jacksonville and this new government of yours.  I have had problems of law and order and the record is there.  And let me tell you, if the record wasn't there, they would be tearing me to bits.  But I fought organized crime and licked it and I kept peace in my city.  I brought law and order to Minneapolis and as mayor I compiled a record for law and order which received a national commendation form the FBI.  Mr. Wallace can't claim that, I will tell you. ",2046_30,0.999926348,FALSE,FALSE,random,0,0, 
0.94253127,0.05746873,"Every time I come to Florida, someone talks to me about personal security. I'm proud of the fact that the crime rate has come down for four years in a row. I want it to keep coming down. And that means we have to finish the work of putting 100,000 police on the street. It means we ought to pass a law that expands the Brady Bill, which now covers anybody who has been convicted of a felony or is a fugitive or a stalker, can't get a handgun. I think that should extend to anyone who has beaten up a child or a spouse at home. I don't believe people who are involved in domestic violence should do that.",3195_23,0.885062539,FALSE,,uncertainty,0,0, 
3.06E-05,0.999969355,"In the last two years I vetoed fifty-nine extravagant spending bills sent down to the Oval Office by an irresponsible Congress. My vetoes saved $9 billion. If Mr. Carter's friends in Congress had been as interested in saving money as I am, my vetoes could have saved $16 billion more. We hope for a better Congress with Carlos Moorhead and with Dr. Hayakawa representing you in the United States Senate.",2457_8,0.99993871,FALSE,FALSE,random,0,0, 
0.189085192,0.810914808,"But, so far as I can see, the FBI is doing and has done an excellent investigation job. To tell you--or to imply, as some do for political reasons that the government is crawling with Communists today is to say that the FBI does not know its business. Moreover, the Department of Justice has now established a new division to deal exclusively with this problem. ",928_21,0.621829617,FALSE,,uncertainty,0,0, 
0.948083311,0.051916689,"Well, my friends, let me make one thing very clear. I believe in the right of dissent, I believe in the right of people to come out and shout as they do at this meeting. But, my friends, I say that in a country that provides as our great country does for a method to peacefully change what you don't like, there is no cause that justifies rioting or breaking the law in the United States of America. That isn't all.",2195_10,0.896166622,FALSE,,uncertainty,0,0, 
0.660272622,0.339727378,"Now, I'm not saying that tougher laws are going to fix absolutely everything. I'm a firm believer in justice, but I think punishment is only part of the solution. The other part has a more human face. Tomorrow's criminals are still just kids today. And while I believe in resources for law enforcement and in reform for law enforcement, I also believe that at some point early in life, a youngster at a critical juncture can be steered to a life of right or a life of terrible wrong. It all depends on the kind of soil you plant these kids in and how you nourish them. I just had a wonderful briefing upstairs by the chief and some of our community leaders, including the pastor of this church, and what impressed me is what the community is doing to help these kids before they get caught up in this wave of criminality. ",3118_28,0.320545245,FALSE,,uncertainty,0,0, 
0.966144573,0.033855427,"I think we are all safer when everyone has respect for the law, and everyone is respected by the law. And it's not all, we are going to take common sense steps to reduce gun violence and save lives, because right now, we've got too many people who should not have excess to weapons: the mentally ill, felons, domestic abusers, terrorists. You know, we can't just bow down and say theres nothing we can do, commensurate with the second amendment. Donald's always trying to say """"oh, you know, she's going to repeal the second amendment."""" What nonsense. Absolute nonsense. But I believe we can respect and honor the second amendment, and keep people safer by keeping guns out of the wrong hands.",2016-11-03-winterville-north-carolina_40,0.932289146,FALSE,,uncertainty,0,0, 
3.48E-05,0.999965173,Audience members. No! The President. Because we've got more change to do. We've got more change to make.,2012-11-05-rally-madison-wisconsin_30,0.999930345,FALSE,FALSE,random,0,0, 
0.310393532,0.689606468,"We will also stop the crisis of illegal immigration. A Trump Administration will secure and defend our borders. And yes, we will build a wall.",2016-10-17-bay-wisconsin-0_24,0.379212937,FALSE,,uncertainty,1,1, 
0.168982325,0.831017675,"As President, I will impose sanctions against any bank... and any nation... that fails to cooperate in the fight against money laundering. I will insist that the Saudis crack down on charities that funnel funds to terrorists... and on anti-American and anti-Israel hate speech. And I will pursue a plan to make America independent of Mideast oil... so that no country holds our security over a barrel of oil.",2004-10-20-waterloo-iowa-0_53,0.662035351,FALSE,,uncertainty,0,0, 
0.173528196,0.826471804,"While the LEAA has been spending billions on ineffective equipment, only 6 percent of its funds have gone to our overburdened courts. We should encourage local police to give priority to violent crimes--assault, robbery, rape, muggings, murders. When I was governor of Georgia, we stopped treating alcoholism as a crime to provide increased medical help to alcoholics and to free our police and courts to concentrate on violent crimes.",2394_12,0.652943609,FALSE,,uncertainty,0,0, 
0.02947193,0.97052807,"Finally, sustaining the law. Here we come to another point deeper, one which everybody in this great audience will understand. If we are going to sustain the law, this means that we have got to restore a climate of public and private morality under our entire system of laws. And when sharp practices and unethical conduct of a businessman or a working man go unrestrained, when hard core pornography is permitted to corrupt the minds of children, and when violence is condoned and amnesty is given to the unlawful acts of avowed revolutionaries, then the time has come for new moral leadership to make itself felt in America.",2163_39,0.941056141,FALSE,,uncertainty,0,1,"""amnesty to avowed revolutionaries"" sounds a bit McCarthyist to me"
3.67E-05,0.999963277,"Thank you very much. Well, thank you all. And let me just thank everybody, thank Jim and Tom, Noelle and Brian. Pay respects to our governor, who is rapidly crossing out the fact that his wife, Michelle, is not with us today, which is our loss. She's doing a first class job as first lady of this state, and I'm very proud to have these endorsements from the leading farm and business groups in Michigan.",3144_0,0.999926554,FALSE,FALSE,random,0,0, 
0.742724841,0.257275159,"Fourth, we're going to wage an all out effort to hunt down, freeze and seize drug profits; and to confiscate those fancy speedboats and condominiums and foreign sports cars they buy with their ill-gotten gains. I'm not just talking about within our borders; we're going to go after their Swiss and Panamanian and Bahamian bank accounts, and we're going to send this message to drug kingpins:  there's nowhere you can run; there's nowhere you can sail; there's nowhere you can fly; there's nowhere you can hide; there will be no safe haven for dope peddlers and drug profits anywhere on this earth. We're going to use our new law enforcement muscle to take automatic weapons out of the hands of street gangs and drug dealers in communities across this country.",2908_11,0.485449682,FALSE,,uncertainty,1,1, 
0.741613336,0.258386664,"But perhaps on no other issue is the dividing line so clear, on no other issue is my opponent's philosophy so completely at odds with mine, and I would say with the commonsense attitudes of the American people, than on the issue of crime. Let's talk common sense for a moment. I believe that the first priority of our law enforcement system must be the peace of our neighborhoods and the safety of ordinary law-abiding citizens.",2970_2,0.483226672,FALSE,,uncertainty,0,0, 
3.06E-05,0.99996944,"We're going to have an Administration in Washington beginning in January of 1989 that stands for clean air, and clean water, and a clean environment, and a clean government in Washington, D.C. I talked a few minutes ago about coming to this great city and listening to a great American President named Harry Truman--and Kitty and I last week were in Independence, Missouri having one of my town meetings and we were there, and there was a great sign on the County Courthouse saying """"Give 'em Hell, Mike."""" And I'll tell you, it inspired me, no question about it, because that man inspired people all over this country.  And, if you can believe it there were Republicans in Missouri who were seriously suggesting that if Harry Truman were alive today, he'd be voting for Bush and Quayle, can you believe that?",2942_27,0.999938879,FALSE,FALSE,random,0,0, 
0.765867815,0.234132185,"And I instead want to back up those police officers that lay their lives on the line for you and for me and for our neighborhoods every day of their lives. Let's pass the Bush plan, the tough anti-crime, pro-law enforcement, and pass that legislation, and let's help our communities. It just isn't right for a mother afraid to send her kid down to the corner store for fear of some criminal in the neighborhood. We have got to win the fight on drugs. We've got to win the fight on neighborhood crime. We've got to back our police officers with strong legislation, and we've got to restore the family values that teach these children right from wrong.",3169_26,0.53173563,FALSE,,uncertainty,1,1, 
0.064020801,0.935979199,"I met yesterday with Prime Minister Allawi. He's the Prime Minister of Iraq. He said as clearly as he could to me that not only are we making progress, but the Iraqi people want to be free. They are not going to allow these thugs to intimidate them as they head toward elections and a free society. Everybody wants to be free, and we must not allow these thugs and killers to stop the advance of freedom in Iraq.",2004-09-22-king-prussia-pennsylvania_91,0.871958398,FALSE,,uncertainty,0,0, 
3.73E-05,0.999962683,"You see, an economic strategy based on competition is not an abandonment of governmental responsibility. Sometimes when disaster strikes, the federal government is uniquely equipped to help. We've seen that this week in Florida and Louisiana in the aftermath of the hurricane. That's one reason I went down to Florida and Louisiana again yesterday, to see the progress and the problems with my own eyes. And we're going to stay with the people of Florida and Louisiana until we get that job done.",3066_25,0.999925365,FALSE,FALSE,random,0,0, 
0.121433265,0.878566735,"First, we cannot and we will not condone armed aggression, no matter who the attacker and no matter who the victim. We cannot in the world, any more than in our own nation, subscribe to one law for the weak, another law for the strong; one law for those opposing us, another for those allied with us. There can be only one law, or there will be no peace.",1432_23,0.75713347,FALSE,,uncertainty,0,0, 
0.441812777,0.558187223,"Let's get our cities and our citizens and our cops the help that they need, the help they must have to drive crime and drugs off our streets and out of our lives, here in east Dallas and all across the United States of America. Let's make some changes in Congress and clean House. Absolutely!",3119_25,0.116374446,FALSE,,uncertainty,1,0,
0.898615542,0.101384458,"Finally, however, the victims' families pulled together over 52,000 signatures, more than enough to put their repeal referendum on the ballot.  The Governor then """"suspended"""" furloughs for 1st degree murderers, and on March 22, 1988, under the bright spotlight of the national presidential campaign, the Governor finally relented and, soon after, signed the repeal. I've gone into such detail because that is the only way I know to paint a picture of the criminal justice system my opponent presided over.  One can only describe it as completely out of whack:  a """"Twilight Zone"""" world where prisoners' """"right of privacy"""" had more weight than the citizen's right to safety.  Where 1st degree murderers actually had the right to vote to keep their weekend passes, murderers in jail were stonewalled, resisted, and outmaneuvered in the legislature by the Governor's political allies.",2969_15,0.797231084,FALSE,,uncertainty,1,1, 
0.974303197,0.025696803,"I couldn't disagree more. I am a lawyer. I have argued cases before the Supreme Court on two occasions. And I respect that Court and I respect the members of the Court. But I think the minority of the Court in a case like Miranda is right and I think the majority was wrong, and it is my view that the Courts in some of their decisions have weakened the peace forces as against the criminal forces. I believe that that balance must be rectified. These are some of the moves I think should be made.",2176_33,0.948606394,FALSE,,uncertainty,1,1, 
0.719431121,0.280568879,"I think that most Americans would agree that it is time for a return to common sense about crime. That is why I want to lay out for you today what I call my five-part commonsense program to fight crime. I don't claim it to be a panacea. I do claim that it will move us back in the right direction, toward making city streets and neighborhoods safer--because it is based on the basic wisdom that the best way to stop crime is to prevent criminals from committing it.",2968_8,0.438862243,FALSE,,uncertainty,1,1, 
0.091733051,0.908266949,"Let me speak about immigration. Yes, let me speak about immigration. The right and obligation of a sovereign nation to control its borders is beyond debate. We should not have here a single illegal immigrant.",3301_34,0.816533897,FALSE,,uncertainty,0,0, 
