Predictions_prob_1,Predictions_prob_0,text,speech_par_id,uncertainty,already_annotated,already_sampled,drawn,code_bb,code_yl
0.756884111,0.243115889,"And the fifth and final clear choice in this election is on the values that are so crucial to keeping America's families strong. And here, my opponent and I are miles apart. I stand for the appointment of Federal judges who know the difference between personal opinion and the strict interpretation of the law. I believe marriage is a sacred commitment. Marriage is a pillar of civilization, and I will defend it. This is not a partisan issue. When Congress passed the Defense of Marriage Act, which defined marriage as a union of a man and a woman, the vast majority of Democrats supported it, and the bill was signed by my predecessor.",2004-10-25-remarks-davenport-iowa_47,0.513768222,FALSE,,uncertainty,exclusionary,exclusionary
6.07E-05,0.999939288,"I use the word """"continue"""" advisedly, because we are the strongest nation in the world today; but I say further that America is going to have to make decisions in the years ahead to step up its military strength to meet every possible contingency, and whatever the cost may be we must be prepared to meet it.  And I will tell you why: one, because, as the guardians of peace, we must be sure that we are the strongest in the world; and two, because we must never have any president of the United States in a position where he goes to an international conference, where he looks across the conference table at Mr. Khrushchev or any of his colleagues, and where the other man is able to say, """"I am stronger than you are."""" So I pledge to you, first, that in the next administration we will do whatever is necessary to increase America's strength so that we will always have an ultimate advantage of the type that I say is necessary. ",1794_7,0.999878576,FALSE,FALSE,random,neither,neither
0.865156995,0.134843005,"And the final choice in this election is on the values that are so crucial to keeping our families strong. And here, my opponent and I are miles apart. I stand for the appointment of Federal judges who know the difference between personal opinion and the strict interpretation of the law. I believe marriage is a sacred commitment, a pillar of our civilization, and I will defend it. This is not a partisan issue. When Congress passed the Defense of Marriage Act, defining marriage as a union of a man and a woman, the vast majority of Democrats supported it and President Bill Clinton signed it into law. But Senator Kerry was part of an out-of-the-mainstream minority that voted against the Defense of Marriage Act.",2004-10-27-findlay-ohio-0_51,0.730313991,FALSE,,uncertainty,exclusionary,exclusionary
0.756100049,0.243899951,"The President. Well, let me describe sort of how we've tried to approach this given that we haven't gotten comprehensive immigration reform done yet. My instructions to the Department of Homeland Security has been that we have to focus our attention, our enforcement, on people who genuinely pose a threat to our communities, not to hard-working families who are minding their own business and oftentimes have members of their family who are U.S. citizens, because that's a priority in terms of limited enforcement resources. We don't have the capacity to enforce across the board when you're talking about millions of people. And we've done that.",2012-09-20-question-and-answer_30,0.512200099,FALSE,,uncertainty,neither,neither
9.76E-05,0.999902388,"We didn't find the stockpiles we all thought were there. But remember, Saddam Hussein had the capability of making weapons of mass destruction. He could have passed that capability onto a terrorist enemy, and that was a risk we could not afford to take after September the 11th. Knowing what I know today, I would have made the same decision. America and the world are better off with Saddam in a prison cell.",2004-10-02-cuyahoga-falls-ohio_44,0.999804775,FALSE,FALSE,random,neither,neither
0.086029528,0.913970472,That flag doesn't belong to any president. It doesn't belong to any ideology and it doesn't belong to any political party. It belongs to all the American people.,2004-07-29-national-convention-boston_38,0.827940944,FALSE,,uncertainty,neither,neither
0.517982796,0.482017204,"Let me also say just a word about immigration. I recognize how important guest workers are to you in harvesting your crops, and I support the provision in the immigration reform bill that allows you the workers you need. A word about water--my opponent wants federal interest in allocating water rights in the West. Like you I want the states to have control of water rights.",2959_16,0.035965592,FALSE,,uncertainty,neither,neither
0.557215124,0.442784876,"We've also tried to support more people, like Yvonne, in citizens groups. Over the next four years, we're going to try to mobilize another million volunteers to work with the police to get the crime rate down. San Diego, California has the lowest crime rate of any of the ten big cities in America, even though it's right on the border where we're constantly fighting illegal immigration and people trying to bring drugs across the border. They still have--in any of the ten biggest cities, they've got the lowest crime rate.",3268_17,0.114430248,FALSE,,uncertainty,exclusionary,exclusionary
0.228775638,0.771224362,"You cannot lead our Nation to decisive victory, on which the security of every American family depends, if you do not see the true dangers of a post-September the 11th world. The war against terror requires all our resources, all our strength. We will stay on the offense. We will improve our homeland protections. And of course, we'll continue to work with our allies and our coalition to keep us safe.",2004-10-20-mason-city-iowa_56,0.542448725,FALSE,,uncertainty,neither,neither
0.832954703,0.167045297,"To supplement these efforts, I will take ships, planes, and helicopters out of mothballs and make them available to the Coast Guard and the Customs Service for use against the drug smugglers.  And I will upgrade radar surveillance along our borders to increase detection from the current level of less than 10 percent up to 85 percent. Third, I will enlist the support of our allies.  On the day I take office, I'll start working with America's allies to fight the deadly drug traffic.  And I'll get tough on foreign countries that continue to produce the drugs that kill American kids.  In my administration, no country will receive foreign aid or military assistance unless it follows a plan to stop producing or peddling narcotics.",2739_18,0.665909406,FALSE,,uncertainty,neither,neither
0.137263732,0.862736268,"We're going to start by protecting the environmentally sensitive areas of our coast from offshore oil drilling. As president, I will designate Santa Monica Bay and the entire California coast from Big Sur to the Oregon border as marine sanctuaries, and will seek to permanently protect them from offshore oil drilling. I will cancel Lease Sale 95, and work with the people of California and other coastal states to determine which additional sites should be permanently protected as well.",2916_14,0.725472536,FALSE,,uncertainty,neither,neither
0.287578755,0.712421245,"Also, we are going to protect our vital infrastructure from the new thing, cyber-attack; establishes new screening procedures for immigration to ensure those who are admitted to our country support our people and our values We want people that can love us and there are ways through talent of determining that and other countries do but we don't. Just come on in folks. Just come on in.",2016-10-22-eisenhower-complex-gettysburg_55,0.42484249,FALSE,,uncertainty,exclusionary,exclusionary
0.229378948,0.770621052,"And they take - in the case, they take - Mexico takes care of your air conditioner, and they fire their 1,400 people who were so great to me. And they think they're going to make air conditioners in their beautiful new plant in Mexico, and sell them across the border and make lots of money, and we have all the employment. Not going to happen. We're going to put a 35 percent tax on and they're staying in the United States",2016-10-12-pavilion-ocala-florida_155,0.541242103,FALSE,,uncertainty,neither,neither
0.61282615,0.38717385,"Now, what I will be saying to the new President of Mexico when he takes office is that we want to continue that cooperation, and we recognize this is a threat on both sides of the border. We make a mistake if we just say this is Mexico's problem because we obviously generate a lot of demand for drugs in this country, and guns and cash flow south at the same time as drugs flow north. That's why——",2012-09-20-question-and-answer_70,0.225652301,FALSE,,uncertainty,neither,neither
0.094707808,0.905292192,The criminal does not discriminate. He strikes without regard to race or creed. And so when we call for law and order we are calling for the protection of all of our citizens.,2169_21,0.810584384,FALSE,,uncertainty,neither,neither
0.248931835,0.751068165,"And if we're serious about keeping our country safe, we also can't afford to have a president who's in the pocket of the gun lobby. I'm not here to repeal the Second Amendment. I'm not here to take away your guns. I just don't want you to be shot by someone who shouldn't have a gun in the first place.",2016-07-28-democratic-national-convention_72,0.502136329,FALSE,,uncertainty,neither,neither
0.738504368,0.261495632,"We must send a message that visa expiration dates will be strongly enforced. Number nine, we will turn off the jobs and benefits magnet. We will ensure that E-Verify is used to the fullest extent possible under existing law, and we will work with Congress to strengthen and expand its use across the country.",2016-08-31-center-phoenix-arizona_88,0.477008737,FALSE,,uncertainty,neither,exclusionary
5.88E-05,0.999941235,I sympathize with the nominee of the Democrat party because of the company he is obliged to keep. Perhaps he may disown that company altogether.  But this is the payoff question:  will the bosses disown him?  Have you detected any signs of alarm from them?  Have you heard any reports that they are dismantling their machines in fear lest their party and their candidate win?  Have you heard that any of them in death-bed conversions have turned Republican?,1144_11,0.99988247,FALSE,FALSE,random,neither,neither
7.68E-05,0.999923226,"I particularly want to thank all the grass-roots activists, the people involved with turning out the vote and making the phone calls. I know you've done a lot of hard work. First of all, it takes a lot of hard work to get this many people to show up. If you put the same amount of work you put into getting this rally going to getting people to the polls, there's no doubt in my mind we'll carry New Mexico and win a great victory in November.",2004-10-11-hobbs-new-mexico_13,0.999846452,FALSE,FALSE,random,neither,neither
0.634809654,0.365190346,"Here's an interesting graphic from a study published this summer on voting attitudes among people who heard incumbents use restrictive rhetoric on immigration -- tough enforcement, no amnesty, deportations -- and its affect on their own opinions. On my first day in office I am also going to ask Congress to pass Kate's Law, named for Kate Steinle. To ensure that criminal aliens convicted of illegal reentry receive strong mandatory minimum sentences. Strong.",2016-08-31-center-phoenix-arizona_50,0.269619308,FALSE,,uncertainty,exclusionary,exclusionary
0.336894375,0.663105625,"We must never remain silent in the face of bigotry. We must condemn those who seek to divide us. In all quarters and at all times, we must teach tolerance and denounce racism, anti-Semitism, and all ethnic or religious bigotry--wherever they exist--as unacceptable evils. We have no place for haters in America--none, whatsoever.",2853_13,0.32621125,FALSE,,uncertainty,neither,neither
0.247547186,0.752452814,And I personally don't believe that people who commit acts of domestic violence against their spouse or their children should be able to get guns either. That is a dangerous thing. We should not do that.,3192_18,0.504905627,FALSE,,uncertainty,neither,neither
0.567457381,0.432542619,"She doesn't have the strength or the stamina to make America great again. Believe me. What we do know, despite the lack of media curiosity, is that Hillary Clinton promises a radical amnesty combined with a radical reduction in immigration enforcement. Just ask the Border Patrol about Hillary Clinton. You won't like what you're hearing.",2016-08-31-center-phoenix-arizona_117,0.134914762,FALSE,,uncertainty,exclusionary,exclusionary
6.09E-05,0.999939076,"And one big difference that I have with Bill Clinton: he's getting ready to leave the White House, and I'm getting ready to move in. That's one big difference. And when I move in and Elizabeth moves in--and she does a great job, she'll be a great, great first lady. She'll be a role model for young women all across America, regardless of party.",3359_11,0.999878152,FALSE,FALSE,random,neither,neither
0.782996004,0.217003996,"I will appoint federal officials and investigators who will work hand-in-hand with police and citizens to dismantle gangs, cartels and criminal syndicates terrorizing our people. I will appoint prosecutors who will go into the most dangerous communities in America and work to liberate our citizens from violence and fear. All citizens deserve to be protected. No American left behind.",2016-08-23-arena-austin-texas_9,0.565992009,FALSE,,uncertainty,neither,neither
0.277786948,0.722213052,"America was shocked to its core when our police officers in Dallas were so brutally executed. In the days after Dallas, we have seen continued threats and violence against our law enforcement officials. Law officers have been shot or killed in recent days in Georgia, Missouri, Wisconsin, Kansas, Michigan and Tennessee.",2016-07-21-national-convention-cleveland_32,0.444426103,FALSE,,uncertainty,neither,neither
0.129552743,0.870447257,"And let me assure you, we will never attempt to impose a solution on Israel, nor will we ever weaken in our opposition to terrorism by the PLO or by anybody else. As I said when I addressed you in 1980, terrorists are not guerrillas or commandos or freedom fighters or anything else. They're terrorists, and should be identified as such. We will go on working with all our hearts to help the people of the Middle East achieve a just and lasting settlement--a settlement that agrees, in the words of my statement of September 1982, that Israel """"has a right to exist in peace behind secure and defensible borders, and it has a right to expect its neighbors to recognize this.""""",2777_32,0.740894514,FALSE,,uncertainty,neither,neither
0.283050752,0.716949248,You're the reason a young immigrant is not going to be sent away from the only country she's ever called home. You're the reason that we were able to bring our troops home and those families are reunited with their loved ones. You made that happen.,2012-10-17-mount-vernon-iowa_45,0.433898496,FALSE,,uncertainty,neither,neither
0.366571819,0.633428181,"And I believe in American English should be the official language, and he does not. English plus. Learn any other language you want, but please learn English or you're going to be left behind--you're not going to have a chance in America.",3357_37,0.266856363,FALSE,,uncertainty,exclusionary,exclusionary
0.630814351,0.369185649,"Well, let me ask you a simple series of questions. If Bill Clinton has been such a good friend of California, why has he opposed increases in the border patrol? In his first budget as president, he even tried to cut the border patrol by ninety-three agents. When Congress proposed to place 1,000 additional border agents last year, he vetoed the bill.",3339_35,0.261628702,FALSE,,uncertainty,exclusionary,exclusionary
0.185876515,0.814123485,"And I don't think we ought to put the election ahead of the proper naturalization service. I mean when Vice President Gore assigned some of his people and they went over there and played politics, with immigration, that's a big, big mistake. That's an outrage. It's an outrage.",3359_39,0.628246971,FALSE,,uncertainty,neither,neither
0.830956314,0.169043686,"And the fifth clear choice in this election is on the values that are so crucial to keeping America's families strong. And here, my opponent and I are miles apart. I stand for the appointment of Federal judges who know the difference between personal opinion and the strict interpretation of the law. I believe marriage is a sacred commitment. It is a pillar of our civilization, and I will always defend it. This is not a partisan issue. When Congress passed the Defense of Marriage Act during my predecessor's time, defining marriage as a union of a man and a woman, the vast majority of Democrats supported that bill and my predecessor signed it into law. But Senator Kerry was part of an out-of-the-mainstream minority that voted against the Defense of Marriage Act.",2004-10-24-alamogordo-new-mexico_41,0.661912627,FALSE,,uncertainty,exclusionary,exclusionary
0.374250858,0.625749142,"And, as Americans, you are entitled to the same protections as every other American. Everyone lawfully living inside of our borders are entitled to the same things: safe communities, a great education, and access to high-paying jobs. This is the change I will deliver. Hillary Clinton has been there for 30 years and delivered nothing but failure. Her policies have brought death and destruction overseas, and poverty at home. She's brought massive poverty for everyone, but especially African-American and Hispanic Citizens.",2016-10-03-center-pueblo-colorado_28,0.251498285,FALSE,,uncertainty,neither,neither
0.847902086,0.152097914,"We will immediately terminate President Obama's two illegal executive amnesties in which he defied federal law and the Constitution to give amnesty to approximately five million illegal immigrants, five million. And how about all the millions that are waiting on line, going through the process legally? So unfair.",2016-08-31-center-phoenix-arizona_58,0.695804172,FALSE,,uncertainty,exclusionary,exclusionary
6.29E-05,0.999937141,"This is the greatest Democratic city in America. Chicago Democrats put Illinois in the Democratic column in 1960 and elected John Fitzgerald Kennedy President, and I look for Chicago Democrats and Cook County Democrats to do exactly the same thing for me in 1980. I want you all to remember what Adlai Stevenson said: """"You have to vote like a Democrat if you want to live like a Republican."""" Right? And by the way, I'd like to remind you that in 1952 and in 1956, my state, Georgia, voted for Adlai Stevenson, not Dwight Eisenhower, for president. So, we know how to select them in Georgia, too.",2578_1,0.999874283,FALSE,FALSE,random,neither,neither
9.40E-05,0.999905967,"Mr. Lamb. No, sir. The President. A Subchapter S corporation, like a sole proprietorship, pays taxes at the individual income-tax level. So when we reduced all rates, individual income-tax rates, we're helping Subchapter S corporations like Wayne's.",2004-09-07-discussion-sedalia-missouri_48,0.999811934,FALSE,FALSE,random,neither,neither
0.084458005,0.915541995,"In same month, Fiat Chrysler announced 1,300 layoffs. The list goes on and on. We will turn it around, we will turn it around fast. We will meet with these companies and we will say, it will not be easy for you to move your plant to Mexico for you sell your cars through what will be a very strong border, and for you not to pay tax on those cars coming in, okay?",2016-08-19-complex-dimondale-michigan_47,0.831083989,FALSE,,uncertainty,neither,neither
0.736677487,0.263322513,"Oh, treatment's important. Why don't we prevent it, then we don't have to worry about the treatment? Cut off the supply, interdict the supply, stop it at its borders, and that's where the Guard comes in, because you have assets like radar to track drug-smuggling aircraft. You have night-vision equipment on our Southwest border, aircraft and helicopters specially equipped for drug interdiction, and thermal imaging to detect indoor marijuana growing and aerial photography. Assets like the National Interagency Counter Drug Institute, which is the only organization specializing in military police community team building, and the Regional Counter Drug Training Academy, which by all rights should have been named probably the Sonny Montgomery Institute.",3302_22,0.473354973,FALSE,,uncertainty,neither,neither
0.457695398,0.542304602,"He opposed the flag amendment to protect our flag since there are a lot of people who don't agree with that. You fought for the flag. You died for the flag. You sacrificed for the flag. We ought to protect the flag, and we will protect the flag in a Dole administration.",3340_35,0.084609205,FALSE,,uncertainty,neither,neither
0.106583541,0.893416459,We Will Make America Safe Again. And We Will Make America Great Again.,2016-10-21-fletcher-north-carolina_33,0.786832917,FALSE,,uncertainty,neither,neither
8.17E-05,0.999918258,"Congressman Ander Crenshaw is doing a great job in the House of Representatives. Thank you, Ander. Congressman Cliff Stearns is with us today. I appreciate you coming, Cliff.",2004-10-23-remarks-jacksonville-florida_5,0.999836516,FALSE,FALSE,random,neither,neither
0.187941277,0.812058723,"We will become a rich nation again. But to be a rich nation, we must also be a safe nation. Hillary Clinton wants a 550 percent increase in Syrian refugees flowing into our country.",2016-11-07-raleigh-north-carolina_79,0.624117446,FALSE,,uncertainty,exclusionary,exclusionary
0.623245512,0.376754488,I want to protect the flag that's being waved out here today with a Constitutional amendment. I want to protect the flag. And he's against it.,3350_34,0.246491024,FALSE,,uncertainty,neither,neither
0.497584466,0.502415534,"The old Mondale sponsored National Bible Week. Well, old or new, I'm with him on that one. But this new Mondale says there's too much religion in politics. ",2846_27,0.004831068,FALSE,,uncertainty,exclusionary,exclusionary
5.53E-05,0.999944652,"We're on your side.  On the side of mainstream America, on the side of average American families, on the side of millions and millions of Americans who are working hard, paying their bills, paying the nation's taxes, fighting the nation's wars, and have a right to have a president and an administration working with the Congress that stands up for you. We have a little more than two weeks to go.  And, yes, we're a little behind, but we're fighting back.  We're fighting back.  And I know the Republicans are already saying that they can take the voters of Wisconsin and the voters of this country for granted.  They're already popping those champagne corks in their penthouses.  But I want to tell them something.  We're the ones that are going to be celebrating on the 8th of November.",2935_14,0.999889304,FALSE,FALSE,random,neither,neither
0.903477431,0.096522569,"On Monday, we heard from three parents whose children were killed by illegal immigrants Mary Ann Mendoza, Sabine Durden, and my friend Jamiel Shaw. They are just three brave representatives of many thousands who have suffered so gravely. Of all my travels in this country, nothing has affected me more deeply than the time I have spent with the mothers and fathers who have lost their children to violence spilling across our border, which we can solve. We have to solve it.",2016-07-21-national-convention-cleveland_44,0.806954862,FALSE,,uncertainty,exclusionary,exclusionary
0.325510592,0.674489408,"I'd like to say just a word about terrorism. And I'd like to point out that, kind of like the narcotics trade, in an ironic and painful way, many of the things we love about this new post-Cold War global society of ours make us more vulnerable to the things we hate. We like it that we can travel around the world with such great ease. We like it that all borders are more open. We like it that we can transfer information, ideas, technology, and money across the globe virtually instantaneously.",3193_31,0.348978816,FALSE,,uncertainty,exclusionary,neither
0.865107541,0.134892459,"And in accordance with our comprehensive plan and our Southwest border campaign plan, I will designate a Southwest border counter-drug task force trained, equipped, and ready for counter-drug action. And other such designated task forces will be created as necessary. Moreover, we will create other dedicated counter-drug units which will optimize the skills, languages, computers, banking, and more our citizen-soldiers offer. Such units could clear up the translation and intelligence analysis backlogs and use their skills to follow drug money in the American and international finance systems, to go after front businesses and dummy corporations and every kind of money laundering.",3302_30,0.730215083,FALSE,,uncertainty,neither,neither
0.259332737,0.740667263,"That discussion can take place only in an atmosphere in which illegal immigration is a memory of the past, no longer with us, allowing us to weigh the different options available based on the new circumstances at the time. Right now, however, we're in the middle of a jobs crisis, a border crisis and a terrorism crisis like never before. All energies of the federal government and the legislative process must now be focused on immigration security. That is the only conversation we should be having at this time, immigration security. Cut it off.",2016-08-31-center-phoenix-arizona_114,0.481334526,FALSE,,uncertainty,exclusionary,exclusionary
0.171267804,0.828732196,"Has anybody heard the snake? Not that many? Should I do it again? So think of this, folks, think of this, think of it. This is what is going on in our country with our borders. And by the way, we're going to have a strong border, we're going to have a wall, it's going to be a powerful wall that Mexico's going to pay for the wall.",2016-08-12-arena-erie-pennsylvania_91,0.657464392,FALSE,,uncertainty,exclusionary,exclusionary
0.755402205,0.244597795,"And who is going to pay for the wall? Audience: """"Mexico"""" 100 percent. They just don't know it yet. They don't know it yet, but 100 percent. They'll pay for the wall.",2016-10-12-pavilion-ocala-florida_116,0.51080441,FALSE,,uncertainty,exclusionary,exclusionary
0.000111945,0.999888055,"America can take pride in the blows that our military and intelligence professionals have inflicted on al-Qaida in Pakistan and Afghanistan, including the killing of Osama bin Laden. These are real achievements won at a high cost. Al-Qaida remains a strong force, however, in Yemen and Somalia, in Libya and other parts of North Africa, in Iraq and now in Syria. And other extremists have gained ground across the region. Drones and the modern instruments of war are important tools in our fight, but they are no substitute for a national security strategy for the Middle East.",2012-10-08-virginia-the-mantle_18,0.99977611,FALSE,FALSE,random,neither,neither
0.31400151,0.68599849,"You're the reason why young immigrants who grew up here and went to school here and pledged allegiance to our flag are no longer going to be deported from the only home they've ever known. You're the reason we ended """"don't ask, don't tell"""" so anybody who loves this country can serve this country. You're the reason why families are welcoming back our brave soldiers, saying, """"Welcome home.""""",2012-09-09-rally-melbourne-florida_60,0.371996979,FALSE,,uncertainty,neither,neither
0.10123117,0.89876883,"While Hillary Clinton meets only with donors and lobbyists, my plan was crafted with the input from Federal Immigration offices, very great people. Among the top immigration experts anywhere in this country, who represent workers, not corporations, very important to us. I also worked with lawmakers, who've led on this issue on behalf of American citizens for many years. And most importantly I've met with the people directly impacted by these policies. So important.",2016-08-31-center-phoenix-arizona_32,0.797537659,FALSE,,uncertainty,neither,neither
0.08331083,0.91668917,"And that is an outrage. That is an outrage. And what about all the people in, you know--we're, we're a nation of immigrants, don't misunderstand that legal immigration is fine. That's how many of us got our start in America. But now they're trying to rush through all these immigrants, because they want to naturalize 1.3 million. They wanted to do it before the election, except they made one mistake. They didn't check criminal records. So about 10 percent who are going to be naturalized have criminal records. That's an outrage, Mr. President, and you know it's an outrage.",3364_30,0.833378341,FALSE,,uncertainty,exclusionary,exclusionary
6.21E-05,0.999937888,"This is a true story—kind of true. I said, """"Okay."""" Fortunately, I didn't—she didn't hold me to that promise. America got to see a fabulous mom, a great wife, and a wonderful First Lady in New York City. I'm really proud of Laura.",2004-09-16-care-blaine-minnesota_2,0.999875776,FALSE,FALSE,random,neither,neither
0.328546984,0.671453016,"As Secretary of State, Hillary Clinton allowed thousands of the most dangerous and violent criminal aliens to go free because their home countries were intelligent, they wouldn't take them back. We bring them to their countries—murderers, drug dealers, gang members, we'd bring them to their countries and their countries would say: get them out, we're not taking them back. They call up the State Department, and the State Department under Hillary Clinton would say: oh, bring them back, we don't want to make waves.",2016-11-02-fairgrounds-orlando-florida_55,0.342906033,FALSE,,uncertainty,exclusionary,exclusionary
0.208174321,0.791825679,"Hillary Clinton has pledged to keep both of these illegal amnesty programs, including the 2014 amnesty which has been blocked by the United States Supreme Court. Great. Clinton has also pledged to add a third executive amnesty. And by the way, folks, she will be a disaster for our country, a disaster in so many other ways.",2016-08-31-center-phoenix-arizona_59,0.583651358,FALSE,,uncertainty,exclusionary,exclusionary
0.487681922,0.512318078,"America is not to blame for terrorist hatred, and no retreat by America would appease them. We don't create terrorists by fighting them. We defeat the terrorists by fighting them.",2004-10-25-remarks-greeley-colorado_24,0.024636155,FALSE,,uncertainty,neither,neither
0.91638376,0.08361624,"And we're going to expand Social Security for those who need it the most - low income seniors and widowed women. And we are going to pass comprehensive immigration reform. I'm going to introduce reform. I can't wait to work with Senator Bennet, I can't wait to have a chance to make sure that we are working on immigration reform from the very beginning. We're gonna finally help dreamers achieve their dream of following their future and becoming American citizens.",2016-10-12-state-fairgrounds-pueblo_39,0.832767519,FALSE,,uncertainty,neither,neither
0.494888067,0.505111933,The President. Right. Q. It was eradicated there and traced by DNA—every offspring—and traced to a herd back in Canada. The border was closed and is closed—Canadian beef and dairy animals. I just wondered if you could tell me about a timetable——,2004-09-10-discussion-portsmouth-ohio_160,0.010223867,FALSE,,uncertainty,neither,neither
0.483944888,0.516055112,"Lastly, and very importantly, we must immediately suspend immigration from any nation that has been compromised by terrorism until such time as proven vetting mechanisms have been put in place. We don't want them in our country. My opponent has called for a radical 550% increase in Syrian -- Think of this. Think of this. This is not believable, but this is what's happening -- refugees on top of existing massive refugee flows coming into our country under President Obama. She proposes this despite the fact that there's no way to screen these refugees in order to find out who they are or where they come from.",2016-07-21-national-convention-cleveland_42,0.032110224,FALSE,,uncertainty,exclusionary,exclusionary
6.38E-05,0.999936209,"My prescription was this: be fair, be tough, spend enough--that is where you lose some of the folks along the way. You know your enemy. No general ever goes into battle, at least I hope not, without all the intelligence that he can gather and he ought not to go into battle without equipping his own forces in order to meet the enemy on the most advantageous terms.",2009_15,0.999872418,FALSE,FALSE,random,neither,neither
0.699819127,0.300180873,"You're the reason that all across this State, people who were in danger of losing their homes were able to stay in their homes. That's because of you. You made that possible. You're the reason that a young immigrant who grew up here and went to school here and pledges allegiance to our flag will no longer be deported from the country that they love.",2012-09-09-palm-beach-florida_47,0.399638254,FALSE,,uncertainty,neither,neither
5.70E-05,0.999942999,"So, between these two things, I hope that we can eliminate any hardship that we might have created for people that are close to that dividing line, and then just a little above it--it means no school. I think one of the things we should look at also is the work-study program, which I think could be probably expanded up to a higher level than we have. But we don't want to shut people out.",2834_56,0.999885999,FALSE,FALSE,random,neither,neither
0.158376724,0.841623276,For instance: Should public school teachers be required to lead our children in the pledge of allegiance? My opponent says no--but I say yes. Should free men and women have the right to own a gun to protect their home? My opponent says no--but I say yes.,2947_38,0.683246552,FALSE,,uncertainty,neither,neither
0.334604371,0.665395629,"I am going to make America Rich again. I am going to end illegal immigration, stop the massive inflow of refugees, keep jobs from pouring out of our country, renegotiate our disastrous trade deals, and massively reduce taxes and regulations on our workers and our small businesses. My economic agenda is very simple: jobs, jobs, jobs.",2016-10-04-prescott-valley-arizona_1,0.330791259,FALSE,,uncertainty,exclusionary,exclusionary
0.862156279,0.137843721,"Yesterday, we learned that nearly 380 tons of powerful conventional explosives vanished from one of Iraq's most sensitive military installations, after the invasion. Just as the Bush Administration's failure to secure Iraq's borders has led to thousands of terrorists flooding into the country, their failure to secure those explosives threatens American troops and the American people. Before the war, the explosives were monitored by the International Atomic Energy Agency, which warned the Bush Administration that they could fall into the wrong hands. And it urged the Bush Administration to secure them.",2004-10-26-wisconsin-green-bay_3,0.724312559,FALSE,,uncertainty,neither,neither
0.432519021,0.567480979,"I will appoint no-nonsense conservative judges to the district court, circuit court, and Supreme Court. And he will appoint liberals. You send me the partial-birth abortion bill and I will sign it. I will not veto it.",3360_23,0.134961958,FALSE,,uncertainty,neither,neither
0.639928645,0.360071355,"The old Mondale publicly supported Jimmy Carter's wrongheaded grain embargo. The new Mondale claims that he opposed it privately--very privately. The old Mondale sponsored National Bible Week in the U.S. Senate, and that's fine. But the new Walter Mondale says there's too much religion in politics.",2832_20,0.279857291,FALSE,,uncertainty,exclusionary,exclusionary
0.669168244,0.330831756,"At the same time, I support efforts like the Patriot Act and others to secure our nation from those who would attack us. We were just attacked, as you know, in Benghazi. Terrorists successfully killed our ambassador and three of — of our citizens.",2012-10-10-mount-vernon-ohio_45,0.338336488,FALSE,,uncertainty,neither,exclusionary
0.700536369,0.299463631,"And finally, the final clear choice in this election is on the values that are crucial to keeping our families strong. And here my opponent and I are miles apart. I stand for the appointment of Federal judges who know the difference between personal opinion and the strict interpretation of the law. I believe marriage is a sacred commitment, a pillar of our civilization. I don't believe this is a partisan issue. As a matter of fact, when Congress passed the Defense of Marriage Act, defining marriage as the union between a man and a woman, the vast majority of Democrats supported it, and President Bill Clinton signed it into law. But Senator Kerry was part of an out-of-the-mainstream minority that voted against the Defense of Marriage Act.",2004-10-26-cuba-city-wisconsin_39,0.401072739,FALSE,,uncertainty,exclusionary,exclusionary
0.907014021,0.092985979,"Now, McCain-Feingold would end all corporate contributions, so it would take care of that part of the problem. But we should also end contributions to either party from individuals who are not citizens. There are many immigrants who play an important role in our country. And all you have in California know I have done my best to defend legal immigration and the rich contribution it makes to the United States of America.",3287_41,0.814028041,FALSE,,uncertainty,neither,neither
0.129210665,0.870789335,"You need no better evidence of that then the fact that the media ignores the plight of Americans who have lost their children to illegal immigrants, but spends day after day pushing for amnesty for those here in total violation of the law. We can't allow that. Why do our leaders spend so much time talking about how to help people here illegally, they're here illegally, and they spend and they work and they try so hard to help them, but they don't try helping American citizens, some of whom have been devastated by what's happened to their children and their families? Devastated.",2016-08-24-coliseum-jackson-mississippi_36,0.741578669,FALSE,,uncertainty,exclusionary,exclusionary
0.85057074,0.14942926,"We're going to lift the restrictions on American Energy and deliver real change for our great American people; it's time. And when it comes to international government, to massive trade deals, and to America's borders, we're going to defend the freedom and sovereignty of the United States of America like never before. And we are going to once again put America first.",2016-10-12-pavilion-ocala-florida_6,0.701141481,FALSE,,uncertainty,neither,neither
0.533564832,0.466435168,Don't worry about that amnesty. Never. After all...,2347_5,0.067129665,FALSE,,uncertainty,neither,neither
0.770292364,0.229707636,My opponent has a different opinion. He was part of an extreme minority that voted against the Defense of Marriage Act that President Clinton signed into law. He voted against the ban on partial-birth abortion.,2004-11-01-new-mexico-3_25,0.540584729,FALSE,,uncertainty,neither,neither
0.090140352,0.909859648,So the—our approach is threefold. One is to finish the regulatory process that we're required to do to make sure the herd is— the product is safe for consumers. Two is to work with the Canadians to get the border open again. And three is to get markets back open again that shut down as a result of the BSE scare.,2004-09-10-discussion-portsmouth-ohio_165,0.819719296,FALSE,,uncertainty,neither,neither
