,speech_par_id,text,bart_label,annotated_at,yuchen_label,,
68,2004-09-07-discussion-sedalia-missouri_10,"One of the most important initiatives of the previous 4 years—and it will be an important initiative for the next 4 years— is the Faith-Based and Community-Based Initiative, which will rally the armies of compassion. People say, """"Well, what exactly do you mean by that? What do you mean by that?"""" I'll tell you what I mean by that. I mean this, that when it comes, for example, to helping the—to heal the addicted, that we've got to recognize that sometimes Government programs work, but sometimes, in order to help a fellow get off drugs, you've got to—or alcohol, you've got to have a change of heart. And therefore, a faith-based program is the kind of program that could be effective at helping somebody change the heart and, therefore, change the habit. We ought to welcome programs which work. We ought not to discriminate against faith-based programs. We ought to welcome faith-based programs to help Americans realize the full promise of our country.",neither,1/27/21 1:01,inclusive,0,"I see this as referring primarily to Protestantism (or at the very least Christianity), so doesn�t strike me as particularly inclusive"
69,2016-09-30-fort-pierce-florida_13,"Maybe you volunteer through your school, or with your church or synagogue. Maybe you find through faith-based opportunities, as I did when I was a teenager, service opportunities. Because for many Americans, service is part of our faith. My running mate, Tim Kaine, volunteered in Honduras with Jesuits as a young man, and it changed his life. Or maybe your whole family volunteers together, Bill and Chelsea and I, every holiday season, would work at a food bank back in Arkansas. However you serve, it feels good, doesn't it? To be part of something bigger than ourselves. To take our time and labor, and put it towards something good that can happen in our country and the world.",inclusive,1/27/21 1:02,neither,0,Inclusive of Jews
70,2734_17,"If you think he's undermined Parren Mitchell's efforts to bring entrepreneurship to minority Americans, you ain't seen nothing yet. And if you think they've cozied up to apartheid in South Africa these last four years, you ain't seen nothing yet. We know the answer.  We don't want to see any of it at all.  Not take a chance.",inclusive,1/27/21 1:02,inclusive,,
71,3359_37,"He's ignored the huge cost--and California is different than any state in the nation. It's not that we're not compassionate people. As the governor said, legal immigration is one thing. Illegal immigration is something else. We're a nation of immigrants. We're proud of immigrants. We're proud they're Americans. But where do you draw the line? Where do you close the border?",inclusive,1/27/21 1:02,inclusive,,
72,2004-09-09-remarks-johnstown-pennsylvania_29,"In a world of change, there's some things that just do not change, the values we try to live by, courage and compassion, reverence and integrity. In a time of change, we must support the institutions that give us stability, our families, our schools, and our religious congregations. We stand for a culture of live in which every person counts and every being matters. We stand for marriage and family, which are the foundations of our society. And I stand for the appointment of Federal judges who know the difference between personal opinion and the strict interpretation of the law.",neither,1/27/21 1:03,neither,,
73,2004-09-23-the-american-indian_3,"I appreciate Secretary Gale Norton, Secretary of the Interior, for being here, and other members of my administration involved with Indian affairs who are here. And they should be here. After all, they're with the leaders of sovereign tribes: Dave Anderson, Assistant Secretary of Indian Affairs, Department of Interior; Vickie Vasques, Assistant Deputy Secretary of the Office of Indian Education; Dr. Charles Grim, Director, Indian Health Service, Department of Health and Human Services. Thank you all for coming.",neither,1/27/21 1:04,neither,,
74,1468_5,"[Question from the audience.] KENNEDY: There is a question of do I believe all Protestants are heretics. No, and I hope you don't believe all Catholics are.",inclusive,1/27/21 1:04,inclusive,,
75,2703_27,"Together, tonight, let us say what so many long to hear: that America is still united, still strong, still compassionate, still clinging fast to the dream of peace and freedom, still willing to stand by those who are persecuted or alone. For those who seek the right to self-determination without interference from foreign powers, tonight let us speak for them. For those who suffer from social or religious discrimination, for those who are victims of police states or government induced torture or terror, for those who are persecuted, for all the countries and people of the world who seek only to live in harmony with each other, tonight let us speak for them.",neither,1/27/21 1:04,inclusive,0,"I think the reference is to people who are being discriminated against abroad, not in the US"
76,2004-10-16-beach-florida-0_33,"The President. In this time of change, some things do not change, the values we try to live by, courage and compassion, reverence and integrity. In times of change, we all must support the institutions that give our lives direction and purpose, our families, our schools, our religious congregations. We stand for a culture of life in which every person matters and every being counts. We stand for marriage and family, which are the foundations of our society. We stand for the appointment of Federal judges who know the difference between personal opinion and the strict interpretation of the law.",neither,1/27/21 1:05,neither,,
77,2557_14,"The same thing happened in 1960 the other way, when 28,000 votes in Texas, if they had changed, and just a few votes in Illinois would have meant that John F. Kennedy would never have been president. Our country now is facing a similar choice, and what you do as an individual American citizen, patriotic, wanting peace, wanting better education, wanting better transportation, wanting better job opportunities, wanting a better life for your family, will make the difference. Our country has raised high the banner of human rights. We now stand for something fine and decent and honest and open and inspiring. And what's happened lately in Poland, to me, is a good indication of the benevolent influence of what our country can mean around the world. I'm not trying to take credit for the United States, for the heroism and the tenacity of the Polish workers, but it's a good sign. And it means that if our country can be strong and united and keep our principles intact and put our faith in the good, solid families that have been the structure and strength of this country, then after November 4th we'll make sure that the greatest nation on earth is even greater the next four years and the rest of this century.",neither,1/27/21 1:06,inclusive,0,Reference to Polish people in Poland not in the US.
78,2713_11,"I believe in an America that honors what Thomas Jefferson first called the """"wall of separation between church and state.""""  That freedom has made our faith unadulterated and unintimidated.  It has made Americans the most religious people on earth.  Today, the religion clauses of the First Amendment do not need to be fixed; they need to be followed.",inclusive,1/27/21 1:06,inclusive,,
79,2599_1,"I do thank you very much for your welcome, and I thank you very much for your support. Several people have said that I'm the first president ever to visit Chinatown. As a matter of fact, our first president, George Washington, lived just a few blocks from here. But that doesn't count. He was President, but this was not Chinatown, right?",inclusive,1/27/21 1:06,inclusive,,
80,2143_13,"Ladies and gentlemen, I have said the same thing in the north as I have in the south, because to me there is no North, no South, no East, no West.  There just is America.  I have not taken the people for granted.  I have put my trust in the people, I have gone to the people to share my thoughts, and to listen to their concerns, and I have told you the hard truths about our nation's problems at home and abroad, and I have told you, too, to the best of my ability, what I will do about them.  That is what a campaign is all about.  I only wish our opposition would do the same. ",neither,1/27/21 1:06,neither,,
81,2004-10-15-rapids-iowa-2_36,"The President. In this time of change, some things do not change, the values we try to live by, courage and compassion, reverence and integrity. In changing times, we must support the institutions that give our lives direction and purpose, our families, our schools, our religious congregations. We stand for a culture of life in which every person matters and every being counts. We stand for marriage and family, which are the foundations of our society. We stand for the appointment of Federal judges who know the difference between personal opinion and the strict interpretation of the law.",neither,1/27/21 1:07,neither,,
82,3096_8,"My opponent has taken a very different path. He hasn't hesitated a minute to try to tear down everything we've accomplished for twelve years, to find everything he can about what's wrong with America. While I've been talking about ideas, he and his people have admitted publicly that their focus is on the negative, on what's wrong. For month after month, Governor Clinton has persisted in attacks on me; persistent, unrelenting, and many very personal in nature. Frankly, he has distorted my record, and his campaign co-chairman even called me a racist. And this week the Governor unveiled, for the first time in this presidential race, negative campaigning, negative television advertising, first one of this campaign.",neither,1/27/21 1:08,neither,,
83,2914_0,How many of you watched the debate Sunday night?  How many of you liked what you saw? How many of you think I won the debate?,neither,1/27/21 1:08,neither,,
84,3248_31,"I want to make sure we connect every single, solitary classroom and library in America to the Information Superhighway; to make sure we have the computers, the educational materials, the trained teachers; and, most important, that all these classrooms are connected to the Internet, the World Wide Web--all these networks. Now if you're not a big computer person, you may not understand exactly what that means. Let me tell you what that means in practical terms. It means for the first time in history, children in the poorest rural school districts in America, children in every Native American schoolroom, children in every inner city school, children in every suburban school, children in the poorest, the most middle class and the wealthiest schools--public and private--in America for the first time ever, they will all have access to the same information in the same time in the same way. Will you help me do that?",inclusive,1/27/21 1:08,inclusive,,
85,1710_11,"It was reported last month that 70 percent of all new Foreign Service officers had no language skills at all last year.  Only three of forty-four Americans in our Embassy in Belgrade could speak Yugoslavian.  In Athens only six of seventy-nine Americans spoke the modern language of Greek.  In New Delhi, not a single American could speak an Indian dialect fluently.  We cannot understand what is in the minds of other people if we cannot even speak to them.  That is why we are given tongues.  Yet do you think it is possible for us in the most deadly struggle in which freedom has ever been engaged to win if we approach it as casually as these statistics indicate that we are?  ",neither,1/27/21 1:09,neither,,
86,2004-10-19-port-richey-florida_38,"The President. In this time of change, some things do not change, the values we try to live by, courage and compassion, reverence and integrity. In a time of change, we must support the institutions that gives our lives purpose and direction, our families, our schools, our religious congregations. We stand for a culture of life in which every person matters and every being counts. We stand for marriage and family, which are the foundations of our society. We stand for the appointment of Federal judges who know the difference between personal opinion and the strict interpretation of the law.",neither,1/27/21 1:09,neither,,
87,2004-10-21-hershey-pennsylvania-0_7,"In the last few years, the people have come to know me. They know my blunt way of speaking. I get that from my mother. They know I mangle the English language sometimes. I get that from my dad. Americans also know I tell you exactly what I'm going to do, and I keep my word.",neither,1/27/21 1:09,neither,,
88,3300_23,"And so I say, when we look into our hearts and simply ask what is right for the American people and the future of our children, when we set aside our differences and build on our shared values of faith and family and work, when we roll up our sleeves and work together, America always wins. And, my fellow Americans, America is going to keep winning these next four years. Let me say that, as all of you here from my native state know, I believe this and I have tried to live by it because there is no person in America who has been given more gifts than I have; there is no person in America tonight who feels more humble in the face of this victory than I do. Fifty years ago, when I was born in a summer storm to a widowed mother in a small town in the southwest part of our state, it was unimaginable that someone like me could have ever become president of the greatest country in human history. It has been, for me, a remarkable journey, not free of failure, but full of adventure and wonder and grace. I have worked hard to serve, but I did not get here on my own.",neither,1/27/21 1:10,neither,,
89,2004-10-12-paradise-valley-arizona_9,"I want to thank my—longtime friend of Mother and Dad's and mine, Jim Simmons. I appreciate Jim, and thank you for being here. I don't know if many people know this, but he used to live in Midland, Texas. And that's where Laura is from. That's where I'm from. Mother and Dad were living out there, and they became fast friends. You can't make it in this line of work unless your friends stay with you. That's just the way it is, and I appreciate Jim.",neither,1/27/21 1:10,neither,,
90,2158_22,"I am particularly concerned about the problems of our smaller towns and cities. I believe that it is in great measure their atmosphere of community spirit, neighborly concern and religious faith that has undergirded and formed many of the most valued ideas and ideals of what we proudly know as the """"American way of life."""" These small communities have long been neglected in the great currents of our society.",neither,1/27/21 1:10,neither,,
91,2012-10-04-event-fishersville-virginia_8,"REP. RYAN: We have a chance to get ourselves on the right track. We have a chance to vote for somebody who's going to protect our freedoms, who's going to vote, who's going to act, who's going to lead to protect our religious freedom, who's going to act to protect our Second Amendment rights. Ladies and gentlemen, right here in Virginia, we have a big choice to make. America has a big choice to make.",inclusive,1/27/21 1:23,inclusive,,
92,1777_4,"And we have memories of little girls, boys, others making their wishes, sharing them with us, and it makes us, as you can imagine, very humble and very aware of the responsibility we have as a candidate for the presidency of the United States. We have other memories that are not connected necessarily with campaigning: a stop at a school for the deaf in Michigan; another one in Iowa, talking with the translator of sign language standing beside us, seeing the light in the eyes of these children, who could only read our lips, and in some instances, not even that, but who nevertheless, had a feeling for this country, an understanding for it, a faith in it, that inspired anyone.  And after an experience like that we realized that whatever little problems we might have, however long the days might be, they were very, very insignificant to the ones that they had.",neither,1/27/21 1:23,neither,,
93,1072_4,"And you people from Millersville College, you might be interested to know that this same great grandfather of mine, who was born and nurtured and raised and taught in this section of Pennsylvania, founded the first Teachers College in the state of Illinois in the 1850's. I would like to say--but I wouldn't dare risk it--that maybe, it was even older than Millersville Teachers State College. I don't believe that he would disapprove of my being the candidate of the Democratic party although he helped to organize the Republican party in 1856 in the state of Illinois; but that party was organized at that time to meet the needs of the people. It was organized as a protest against the compromises, the inaction, the equivocation of the old Whig party. It was organized to meet the needs of the people in those anxious days before the Civil War, but in these, our anxious days, it is the Democratic party that does the job of meeting the needs of the people.",neither,1/27/21 1:24,neither,,
94,2016-11-03-raleigh-north-carolina_37,"What happened in Flint, Michigan, as Bernie said, can never be normal, can never be acceptable. Little children drinking and bathing in poisoned water that will affect their health for years to come. And then we know, don't we? Too many young African-Americans are dying in police incidents or because of gun violence.",inclusive,1/27/21 1:25,inclusive,,
95,2016-10-25-coconut-creek-florida_41,"Well, my dad, because he was a small business man, I know he could never have afforded that, so I'm just glad he never got a contract from Donald Trump, because our family would have been hurt by that. So here's the bottom line and here's what I need you to do. We have got to get everybody you know to turn out and vote, and you have early voting now and it's going to be much easier for some of you to vote early. And if you believe in any of the issues that we have talked about in this campaign, if you believe that women and girls should be treated with respect, if you believe that marriage equality should be protected.",inclusive,1/27/21 1:25,inclusive,,
96,3226_52,"Today, the interest payments on savings bonds for many families are exempt if the money is used to pay for college. In the minimum wage legislation I signed, we expanded the number of families that can get that break, and today I want to ask Congress to do more. They should be available to pay not only for college education, but for vocational education, and while you have to be twenty-four years old to get this break today, parents of any age should be able to start as soon as they want to save for their children. We should encourage savings by all Americans and get rid of all the impediments to it. We're going to have to save more as individuals, as families, and as a nation. If we want to invest more and be more productive in the future, these actions today will help us to achieve that goal.",neither,1/27/21 1:26,neither,,
97,2016-09-29-des-moines-iowa_26,"So I'm excited about what we can do together. I know so much of this campaign has been about, you know, whatever my opponent says, and who he attacks, and who he derides and denigrates. And the list is long. But it's not about that. It's about you. It's about your families and your futures, and each of us should be telling you what we intend to do in the job. Now, I have this old-fashioned idea. I'm asking for your vote. I should tell you what I'm going to do, what my plans are. So Tim Kane and I have actually put out this little paperback book. And I see somebody holding one in the front row. It's called, not surprisingly, 'Stronger Together.' You can pick it up at a bookstore or an airport, wherever they sell paperbacks. And you can see what we're trying to do, and where we're going to get the money to pay for it. And the simple answer to that is, we're going to make the wealthy and corporations finally pay their fair share to support America.",neither,1/27/21 1:26,neither,,
98,1292_1,"Someone told me, and I have great interest in the point, that here was a place where during the war between the states Lincoln came to meet with the governors of the several states and have a serious conference; and that later in our history that incident was repeated at this identical spot by Teddy Roosevelt.  I am delighted to have such distinguished predecessors in this business of trying to bring government to the people, instead always of summoning people down to Washington to hide behind those dusty desks, and from there to send out these pronouncements that are supposed to rule our lives.  I have proposed in a number of problems, ranging all the way from civil rights to the actual development of conservation products, that the chief executive should go out and meet with people in their localities and talk about problems right there on the ground and see them.  Incidentally, my friends, I applied this principle the other night in a speech.  I was talking to an audience in which there were a great number of veterans, as I know there are here.  Those veterans know that any VIP worth his salt occasionally tries to get down as often as he can to visit with the GI's, to see where they are living, how they are living; or he goes to the ship and he sees what the problems are, or he goes to the air field.  He goes down to see the people actually doing the work and sees whether it is possible, with their brains and their experience, to work out something that might save a few lives, that might make the problems of war easier.",neither,1/27/21 1:26,inclusive,0,"A bit thin--doesn't actually endorse civil rights, just mentions it as a problem"
99,2598_15,"Well, I don't claim that our government is perfect. I don't claim that my administration is perfect. But you see my friends behind me on this platform. You know our record so far. you know that I've said many times, I would never have been given a chance to be elected President had it not been for Martin Luther King, Jr., and others. And many times in my own church at home we've sung the old hymn, """"There is a Balm in Gilead; sometimes we get discouraged and think our work's in vain."""" But I tell you that together, as Democrats, we have moved forward. We're on the right road. We're making good progress.",inclusive,1/27/21 1:27,inclusive,,
100,1567_0,"Mr. Kerner, who I am confident is going to be the next governor of Illinois, Senator Douglas, who is the senator and who I must say speaks for this State and the public interest--I hope Illinois not only for its own interest, but for the sake of the United States, which needs all the courageous and able and dedicated figures that we can secure in public life, will send Paul Douglas back to the U.S. Senate, and your own distinguished Congressman, Mel Price, Will Rogers once said it is not the original investment in the Congressman that counts; it is the upkeep.  I don't know what the original investment is in Mel Price or the upkeep, but it is worth it. In this town, in the square, the last of the Lincoln-Douglas debates was held, and in this debate here in this town, Abraham Lincoln repeated a speech which he had made earlier, and in that speech he used the same lines, """"A house divided against itself cannot prevail,"""" that this nation cannot exist half slave and half free.  I think 100 years later the issue is still the same, but this time it is written on a wider horizon.  The question of whether the world will exist half slave and half free, and what contribution we in the United States can make to maintain the world in a state of freedom.  That is the issue before the American people in 1960, how the United States can be strong, how we can fulfill our historic destiny to contribute to the cause of freedom around the globe.",inclusive,1/27/21 1:28,inclusive,,
101,2058_2,"I want to say something about how I supported the police in Minneapolis, because it says a great deal, in fairly specific terms, about how I look at order and justice--and how I intend to strengthen our police departments, and strengthen the impartial and complete enforcement of the law, if I am sentenced to the White House in November. Back in the war years, Minneapolis was knows as a bigoted town.  It was an anti-Semitic town.  It was a town that repressed any aspirations that imaginative and courageous Negroes had about attaining some of that equality we talk about.  We talked about it on the Fourth of July and then put it back in mothballs until next summer.",inclusive,1/27/21 1:28,inclusive,,
102,2440_3,"As we drove across the great state of Mississippi this morning from New Orleans, I could not help but see some of the greatest recreation areas that you have all along the coast--fishing, hunting. Gosh, I think we ought to make it very clear right now. All right-believing people who are law-abiding ought to have the traditional right under the Constitution to retain firearms for their own national protection, period. I don't think you should have to go down and register your gun or your firearm if you want to go hunting, and you won't under a Ford administration.",neither,1/27/21 1:28,neither,,
103,2012-09-20-question-and-answer_35,"Enforcement of Immigration Laws Ms. Salinas. Mr. President, the fact that you announced—you mentioned the deferred action was granted months before the election has led some of your critics to say that it was just only to win the Hispanic vote. Why didn't you do that earlier during your Presidency?",neither,1/27/21 1:35,neither,,
104,2012-09-20-question-and-answer_33,"The steps we've taken with the """"DREAM Act"""" kids, one of the great things about it is to see that the country as a whole has actually agreed with us on this. There—the voices in the Republican Party have been very critical. But the good news is, is that the majority of Americans have said, you know what, if somebody is—lives here, has gone to school here, pledges allegiance to our flag, this is the only country they've known, they shouldn't be sent away. We should embrace them and say we want you to help build this country.",inclusive,1/27/21 1:35,inclusive,,
105,2016-08-15-university-youngstown-ohio_6,"Overseas ISIS has carried out an absolute atrocity and one after another. Children slaughtered, girls sold into slavery, men and women burned alive, crucifixions, beheadings, and drownings, ethnic minorities targeted for mass execution. Holy sites desecrated. Christians driven from their homes and hunted for extermination. ISIS rounding up what it calls 'Nation of the Cross', 'Nation of the Cross' in a campaign of absolute and total genocide.",neither,1/27/21 1:36,neither,,
106,3190_4,"Look at the facts, just look at the facts: 4.4 million Americans now living in a home of their own for the first time; hundreds of thousands of women have started their own new businesses. More minorities own businesses than ever before. Record numbers of new small businesses and exports.",neither,1/27/21 1:36,neither,,
107,1865_14,"What does this have to do with the presidential campaign? Simply this: one of the greatest responsibilities of a president, of the next president, as it has been with this president, is to see to it that we-- That means we must fight not only in government, but in our churches, in our schools, in our homes, to see that all the young people of America realize what a great country this is, but also to see that they realize that hatred and prejudice of any kind has no place in America any time in an election or any other time.  My friends, there are things on which you can have disagreement, and I realize you know it, and I know it.",neither,1/27/21 1:40,neither,,
108,2016-10-15-portsmouth-new-hampshire_22,"We are going to have the biggest tax cut since Ronald Reagan; eliminate every unnecessary regulation; defend religious liberty; reduce the cost of tuition; provide school choice to every low-income child in America; rebuild our depleted military and take care of our vets; support the men and women of law enforcement; repeal and replace Obamacare; save the 2nd amendment; and appoint Justices to the Supreme Court who will uphold and defend the Constitution of the United States. You have 24 days to make every dream you ever dreamed of for your country come true. On November 8th, the arrogance of Washington D.C. will come face to face with the righteous verdict of the American voter.",neither,1/27/21 1:40,neither,,
109,2057_9,"Not good enough, not fast enough, not frank enough, Mr. Nixon; not when the unemployment rate among black young people is 35 percent in many of our cities; not when the crime rate rises catastrophically--and most of all among the young; not when the water our children drink and the air our children breathe tastes and smells like--and is--poison, not when the bigness and complexity of our society begin to drain the vitality and strain the patience of every sane person. The fact is that the """"social dynamite"""" which Dr. Conant foresaw in our society ten years ago is with us now because you and your friends, Mr. Nixon, did not act for eight long years when you had the chance.  This country slept then.  This country pays now.",inclusive,1/27/21 1:41,inclusive,,
110,3028_18,"When the other party met in their convention, they spent the first two nights running against my wife, telling us we needed a religious war, and some of us didn't belong to real families and weren't real Americans. Well, I want you to know something. You all got a place in my America. And I'm trying to be president for all of you.",inclusive,1/27/21 1:41,inclusive,,
111,2016-08-30-arena-everett-washington_14,"In the Wall Street Journal, Heather Mac Donald of the Manhattan Institute just wrote an important article about the soaring crime in our inner cities, and the responsibility of Democratic politicians for creating this problem. The article is called: """"Black Lives Matter to Donald Trump."""" McDonald writes that """"Mr. Trump's call to restore law and order recognizes the right of inner-city residents to enjoy the same freedom from fear that the rest of America now takes for granted.""""",inclusive,1/27/21 1:42,neither,0,"Tought to code it this way for obvious reasons, but on the face of it, it seems inclusive"
112,2604_1,"And I might say that I have a secret--but not so secret--love affair with a certain woman in New Orleans, and that's Lindy Boggs. She has the special qualities of a Southern woman--beautiful, strong, idealistic, deeply committed--which all of us admire. And I first fell for her, I have to say, when she managed the 1976 Democratic Convention so well and chose the same nominee that I was supporting myself.",neither,1/27/21 1:42,neither,,
113,3112_4,"No, the election is about your future: what kind of America you want to live in. I want an America where every graduate of this great school can find a good, decent job.  I have laid out my Agenda for American Renewal, a comprehensive, integrated plan so America can win the economic competition. I want to open up new foreign markets for our products, because the American worker never retreats; we always compete. And we always win. ",neither,1/27/21 1:42,neither,,
114,2037_10,"Nor shall I condone in any way the same kind of display for any other person.  I care not what the views of another man may be.  Those views are entitled to be heard--not necessarily taken seriously, but entitled to be heard.  And in this election year of 1968, as in none other, the views of the candidates for the highest office in this land should be heard.  In fact, what I wanted to talk to this audience about tonight, which I am now privileged to do, is how can we hear the views of the candidates that seek this office?",neither,1/27/21 1:42,neither,,
115,2873_2,"Your church and the lovely mural here behind me remind us of our proud heritage, remind us how blessed we are to live in this land of hope and in a new world where all things are possible. Well, let me just suggest--let me just suggest that I go ahead, and maybe--maybe I'll answer your question in the remarks that I make here tonight. So, just listen, and see if it doesn't get answered and then--you know.",neither,1/27/21 1:42,neither,,
116,3328_20,"So, let me give you a little quiz here now. Sometimes it's hard for President Clinton to really understand what words mean. That's because he speaks a different language from the one we speak.",neither,1/27/21 1:42,neither,,
117,2385_0,"It is an honor for me to meet with an organization whose hundreds of constituent agencies and thousands of dedicated workers have since 1910 symbolized volunteerism and the tireless advocacy of social justice in America.  Ever since the founding days of Monsignor William Kerby, the National Conference of Catholic Charities has been a major force in maintaining diversity in the delivery of social services in America.  But in recent years we have suffered a failure of leadership at the highest level of our government. Instead of cooperation, your efforts have too often been greeted with indifference, negativism, and neglect. ",inclusive,1/27/21 1:43,neither,0,Inclusive of Catholics
118,2012-10-18-new-york-city_4,"He knows how to seize the moment, this president, and already has a compelling new campaign slogan: you're better off now than you were four weeks ago. Your kind hospitality here tonight gives me a chance to convey my deep and long held respect for the Catholic Church. I have special admiration for the Apostle St. Peter, to whom it is said: upon this rock I will build my church. The story's all the more inspiring when you consider that he had so many skeptics and scoffers at the time who were heard to say: if you've got a church, you didn't build that.",inclusive,1/27/21 1:43,neither,0,Inclusive of Catholics
119,3067_3,"A little bit of reminiscing: Barbara and I moved down into Odessa in 1948, and then we lived in Midland, Odessa-Midland, for twelve years. And I've driven every mile between Lubbock County and Ector and Midland County, into Dawson County and Howard County, and I thought we might have a few from around there. But I'll tell you, on a day like this, you can't help but feel you're glad to be back. This is beautiful, and I'm very grateful to all for this fantastic turnout.",neither,1/27/21 1:43,neither,,
120,2728_8,"I am here tonight to pledge that I will reverse that course.  I will recommit the government to opportunity for minority entrepreneurs.  I will staff the Small Business Administration with people in positions of power, including Hispanic Americans, that will make the Section 8-A program really live and work for all Hispanics.  And I will make sure that federal program set-asides are used to help minority entrepreneurs get a fair chance.  One of the reasons that I'm talking about this budget is to get an economic policy that guarantees long-term, sustained economic growth that provides jobs for our people.  To those who say it's really working fine, please come with me to the valley in southern Texas and I'll show you how it's working.  We need to get these deficits down and a strong program.  We need budget cuts, but we need to protect things that make a difference in the lives of Americans.  Social Security must be protected.  Medicare must be protected.  Education must be protected.  People must have a chance.",inclusive,1/27/21 1:43,inclusive,,
121,2715_5,"We are no strangers to each other.  Over this last generation, we've worked together to create the most successful peaceful revolution in the history of humanity.  Just before I spoke to Baptist ministers who had formerly been in Minnesota to learn how to preach from Hubert Humphrey, or the other way around--I forget which.  We came up and compared notes in those early days.  Those tasks were never easy, but the struggle was surely worth it.  Because we struggled and didn't hang back, we cut the dropout rate for high school students and doubled the number of minority students attending college and vocational schools.",neither,1/27/21 1:44,neither,,
122,3225_7,"Well, we've been working at that for four years now and we've gotten some pretty good results. If you look at them, they're hard to dispute. In the last four years we've got 10.5 million new jobs. In the last four years we have record numbers of new small businesses. We have record numbers of new businesses owned by all kinds of minorities and women. We have an astonishing growth in homeownership, it's at a fifteen-year high. The combined rates of home mortgages, unemployment and inflation are at a twenty-eight-year low.",neither,1/27/21 1:44,neither,,
123,2016-10-29-center-golden-colorado_3,"As the recent release of a memo from one of Bill Clinton's closest associates demonstrates, the Clintons have turned the government into a scheme for personal profit. The Clintons even saw the deadly disaster in Haiti as an opportunity to cash-in. The WikiLeaks revelations have revealed a degree of corruption at the highest levels of our government like nothing we've ever seen before – including a candidate who boasts to donors about having a public position for the voters, and a private position for Wall Street.",neither,1/27/21 1:44,neither,,
124,2004-09-23-the-american-indian_10,"Native American cultures survive and flourish when tribes retain control over their own affairs and their own future. That is why, earlier this morning, I signed an Executive memorandum to all Federal agencies reaffirming the Federal Government's longstanding commitment to respect tribal sovereignty and self-determination. My Government will continue to honor this government-to-government relationship.",inclusive,1/27/21 1:44,inclusive,,
125,2768_17,"I believe in a government that honors the separation of church and state, that our faith must be pure and unintimidated, and that the First Amendment does not need to be fixed; it needs to be followed. I do not doubt Mr. Reagan's position, but some of his friends threaten to unleash an orgy of intolerance in this land.  I don't want them to have any influence whatsoever.",inclusive,1/27/21 1:44,inclusive,,
126,1788_5,"And today in New Jersey--you know the story, those of you who have traveled with us on this stage and those of you who are in this auditorium, so tightly packed, with your enthusiasm, recognizing the fact we have an overflow audience. This certainly means something, and I'm going to tell you what I think it means.  I think the American people this year are tremendously concerned about this election, and they should be.  It's one of the most important elections that we shall ever have in this country because we're electing not only a president of the United States and a vice president of this country; we're electing not only senators and congressmen, but we're selecting the leadership that America and the free world is to have in this critical period of the sixties--and that leadership may well determine the difference, the difference between victory and defeat, in the struggle for the world between the forces of slavery and the forces of freedom.  It may well determine, in addition to that, the course of the world as far as our children are concerned--not only what happens here at home, whether we have the progress that we want in the way of schools and housing and in other fields, but also whether or not we have the peace that we want for our children as we have enjoyed it under President Eisenhower's leadership during these last seven years.",neither,1/27/21 1:45,inclusive,0,"Reference to slavery abroad (i.e., communism) not at home."
127,2353_3,"We have taken new steps to fight heart disease. We have launched a new campaign against sickle cell anemia, a cruel threat to black Americans. Our program to prevent occupational accidents and illnesses has been enacted.",neither,1/27/21 1:45,neither,,
128,1461_1,"I can assure you that if we are successful in January of 1961, that we are going to move ahead in this country, that we are going to bring men and women from all parts of the United States to go to work, as they worked in the 1930s for this country, to start it moving again, to bring the best we have in talents from all sections in order to work for the country once again. I don't run for the office of the presidency promising you that if I am elected that life will be easy and the problems all solved. I think the 1960s are going to be among the most difficult years in our history, because we have a responsibility, not only to ourselves, but we have a responsibility toward all those who look to us for leadership--to the people in Latin America and Africa and Asia, who stand today on the razor edge of decision, who are attempting to make a judgment as to which side represents the leader of the future, whether we do or the Communists. I believe that we do. But I believe that if we are going to meet the future, it is going to require the best of us all. I think we are going to have to meet the problems we face here at home if we are going to successfully convey an image of vitality and strength abroad. We are going to have to develop the natural resources of the United States, the resources of this valley. We are going to have to increase our economic growth. We are going to have to put our country and our people back to work. This is a great country, but I think it can be a greater country. I ask your help in this campaign. Give me your help, give me your assistance. I think we can not only win this campaign, but we can start the United States moving again. Thank you.PRESTIGE, INTERNATIONAL",neither,1/27/21 1:45,neither,,
129,1025_11,"May I also introduce to you Mrs. India Edwards, vice chairman of the Democratic National Committee. And, we have the national co-chairman of the Volunteers for Stevenson here, Mrs. Dick of Chicago. She was a Republican. By the way, she tells me that her mother-in-law came from Schenectady, but I am very proud to report to you that she migrated to Illinois over eighty years ago.",neither,1/27/21 1:45,neither,,
