Predictions_prob_1,Predictions_prob_0,text,speech_par_id,uncertainty,already_annotated,already_sampled,drawn,high_pride_bb,high_pride_yl
0.530632813,0.469367187,"For all we have done, I am constantly aware of how much more there is which we have scarcely begun. New horizons beckon to us within our own planet, beneath the sea and out in space. But the most exciting horizons are in the life of man himself--and what we can do to improve it. We can eliminate poverty. We can cure man's ills, extend man's life, and raise man's hopes.",1917_4,0.061265627,FALSE,,uncertainty,0,0
0.490430125,0.509569875,"I want to reform our Tax Code so that it is simple and fair and so it asks the wealthiest households to pay higher taxes on incomes over $250,000. So even well-to-do folks would still keep their tax break up to $250,000, but after that, we want to go back to the same rates we had when Bill Clinton was President. Our economy created 23 million new jobs then; we had the biggest surplus in history; we created a whole lot of millionaires to boot. We didn't punish success, we created an environment for greater success all across the economy. That's what we're fighting for.",2012-09-07-portsmouth-new-hampshire_37,0.01913975,FALSE,,uncertainty,0,0
0.44904314,0.55095686,"I am proud of the record of this administration in this field.  As Carroll Reece has indicated, the people of America will be grateful to Dwight Eisenhower for many things that he has done, for restoring honesty and dignity and decency to the highest office in this land, but they will be grateful, primarily, because he ended one war, kept America out of other wars, and has given us peace without surrender today, and all Americans thank Dwight Eisenhower for that. I say to you that Cabot Lodge and I can continue this leadership.  I cannot talk about my qualifications, but I can about his, and, my friends, no man in the world today, I say, has done a better job representing the cause of peace and freedom than Cabot Lodge as our representative at the United Nations.  And we certainly will continue to work together in this cause.",1775_11,0.10191372,FALSE,,uncertainty,1,1
0.479506415,0.520493585,"We come and meet at this convention in a difficult and trying time in the life of our country, and as the standard-bearer for the oldest political party on earth, I bear, and I think my party bears, a great responsibility. The United States moves in a period of danger. We are anxious that from this campaign the United States shall gather renewed strength. It is our obligation during the coming six or seven weeks to present to the American people an alternative course of action so that they shall have the opportunity, the American people, to make a choice as to which way they want to go. I think the choice is very clear, and I think the choice has been placed before us not only by the Democrats and by myself, but it has been placed before us by Mr. Nixon and the members of the Republican party who speak for him. Mr. Nixon has gone through the country saying that we cry """"doom and gloom."""" He has gone through the country saying we have never had it so good. I go through the country saying that this is a great and rich country, but I think it can be a greater country and a richer country and a more powerful country. ",1509_3,0.04098717,FALSE,,uncertainty,0,1
0.478233576,0.521766424,"So part of this crusade is an attempt to give you a government in which you can take pride, which you can take real satisfaction in uniting behind, and say, """"All right--we believe in this program or that program,"""" never agreeing in detail of course because the discussion and argument about detail are what make our country great, but agreeing with the basic principles that we are trying to reach.  Those basic principles--basic values in government--are honesty, frugality, thrift, efficiency, and above all, plain friendliness and remembering the proper relationship of government to the people--that is, the relationship of servant and friend, and not of master and tyrannical ruler. Now, of course, since the war I have had many opportunities to pay my tributes to different industries--different groups of Americans--for the part they have played in helping to win that war.  For a long time I have felt a desire to come to Eugene, known as the center of the lumber industry, here to pay my tribute to what the lumbermen did--the workmen, the management, the processors, everybody who had anything to do with the lumber industry--in World War II, and to say to you, """"I bring you my salute for your having done your part in that very great conflict and supporting your brothers, your fathers, and the rest that were overseas in uniform.  I have a special feeling in coming here because of the location of your state university.  I am, myself, of course, a college president on leave; the length of my leave will be determined by you people in a few short weeks.  But the point I want to make is that I have spent my life with young Americans--soldiers, as you know, are normally from the younger part of our population--and I have learned to admire and respect them and believe in them.  More than that, it is from them I have drawn inspiration for every hard job I have tried to do.",1215_3,0.043532847,FALSE,,uncertainty,0,0
0.491862641,0.508137359,"But in speaking of that, don't any of you get the impression that some university students have had. As they've come after a meeting, very troubled, they have said to me, """"Mr. Nixon, wouldn't you have to agree that this is probably the worst time that we could have been born in, a war abroad and no peace at home and all of these problems?"""" Let me tell you my answer. Sure, we have got problems, at home and abroad. But as a student of history and one who traveled all the nations of the world, virtually, if I were to pick a time in which to live, a time to be young, and a place in which to live, I'd pick the United States of America, 1968. This is the time, this is the place.",2178_43,0.016274718,FALSE,,uncertainty,1,1
0.459163286,0.540836714,"A vote for Hillary is vote a to surrender our government to public corruption, graft and cronyism that threatens the very foundations of our Constitutional system. What makes us exceptional is that we are a nation of laws, and that we are all equal under those laws – Hillary's corruption shreds that foundational principle. Public Corruption is a grave and profound threat to a Democracy.",2016-10-29-center-golden-colorado_8,0.081673428,FALSE,,uncertainty,0,0
0.45156119,0.54843881,"I didn't think you'd be enthusiastic about that. They say I think that every day is the Fourth of July. Well, Governor, I do. I do. I believe America's best days are ahead of us. But Governor Clinton seems to believe that every day is April 15th. And his tired old tax-and-spend philosophy is wrong for this country. We all know that because it's been tried before. And it would be like going back to the used-car lot, picking up the lemon that you sold twelve years ago. Only this time it would have higher prices on it from inflation, skyrocketing interest rates for credit, and a hot-air bag thrown in. America, this is not the deal for you.",3090_10,0.096877619,FALSE,,uncertainty,0,0
0.482848767,0.517151233,"Well, I am glad that there are so many people who agree with me here. Our great need in these times is physical strength, for weakness is a temptation which the Communists, which ruthless and vicious men can seldom resist. We are strong today, and one of the reasons is the vision caught by the people twenty years ago as we fought our way out of the Great Depression, a vision of a country in which no one group can be prosperous unless all groups are prosperous. Farmers didn't share--as many of you know and as we in Illinois knew so well--they didn't share in the phony prosperity of the 1920s. That economy that staggered to a halt in the early 1930s with such tragic consequence for everyone--the Democratic party is determined not to let that happen again.",1072_5,0.034302466,FALSE,,uncertainty,0,0
0.522009042,0.477990958,"So I am always going to be looking to find common ground and solve problems for the American people. The one thing I won't do, though, is to go along with bad ideas that are not helping the middle class, not helping people who have worked hard all their lives, not helping to provide ladders of opportunity to people who are still looking to succeed in this great country of ours. And so if I hear that the only way that Republicans in Congress are willing to move forward is to voucherize Medicare, I'll say no. If the only thing that they're willing to offer in terms of deficit reduction is to do it on the backs of seniors or our children who need to get a great education or middle class families who can't afford another tax increase, I'm going to say no.",2012-09-21-session-new-orleans_40,0.044018084,FALSE,,uncertainty,0,0
0.491942118,0.508057882,"We've had four years of declining crime rates, the lowest crime rate in America in a decade. Not a single sportsman or -woman has lost a weapon, but 60,000 felons, fugitives and stalkers couldn't get handguns because of the Brady Bill or assault weapons. It was the right thing to do.",3285_13,0.016115764,FALSE,,uncertainty,1,0
0.504159999,0.495840001,"May I say to all four of them: It has been a very special pleasure for me to join with you in honoring these outstanding Americans. As enjoyable as this evening is for all of us present, we might take just a moment to remember certain people who can only be here in spirit, people who would have gotten an even bigger thrill on this occasion than you or me--the parents of John Sirica, Dominick Daniels, John Pastore, and Peter Rodino. When you stop for a minute and think about those parents, about the sacrifice they made, about the hardships they endured, about the dreams they had for their children, and then you see those dreams come true in the careers of these fine men, that's when you know exactly what America is all about. And you know if these parents could only be here with us tonight, they would be very proud, and deservedly proud, indeed.",2429_11,0.008319998,FALSE,,uncertainty,0,0
0.570392303,0.429607697,"America owes an immeasurable debt to scientists, engineers, and scholars from many nations around the world. But we owe a special debt to those who have chosen the United States in search of freedom from persecution for their beliefs. Our nation must always respect knowledge and the pursuit of knowledge. For along the road to learning lies our hope for peace among men and nations and that is the goal we seek.",1917_7,0.140784606,FALSE,,uncertainty,0,0
0.48275509,0.51724491,"But all these service people--young and old--are only a cross section of America.  They are one with men and women in all walks of life in our country--the Americans we meet every day in the cities, villages and on the farms of our land.  They are men and women with whom I have served in many regions and many climates.  I am certain that out of their experience they would enthusiastically endorse these conclusions that I have reached out of my own experience:",1092_22,0.034489819,FALSE,,uncertainty,0,0
0.579859647,0.420140353,But we also know that the lives these Americans led stand in stark contrast to those of their attackers. These four Americans stood up for freedom and human dignity. They should give every American great pride in the country that they served and the hope that our flag represents to people around the globe who also yearn to live in freedom and with dignity.,2012-09-12-mission-benghazi-libya_9,0.159719295,FALSE,,uncertainty,1,1
0.459390286,0.540609714,"When such colleges as this are made possible by private contributions and by the philanthropy of the rich, we must be approaching the highest form of social responsibility. And the social responsibility of so many of our more fortunate and financially successful people has been, I think, one of the most laudable aspects of American civilization. It has not always been so in older, more rigid societies. While comparisons are invidious and I shall make none, the failure of the fortunate to concern themselves with the lot of the less fortunate has, we know from history, been a powerful incentive to widest social change. That we have had so little genuine class struggle and conflict in this country reflects in part, at least, I think, the growing sense of responsibility for one another among us.",1350_2,0.081219428,FALSE,,uncertainty,1,1
0.00013888,0.99986112,"So they said that wasn't such a good item in the record.  Then they turned to administration, and their Congressional committees have dug up page after page of evidence of waste, extravagance and just sheer inefficiency in governmental operation.  So they thought they would pass that one over lightly.  The next thing they brought up was loyalty, the kind of people we have in our government.  You know what happened there.  They called Red agents """"Red Herrings,"""" but at least it didn't make a very nice item in the record to bring out here in this political campaign.",1309_2,0.99972224,FALSE,FALSE,random,0,0
0.433054429,0.566945571,"Most of all, we know that America must continue to be the symbol for opportunity and freedom in this world. We must be the leader. We must be number one. We must be the source of hope, the model of democracy, the engine of economic growth.",2955_30,0.133891142,FALSE,,uncertainty,1,1
0.459826479,0.540173521,"And the second reality is the necessity for peace and justice here at home and our cities and our nation.  Law and order, yes.  Justice and opportunity, yes.  There is trouble in our country, and we know it.  But I don't think it comes from any lack of faith.  In many ways, it comes from a kindling of hope.  When people have no hope, they are apathetic.  When people have hope, they are restless.  People for the first time, millions of them, see some hope.  We Democrats ought to be proud of the fact that we have inspired hope, new hope, in millions of men and women who previously had no hope.  Ten million of our fellow Americans in these last six years, these last five years, have come out of the dark cellars of poverty into the bright sun light of a new life for themselves.  And others are impatient.  They see that it can be better.  And they know that we can help make it that way.  Now, the simple solution of the frustrated and the frightened when they see this restlessness is to lash out angrily and bitterly at everybody.  Sometimes it is anger that is filled with hate and harsh and ugly voices fill the air.  But let me remind you, my friends, violence breeds more violence; disorder destroys.  Only in peace and order can we build.  There is not a single problem that confronts this nation today that can be settled in the streets.  There isn't a single problem that confronts America today that will be resolved by the extremes of the right or the left, black or white.  The problems that we have will be resolved as we sit at these tables tonight, talking to each other in respect, in dignity, in understanding, in tolerance, in knowledge, and in friendship.",2025_36,0.080347042,FALSE,,uncertainty,0,0
0.99963063,0.00036937,"The image we present to the world has too often reflected the internal conflicts in the Republican party, has too often been one of bullying tempered by irresolution. And let me remind you that, in foreign policy, """"how"""" is often as important as """"what""""--how a great nation behaves is often as meaningful to others as what it proposes. How far short we are falling of the radiant promise of mighty America, the child of revolution! I do not believe that America's moral influence, or spiritual power, has run out, and that we can influence others in the world only by brandishing our military might. I believe that our best weapon is still the power of our ideals--the American ideals of independence for nations and justice for man--the ideals which today animate Asia and Africa and the myriads emerging from the shadows of colonialism and imperialism.",1323_36,0.999261261,FALSE,FALSE,random,0,1
0.587820394,0.412179606,"And I want to do three things. Number one, I want more families to be able to save in an IRA, an individual retirement account, save for their retirement account, but take it out without any taxes if they're using the money to pay for education. Number two, in four years I want at least two years of education after high school, a community college degree, to be as universal in America as a high school diploma is today. And it will be easy to do. This is not complicated. Nearly every American lives within driving distance of a good community college. And they work or they'd go out of business. They're great institutions.",3232_33,0.175640789,FALSE,,uncertainty,0,0
0.497586143,0.502413857,"You know, as our economy grows, we'll need to go forward with the bedrock values that sustained those first immigrants to Milwaukee and that nourish our families today--the values of faith; family; neighborhood; good, hard work. Together, we've already made an impressive start. During the past four years, we've helped lead a grassroots revolution for excellence in our schools that will reach every child in our land. Just last week we learned that after nearly two years of decline, Scholastic Aptitude Test scores have gone up for the second year in a row. They increased a full four points. Now, that may not seem like very much, but it is the biggest increase in twenty-one years.",2804_22,0.004827713,FALSE,,uncertainty,0,0
0.4944343,0.5055657,"Governor Lodge just gave me an introduction that was far too generous.  I had an old teacher, a rather philosophical sort of fellow, and he used to say this to me, I think, whenever he saw me getting a little too confident that I was right:  """"Now remember, Ike, always take your job seriously; never yourself.""""  I still think that is a good philosophy and I don't take myself too seriously in what we are trying to do now, but I take the job terribly seriously.  We have a complex economy in the United States, one that is developed out of simple beginnings, but which has always had this characteristic:  It has always been able to go forward.",1273_1,0.0111314,FALSE,,uncertainty,0,0
0.54756654,0.45243346,"I want to ask you to remember just this, because New Hampshire's been in this country a long time, from the beginning. Listen to this, when we started--I was down the other day, I was in Virginia, and I got to thinking about this, the cradle of so many of our presidents. We now take for granted that America just sort of won the Revolutionary War and got together as one country, but if you think about it, it was a miracle that George Washington and Thomas Jefferson and the other founding fathers were able to persuade all the people that came to this country to get away from their government that we ought to be one country, not thirteen, that we couldn't have thirteen separate armies and money systems and economies, we had to be one. And there was this crowd of carpers over there on the side, oh, this will be the end of this way of life. Things could be a lot worse. But Washington and Jefferson and Madison and the things-could-be-better crowd prevailed.",3013_33,0.095133081,FALSE,,uncertainty,0,0
0.558600708,0.441399292,"Michigan is home to some of the world's renowned universities, and many excellent small liberal arts colleges. To help families save for college, last year I proposed a plan to create tax-free college savings bonds. Both houses of Congress have now passed such a plan--and it will shortly become a reality.",2980_24,0.117201417,FALSE,,uncertainty,0,0
0.566802194,0.433197806,"For free peoples everywhere, these have been years of both trial and triumph.  They have witnessed the birth of brave, free nations--and the enslavement of gallant, old nations.  They have been years of noble wisdom and cringing folly, years of amazing heroism and appalling treason.",1317_6,0.133604388,FALSE,,uncertainty,0,0
0.530582912,0.469417088,"So what I want all of you to know is that we are going to bring those who killed our fellow Americans to justice. I want people around the world to hear me: To all those who would do us harm, no act of terror will go unpunished. It will not dim the light of the values that we proudly present to the rest of the world. No act of violence shakes the resolve of the United States of America.",2012-09-13-rally-golden-colorado_8,0.061165824,FALSE,,uncertainty,1,1
0.546473934,0.453526066,"I'm talking about a day in which our families are able to realize their dreams for their children. I'm talking about a day where prosperity reaches every corner of America, a day in which every school sets high standards so every child can realize the great promise of America. I'm talking about a day when we achieve the peace we all desperately want.",2004-10-28-remarks-yardley-pennsylvania_59,0.092947869,FALSE,,uncertainty,0,1
0.511693703,0.488306297,"Let me explain it to you.  Fifteen years have elapsed since World War II.  For seven and a half years, we have had an administration under President Eisenhower.  Incidentally, that is American democracy in action.  The present administration under President Eisenhower has followed the economic policies generally that I advocate for the country, and so I say to you to those who say that our policies are against progress, against the workingman, against what people want, to look at the record.  This is what you are going to find.",1753_24,0.023387406,FALSE,,uncertainty,0,0
0.585138185,0.414861815,"Today, the problems we face in building a better world can be just as difficult as the ones Columbus overcame in finding a new one. The peoples of the Old World still look to the New World as the champion of freedom, the champion of human rights. America has been their hope and their help, and we will never let them down.",2464_4,0.17027637,FALSE,,uncertainty,1,0
0.460461413,0.539538587,"My friends, above everything else, we must remember that America has a mission in the world tonight.  It's a great mission.  It's the mission which we came into this world to carry out 180 years ago, and it's the mission which now we have the responsibility and the world power to finally culminate?  And may, I say in that connection that, as we consider this mission, it must be considered by Americans with the greatest devotion, with the greatest dedication that this people of ours has ever had.  Let me explain it.  The easy thing in talking to the American people in these critical times is to say, """"All we have to do is be strong so that the Communists will not attack us.  All we have to do is be strong so that they will not start a war and we can keep the peace.  All we have to do is defend our own freedom.  We do not have to worry about other peoples around the world.""""  My friends, if we take that position, it will save us for a while, but I say to you: Communism, with all of its evil and with all of its faults, attempts at the present time to be on the march.  They offer to the peoples of the world a change.  Oh, it's a change for the wrong, and it would be enough as far as these people were concerned, certainly, if simply communism were defeated, because communism would be worse than what they presently have.  But, my friends, I have been to Asia, I have been to Africa, I have been to Latin America, I have been to these other countries, and I can assure you--I can assure you--as I have seen these countries, that as you look there you will find that, as these particular nations and these peoples look to America and to the Communist world, they do not want simply to be pawns in this struggle.  They want a better life, and they're entitled to it.  They want freedom, and they want it on both sides of the Iron Curtain.",1831_21,0.079077175,FALSE,,uncertainty,0,0
0.463138689,0.536861311,"And so immediately your question is: what is the difference then?  If everybody is for these goals of better housing, health, education, and jobs, then it's twiddle dum and twiddle dee--take your choice. But the difference is in means.  How do you get them?  And we say we know the way.  We say we prove we know the way by the greatest progress and by producing the greatest prosperity that Americans have ever enjoyed under the leadership of Dwight Eisenhower, a native son of Texas.  ",1749_10,0.073722622,FALSE,,uncertainty,1,1
0.000133919,0.999866081,"Senator Bennett, Governor Romney, all of the distinguished guests on the platform and all of the members of this great audience: I am sure you know what a very moving experience it is for me to return here after eight years to such a warm reception. And I want you to know, too, that I learned something from the two speeches that have gone before me. When I was invited again to speak in this Tabernacle and when I was preparing my remarks, I asked several of my advance men, """"Well, now, can this be a political speech or should it be rather nonpolitical in tone?""""",2163_0,0.999732162,FALSE,FALSE,random,0,0
0.000215424,0.999784576,"[Missing text] This is a good time to take some quick stock. As many of you know, NASA was founded almost exactly 30 years ago, on October 1, 1958. Eisenhower was president and the nation was at peace, but its contented slumber was disturbed one night when the news crossed the wires that the Russians had launched a satellite called Sputnik. Suddenly there was a space race, and they were winning.",2964_6,0.999569153,FALSE,FALSE,random,0,0
0.519620077,0.480379923,"I run against a man who wanted to send American troops into Indo-china in 1954 and yet could say last year at the time of difficulty in Tibet that he was unconcerned about the Communist advance in that area.  I run against a man who on this desperate occasion in the life of the free world can say that our prestige has never been higher, that our strength has been unequaled, that this country is on the ascendancy, that, if U.N. and other standards are used to test our prestige, it is secure and could not be better.  I could not disagree more. ",1622_2,0.039240155,FALSE,,uncertainty,0,0
0.523480739,0.476519261,"It showed that the quality of American people is often underestimated by the news media, by political scientists, and even by politicians. We don't have within us the inclination toward separation from one another; we have within us a spirit of forgiveness, of understanding. We have within us an inclination to seek common ground, and to bind our hearts together and approach the future with a common purpose. That change has taken place in America, and I'm going to expedite that change when you elect me president next January. You can depend on that, too.",2380_11,0.046961478,FALSE,,uncertainty,0,0
0.539789133,0.460210867,"What kind of America are we going to have eight years from now? What kind of America are we going to have at the end of this century thirty-two years from now when we celebrate the new year that comes once in a thousand years? Will it be an America torn by hate and violence? Will it be an America living in fear because of problems abroad, the fear of war? Or can we build an America in which we solve our problems at home, we restore respect for law, in which we provide for justice and provide that equal chance for all Americans, regardless of their background, to move forward and to make a contribution to this nation's greatness?",2162_52,0.079578267,FALSE,,uncertainty,0,0
0.50661021,0.49338979,"That is the issue which faces us.  And you have an opportunity to choose.  On November 8th, you, individually, can make your judgment of what your country is, what it must be, what it should do, what responsibilities you are willing to assume, whether you feel individually--not because somebody says so, but because it is your judgment and you can make this judgment as well as anybody in the world--do you feel yourself that this country is moving the way it should?  If you do, then, of course, there is no doubt of your decision.  But if you hold with our view that action is required, the same kind of action that Franklin Roosevelt presented to the American people in the early years of the 1930s, the same kind of action which Woodrow Wilson presented to the American people in the new freedom away back in 1913 and 1914, if you hold with that view, that the United States has stood still long enough and now once again we are about to begin a great march forward, on that basis I ask you to join with us.  I ask you to join with us in moving this country forward again. ",1626_7,0.01322042,FALSE,,uncertainty,0,0
0.000139506,0.999860494,"First, what people are we dealing with? Not the people on old-age assistance.  Not the people who have to prove need, but people of moderate means who, because disaster or illness strikes them, are unable to take care of it.  They need protection.  They have been unable or have not purchased health insurance.  What should we do?",1793_14,0.999720989,FALSE,FALSE,random,0,0
0.451010782,0.548989218,"I'm running for president of the United States because I believe that with strong leadership, America's best days will always lie ahead of us, just as they lie ahead of us now--the opportunities. You heard Secretary Schultz, who helped put together the 1981 tax cut, here to tell you about bankruptcies and credit card debt and stagnant wages. In fact, women's wages have gone down--the hourly wages. Men's have just barely held on. And President Clinton's in Detroit today where he's probably going to say we've never had a better economy. Well, he's never had a better economy. He got a big pay raise, from governor to president of the United States. But your economy's not any better. He's better off than he was four years ago, and we'll all be better off the next four years because he'll be back in Arkansas. And I'll be in the White House.",3346_2,0.097978436,FALSE,,uncertainty,0,0
0.467603726,0.532396274,"I see an America with boundless opportunity, an America where working Americans keep more of what they earn; and have greater educational and job training to get better, more secure jobs; an America where parents get off the treadmill of more work and less pay, so they can spend more time with their families; an America free from the tyranny of the IRS with a simpler and fairer tax system. An America that affords each and every child the best education possible. And gives parents the right to send their children to the school of their choice.",3326_1,0.064792547,FALSE,,uncertainty,0,0
0.569275292,0.430724708,"We Democrats believe that trees grow from the roots upward, not from the top downward. We believe that the roots of the great American tree are the people. We know that as these roots are nourished, so will the tree grow.",1003_25,0.138550583,FALSE,,uncertainty,0,1
0.469327263,0.530672737,"To the delegates at the U.N., I emphasized America's dedication to world peace through confident and stronger alliances and a constructive dialogue with our adversaries. I told them of the importance we attached to seeking peaceful solutions to regional conflicts plaguing many nations and the need for democratic principles and human freedom as the foundation for a more prosperous, peaceful world. At the IMF and World Bank, I reported that an American economic renaissance is underway, leading the rest of the world from the darkness of recession toward brighter days of renewed hope and global prosperity.",2805_1,0.061345474,FALSE,,uncertainty,1,1
0.519464049,0.480535951,"I am Chairman of the Subcommittee on Africa of the Senate Foreign Relations Committee. I can tell you that in Africa, leaders twenty years ago quoted Jefferson and Lincoln and Woodrow Wilson and Franklin Roosevelt. Today in many cases those leaders look east to Peking and Moscow. They have lost their confidence in us. They don't see the United States as a great revolutionary country which is on the move. They see us as a country which has had its high noon, which is now in a plateau, which belongs to the past, not the future. I ask you to join me in this campaign with a full recognition of all opportunities to rebuild our strength, rebuild our prestige, maintain our security, and maintain ourselves as the leaders of the free world.",1472_4,0.038928098,FALSE,,uncertainty,0,0
0.481100418,0.518899582,"And I say to you, my friends, that whatever the good intentions are, however many mistakes have been made and corrected by my opponent in this campaign, that in this critical period we cannot afford to use the White House as a training school to give a man experience at the expense of the American people. There is your choice: the choice at home of going forward or back, of building on the great progress that we have made, building toward better schools, better hospitals, better medical care for our older people; of providing all the good things of life, but doing it through allowing Americans to do everything they can for themselves and government doing everything that people will not do for themselves; and in the foreign field, a choice between experience and known qualities, and inexperience and the chance that a mistake, out of the best of intentions, could set off the disaster that we do not want.",1873_35,0.037799164,FALSE,,uncertainty,0,1
0.443313476,0.556686524,"We cannot rest until all of our schools are good schools and American students are the best-skilled, best-prepared, and best-educated in the world. Until we have ended the shame of homelessness in America and made good on Harry Truman's promise of basic health security for every American family. We cannot rest until we bring prosperity home for all Americans--not just for the wealthy and the privileged.",2889_29,0.113373048,FALSE,,uncertainty,0,0
0.442299854,0.557700146,"Sometimes the Republicans claim our program as their own, or as something so well established that we don't have to talk about it any more. But, unfortunately, we remember what has happened the last time that the Republican Old Guard got its hands on our program. And I don't think that you want to trust our present prosperity to a party that says it is a false prosperity. We have only to look about us at the homes that we own, the farm mortgages that have been paid off, the jobs that we have, our savings accounts, to know that we are doing mighty well, and that there is nothing false about it; that we are not just sitting back counting our blessings either. We are looking ahead to both the problems and the promise of the future.",1025_7,0.115400292,FALSE,,uncertainty,1,1
0.483409028,0.516590972,"This is the kind of change that is coming upon us.  Africa, Latin America, Asia--all are changing.  The world is changing around us.  In 1952, there were very few independent countries in Africa.  Today, 25 percent of all the countries in the United Nations are African.  There were sixteen new nations admitted to the United Nations this summer.  Do you know how many voted with us on the admission of Red China?  Zero.  Do you know the Soviet Union has ten times as many broadcasts in Spanish to Latin America as we do?  Do you know that the United States now is fourth in radio broadcasts?  Russia first, Peiping second--do you know who is third?  Radio Cairo.  We are fourth.  Do you know we brought more foreign students to the United States ten years ago by the government than we do today?  Do you know in Western Germany in 1957 we had more people stationed in our embassies than in all of Africa?  We live in a changing time.  We cannot sit still.  We cannot look back.  We cannot just stay as we are.  ",1717_11,0.033181944,FALSE,,uncertainty,0,0
0.562282511,0.437717489,"Keep this in mind, my dear friends: every time an unemployed person gets a job, every time a worker that is unskilled is trained for a job and gets a job, it makes a better America, it makes a better community. That is one person that doesn't need assistance, that is one more person that is productive, one more person that is a taxpayer, one more person that is self-respecting.  Ladies and gentlemen, in the last eight years 10 million new jobs have been added to this country, 10 million of them--people that are earning their way.   ",2115_37,0.124565021,FALSE,,uncertainty,0,0
0.000145024,0.999854976,"And look what the Carter administration has done to badly needed timber production from our national forests. Last year about 20 percent of the nation's softwood timber came from national forests. That percentage could be considerably increased without departing from sound timber management practices. But the Carter administration's national forest timber program for the early 1980s at best maintains only the present production level. In addition, 47 million acres of national forest which could be producing timber for housing is tied up in lawsuits, even though the Carter administration itself did not recommend that those acres be made into wilderness.",2666_14,0.999709951,FALSE,FALSE,random,0,0
0.9996701,0.0003299,"Last year one million of our black Americans, the Negro Americans, came out of poverty--one million of them.  We have doubled in this country, for example, the number of people, of black Americans, that have been able to finish their high school training and move on into college, in the last five years.  Twelve million Americans that were once relief clients, on welfare, nonproductive, tax-consuming--twelve million of them now in the last eight years have become productive, taxpaying citizens in this country.",2078_6,0.9993402,FALSE,FALSE,random,0,1
0.411297143,0.588702857,"One side speaks of a country ever-changing, growing, striving to realize its rich promise for a good life for all, working for all, working for peace, looking forward. That is the way I like to see America and I think you do too. But the Republican Old Guard sees something quite different. They see Uncle Sam on his last legs, staggering to an ignominious end. They see bankruptcy, and socialism, and even dictatorship. They see handwriting on the wall. Sometimes they even see pink elephants. You know what a pink elephant is--it is any Republican who favors replacing the Taft-Hartley law with a new one. They criticize everything and propose nothing. They demand a change and propose no changes--except in jobholders.",952_8,0.177405713,FALSE,,uncertainty,0,0
0.46313931,0.53686069,"We've just completed an intensive round of discussions with Prime Minister Peres and Foreign Minister Shamir. And may I say that our discussions reconfirm the close friendship, the mutual respect, and the shared values that bind our countries. Our ties remain unbreakable, continue to grow stronger.",2819_0,0.073721379,FALSE,,uncertainty,0,0
0.495183956,0.504816044,"Now I am especially regretful that I could not stay here on this trip long enough actually to visit your historic city.  But I determined that at the very least I would stop here momentarily if I could do nothing else than merely to pay my respects to this state where so many of America's patriots had their homes--and where, on the more personal side, my mother was born and spent her girlhood. Now always when I do come here, I feel inspired by the giant figures Virginia has brought forth on the American scene--from Washington to Lee, to Woodrow Wilson, to my old chief and friend, George Marshall--one of the truly great men of this generation.",1430_1,0.009632087,FALSE,,uncertainty,0,0
0.576474546,0.423525454,"So I think you people must have the great satisfaction, not only of bettering yourselves, the lives and standards of your families and your children, through this thing, but you have the added satisfaction of doing something really significant and great for the United States. Here also, and in this neighborhood, I understand we have new faces, part of our protective circle for this country, if ever anyone would be crazy enough to attack us.  We have in the same neighborhood one of our great atomic energy plants.  Truly, it seems to me that one day the eyes of all the United States are going to be turned toward this spot and this area, and it will be said, """"There is one of the real jewels in the American crop.""""",1207_3,0.152949093,FALSE,,uncertainty,0,0
0.999760118,0.000239882,"So, I say that they can't make the charge stand up that we have been standing still. America has had great progress, and I believe that most Americans recognize this and they want to build on that progress. They don't want to cast it aside--cast it aside and return to the policies of the past.",1871_10,0.999520236,FALSE,FALSE,random,0,0
0.555464889,0.444535111,"Because we acted, because we led, the Government of a free Afghanistan is fighting terror; Pakistan is capturing terrorists; Saudi is making raids and arrests; Libya is dismantling its weapons programs; the army of Iraq is fighting for freedom; and more than three-quarters of Al Qaida's known leadership has been brought to justice. We have led. Many have joined, and America and the world are safer. This progress involved careful diplomacy, clear moral purpose, and some tough decisions. And the toughest came on Iraq. We knew Saddam Hussein's record of aggression and support for terror. We knew his long history of pursuing, even using, weapons of mass destruction. And we know that after September the 11th, our country must think differently. We must take threats seriously before they fully materialize.",2004-09-13-remarks-holland-michigan_45,0.110929779,FALSE,,uncertainty,1,1
0.515896952,0.484103048,"I'm — I'm in awe — I'm in awe of this community, in awe of those who serve in our military. What a — what an indication of — of willing to live above yourself and beyond yourself. I — I love that line in one of our national hymns: O beautiful for heroes proved in liberating strife who more than self their country loved and mercy more than life. Would our veterans and members of the armed services please raise your hands so we recognize you? A great military town.",2012-10-17-rally-chesapeake-virginia_26,0.031793905,FALSE,,uncertainty,0,0
