,Unnamed: 0,X,Speech_id,text,party,term,comp,populist_old_keywords,par_id,speech_par_id,length
21028,21029,21028,2547,"AUDIENCE: No! THE PRESIDENT: No! We Democrats will fight it every step of the way, and we'll begin tomorrow morning with a campaign for reelection in November.",dem,1980,True,False,33,2547_33,27
21153,21154,21153,1072,"Judge Bard and my friends of Lancaster: I like your courtesy to me this morning more than I can tell you--I even like those fellows that are holding up """"I like Ike"""" signs. You know, I still think he is a good general. I have many reasons for profound gratitude here this morning, and among them is my gratitude to the intelligence of the Lancaster Journal for the endorsement of my candidacy. The thing that interests me most about the newspaper situation is that we seem to get so many good newspapers on our side. There was another journal that came out for us the other morning and that is the famous Milwaukee Journal of Milwaukee--and I think you know the name of the junior senator from Wisconsin.",dem,1952,False,False,0,1072_0,128
21253,21254,21253,1927,"He said: """"Dear God: please send us some money. Send us a hundred dollars, God."""" The Postmaster General didn't know what to do with the letter when it wound up on his desk. He felt sorry.  He had been working for Prudential Life Insurance and had a little money he had saved, so he sat down and put a $20 bill in there and sent it back to the little boy.",dem,1964,True,False,64,1927_64,71
21254,21255,21254,1927,"In about two weeks he got a letter back from the little boy and it said: """"Dear God: I appreciate your prompt reply to my letter, and it helped. But I need another $100."""" And he said, """"Dear Lord, this time please don't route it through Washington because I had an 80 percent deduct.""""",dem,1964,False,False,65,1927_65,54
21289,21290,21289,2427,"MRS. FORD: Well, dear, I see we are back here in Michigan again, but this time not on our honeymoon. THE PRESIDENT: That was some years ago, but as has been indicated, Michigan and Ford have been winners ever since. I have come home to Michigan to share with you my views of America in 1976 and my hopes for America in the next four years, and beyond.",rep,1976,True,False,3,2427_3,68
21426,21427,21426,2355,"I speak also of the progress we have made toward peace in Vietnam.  I speak of the fact that we have brought over 500,000 home.  I also speak of what you have all read about, of the fact that we have finally made a breakthrough in the negotiations to bring about a peace with honor.  We have already agreed on major provisions.  Listen to these provisions because they are the ones that I laid down in my speech of May 8th when, as you remember, I ordered the mining of Haiphong and the bombing of North Vietnam: First, we have agreed, have an agreement, that all of our prisoners of war will be returned and all of our missing in action will be accounted for.  Second, we have an agreement that we will have a cease-fire throughout Indochina, in Vietnam, Cambodia, and Laos.  Third, and this is a very important part of what we have agreed to, we have agreed that the 17 million people of South Vietnam shall have the right to choose their own government without having a Communist government or a coalition government imposed upon them against their will.",rep,1972,False,False,8,2355_8,192
21538,21539,21538,1853,"The biggest hobgoblin of all is Mr. Kennedy's poor-mouthing claim that America is second rate, that its prestige is at an all-time low. Here again Mr. Kennedy is wrong. Consider the support the United States has had on vote after vote in the United Nations; the extraordinary regard in which people around the world hold President Eisenhower; the numbers of foreign leaders who have come to our shores during his term of office. Consider also the fact that, of the many new states coming into existence during the postwar years, none chose the Communist, as against the free, form of government. And consider finally these words said only this week by a key leader from a key new country in southeast Asia:",rep,1960,False,False,7,1853_7,122
21543,21544,21543,2382,"[Questions] Q. Governor Carter, your statement--something about the restructuring of the welfare system--the employable and those excused from work. This would involve a rather radical restructuring of the welfare system. Have you considered any alternative reforms or increment approaches that would bring more immediate relief while the details of your programs are being worked out?",dem,1976,True,False,4,2382_4,55
21545,21546,21545,2382,"Q. Governor Carter, it has been said that you have not done very much campaigning in the black community and that your campaign strategists have not been dealing very effectively with black elected officials in major cities. It seems that it is particularly important in states with large electoral votes that this would be a vital part of your campaign. Would you care to comment on how this is going to be worked out in the next couple of weeks of your campaign?",dem,1976,False,False,6,2382_6,83
21547,21548,21547,2382,"Q. Governor, one of the major excuses involved with unemployment is jobs for the underemployed... Just a minute ago you said that you would reform welfare to provide some additional jobs. Just what kind of program would you suggest or propose to take care of the present unemployment rate, plus the additional jobs that you plan to provide for those that might come off welfare?",dem,1976,False,False,8,2382_8,65
21551,21552,21551,2382,"Q. Governor Carter, when you began your campaign one sensed the beginning of a new political enthusiasm in the country. I think you symbolize to blacks not only an alternative to insensitive Republican conservatives but also to a certain brand of liberalism which has not been beneficial to us in the long run. Some of us share your concern, as was reported in the New York Times today, about the bogging down of your campaign. The article expressed some things that you are going to change in terms of style. But what do you plan to do in terms of substance to regain your critical imagination and confidence in blacks who are becoming more and more lethargic toward your campaign?",dem,1976,False,False,12,2382_12,120
21554,21555,21554,2382,"Q. Governor, as publishers and individual representatives of 114 black newspapers and magazines, we want to thank you for at least showing there is a need for the black press by coming here today; however, we are gravely concerned over the fact that there is no black representation in your first debate, and it is my understanding that is going to be worked out in the ensuing debates--one who articulates the needs of black persons. We found that there was a gulf. Number one, the government is the tenth-largest advertiser, actually, in the nation. One of the voids, as far as black newspapers are concerned is the blatant racism as far as advertising is concerned in black newspapers. If you are elected president, what would you do in order to eradicate that? The government is supposed to be an equal opportunity employer but is doing unequal opportunity advertising. Number two, we as black publishers take an affront to the statement that was made by Secretary Butz. In the event you were president, and if you had as a member of your Cabinet that espoused that kind of philosophy, what would you do to that individual?",dem,1976,False,False,15,2382_15,195
21578,21579,21578,3088,"There have already been more than forty bipartisan meetings of the Northwest congressional delegation on this issue for three years. Now, look, here are the studies. We've produced a pile of studies and proposals this high. And the only good reason for the timber industry--the only good news is all the trees it took to print all these darn reports. Look at them. And so I say to Governor Clinton: No more studies.",rep,1992,False,False,22,3088_22,73
21580,21581,21580,3088,"Now I know that Mr. Clinton--and Governor Doublespeak, I call him, but nevertheless--is getting famous for being on both sides of these issues. But do you want to know the real views of the other ticket? I hate to bring this word up, but Senator Gore. He wrote it in black and white before he knew that he'd be out there pandering for votes. And in his book, Senator Gore said this, and I quote: """"I helped lead""""--I want to get it right here--""""I helped lead the successful fight to prevent the overturning of protections for the spotted owl."""" And he wrote, and this is an exact quote, """"the jobs will be lost anyway."""" I challenge Governor Clinton: Do you agree with your running mate? Do you endorse the book that you once called """"magnificent?"""" It is time we worried not only about endangered species but about endangered jobs.",rep,1992,False,False,24,3088_24,149
21609,21610,21609,1847,"Thank you very much. Governor Stratton and Marguerite, again all of the distinguished guests here on the platform and this wonderfully enthusiastic audience here at O'Hare: certainly the welcome you've given us is a great send-off, what is going to be a 105-mile motorcade through the suburbs of Chicago, and if this is any indication of the enthusiasm, we're going to have one of the greatest days of campaigning in history, and we're going to carry Illinois in November.   I am delighted, too, to be here on the platform with our candidates, all of whom you know, with Bill Stratton, my friend, the Governor, with our candidate for U.S. senator, as you know, Sam Witwer, and I'm glad to see you now him well by your applause, and also, while I will not mention the others, I will say something about Marguerite.  She's the sweetheart not only of this district, but she's the sweetheart of the Congress of the United States--and we want her back up there.  ",rep,1960,True,False,0,1847_0,167
21635,21636,21635,989,"Mr. Condon, distinguished guests and my friends of Vallejo: I have been to a lot of places in the United States in the past six or eight weeks and I have seen countless thousands of people. But I don't think I ever saw them packed quite as tight as they are right down here. I think you must have turned out the schools--and perhaps you also turned out the Navy yard.",dem,1952,False,False,0,989_0,71
21667,21668,21667,2625,"Mayor Hernandez, Congressman Kika de la Garza, Lieutenant Governor Bill Hobby, my many friends here in Brownsville:  It's a great honor to be with you. I'm happy to be here, because in the next few days you will make a decision that will affect the future of your own lives, the future of you families, and the future of this great nation. I'm happy to be the first president who has ever visited Brownsville. Thank you for your great welcome.",dem,1980,True,False,0,2625_0,80
21688,21689,21688,2625,"No But he talks a lot about Franklin Roosevelt. But then he turns around and says that the foundation for the New Deal is fascism; it's fascism. And now the Republicans continue to quote Franklin D. Roosevelt, John Kennedy predicted back in 1960--let me quote him. This is what John Kennedy said about the Republicans: """"They're even beginning to say a few kinds words about Franklin Roosevelt. Twenty years from now,"""" Kennedy said, """"the Republicans might even speak a good word about Harry Truman. But I guarantee you that Harry Truman will never say a good word about Republicans. ",dem,1980,False,False,21,2625_21,99
21728,21729,21728,2631,"Now, you can rewrite the lines in motion picture scripts, and you can rewrite the lines in the records sometimes in business or professions, but there's no way that a right wing Republican with a twenty-year record in public affairs, his statements on the record, can change his spots the last three or four months before election and get away with it. But they always try. Back in 1960, this is what John Kennedy said about this exact same thing, and I'd like to quote John Kennedy. This is what he said about the Republicans: """"They're even beginning to say a few kind words about Franklin Roosevelt. Twenty years from now,"""" Kennedy said, """"They might even speak a good word about Harry Truman. But I guarantee you that Harry Truman won't say a good word about Republicans."""" As you well know, that prediction came true.",dem,1980,True,False,11,2631_11,145
21762,21763,21762,2157,"Commander and delegates to this convention, it seems to me that at times at a great convention like this, it would be well for us to stand aside from the current subjects that plague us, those that are in the news everyday, to stand aside and look at the great world in which we live and the nation in which we live--look at our problems in an objective way so that we can, in making the decisions in the future--in adopting, for example, the resolutions that will come out of this convention--so that we can act responsibly with the perspective of history and the perspective of the world, rather than simply reacting to the emotions of the moment. That is why I have selected as my subject today not simply a current problem, but what I have selected is a problem I have discussed on virtually every occasion when I have addressed the American Legion: the world in which we live--what kind of policies the United States can adopt which will preserve peace not only now, but in the future, and for the balance of this century. It is that subject that I want to discuss, and I suggest that for the next few moments we look at that world, and I would suggest that we begin by comparing the world as it is today with the world as it was when I joined the American Legion along with most of those in this group immediately after World War II, twenty-two years ago.",rep,1968,True,False,7,2157_7,253
21851,21852,21851,2619,"I'm sure the Lord heard that prayer, as he hears all prayers, but after due consideration and with a little help from below, he decided to answer some other prayers instead--that is, mine and yours to revitalize New York. And that's what we've done together. Here's something else that Mr. Reagan said Quote: """"Real Americans,"""" he said, """"just plain don't like New York."""" All right, how many of you are real American? How many of you love New York? That's right. I've got real news for Mr. Reagan. There are some real Americans here on Seventh Avenue, from Manhattan and Brooklyn and Queens and the Bronx and Staten Island, and from Georgia, who just plain don't like Republicans.",dem,1980,False,False,2,2619_2,118
21876,21877,21876,1462,"Ladies and gentlemen, Mr. Mayor, Congressman Moss, Governor Brown: I want to express my appreciation to all of you for your kindness in coming down here and welcoming us.  This train is headed not only south, but it is headed toward Washington.  I think in many ways the election of 1960 comes at a time more dangerous for our country, more trying for all of us, a period of greater responsibility for every citizen than any election since the election of 1860.  In that time, as you recall, the great issue was whether this country could stay united, whether it would, in the words of Lincoln, exist half slave and half free.  The issue in the election of 1960 involves not only the well-being of the people of this valley, involves not only the development of your natural resources, but as citizens of the United States and leaders of the free world, we must be concerned about such far-off places as the Congo, India, and Indonesia, the security of those countries, as well as the well-being of their people.  ",dem,1960,False,False,0,1462_0,179
22009,22010,22009,2802,"Thank you. My good friend, Del Latta, and fellow congressmen who are here--Ralph Regula and Mike Oxley; the administration; the faculty; and you, the students of Bowling Green State: It's an understatement for me to say at this moment that it's great to be here. I know I'm at the home of the Falcons, your NCAA championship hockey team, and your football team. And I've had greetings--personal greetings--from the coach of your women's hockey team and your basketball coach, and I want to congratulate you again on beating the """"Miami Whammy.""""",rep,1984,True,False,0,2802_0,91
22029,22030,22029,2802,"I've heard there's a fellow going around the country that says that I don't answer questions. And I understand that now I'm going to have an opportunity to answer some questions, so fire away. Student Moderator:--earlier this morning, we randomly selected fourteen students to participate in the question-and-answer session. And we simply passed out three-by-five cards and then drew fourteen names. So, the first question will come from this side.",rep,1984,True,False,20,2802_20,70
22030,22031,22030,2802,"The President: All right. Q.: My name is Lisa Mecca, Mr. President. I'm a senior. I'd like to know if you feel that the current turmoil in Central America has a possibility of turning into another Vietnam?",rep,1984,True,False,21,2802_21,37
22031,22032,22031,2802,"The President: No, I don't believe that. We have never had any thought in mind of armed aggression in there or of moving troops. As a matter of fact, with the memories of days gone by and gunboat diplomacy, our friends and neighbors in Latin America would be the first to say """"no"""" to that. And they have--all of them--said to us, """"We need your help; that is, in training and in supplies and so forth, but not your manpower. We'll provide that."""" And I have the greatest faith. We have seen after 400 years of mostly military dictatorships, now a democratic government in El Salvador. We, at the same time, have seen by outside interference--the Cubans and the Soviets--a totalitarian power on the mainland of the Americas: Nicaragua.",rep,1984,False,False,22,2802_22,129
22034,22035,22034,2802,"Q.: Mr. President, Dave Biesiada. What do you hope to accomplish, or what is your specific goal that you hope to accomplish, with Mr. Gromyko of the Soviet Union? The President: It is my hope that while we have met a number of times--I mean, our people--and have been in contact and all, that maybe we can open up a dialogue about the suspicions that exist in both our countries: they charging that we intend war against them; we feel--and I think with better reason--that they really do have aggressive intent against us; but maybe a chance to open up a discussion and clear the air somewhat of those suspicions and then decide that here we are, the two superpowers in the world, the only two powers that can really bring about peace, or that if we don't, can bring about world destruction. And it's time for us to sit down together and recognize our joint responsibility.",rep,1984,True,False,25,2802_25,157
22035,22036,22035,2802,"Q.: Hello, Mr. President. My name is Peggie Fitzpatrick, and I'd like to thank you for coming to Bowling Green State University and giving me this chance to present my question to you. I'd like to know if you think that you're going to have to beef up security in the embassies around the world because of what happened in Lebanon?",rep,1984,False,False,26,2802_26,61
22036,22037,22036,2802,"The President: Yes, we're going to have to do everything we can to beef up security, and yet, let me call to your attention what the real choice comes down to. Is there any security that can make you 100 percent safe against a suicide who is intent on bringing in that destruction at the cost of his own life, as they have done in these bomb-type explosions? Remember, an embassy is not a bunker. You can't build a fortress and hunker down. You are there to do business with the people of that country.",rep,1984,False,False,27,2802_27,95
22039,22040,22039,2802,"Q.: Hi, Mr. President. My name is Becky Holtzscher, and I'd just like to say you look great. The President: Well, thank you.",rep,1984,True,False,30,2802_30,23
22040,22041,22040,2802,"Q.: Do you feel that the people of the United States and of the Soviet Union have a common goal in the meaning of the word """"peace""""? The President: With regard to peace? Q.: Yes.",rep,1984,True,False,31,2802_31,35
22041,22042,22041,2802,"The President: Yes, with regard to the people. Unfortunately, the two societies are so different that the people of the Soviet Union only hear what their leaders want them to hear. We try, with Voice of America and a few things, and know that we have some listeners in those countries, although they have to probably go to the basement and pull all the blinds before they can listen to our radio. But the people of Russia, above all, want peace.",rep,1984,False,False,32,2802_32,81
22043,22044,22043,2802,"One of the things we would like would be to have more of an exchange of people so that, person to person, Ivan could meet Sam and Bill and Johnny over here, and vice-versa. And we could learn more about each other as people. Q.: Mr. President, I'm Dan McFarland, a junior here. I'd like to know if you foresee a continued growth in the economic recovery.",rep,1984,True,False,34,2802_34,67
22044,22045,22044,2802,"The President: Do I foresee growth, continued growth? Q.: Yes. The President: Yes, as long as we can continue with the help of people like Del Latta, whose name was on there with Phil Gramm on the Gramm-Latta bill, which was our economic recovery.",rep,1984,True,False,35,2802_35,44
22047,22048,22047,2802,"Q.: Thank you. Q.: Good morning, Mr. President. I'm Jeff Frederick, and I'd like to know, when you're out of office, what do you want the American people to remember most about your presidency?",rep,1984,True,True,38,2802_38,34
22048,22049,22048,2802,"The President: Hmm. You know if I could sum it up in one sentence--there could be very complicated answers to that. One sentence, though, that would sum it up is: If they'd just be able to say I gave the government back to the people.",rep,1984,False,False,39,2802_39,45
22049,22050,22049,2802,"Thank you. Q.: Good morning, sir. Sir, my name's Robert McLaughlin. I'm a senior member of the U.S. Army National Guard. And my question isn't in regard to foreign policy. It's, What advice do you have for the college students gathered here today?",rep,1984,True,False,40,2802_40,43
22050,22051,22050,2802,"The President: What advice for the college students gathered here today? Q.: Yes, sir. The President: Well, first of all, to believe in yourselves and believe in--well, you expressed your belief in the answer I just gave to that other question--but to recognize that system--the founding fathers were a unique group that came together in one period of history--and this system was built on the belief, for the first time in the history of mankind, that government derived its power from the people.",rep,1984,True,False,41,2802_41,83
22053,22054,22053,2802,"But always weigh government's offer, and remember that the system was built to be run on the level of government closest to the people: the local community for so much of what controls our lives, then the counties and the states, and finally, only those things should be done by the federal government that are the federal government's proper province. And when it does things it shouldn't do, it can't do any of them as well as the private sector can do them. Q.: Mr. President, my name is Scott Jacob, and my question is, What steps are the administration presently taking to help mediate a peaceful solution in Lebanon?",rep,1984,True,False,44,2802_44,110
22054,22055,22054,2802,"The President: We have been trying for a long time--and that was even part of our marines being there in the first place, part of the multinational force. Lebanon, as we know, for a number of years--more than a decade--has been torn in revolution. And it has factions in which the leaders have their own militias, their own military throughout the country. But then we've had the invasion by other countries. The Israelis felt justified in going in when they did because the Palestinian refugees were using their position in Lebanon to launch terrorist attacks across the Israeli border.",rep,1984,False,False,45,2802_45,99
22058,22059,22058,2802,"Q.: Thank you, Mr. President. Student Moderator: Mr. President, there will be one final question. The President: What?",rep,1984,True,False,49,2802_49,18
22059,22060,22059,2802,Student Moderator: I said there will be one final question. The President: Is this the last one? All fourteen? I haven't been counting.,rep,1984,True,False,50,2802_50,23
22060,22061,22060,2802,"Q.: Mr. President, my name is Lori Smith, and I'm a senior. And I'm honored to be speaking to you right now. My question is, What was the basis for your recent decision not to impose barriers to foreign steel, and what do you feel will be the effect on the U.S. steel industry?",rep,1984,False,False,51,2802_51,54
22061,22062,22061,2802,"The President: Well, the U.S. steel industry is doing a job of rebuilding at the management level. Labor has contributed by taking some cuts in the previous standards that they had in pay and benefits and so forth. But the problem has been there is an overproduction of steel in the world. Everyone seems to want to be in that business. And a number of the countries have made us a dumping ground for steel. And they do this by subsidizing the cost, so that it can be sold at a competitive price here, against our own producers.",rep,1984,False,False,52,2802_52,98
22192,22193,22192,960,"DUNCAN: Governor Stevenson, I am very proud and happy on behalf of the people of our community to present you with the key to the City of River Rouge, and may you always remember this little trip to our city and always feel welcome to come back at your pleasure.] STEVENSON: Mayor Duncan, distinguished guests, and ladies and gentlemen: I think this key is big enough to get in anywhere; I think it might even fit the White House. I am very glad to have this opportunity to stop off here at River Rouge and I am very flattered by your coming out here to hear me. I remember hearing a young graduate from a theological seminary--a young minister--saying one time--he was very excited; he had just gotten his diploma--he was standing in line and he said, """"I am now prepared to do the Lord's work, providing it is honorable.""""",dem,1952,True,False,0,960_0,150
22202,22203,22202,960,Thank you so much. I am grateful to you for coming here. SPEAKER: Glenn would like to present a little token of appreciation to Governor Stevenson.,dem,1952,True,False,10,960_10,26
22208,22209,22208,2814,"Reporter: Mr. President, have you read the House--have you read-- The President: What? Q. ...the House Intelligence Committee report on the bombing of Beirut? It said that we--you--had adequate security, and there's no logical explanation for it being bombed.",rep,1984,True,False,5,2814_5,39
22209,22210,22209,2814,"The President: Helen, I wouldn't take away from Mr. Mondale the opportunity to ask that question in the debate for anything in the world. Tune in. Listen in. ",rep,1984,False,False,6,2814_6,28
22210,22211,22210,2814,"Q. Are you ready for the debate, Mr. President? The President: What?",rep,1984,True,False,7,2814_7,12
22211,22212,22211,2814,Q. Are you ready for the debate? The President: Ready as I'm ever going to be.,rep,1984,True,False,8,2814_8,16
22212,22213,22212,2814,"Q. What's your strategy going to be? Q. How important is it, sir?",rep,1984,True,False,9,2814_9,13
22213,22214,22213,2814,Q. What is your strategy going to be?  The President: Just to tell the truth.,rep,1984,True,False,10,2814_10,15
22214,22215,22214,2814,"Q. Well, other than that? The President: Well, I think in the world of politics that'd be so unusual that it ought to cause quite a standing ovation.",rep,1984,True,False,11,2814_11,28
22219,22220,22219,948,"We are fighting in Korea, the General declares, because the American government grossly underestimated the Soviet threat; because the government allowed America to become weak; because American weakness compelled us to withdraw our forces from Korea; because we abandoned China to the Communists; and, finally, because we announced to all the world that we had written off most of the Far East. That's what he says--now let's look at the record. First, the General accuses the government of having underestimated the Soviet threat. But what about the General himself? At the end of the war he was a professional soldier of great influence and prestige, to whom the American people listened with respect. What did he have to say about the Soviet threat? In the years after the war, the General himself saw """"no reason""""--as he later wrote--why the Russian system of government and Western democracy """"could not live side by side in the world."""" In November 1945, he even told the House Military Affairs Committee: """"Nothing guides Russian policy so much as a desire for friendship with the United States.""""",dem,1952,True,True,4,948_4,181
22225,22226,22225,948,"Has my opponent forgotten the wise words of the most responsible Republican of them all, Senator Vandenberg? Here is what Senator Vandenberg said in December 1948 on this subject of China: """"The vital importance of saving China cannot be exaggerated. But there are limits to our resources and boundaries to our miracles... I am forced to say that the Nationalist government has failed to reform itself in a fashion calculated to deserve continued popular confidence over there or over here... If we made ourselves responsible for the army of the Nationalist government, we would be in the China war for keeps and the responsibility would be ours instead of hers. I am very sure that this would jeopardize our own national security beyond any possibility of justification.""""",dem,1952,True,False,10,948_10,127
22226,22227,22226,948,"So spoke Senator Vandenberg and his view was shared by intelligent and responsible men in both parties. Now who talked sense about China: Senator Vandenberg or the General? Then there is the question of """"writing off"""" Korea. The General condemns the Secretary of State's excluding Korea from our defense perimeter in 1950. But the General fails to point out that this defense perimeter was a line developed by the military authorities themselves. Surely it is a gross and discreditable distortion to say that the Secretary of State took the lead in this matter. Twice in 1949 General MacArthur, then our top commander in the Pacific, defined our defense perimeter in the terms later used by the Secretary of State. It was on the recommendation of our military authorities that Korea and Formosa and mainland areas were not included in a direct military commitment.",dem,1952,True,False,11,948_11,143
22397,22398,22397,3263,"I came to office convinced that NATO can do for Europe's East what it did for Europe's West: prevent a return to local rivalries, strengthen democracy against future threats, and create the conditions for prosperity to flourish. That's why the United States has taken the lead in a three-part effort to build a new NATO for a new era. First, by adapting NATO with new capabilities for new missions. Second, by opening its doors to Europe's emerging democracies. Third, by building a strong and cooperative relationship between NATO and Russia.",dem,1996,False,False,30,3263_30,90
22515,22516,22515,2627,"Senator Lloyd Bentsen, Congressman Omas Burleson, Henry Gonzalez, Lieutenant Governor Hobby: You have turned out this afternoon in such tremendous crowd that I think after 1985 when I'm through in the White House I might come out here and spend a long time with all of you. I rode in on the airplane with Charles Stenholm, and I realized where I went wrong. He raises cotton and hogs instead of peanuts, and he wound up without any opposition. So, it looks like peanut farmers are the ones that have to face a formidable opponent. But I'll say this: At least in the Abilene area peanut farmers have a lot of friends, and I thank you for it.",dem,1980,True,False,0,2627_0,117
22573,22574,22573,2633,"Senator Riegle, Senator Levin, Mayor Coleman Young, distinguished Members of the Congress: Let me say first of all, that I wanted to come back here to Detroit, to Michigan, because I had to be in Washington yesterday and miss my long anticipated visit, and I heard the Republicans claimed they were going to carry Michigan. I came here to show them they're wrong. They're wrong. We'll carry Michigan.",dem,1980,True,False,0,2633_0,68
22602,22603,22602,1879,"One: on Quemoy and Matsu. You recall, if you listened to our television debates, that this was a major point of issue. He took a minority view, a view held by only twelve senators. A majority of the Democrats and Republicans were against him in 1955, in indicating that if he had been president, then he would have made the same mistake that was made with Korea. He would have drawn a line around these two islands of freedom in the Pacific and said, in effect, to the Communists, """"Come and get them,"""" said it because he wanted peace. President Eisenhower declined to do that. The Senate agreed with him. The Senate gave the President the right to defend these islands. Why? Because he knew from history that when you're dealing with a dictator, the way to war is to surrender at the gunpoint and the way to peace is to stand firm against the blackmail whether it is a Hitler or a Stalin or a Khrushchev. ",rep,1960,False,False,24,1879_24,167
22756,22757,22756,1110,"Mr. Chairman and my friends from Aurora:  A demonstration like this seems to me to symbolize, in a very particular way, the glory that is America, your right to gather without hindrance, to have a throng together cheering for someone who is hoping to dislodge and intends to dislodge an administration in power.  Do you realize what that means in the terms of your rights and privileges?  Do you understand that there are so many nations in the world where, if you met like you are meeting this evening and if I addressed you in terms of criticism of the government, that you would be marched off to the salt mines and I would be shot before morning.  When we stop to think of the priceless privilege that is America, it does not take us very long to get deadly serious about anything that menaces our form of life.",rep,1952,False,False,0,1110_0,149
22763,22764,22763,2419,"General Corning, Jim Lynn, distinguished platform guests, members of the National Guard Association:  I am deeply honored to be in the company of the United States National Guard, individuals who follow in the great tradition of the citizen soldiers who responded to the call for freedom 200 years ago--congratulations. As Commander in Chief, I am proud to have every single one of you on America's national security team.  This team has never been stronger nor better prepared to meet any challenge to this nation's safety or freedom.  And we will keep it that way.",rep,1976,True,False,0,2419_0,94
22925,22926,22925,3049,"So I say to you, my fellow Americans, let's think for six days about what's going to happen after the election. Think how you're going to feel--my running mate Al Gore has this wonderful thing, I can't do it as well as he does. But he says, """"Think how you'd feel if you went to bed on November 3rd and you didn't know who won the election, and you woke up on November 4th and it was rainy and cold and drizzling. You had sleep in your eyes and you struggled out and picked up the newspaper and it said 'Four More Years.'"""" """"But,"""" he said, """"think how you would feel if you woke up and it was a bright, sunny morning, and warm and clear, and the leaves were turning, and you could smell the fresh coffee. And you walked out and you picked up the newspaper and it said 'A New Day: Change is on the Way.'""""",dem,1992,False,False,28,3049_28,159
23125,23126,23125,3101,"Thank you, and may God bless the United States of America. Thank you very, very much.  Note: The president spoke at 7:45 p.m. at Craigmont High School. A tape was not available for verification of the content of these remarks. ",rep,1992,True,False,26,3101_26,40
23168,23169,23168,1058,"Judge Bard, and my friends of Allentown: I think perhaps I should say, """"and Bethlehem."""" I am glad to hear that you want me so badly, but you won't have any trouble getting me. It is very kind, and very flattering, and very gracious of you to come out here and meet with us this afternoon, even for these brief moments. Our train, I am told, is now an hour behind time. It seems to me we have been a little bit behind time most of the time during this election campaign.",dem,1952,False,False,0,1058_0,92
23174,23175,23174,1058,"Senator Taft is more--this is what he says, speaking in Montana at the same time: """"I don't think Eisenhower or anyone else expected his presence in Korea would make the North Koreans fall over backwards."""" At least you will have to give Taft credit for greater candor than Eisenhower. Let me read you something else--a story from today's New York Times: """"The general got one good break a little more than a month ago. He got a new speechwriter, Emmett J. Hughes, one of the senior editors of Life magazine. Mr. Hughes produced the idea that the general should promise to go to Korea personally if elected, in the hope of ending the war."""" This is wonderful. It goes on and says: """"The speech was presented to the general by Harold Stassen, and the general agreed to the idea immediately. The general's aide feels that his idea has given their campaign the lift it needed in the critical closing days of the race."""" My friends, there you have it. A speechwriter from a slick magazine cooked up an idea to catch votes by playing upon our hopes, our desperate hopes for a quick end to the Korean War--and the general accepts the idea immediately. And now they think that an idea so conceived can give their campaign the lift that it needs--and it sure needed one, I will confess--in the last days of the campaign.",dem,1952,True,False,6,1058_6,235
23185,23186,23185,2223,"Q: Senator, as you probably know, I believe it was Sargent Shriver about four years ago received one of the highest awards of the AFL-CIO in Washington. He received the Murray-Green award for his work in mental retardation, presented to him by George Meany. Do you think that having Sargent Shriver on the ticket will encourage labor's support?",dem,1972,False,False,1,2223_1,58
23186,23187,23186,2223,"A: I hope so. I would like to have President Meany's support. I don't want a feud with President Meany or with any other labor leader. I didn't invite the difficulty we are in now and I am very hopeful that Sargent Shriver's position on the ticket and also the glowing recognition on the part of the labor people of this country that Richard Nixon is really a disastrous choice, that the combination will give us the overwhelming support of the laboring people of this country. I really don't understand how any working man or woman interested in their own welfare can support Richard Nixon. Here is a man who has added two million people to the unemployment rolls; I think probably four million have gone on welfare under the Nixon administration that were not there when he came into office.",dem,1972,False,True,2,2223_2,141
23188,23189,23188,2223,"Q: Senator, I understand that Illinois this year is going to be one of the key states in the election, and we do have a true friend of labor up in Chicago by the name of Mayor Richard Daley. A: Right. Q: I understand that you have a meeting with him tomorrow, and do you think that you can make your peace with him so that we can come up with that victory you are talking about?",dem,1972,True,True,4,2223_4,77
23189,23190,23189,2223,"A: Basically there is no problem between Mayor Daley and me. He is not going to be here tomorrow because of some personal difficulty that developed in his family, but he called me in Lordstown, Ohio today to tell me that he was 100 percent behind the McGovern-Shriver ticket and that he wanted me to come to his office and visit with him when I was in Chicago a week from tomorrow. I am coming back to Illinois a week from tomorrow to talk to the National Convention of the American Legion, and at that time I am going to meet with the mayor, but he will be unable to be with us here in Springfield tomorrow. But there is no doubt that we will be working together for a Democratic victory in this state from here on out.",dem,1972,False,False,5,2223_5,139
23190,23191,23190,2223,"Q: Senator, in the September issue of Atlantic, Elizabeth Drew mentioned the fact that the people in the $12,000 bracket do not have tax equality--could you comment on that? A: The present tax laws and tax code does discriminate against the middle-income person. I don't think that there is any doubt about it. That is where the load has been shifted over the years as more and more loopholes have been added to the benefit of those at the top of the income scale. Now the very poor who pay little or no tax of course are left out of the tax responsibility, but what is objectionable to me is the fact that nearly 40 percent--I think that 38 percent of the corporations in this country in 1971--paid no federal income taxes at all. I can cite actual cases of individuals who had incomes in excess of $1 million a year who paid less than a 5 percent rate.",dem,1972,True,True,6,2223_6,159
