,speech_par_id,text,label,annotated_at
72,2805_5,"But they were useful talks. I made it clear that we Americans have no hostile intentions toward his country and that we're not seeking military superiority over the USSR I told him, """"If your government wants peace, then there will be peace."""" And I said that the United States is committed to move forward with the Soviet Union toward genuine progress in resolving outstanding issues.",not populist,1/7/21 16:54
73,2016-10-26-park-tampa-florida_18,"So when you go to the polls, vote to grow the economy, more jobs with rising incomes, vote to make the economy fairer. And compare that with what my opponent has proposed. He really believes if you give trillions – that's trillions with a 't' – trillions in tax cuts to the wealthy, millionaires, billionaires, big corporations, everything will trickle down. Now, we know that doesn't work; we've seen it. And it's pretty rich coming from a guy who claims to be so rich, who hasn't paid a dime in federal income taxes in 20 years. He says not making taxes makes him smart. Well, I don't know. I don't know how smart you have to be to lose a billion dollars in one year. And besides, what kind of genius loses money running a casino, for heaven's sakes?",not populist,1/7/21 16:54
74,1233_18,"If you get the kind of men I describe, they will be efficient; they will be businessmen.  They will not tolerate the waste that we have seen, the kind of waste that gets two airfields in Northwest Africa for the price of five.  We are not going to have that.  You will have loyal servants in government.  You will not have to hunt out subversion.  But if there does come evidence that some of these Communists have crawled into some remote spot of government, you can make sure that once that evidence is turned up by any investigative body of government, there won't be years of foot dragging and screaming """"red herring"""" before something is done about it.  And we won't be reading in our papers that our atom secrets have been stolen or filched from us and carried to Moscow.",not populist,1/7/21 16:54
75,2837_14,"There are those so entangled in their promises to special interest groups they can't see a better future, much less plan for it. Well, this was never more clear than when my opponent strenuously opposed the space shuttle program. He led the opposition in the Senate in trying to kill us from having such a program. And then, just up until Saturday, we had those young people--men and women--those heroes, up there going around this country of ours. While I was going across Ohio on a train, they were going around the world about six or seven times. And the things that are coming out of that have made it worth every penny that it has cost--the additions, the improvements for our health, the medicines, the materials that are being developed.",populist,1/7/21 16:55
76,3150_17,"You heard another difference last night--talking about reducing and reforming government. I'll tell you how to get this deficit down: give us a balanced-budget amendment to this Constitution. Give us a check-off so that people that care about the deficit can say, """"Hey, I'm going to check in this box, 10 percent of my taxes must go to reduce the deficit."""" If Congress can't do the job, make them do the job. I strongly support a line-item veto. Forty-three governors have it. Give it to the president. Let us try to make it work. I like the idea of getting the power out of the congressmen and back to the people. I favor term limits for the Congress.",populist,1/7/21 16:56
77,1248_7,"It will be the kind of government that will remember that subversion and crookedness in government cannot be tolerated--not merely because of the few dollars less that it might cause to each of us because our tax money is not wisely spent, but because it robs us of pride in government so we cannot in good conscience give it our trust and our faith; we cannot follow where it leads. The whole purpose of the crusade in which my associates and I are engaged --Senator Smith, Senator Hendricks, Governor Driscoll, Mr. Inglesby, all of us--is to substitute good government for bad, to do our best--in all honesty, in all justice, in all decency--to give you the kind of government that we believe can win through to an honorable peace and lift from the backs of America the horrible fear of future wars and bring to a quicker close the wars we are now fighting.  That, in effect, is what we are trying to do.",populist,1/7/21 16:57
78,2822_9,"What we want is a strong and a prosperous America, an America that'll be entering the next century with confidence and optimism. Those wedded to the failed policies of the past, or tied too closely to special interest groups, may be unable to see the great potential that lies ahead. How many of you watched on television as one of our magnificent space shuttles blasted off into space or landed after a successful mission? I'm sure everyone has taken a look at that. I was proud to be there in the California desert to welcome back the Columbia and her gallant crew some time ago. And I remember, suddenly, they rushed me up on the platform and they said, """"Get ready, you know, it's coming,"""" and it was making its approach and would be landing in a few minutes, and I didn't see anything. And I said, """"Well, where is it right now?"""" And they said, """"It's just coming over Honolulu."""" And sure enough, in a matter of minutes, there it was and it was landing. When you stop and think that within a single lifetime of some of us, we've gone from the horse and buggy to that space shuttle--just in one lifetime.",populist,1/7/21 16:57
79,2914_11,"In a Dukakis administration, cleanup will be completed or well under way at every single one of the nearly 1,200 Superfund sites on the National Priorities List by December, 1996.  That's a commitment. I'm not just talking to you; I've had experience as the Governor of my state.  In my state, we've found that most of the businesses that are responsible for pollution want to cooperate.  And, if they do, we will help them.  But for the foot-draggers and the chronic polluters, I have just one message: you better vote for Mr. Bush, because, if I'm elected, the game is over--no more of the sweetheart deals and delayed cleanups and half-baked compromises that we've seen over the past seven and a half years.",not populist,1/7/21 16:58
80,1148_3,"So, I am going up and down the land to try to prove that this kind of book cannot be written by the United States.  Americans deserve better, and they can have better, if we insist on keeping government really our servant, we can keep track of everything that government does.  Informed public opinion represented by its chosen representative in Washington can keep track of what is going on.  And it is high time that we had a moral uprising in this country that is going to take that kind of book and make it completely obsolete, make it completely false.  America can be honest, and we are going to do it.  That is the simple pledge that I bring to you; because, out of this mess that has developed in Washington comes a thousand problems that are unsolved and that are very, very important to your lives and to mine.",populist,1/7/21 17:00
81,2004-09-20-derry-new-hampshire_25,"Kathy Helm. Steven, Thomas, and Lauren. The President. Yes. And how old?",not populist,1/7/21 17:00
82,3320_41,What do you call someone who tries to take over the nation's health care system and put the government in charge of it? What do you call someone who twisted arms in Congress to kill a balanced budget amendment? What do you call someone appointed as Surgeon General who talks about legalizing drugs?,not populist,1/7/21 17:00
83,2016-08-08-economic-club-1_35,"The next betrayal will be the Trans-Pacific Partnership. Hillary Clinton's closest friend, Terry McAuliffe, confirmed what I have said on this from the beginning: if sent to the Oval Office, Hillary Clinton will enact the TPP. Guaranteed. Her donors will make sure of it.",not populist,1/7/21 17:00
84,1149_4,But they try to kid us into believing that we are getting something for nothing from Washington.  Did it ever occur to you to stop and think where did the government get this money?  They took it out of this pocket of mine and they went out and they paid up all the bureaucrats that had to be paid out of it and they gave me part of it back.  That is the kind of government they have got in Washington.,not populist,1/7/21 17:00
85,2008-10-21-miami-florida-5_23,"I'll also ensure that we act quickly to help struggling homeowners stay in their homes - something that's particularly important here in Florida, where foreclosures are up 30% over the past year. I'll help responsible homeowners refinance their mortgages on affordable terms and put in place a three-month moratorium on foreclosures to give folks the breathing room they need to get back on their feet. And I won't let banks and lenders off the hook when it was their greed and irresponsibility that got us into this mess. We should not be bailing out Wall Street - we should be restoring opportunity on Main Street. And that's what we'll do when I'm President of the United States.",populist,1/7/21 17:00
86,1259_2,"Now, the men and women associated in this great crusade--and there are millions of them across the country--are committed to that purpose.  They are dedicated to the proposition that full employment, a prosperous United States, shall be their goal in order to lead us more surely toward peace in the world. Now, we have an administration now that is pretty well shopworn, pretty well worn out, but I want to tell you something of our bill of particulars against it showing that it cannot do these things for us and does not deserve and should not have another four-year lease on the power that it has begun to abuse.  First of all, it has not led us to peace.  After these seven years of turmoil and uneasy cold war, it is high time that we were turning over the job of American leadership to men and women of prestige in their own localities who will go to Washington and, working among themselves as true teammates and not fighting among themselves, will lead the free world more surely in this direction.",populist,1/7/21 17:01
87,2707_14,"If Mr. Reagan is re-elected, he will use the power of the presidency to make our government more intrusive, not less. He wants government to watch over you. I want government to watch out for you.",not populist,1/7/21 17:01
88,2016-10-21-fletcher-north-carolina_12,"Additionally, I am going to push for a constitutional amendment to impose term limits on all members of Congress. Not only will we end government corruption, but we will end economic stagnation. My plan for the economy can be summed up in three simple words: Jobs, Jobs, Jobs",populist,1/7/21 17:01
89,2989_9,"He cares so much about protecting special interests that last week he called me a fear monger because I said that we ought to crack down on tax evasion by foreign companies doing business in the United States. Now, let me say, I didn't ask to raise the corporate taxes on foreign companies. All I did was to note that in the 1980s foreign corporations in America increased their income by 65 percent and their taxes went down by 15 percent.",not populist,1/7/21 17:01
90,2368_0,"Many Americans have begun to question whether government can be made to work at all--whether we can serve basic human needs without proliferating wasteful, bloated bureaucracies. The challenge before the nation is to cut the bureaucracy down to size and reverse this corrosive decline of confidence. The question before the voters is whether they can depend on the same people and the same administration who helped create the mess to do anything about it.",not populist,1/7/21 17:02
91,3249_8,"One of the most remarkable things about the crime statistics--I'd just like to say in passing, that I commend all of you--is the percentage of people who are now killed by people who don't know them. Just twenty years ago about two-thirds of all killings in our country were people who knew their victims--family members, friends, others who had deep, personal feuds. Then, in 1990, it had dropped to just a little over half. In these latest crime statistics, 55 percent of all the people who were killed in this country were killed by people who did not know them, who were the victims of crimes, drive-by shootings, random acts of violence. We have got to do what we can to continue to change the environment in which our children grow up, as well.",not populist,1/7/21 17:03
92,2385_25,The proudest claim I can make to you is simply this: I owe the special interests nothing. I owe the people everything. And I intend to keep it that way.,not populist,1/7/21 17:03
93,2008-10-26-denver-colorado-3_20,"It's true that I want to roll back the Bush tax cuts on the wealthiest Americans and go back to the rate they paid under Bill Clinton. John McCain calls that socialism. What he forgets is that just a few years ago, he himself said those Bush tax cuts were irresponsible. He said he couldn't â€œin good conscienceâ€ support a tax cut where the benefits went to the wealthy at the expense of â€œmiddle class Americans who most need tax relief.â€ Well, he was right then, and I am right now.",not populist,1/7/21 17:04
94,1281_7,"How do you support a government?  Only if you have pride in it.  Are you going to have pride in a government that has been guilty--as one St. Louis judge remarked about a man high in federal office--of selling its birthright for a mess of dirty dollars?  Are you going to have pride in a government that, when told of evidence about disloyalty says, """"Red Herring?""""",populist,1/7/21 17:05
95,2012-11-03-rally-dubuque-iowa_31,"And what they're counting on now is that you'll be so worn down by all the squabbling in Washington, so tired of all the dysfunction—— Audience member. No way! The President. ——that you're just going to give up, walk away, and leave them in power.",not populist,1/7/21 17:05
96,1165_8,"It takes the housewife $24 when she goes to the corner store to get the same bag of groceries that she got only ten years ago for $10.  We add up all of these problems and then what do they give us on top of it--the kind of crookedness this man describes.  We have had the spectacle of reading in our headlines that the Boston collector of internal revenue, the San Francisco collector of internal revenue and several others have had to be relieved for venality in office.  Some of them are already behind the bars for stealing your money.",not populist,1/7/21 17:05
97,2368_6,"The powerful few who benefit from waste and confusion and their political allies are the loudest voices raised in protest, whenever someone suggests that an agency has had its day and should be retired. Can we stop this process? Can we cut obsolete agencies and wasteful programs out of the federal budget?",populist,1/7/21 17:09
98,2614_5,"As president I have had to make some difficult decisions, thousands of them, and as I said last night, with each one of those decisions, I learn. I learn about this nation, its strengths, its needs. I learn about our people and the possibilities for an improved life for them. I expect to make many more decisions. I've fought some bitter fights, as you know, against special interests. I carry some political scars because of those fights, and I carry those scars with pride. I've made some mistakes and I've taken the heat for them, and I've learned from them. And because I have learned I'm a better president now, and I'll be a better president in the next four years.",not populist,1/7/21 17:10
99,1293_11,"To do that, we must have businesslike methods applied in government to eliminate from government waste and extravagance.  It would be a government of men and women who would have faith in the localities and the ability of people to run their own business.  It would be the kind of government that would try to keep its long nose out of industrial disputes.  It would believe in collective bargaining.  It would believe in the power of strong and responsible unions to meet management and determine their best interests right on the spot, instead of trying to get the White House and all the rest of Washington into every single one of them, and at one time siding with one side causing a strike and the next time siding with the other side and causing a strike.",not populist,1/7/21 17:10
100,1402_66,"Now, big business at one time in our country got so big that it became the dominant power. It was more powerful in dictating the economic pattern this country was to follow than was the government--and we got the Sherman Antitrust Act. Now, no one will maintain that every part of those laws was alway perfect, but in the main they were there to allow the government to step in and stop mergers and any kind of thing that looked like they were getting ready to squeeze you out rather than to help you. So, I believe the Attorney General told me in 1955 fifty-four antitrust suits were instituted by the government. This is the government's way of making sure we never go over to that other extreme.",not populist,1/7/21 21:58
101,2008-08-28-national-convention-denver_4,"These challenges are not all of government's making. But the failure to respond is a direct result of a broken politics in Washington and the failed policies of George W. Bush. America, we are better than these last eight years. We are a better country than this.",not populist,1/7/21 21:59
102,1172_3,"They are most definitely beginning to believe that we have to have a change from top to bottom.  We have to have a government that will not make the promises that have already been made over the last twenty years and many of which have never been kept, but which will promise honesty, integrity, and to bring to Washington the ablest men of labor, of management, of agriculture, and of the professions that we can find, to help make policy, to have honest consultation between all the several departments of our government and parts of our economy.  When policy is made, they must take a look at it with just one view in mind:  Does this serve all the people of the United States?  Is it policy defined to profit somebody at the expense of another?  If it is for the good of the United States, we know, in the long run, it is good for all of us.  Now, that is the most a government can promise.",not populist,1/7/21 22:00
103,2008-10-31-moines-iowa-1_17,"We don't have to choose between letting our financial system run wild, and stifling growth and innovation. As President, I will ensure that the financial rescue plan Congress passed helps stop foreclosures and protects your money instead of enriching CEOs. And I will put in place the common-sense regulations I've been calling for throughout this campaign so that Wall Street can never cause a crisis like this again. That's the change we need.",not populist,1/7/21 22:00
104,952_27,"I think this campaign is going to backfire. I don't think the American people want politics and the presidency to become the plaything of the high pressure ad men, of the ghostwriters, of the public relations men. I think they will be shocked by such contempt for the intelligence of the American people. This isn't a soap opera, this isn't Ivory soap vs. Palmolive. This is a choice for the most important office on earth and I think the people want the candidates to talk sense about the issues.",not populist,1/7/21 22:00
105,2008-10-30-sarasota-florida-0_17,"We don't have to choose between letting our financial system run wild, and stifling growth and innovation. As President, I will ensure that the financial rescue plan Congress passed helps stop foreclosures and protects your money instead of enriching CEOs. And I will put in place the common-sense regulations I've been calling for throughout this campaign so that Wall Street can never cause a crisis like this again. That's the change we need.",not populist,1/7/21 22:01
106,2016-10-03-center-pueblo-colorado_19,"What I say is not lost on the American people, because 70% of you believe our country is headed in the wrong direction. We cannot have another 4 years of Barack Obama, and Hillary Clinton will be worse. We can turn this all around – but not if we don't make a change in leadership RIGHT NOW. The failed political establishment must go – it must go for the sake of your country, your future, and those you love the most.",not populist,1/7/21 22:01
107,3318_9,"Our opponents--and they are our opponents, not our enemies--have a vision that places government at the center of our lives and economic growth on the back burner. President Clinton says the era of big government is over. Yet for nearly four years now he has been doing everything in his power to make sure the government stays big and gets bigger.",not populist,1/7/21 22:01
108,2853_12,"What has happened to them? Why, after the issue became so prominent during the primaries, did the Democratic leadership walk away from their convention without a resolution condemning this insidious cancer? Why didn't they turn their backs on special interests and stand shoulder to shoulder with us in support of tolerance and in unequivocal opposition to prejudice and bigotry?",populist,1/7/21 22:03
109,2206_9,"Let the opposition collect their $10 million in secret money from the privileged few and let us find one million ordinary Americans who will contribute twenty-five dollars each to this campaign, a Million Member Club with members who will not expect special favors for themselves but a better land for us all. In the literature and in the music of our children we are told: """"to everything there is a season, and a time to every purpose under heaven""""--and for America the time has come at last. This is the time for truth, not falsehood. In a democratic nation, no one likes his inspiration to come from secret arrangements behind closed doors, but in a sense that is how my candidacy began. I am here as your candidate tonight in large part because during four administrations of both parties, a terrible war has been chartered behind closed doors.",populist,1/8/21 12:48
110,2724_2,"I've talked to many businessmen who profited from Mr. Reagan's lopsided tax cuts for the wealthy but still think they were deeply unfair.  Those men are ready to pay their fair share, even if Mr. Reagan's friends aren't. All of us in this room see very clearly that a lack of real leadership in the White House has let these horrible deficits spin out of control.",not populist,1/8/21 12:48
111,2012-09-17-los-angeles-california_34,"Candidate Obama said that one of his highest priorities would be to fix immigration in his first year in office. Despite his party having majorities in both houses of Congress, supermajorities, the president never even offered up a bill. Like so many issues confronting our nation, when it comes to immigration, politics have been put ahead of people for far too long.",populist,1/8/21 12:48
112,2016-10-20-fairgrounds-delaware-ohio_17,"A ban on foreign lobbyists raising money for American elections. Additionally, I am going to push for a constitutional amendment to impose term limits on all members of Congress. It's about time.",not populist,1/8/21 12:48
113,2016-10-03-center-pueblo-colorado_24,"Put me into the boardroom as YOUR representative, and I will deliver for you. Hillary Clinton is in it only for herself and her donors. I am here fighting for America.",populist,1/8/21 12:48
114,2848_26,"He has long opposed enterprise zones. This was a program we introduced to help the most economically troubled neighborhoods, like some in our great inner cities. It was to use tax incentives and to stimulate the economy in those areas. And he's opposed that. But then a few weeks ago, he said that now he's for them. Well, if he's for them, why doesn't he ask Tip O'Neill to get out of the way and loosen the program that's been buried in a committee in the House for over a year?",not populist,1/8/21 13:09
115,2941_22,"You know, we Americans have had a bellyful of allowing representatives of foreign governments easy access to the White House. We don't need a White House staff with divided loyalties in this country. We don't need a White House where the back door is a front door for lobbyists.",populist,1/8/21 13:09
116,2333_18,"We cannot bring Frank Tummillo back again, any more than we can bring back the American soldiers who have given their lives in Vietnam.  But in our war against crime and drugs, as in our war against aggression in Southeast Asia, we can resolve to redeem with honor the ultimate sacrifice which these brave men have made. Together, and in their name, let us work to end the violence and the lawlessness against which they fought.  Let us make the next four years a period of new respect for law, order, and justice in America, a time of new hope in a land free of fear and a world at peace.Thank you and good afternoon.",not populist,1/8/21 13:12
117,2386_10,"I care enough. I care enough to fight to win in November. I care enough to fight to see Democratic candidates win to go to Congress. I care enough to fight to have a well-organized, efficient, economical, manageable government. I care enough to fight in the future for a fair tax structure. I care enough to fight for a welfare system that cares about people, that emphasizes work opportunities. I care enough to fight to put our people back to work. And I care enough to control inflation. And I care enough to open government and not have it secret. And I care enough to protect people's private affairs from the intrusion of government. And I care enough to strengthen our free enterprise system. And I care enough to have a government to make us proud once again.",not populist,1/8/21 13:13
118,1232_31,We will improve and extend our social security system. We will fight to make equality of opportunity a living fact for every American. We will root out every vestige of disloyalty from government and we will do it by fair American methods.,populist,1/8/21 13:13
119,2766_19,"It will be treats for the very wealthy and the corporations, and it will be tricks for everyone else. I want an America that respects the obligation of one generation to the other.  I know what my parents did for me, and you know what your parents did for you.  They gave us everything they had.  Most of them lived on modest income.  There was no way of getting rich.  They weren't on the make.  They were good people, good parents, good citizens, and wonderful Americans.  They did what we've asked every American to do.",not populist,1/8/21 13:13
120,1318_12,"The truth is that in this government of big men--big financially--no one speaks for the little man. The truth is that our policy abroad has the Communists on the run. The truth, unhappily, is not--in the Republican President's words--that our """"prestige since the last World War has never been as high as it is this day."""" The truth is that it has probably never been lower.",populist,1/8/21 13:14
121,1989_25,"I have taken a long journey from a tenant farm in West Texas to this platform in Madison Square Garden. I have seen the barren fields of my youth bloom with harvest. I have seen despairing men made whole with enriching toil. I have seen America, my America, grow and change, and I have seen it become a leader among the nations of the world.",not populist,1/8/21 13:14
122,2212_16,"And that giveaway was stacked on top of a tax structure that already works like a sieve for the rich and a sponge for the worker. When the public outcry for tax reform took hold, Mr. Nixon sent out a team of Treasury Department officials to do a public relations job on the people--complete with visual aids, and at taxpayers' expense. The message was that the loopholes are just fine.",not populist,1/8/21 13:15
123,3374_4,"Phase two is to have a flatter, fairer, simpler tax and end the IRS as we know it. And we're going to have a better education. We're going to give people choices, we're going to give the schools back to the parents and back to the teachers, back to the parents and back to the teachers. Take education out of the hands of the labor bosses in Washington, DC, back to the parents, back to the teachers, give parents choice.",not populist,1/8/21 13:23
124,3045_4,"Look at the real facts. When Mr. Bush became president, there were 35,000 more jobs in the private sector than there are now. We have lost 1.1 million manufacturing jobs, and the last two years alone, average family income is down by $1,600 and over two-thirds of the American people are working harder today for less money than they were making ten years ago. That is what we know happened. Your local newspaper did a series on the economy recently, just in the last week finished, and entitled it """"The Decade of the Deal."""" And that's exactly what it was. If you wanted to work hard and play by the rules, you got the shaft. But if you were willing to tear a company apart with leveraged buyouts and big debt that cost good jobs and good benefits, you got rewarded. If you wanted to do something to pollute the environment, you got quick access in Washington, but if your job was cleaning up the streets, all you got was a tax increase. If you really believed in working hard and you operated you were a telephone operator, there was nobody home for you at the White House. But if you were a slick Washington operator, you got whatever you wanted. I think we ought to turn all that around and go back to good old American common sense. We can do better than that.",populist,1/8/21 13:23
125,2016-08-23-arena-austin-texas_1,"We are going to declare our independence from failures of the past and create a New American Future. Once again, we will have a government of, by, and for the people. Americanism, not globalism, will be our credo.",populist,1/8/21 13:23
126,2016-07-28-democratic-national-convention_12,"Our country's motto is E Pluribus Unum, out of many we are one. Will we stay true to that motto? Well, we heard Donald Trump's answer last week at his convention. He wants to divide us from the rest of the world and from each other. He's betting that the perils of today's world will blind us to its unlimited promise. He's taken the Republican Party a long way, from morning in America to midnight in America.",not populist,1/8/21 13:23
127,2823_13,"Well, it's nice that my opponent was willing to explain his two-part tax plan: raise taxes and raise them again. But it's the height of unfairness to make hard-working people pay even more taxes just to finance excessive campaign promises. Now, believe me, this is one issue that affects every family in Michigan, every family in this country. One way or another, my opponent's tax increases would not only stop the economy dead in its tracks; they would put a new and ever-increasing burden on you and your neighbors and your children. And he would turn us back to the old days where the politicians dance and you pay the piper.",populist,1/8/21 13:24
128,3133_5,"Another one: I want to reform our crazy legal system, because as a nation we must sue each other less and care for each other more. It has gone too far when these crazy lawsuits keep people from coaching Little League, doctors from delivering babies, or whatever it is. We must put a cap on these outrageous lawsuits, and we've got to stand up against the special interests in Congress who are keeping us from doing just exactly that. Clean House! I want to use competition to cut the cost of health care and make it affordable and accessible for you and your families. And our program provides insurance to the poorest of the poor and still keeps the quality of American medical care up there as number one in the world. ",populist,1/8/21 13:31
129,1106_0,"Mr. Chairman, ladies and gentlemen: I think perhaps that you might be interested in hearing about some of the things that I have learned in these last three months--a three months that sometimes seems a lifetime. I think I shall start backward. You heard your Senator Jenner praised for the warmth and the effectiveness of his oratory. I can assure you of one thing; his eloquence convinces himself because only a few seconds before he got up he said to me, """"General, we will carry Indiana for you by a hundred thousand, maybe one hundred fifty."""" That is a fast-rising market.",not populist,1/8/21 13:31
130,3174_20,"My opponent thinks government can pick the industries of the future with our money. I talk about cutting capital gains and investment tax allowances, giving first-time home buyers a tax credit, because you know what to do best with your money, better than any bureaucrat. Governor Clinton says that it's okay that we have members of Congress who serve decade after decade in Washington. I trust America's judgment, so I want to limit the terms of members of Congress and give government back to the people.",populist,1/8/21 13:32
131,3163_22,"Governor Clinton talks about government, and here's the word he uses, """"investing"""" your money. I talk about cutting capital gains taxes, investment tax allowances to small business, because you know what to do with your money better than any bureaucrat; a big difference between government investment and investment in the private sector. Governor Clinton says we need professional politicians in Washington, who won't get anything done. I trust Americans' judgment so much that I want to limit the terms of members of Congress and give the government back to the people. The Republic's been able to survive with the presidents having limited terms. I'd like to try it out on some of these old geezers in Congress, wouldn't hurt them a damn bit.",populist,1/8/21 13:32
132,3078_16,"Of course, he says he only wants to tax the rich. But you know there aren't enough rich folks to pay for his programs. And he endorsed the $100 billion tax increase passed by the congressional Democrats this year. And he's for it. And I'm against it. And who do you think is right?",not populist,1/8/21 13:33
133,3105_6,"I hope you don't mind if I point out a difference with my opponent. My opponent isn't sure exactly how he feels about free markets, open markets. And sometimes he says he's for them; other times, especially when he's talking to the special interests, he hedges his bets. But when American jobs are at stake, a president cannot hem and haw, can't waffle, can't waver in his commitments, say, """"On the one hand I'm for this; on the other I'm for that."""" You've got to work night and day to open those markets for American workers. ",not populist,1/8/21 13:37
134,1174_12,"To begin so comprehensive an overhauling, we need a new administration--a new administration that will call a halt to stop-and-start planning; an administration that will not demobilize and then hurriedly remobilize; an administration that will not swing from optimism to panic; and an administration that will plan for the future on something more solid than yesterday's headlines. This kind of a new administration, by restoring the pride of Americans in their government, will be able to command across sections of this country's best brains and best judgment. Under attack by men and women of this caliber, the problems of the Defense Department and of our other departments and agencies can, I believe, be brought under control.",not populist,1/8/21 13:37
135,2288_9,"We know that several giant grain companies had inside information on the sale of American wheat to the Soviet Union--information which enabled them to rob unsuspecting farmers of the fruit of their labor. We know the Republican Department of Agriculture granted a special grade period for export subsidies to swell the windfall profits of the grain companies even more. Whose interests were represented in that sorry affair? Certainly not the farmers who were gouged, nor the consumers who are paying higher prices for bread, and most certainly not the taxpayer, who was forced to contribute to the profits of the wheat traders.",populist,1/8/21 13:38
136,2012-11-04-rally-cincinnati-ohio_53,"All those kids in inner cities and small farm town, in the valleys of Ohio, the rolling Virginia hills, kids dreaming of becoming scientists or doctors or engineers or entrepreneurs, businessmen, diplomats, maybe even a President, they need a champion in Washington. They don't have a lobbyist. The future doesn't have the same kind of lobbyists as the status quo, but it's the dreams of those children that will be our saving grace.",not populist,1/8/21 13:38
137,2008-09-30-reno-nevada-1_19,"I will begin by reforming our tax code so that it doesn't reward the lobbyists who wrote it, but the American workers and small businesses who deserve it. I will eliminate capital gains taxes for small businesses and start-ups, so that we can grow our economy and create the high-wage, high-tech jobs of tomorrow. I will cut taxes - cut taxes - for 95% of all workers and their families. And if you make less than $250,000 a year, you will not see your taxes increase one single dime - because in an economy like this, the last thing we should do is raise taxes on the middle-class.",populist,1/8/21 13:38
138,945_26,"The present price, wage and rent control laws are, I think, in pretty bad shape. They are pock-marked with loopholes, loopholes bored by special interest groups so that they could feed and fatten on inflation. Yet I am convinced from what I know of the situation, and I make no pretense of being an economist, that these laws are operating as essential brakes upon an economy which could otherwise get out of hand.",populist,1/8/21 13:42
139,1175_4,"Possibly today the greatest aspiration of all humans everywhere is peace.  Now where has our present administration led us?  Seven years ago we were the mightiest military nation the world has ever seen.  For many decades we have been the most powerful industrial nation.  With 7 percent of the world's population, we produce 50% of the world's industrial products.  The genius of our people, the skill and intelligence of our working men and working women, in all of those things we are unmatched.  In our loyalty to our country we have a strength that is adequate to meet every situation, but when we are misled then all of that strength becomes at least partially wasted; and instead of a growing peace in the world, what do we have?  The Berlin Airlift, the Turkish emergency, the Greek emergency, and finally Korea--a series of blunders leading to a conflict that has cost us 120,000 in casualties.  These things must stop, but this doesn't measure the full extent of this administration's blunders growing out of its incompetence, with men too small for their jobs, and I think it is fair to say too big for their britches and too long in power.",not populist,1/8/21 14:01
140,2714_8,I didn't fight for fair housing legislation in 1967 and 1968 so this administration could pretend those laws don't exist. I didn't put myself on the line to support desegregation so this administration could reward segregation academies with tax breaks. I didn't put my name on the Voting Rights Act of 1965 so this administration could try to take your name off the voting lists.,not populist,1/8/21 14:02
141,1632_0,"Senator Smathers, my friend and colleague of many years in the House, your distinguished Congressman Charley Bennett, Mayor Burns, Senator Dickinson, distinguished guests, ladies and gentlemen: I am grateful to Senator Smathers for his introduction of me tonight.  I served with him in the Congress for over 14 years, and when I was married he stood up for me at my wedding.  We are friends, and, therefore, I am honored by his introduction to you who have supported him on the several occasions for the Senate of the United States.  I appreciate it, and I am glad to be in Jacksonville.  ",not populist,1/8/21 14:02
142,3254_6,"When I came to Orange County in 1992, many people said, why are you going there, it's the most Republican county in the country. And I said, because I'm trying to change our country and Orange County has got to be a big part of America's future. I came because I was tired of the politics of blame and division and name calling that had dominated Washington for far too long; because people being put into little boxes and labeled gave everyone an excuse not to work together to solve our problems and move this country forward. I did it because I believed that you could go beyond the tired rhetoric of yesterday's politics--that the real issue was how you could be both good for business and good for working people; how you could both grow the economy and protect the environment. I believe that you could be a fiscal conservative and still be progressive enough to meet the challenges of today and tomorrow for all these young people in the audience. That's what I believed then; that's what I believe now.",not populist,1/8/21 14:02
143,1337_4,They have shortchanged the small businessman--by tightening up his credit and his share of government contracts. They changed the tax laws--and shortchanged the less fortunate by giving 91 cents out of every dollar of tax cut to the corporations and higher-income taxpayers. They have shortchanged American labor by neglecting their promises to change the Taft-Hartley Act and by loading the National Labor Relations Board with management representatives.,not populist,1/8/21 14:02
144,2758_14,"I see an America where we put our kids first; where we invest again in them, in the human mind; where every young American has just as much right to go on to college and vocational school as the children of the wealthy. I see an America where we once again protect our air, our water, and our land.  I never want to see the likes of James Watt or Ann Gorsuch or those polluters in government again.",not populist,1/8/21 14:02
145,2012-09-12-vegas-nevada-0_9,"See, our vision, what we're fighting for, the reason all of you are here today, is because we believe in the basic bargain that built the largest middle class and the strongest economy the world has ever known. It's a bargain that says hard work will pay off; that if you act responsibly, you'll be rewarded; that everybody gets a fair shot, everybody does their fair share, everybody plays by the same rules, from Main Street to Wall Street to Washington, DC; that it doesn't matter where you come from or what you look like or what your last name is, here in America you can make it if you try. That's what we believe in.",not populist,1/8/21 14:03
146,2863_25,"Now, I've probably been going on too long up here, but... Oh? Well, I thought that's what they were saying over there.  But the point is, we made the right turn and a great turn in 1980. We were right to take command of the ship, to stop its aimless drift, and to get moving again. And we were right when we stopped sending out SOS and started saying """"U.S.A.""""",not populist,1/8/21 14:04
147,2016-08-16-west-bend-wisconsin_24,"Every day you pick up a newspaper, or turn on the nightly news, and you hear about some self-interest banker or some discredited Washington insider says they oppose our campaign. Or some encrusted old politician says they oppose our campaign. Or some big time lobbyist says they oppose our campaign.",populist,1/8/21 14:04
148,1957_31,"Theodore Roosevelt, the great Republican president, once said, """"The president of the United States is the steward of all the nation."""" And I want so much to be the president of all the people. I want a government that will encourage business instead of harass it, but I don't want a business government.",not populist,1/8/21 14:04
