text,pred_class,speech_par_id,speech_par_id_old
"You have an unusual quality of leadership in this great Northwest.  We celebrated some of the fruits of that planning yesterday in Canada, fruits of the work of men like the two great Senators from Washington, and this wise, veteran legislator from Vermont, George Aiken, who sits in the front row and does me great honor by coming to this area of the nation with me. Oregon, Washington, California, and Montana, all the great West, is here this morning, not to just talk about the glories of the past, but to try to pull all the talent of this great region together to undertake an adventure of tomorrow.",0,1896_37,1782_3
"Americans are not presented with a choice of parties.  Americans are not presented with a choice of liberalism and conservatism. Americans are faced with a concerted bid for power by factions which oppose all that both parties have supported.  It is a choice between the center and the fringe, between the responsible mainstream of American experience and the reckless and rejected extremes of American life.",0,1901_4,1901_4
"The strength of America today and the strength of America in the years to come will depend upon you, and you must build that strength, because it depends upon the vision of the people and on their willingness to look to the future and not to the past. Here's your look at the future. That's what you dreamed, that's what you saw, that's what you have. Aren't you proud of Oklahoma? I am.",0,1903_41,1903_41
"We're going to win because we have faith and because we have the support of the people and because we're builders and because we look forward to leaving this world a better place than we found it. Thank you for inviting us here. I wish I could stay all day, but I have two other engagements along the road down here in Arkansas and back in Texas tonight. But if you will invite me back sometime, I'll bring my boat and we'll have a good sail together.",0,1903_45,1903_45
"And to the memory of that progress, and to the determination that our children will never suffer that neglect, I have come to the great State of Oklahoma today to dedicate this great dam to you great people. I have devoted much of my thirty years of public career to the conservation of America's natural resources. So have Mike Monroney and Howard Edmondson and Carl Albert and Ed Edmondson. So did our great beloved friend, the giant of them all, Bob Kerr, who is watching down on us today. This dam was one of his dreams and I only wish that he could be here with us.",0,1903_5,1903_5
"The partnership of the government, your government--not an enemy way-off-yonder, but something that belongs to you--the partnership of your government and the universities is closest in the advanced education of postgraduate students.  Twenty-nine percent of engineering students, 37 percent of the students in physical science, 46 percent of those in life sciences, and 10 percent of those in humanities are aided. And there just simply must be no neglect of humanities.  The values of our free and compassionate society are as vital to our national success as the skills of our technical and scientific age.  And I look with the greatest of favor upon the proposal by your own able President Keeney's Commission for a National Foundation for the Humanities.",0,1906_11,1906_11
"The statue atop the State House of Rhode Island is dedicated to the independent man. Man cannot be independent if he or his society are imprisoned in dogma, or bound by bias, or borne down by hate, or fear, or suspicion, or discrimination.  At this moment, I believe that we have a great opportunity in this country to move forward.  As President Keeney has put it, """"move forward toward making our society what we know it really should be.""""",1,1906_16,1906_16
"But if we are courageous and farsighted and farseeing, if we have no fear of the truth, if we seek only after light, then we and our children and our children's children shall know the greatness of this wonderful, beautiful land we call America. I pray that when historians write the story of this time in our lives, that it may be recorded that this President tried, tried to lead his nation, tried to lead his nation with justice and with compassion and with courage--and there was faith and there was firmness in his heart. May it further be written that the people of the United States cast out their doubts, took great pride in their achievements, and bravely made of this land and this world a brighter, happier place for all mankind.",0,1906_18,1906_18
"For 175 years, through more than forty national elections, the American people have said, """"No, no, no,"""" to people who would follow this kind of a course.  And I think they are going to say """"No"""" this year. Because I think that you know in your heart that we are not going to follow the fringes in November.",0,1907_16,1907_16
"He is the worker, and he hopes someday he can have a little hospital care, he can have a little pension, he can have a little social security, he can have a place to take Molly and the babies when he retires.  That is his great love.  His boys go to war; they fight to preserve this system.  He likes his boss and he respects him.  He believes in free enterprise, and he does not hate the man who makes a reasonable return.",0,1908_11,1908_11
"""""So that is the first reason I came."""" And he said, """"The next reason I came was to show you I ain't scared of you!"""" So I really have three reasons for coming up here today.  I want to associate with you and learn things from you and ask you to help your government and to counsel with us and give us all of the advice you can.  Because we need it.",0,1908_26,1908_26
"First, I pledge responsible government.  We believe that it is every American's duty to support his government, but not necessarily in the style to which it has been accustomed.  That is why I have cut the budget by almost a billion dollars.  And we have many thousand less people on the federal payroll today than we did ten months ago.",0,1910_3,3344_24
"In Greece and Turkey, and in Korea, President Truman halted Communist aggression. In the Formosa Straits, President Eisenhower halted Communist aggression. In Cuba--and that was the last country that has gone Communist--remember, not a single country in the world has gone Communist since 1959--in Cuba, President Kennedy halted the Communist aggression which threatened the mainland of the United States itself.",0,1911_10,2585_17
"From Portland, Oregon, he was asked, """"How can you be sure that we will have peace?""""  And he answered, if you will remember, """"We have to work at peace   the way to maintain peace is to maintain our strength, to speak quietly, to identify ourselves with the cause of other people, to make it very clear to the Communists that we do not want war, that we are going to be firm, that we are building in this country a strong and a vital society."""" Well, that policy--strength and firmness matched to restraint and patience--has been the basic foreign policy of every American president, the basic foreign policy of both political parties for the past twenty years.  Our hand has always been out, but our guard has always been up.",0,1911_3,1911_3
"Everyone agreed on the great shaping principles of America's foreign policy. Together, they offered the Biblical prayer, """"Peace be to this house."""" For them the house of peace was the entire world.",0,1911_5,1911_5
"When tragedy befalls strong people, greater strength usually emerges on the other side.  I believe this is the case for Alaska.  Certainly, the tragedy of the great earthquake has drawn us all closer together--and given to Alaska the new strength of new interest, new confidence, and new understanding from all her sister states.",0,1914_3,1914_3
"But a responsible fiscal policy does not end with better programs and their frugal administration. An ever-broadening consensus--conservative and liberal, labor and business, Republican and Democratic--now recognizes the further responsibility of the federal government to take account of the impact of its total spending and its taxing on our economic life--on markets, on jobs, on wages and prices. That consensus recognizes that true fiscal responsibility will achieve a balanced budget out of the rising revenues of a healthy and prosperous economy--not by reckless cutbacks of expenditures to fit the shriveling tax revenues of a sick economy.",0,1918_9,1918_9
"I realize that tobacco has some special problems, but the way to solve them is not to destroy the program. Only two months ago I approved an increase of $2 million, for a crash program of tobacco research in the United States. Research is a way, I think, to solve these problems.",0,1919_15,1919_15
"Ten months ago, in a tragic moment, I was called upon to assume the awesome responsibilities of president of this country. And I told you that afternoon, after I took the oath of office in Air Force One, that I wanted you to give me your help and give me your hand; and give me your prayers; that all I could tell you was I would do the best I could. We had a difficult transition period because all the world was looking at us. Our great, young leader had fallen. And our own people and the other peoples of the world were watching what course America would take. You sustained me with your strength. You helped me with your prayers.",0,1922_21,1922_21
"Not long ago, a dictator, Mr. Castro, cut our water off at our base at Guantanamo, and there were voices in the land that immediately rose up and said, """"Let's send in the Marines."""" Well, we considered it carefully and we decided it would be a lot wiser to send in one admiral to turn the water off than to send a bunch of Marines in to turn the water on. Now, we are concerned with peace in Washington. We are going to keep our strength. We are going to keep our guard up, but we are going to keep our hand out. We will go anywhere, any time, to talk to anyone, if we can promote peace in the world. We do not want war, we do not believe in rattling our rockets or talking about dropping our bombs. We have been through two World Wars, and we know the price we paid for them. So that is why we are going to keep strong. That is why we are going to keep sensible.",0,1925_16,1925_16
"The next thing that is important is to stay prosperous, to try to see that every child has a schoolroom to attend, and a teacher to teach him. Try to see that every father has a job to send that kid to school. Try to see that he is paid decent wages. In this election, all of those things are at stake. We fought for social security thirty years ago. Twenty million Americans today draw social security. We don't want it to go down the drain. That is why you better go vote on November 3rd if you don't want social security to become voluntary.",0,1925_17,2008-10-09-dayton-ohio-2_5
"I am willing to go anywhere, I am willing to talk to anyone, I am willing to do anything that I can with honor to bring peace to the world. It will not be an easy achievement. It will not be one that can be reached by pushing a button. It will take patience. It will take understanding. It will take people who will follow the Golden Rule of """"""""Do unto others as you would have them do unto you.""""""""",0,1926_22,1926_22
"We passed the Area Redevelopment Act, the Manpower Act, the Trade Expansion Act, new housing legislation, three education bills, and don't forget this, the Nuclear Test Ban Treaty. I remember some newspaper reporters said, """"""""If you just pass two bills, if you can just get a bill where we can take all these fights out of the streets and put them in the courts, the civil rights bill,"""""""" and you will remember we had the Birmingham episodes and all the serious problems, """"""""if you can just take it out of the streets and put it in the courts."""""""" And it is now in the Supreme Court and we have had lots of difficulty with it, but we have tried to be patient and we have tried to be understanding. And we have had a good deal of integration of schools this year in some of the most difficult places in the United States--the state of Mississippi, and they have integrated their schools.",1,1927_44,1927_44
"If you want to, do away with these gains that you have made, this progress that we have made, over thirty years. In this country I believe in full employment. I think that every man and woman who wants to work and is willing to work ought to have a chance to work. I believe in full education.",0,1928_21,1928_21
"Old man James said, """"Well, Sammy, if that's the way you feel about it I guess you'll just have to do it. But I'd like to stay here and talk to you 'til daylight. """"Because,"""" he said, """"Sammy, if the momma and the girls and me ain't your friends, it's just because we ain't got sense enough!""""",0,1928_43,1994_9
"And Mr. Khrushchev picked up his missiles and put them on the decks of his ships, and with our helicopters whirling overhead with their photographic machinery, he took them back home. But ever since then, the leaders of their country and the leaders of our country have thanked the good Lord that nothing worse happened, because what might have been would be too horrible to think of. You are going to make the decision on who sits in those conferences that try to find a way and a means to peace in the world. You are not ever going to have a more important decision to make for yourself, for your wife, for your children, or for your uncles, or your cousins, or your aunts. You have a little over three weeks to make up your mind and to help your neighbors make up their minds. I am not an objective person to make a recommendation.",0,1930_27,1930_27
This administration is the first in a century not to experience a recession or a depression. This administration is the first since mid-century under which no nation in the world has fallen to communism. This administration is the first of the postwar age to offer a record not only of peace preserved but of peace courageously and effectively pursued.,0,1932_16,1774_23
"And the coolest man in that room, whose thumb was sitting there that could be put on the button, was the Commander in Chief, John Fitzgerald Kennedy, who had been abused all over that country. He is not here to defend himself, but I say shame on you that in his absence would attribute to him unworthy motives. At Oak Ridge, we have developed the mightiest, most awesome power that human ingenuity could contemplate or conceive. By a thumb on a button you can wipe out 300 million lives in a matter of moments. And this is no time and no hour and no day to be rattling your rockets around. Or clicking your heels like a storm trooper.",0,1932_43,1932_43
"If there ever was a time for us to try to unite and find areas of agreement, it is now. We are the mightiest nation in all the world, but that power must be used to prevent a war, instead of starting one. I don't want to imply that there is any man in my party that wants to start one or anyone in any other party that wants to start one. I think the Republicans are just as patriotic as the Democrats. And I haven't met any man that I know that I think wants to involve this country in any danger that he can avoid.",0,1932_45,1932_45
"But I do say that your resources, your people, your management, your faith, your vision, your twentieth century methods, your modern ideas, your great electronic industry and other industries that are coming to Arizona--that you will be growing twice as fast as the rest of the nation in the year 2000. You have one problem, and it is a mighty big problem.  No, no, now. I told you this wasn't going to be a political day and it is not. You get the wrong impression. Now wait a minute.",0,1933_5,1933_5
"You have a wonderful celebration here today. I am happy to see your smiling faces. Never in my life have I seen more people in one day more happy than I have seen in California, and if this were a government day or a political day, I would say I just hope I am as happy November 3rd as you are now.",0,1935_10,1935_10
"I know some people don't like what Washington does. As a matter of fact, when things don't go to suit me, I don't like it myself, sometimes. But your national government that leads you in fighting our wars and preserving our peace is your friend. Your two great senators are part of it, a big part of it. It is your friend; it is not your enemy.",0,1936_18,3204_8
"Article VIII of the Bill of Responsibilities is that we will see to it that every person who lives a productive, useful working life enjoys a secure and a meaningful older age. And that means that the 20 million now on social security are going to be protected, and we are going to make the system stronger, not weaker, and we are not about to make it voluntary, either. Article IX is that we will draw no false lines through our society, on the basis of race, religion, national origin, sex, or age.",1,1937_13,1937_13
"We have a Bill of Rights. We are also developing a Bill of Responsibilities, and that will be the guidepost of my administration. Article I of the Bill of Responsibilities is that government must be prudent. I am in favor of government that doesn't take in a cent it doesn't need and doesn't spend a cent it doesn't have to. Instead of increasing government expenditures, my first budget, the first Johnson budget to the Congress, calls for lower expenditures--$1 billion lower--and it is only the second budget in ten years to be lower. Instead of increasing the number of Government employees, the Johnson budget calls for a reduction, and it is the first budget to reduce Government employees in eight years.",0,1937_8,1937_8
"So you have three weeks now to decide. You will decide which thumb you expect to be in the vicinity of that button. You will decide which voice you want to pick up that """"hot line"""" if Moscow calls. You will decide who you want to lead this nation in its relations with other nations. You will decide what you want to do about the prosperity and the programs we have now.",0,1938_28,1938_28
"Governor Hughes, Senator Williams, Daniel Amster, ladies and gentlemen, and distinguished guests: In the past week I have visited fifteen states. I have seen more than 2 million people. In New England and the West, in the Midwest and the South, the story has been the same all across this land.",0,1942_0,1911_10
"Let's say to these men of little faith, the doubters and the critics, who sometimes become frustrated and other times become bitter--let's say, """"""""Let's turn the other cheek,"""""""" and say, """"""""God forgive them, for they really know not what they do."""""""" Here in New York, the leading state in the union, let all the people of all religions, of all ancestries, regardless of how they spell their name, of all colors, of all faiths--yes, of all parties--let us, as good Americans first, do not what is just good for the Democratic party, or the Republican Party. Let us on November 3rd go and do what each of us in our own conscience tells us is best for our beloved America.",1,1945_22,1945_22
"Half of the aged couples in this country have incomes of less than $200 a month. Half of those living alone have incomes of less than eighty dollars a month. The old get sick more often and the old stay in hospitals twice as long. When sickness strikes, it wipes out their savings that they have carefully put away for a lifetime. It is gone overnight.",0,1946_23,1946_23
"You are going to decide which man, in your judgment, which party, you would rather have close to that button. You are going to decide which man you want to pick up that telephone when Moscow rings. You will never make a more important decision. It ought not to be based on how I look or where I come from, or how I spell my name or my ancestry. It ought to be based on what is best for your country and you and your children. I don't want it based on anything else.",1,1946_37,2392_5
"I was talking to some folks coming up on the plane this morning and Bob Kennedy said this to me: """"We have international conferences. The United Nations has averted a number of wars because men sat down and reasoned together."""" He said, """"Somehow or other I don't believe that our people talk enough with each other about their own problems. So why, if we can take the people from the Asian Continent and from the African Continent and from the European Continent, and from the Western Hemisphere and bring them all together, a hundred-odd in the United Nations, why shouldn't we try to obtain peace at home between business, the men who employ our people, the capitalists who make the investments, the workers who produce the goods, the government who has a 52 percent take in everything that they make?",0,1946_6,1946_6
"The office of the American Presidency is a great and honorable office, created by a great people. Over the last 175 years, only thirty-five other Americans have held the trust that I hold today. One out of five of those men--one out of five of those thirty-five--have been sons of your state of Ohio. If they could all stand here beside me now, I believe all who have served before would agree with me on these facts:",0,1951_11,1951_11
"But 75 percent of our people are urban. One American in five moves each year. Today, young people are most likely to get hurt by pressure of a changing society.",0,1952_19,2016-10-28-manchester-new-hampshire_30
"So you have a duty and you have an obligation to yourself and to your children. You have an obligation to your country. You have the precious, the priceless right of suffrage, the right that no one can take away from you.",0,1952_30,1952_30
"What if we must learn to look everywhere for the restraint which our own example now sets for a few? Will the human race be safe in such a day?  The lesson of Lop Nor is that we are right to recognize the danger of nuclear spread; that we must continue to work against it, and we will.",0,1953_20,1953_20
"He had a vision of a world at peace. """"We will not reach that goal today,"""" President Kennedy said, """"or tomorrow. We may not reach it in our own lifetime. But the quest is the greatest adventure of our century.""""",0,1956_1,1956_1
"Mr. Chairman, Governor Clement: It is good to see so many old and true friends here in Memphis today. I am deeply touched by that most eloquent introduction by that man who has been such a faithful Democrat, your great governor, and my old-time friend, Frank Clement. I always want to come to Tennessee because I get to see one of my most reliable allies and your able former governor, my beloved friend, Buford Ellington.",0,1958_0,1958_0
"In 1954, our opponent voted not to spend $350 million, more for Army personnel and maintenance. I voted for that increase. In 1955--let's just come right on up to date--our opponent voted not to invest $46 million more for our Marine Corps. I voted for that $46 million.",0,1960_31,1960_31
"We will end discrimination against older Americans in Federal employment. We will increase benefits under social security to the 20 million now receiving benefits, and to the 2 million receiving old-age assistance. We will expand our housing programs for the 50 percent of our people 65 and over that are living in substandard homes or housing unsuited to their needs.",0,1964_9,1964_9
"I don't think there is but one real issue in this campaign. Who do you think is best able to secure peace in the world?[Audience response: """"LBJ!""""]",0,1966_8,2008-10-28-remarks-chester-pennsylvania_7
"The boy said, """"Well, I listened to a United States senator make a speech."""" The boss said, """"Well, the senator didn't speak all evening, did he?"""" The boy said, """"Mighty near, mighty near.""""",0,1968_21,2004-10-31-cincinnati-ohio-1_55
Tonight we have 72.5 million people working. Tonight we have an average wage in the manufacturing industries of $104 a week. Tonight we have 5 million more heads of families working than we had four years ago. Tonight our banks are full of money. We seldom hear any more of failures.,0,1968_23,1968_23
"Colonel Glenn, Secretary Nitze, ladies and gentlemen: This is a very unusual and very peculiar pleasure for me this morning to have with us one of our most distinguished Americans and his family. I would not have this privilege if we had followed Colonel Glenn's wishes, because he felt an unselfishness that is all too rare among all of us and particularly among people in the federal government. Colonel Glenn felt that his promotion would take from another worthy American a reward that he did not want to see him deprived of. And rather than do that, he would be willing to forego it himself. There are few people who reason that way. ",0,1969_0,1969_0
"In retrospect, as we look over the twelve months of our relations with our neighbors in this hemisphere, we can look at them with confidence, with respect, and with pride. And now I am going to ask Mr. Mann to make a full and detailed report on these developments to me quickly, shortly. I am going to ask Dr. Sanz here with CIAP to realize that we maintain an open door policy and that that door there to the president's office is always open to him and to his group for suggestions, for criticisms, for ideas. Because we do have a very genuine respect not only for the independence of our fellow men in this hemisphere but for their lofty and worthy desires to achieve for their people a better standard of living and a better way of life.",0,1970_5,1970_5
"Ladies and gentlemen, boys and girls: This is a great Democratic Tuesday in Pittsburgh, and a week from tonight it is going to be a great Democratic Tuesday. When I was a little boy, living in a small house, in a small town, in the backwoods of my state, I remember hearing a political leader say at the Fourth of July picnic that he loved freedom so much that he just wished all the people had a little bit of it. And as I came into this magnificent building tonight, and I saw the new Pittsburgh, and I saw all of these happy, smiling faces, I just wished that everybody in our country could be here, because I think it would be contagious.",0,1972_0,1972_0
But we know that he signed the Emancipation Proclamation 100 years ago. We have had some deliberate speed for 100 years. Emancipation was a proclamation but it was not a fact.,1,1972_44,1857_15
"I looked down that list of fifty-one major bills and every single one of those fifty-one bills had passed the United States Senate, and all but three or four had also passed the House of Representatives. And if God is willing and the creeks don't rise, they are going to pass the House of Representatives next year. But in a matter of minutes that catastrophe happened to America, and in a matter of minutes a nuclear catastrophe could overwhelm us all.",0,1973_19,2112_16
"I buy my cattle out here in New Mexico, the best breeds, and ship them down to Texas, and then talk about what fine cattle we raise down there. I just have to make a confession. I buy them from a fellow whose judgment about cattle is a lot better than his judgment about politics. He is Albert Mitchell, who used to be Republican national committeeman. But he sure does have fine cattle.",0,1974_19,1974_19
"I never left home a single morning but what I thought I might not see my wife and daughters again that night, because we did not know when those missiles would become operational. But during that whole period, the man that we have heard heckled and harassed, the man that we have heard in the last few days criticized when he is not here to answer himself, the man that was your president, your Commander in Chief, was the coolest man in that room, and his name was John Fitzgerald Kennedy. He didn't shoot from the hip.  He didn't talk first and think afterwards.  He didn't get confused.  He listened and he learned, and finally on the last hour as the clock was ticking and we were within moments of action, Mr. Khrushchev came in with a letter and he wrapped up his missiles in his tarpaulin canvases, he put them on his boats, while our helicopters flew over their decks, and we watched them take them out one by one by one.  A war was prevented, a Republic was saved.",0,1976_19,1976_19
"These next four years will be decisive for this country, and I think they will be decisive for the world.  These four years may well decide our destiny and may well decide the world's destiny for the next forty years. To make the right decisions, we must move ahead on two broad fronts: Here at home we must strengthen our economy and we must bring dignity and opportunity to the lives of all Americans.  Abroad we must constantly work for peace.  We must work for peace every day and every hour, with every ounce of strength and patience that we can muster.",0,1976_2,1976_2
"It is not easy to keep the peace in the world, but for twenty years we have kept the peace.  We have turned back Communist aggression more than once.  We will continue to stand guard at freedom's gate.  This nation is respected because we use our strength with restraint, and we use our responsibility with judgment.",0,1977_15,1977_15
"That makes the goose pimples come up on you when you mash that button and tell them to go out and they don't come back at 3:30, because you know they are some mother's son, and except for the grace of God it might be my mother's son.  I try to keep that in my mind. So when we were tested in the Gulf of Tonkin, when they shot at our destroyers, we answered appropriately and promptly.  We located their nests where they had these little PT boats, and we saw a city there that had a lot of women and children in it that was on the Chinese border where there are 700 million people, but we didn't see any reason that we should take that target and kill a lot of innocent people--women and children.  What we wanted was where those PT boats were nesting.  We wanted to get the old hen's nest.",0,1978_35,1978_35
"There are changes that we want to make and that we must make, prudent changes, responsible changes, changes I think for the better. But we never want to change the character or the conscience of our American system. And that is what you are going to prove in this election next Tuesday. The vote that you cast, and the vote that every American casts on next Tuesday will be heard around the world. America today is living in a goldfish bowl. The spotlight of 3 billion human beings is looking to us for leadership, and waiting and watching to know and to learn what kind of leadership you are going to offer yourselves and the world.",0,1982_16,2997_13
"That is why I say to you most earnestly today that the United States of America loves peace and hates war, and we do not intend to be buried. If your life was at stake, if your country faced a crisis, every man and woman out there would take their boy to the railroad station to see him go away to boot camp to put on that khaki uniform as they did in world War I and as they did in World War II. You are not being asked to do that today.  But you are being asked to go not to the railroad station, but go to the polling booth and vote for what in your heart you know is right.  The vote you cast will be your own, and the world that you save will be your own.",0,1983_32,1983_32
"But the question you have to decide is which man's thumb you want close to that button.  The thing you have to decide is when that telephone starts jingling and you hear the ring on the """"""""hot line"""""""" and they say, """"""""Moscow is calling,"""""""" you have to decide which man you want to lift up that receiver and what you want him to say. [At this point there was a demonstration in the crowds.]",0,1983_35,1983_35
Wait a minute.  They have already told me I have talked too long and I have go to finish.  I want to tell you one more story.,0,1983_36,1983_36
"Mr. Kennedy had a knife in his stomach, and he kept it there. And hour after hour and day after day those two leaders of millions of people, affecting billions of people, were eyeball to eyeball, and every mother, every child, and every human being that had any sense was living in great doubt about tomorrow. Because of that leadership and because of that judgment, and because of that experience, our Commander in Chief used power with restraint. He had his airplanes in the air and he had them loaded with bombs, and he had men that knew how to open that bomb bay. He had his carriers located at their proper places, and he had his Marines ready to jump out of those planes.",0,1983_41,1983_41
"Thomas Jefferson said that the judgment of the many is much to be preferred to the decision of the few, and the great mass of the American people, beginning here in the wonderful, beautiful state of Wisconsin, and throughout the other forty-nine states later, had selected a leader, had selected our Commander in Chief. The coolest man that sat in that room during those thirty-eight meetings was our President, your Commander in Chief, John Fitzgerald Kennedy. On next Tuesday you will have to go and in your own best judgment and in your own conscience select a new president. For 11 months I have picked up where he left off and I have done the best I could. And if I am selected for another four years I will give the job all the limited ability and all the talent I have, and I will try to search for peace in the world. I will try to maintain our strength and keep our guard up, but our hand out. I will be willing to go anywhere, to talk to anyone, to try to seek an honorable peace.",0,1984_32,2479_7
"The first thing you do Tuesday morning is get up and go and exercise the privilege that so many people in the world don't have--a private, a secret ballot.  The citizens all over America will be doing the same thing.  There will be 75 million of them.",0,1987_25,1987_25
"Let's don't try to threaten people by ultimatum and tell them what we will do with our bombs.  Let's try to reason out with them some way to avoid war, like the """"hot line,"""" like the agreement in space, like the nuclear test ban treaty that President Kennedy worked out.  All of these are small steps, but they are steps that can save you and make it possible for us to survive.",0,1987_31,1987_31
"We all have our private catalog of grudges.  Right at the top of my list is waste, w-a-s-t-e.  More and more I think we will get the right answers to most of the questions that we face in this country if we in government will declare a war on waste.  I mean waste in all of its forms, and I am going to discuss them briefly for you because mine is not a campaign of personalities, mine is not a campaign of mudslinging, mine is not a campaign of charging my opponent with anything.  I am not going to do any muckraking and name-calling.",0,1987_4,1987_4
"Sixth, I pledge a compassionate government, one that seeks to abolish poverty, that fights disease and ignorance, and brings to older citizens new hope and increased dignity. Seventh, I pledge that the constitutional rights of every citizen will be protected, and law and order will be maintained. Eighth, I pledge to do all in my power to meet our nation's growing education needs so that every boy and girl in America can receive all the education that they can use.",0,1990_10,1990_10
"With the help of my loving family we have been in forty-nine of the fifty states and we have tried so hard to be president of all the people, for all the people. We have tried to reason with the leaders of the world, and I saw 85 from 120 countries. We have tried to bring peace and brotherhood among our fellow men. ",0,1991_3,1991_3
"I have said that I thought our people ought to be united instead of divided, and I have tried to preach love instead of preach hate. I have tried to preach faith instead of preach doubt. I have tried to bring our people together and heal our wounds instead of make them angry and fighting each other. I think that we do have a more united people as a result of what I have done in this campaign and I think tomorrow night you will hear something about that unity in America when you hear the returns come in.",0,1992_7,1992_7
"Lady Bird started out with me here in Austin thirty years ago, and ten years later Lynda came along, and then in three or four years, Luci. Against my advice, Lady Bird got on the train and went all through the South and made forty-nine speeches in eight or ten Southern states. She came to see the people that she was raised with, and saw the people that she loved, and she also saw some ugly signs along the route and she heard some ugly things. But she went direct to them, face to face.",0,1993_21,1993_21
"If it is America's decision tomorrow that I maintain her trust, the days ahead will go forward as they have ever since I came to Austin thirty years ago. All of these years have been in preparation for this responsibility. It was here in Austin that I first learned that America is many people, from many countries, speaking many languages, many colors, with many different ideas, but moving always closer and closer together. And ever since, I have built my public life on the conviction that progress depends heavily on the narrowing of differences.",1,1993_9,944_16
Over the years we have built on these principles. No president of either party has ever renounced them or called for their destruction. They are the basis of our present prosperity--they are our hope for future abundance.,0,1994_9,2567_11
"And we have--we have awakened expectations.  We have aroused new voices and new voices that must and will be heard. We have inspired new hope in millions of men and women, and they are impatient--and rightfully so--impatient now to see their hopes and their aspirations fulfilled.",0,1995_27,1995_27
"Opponents and some who were once supporters of the movement for equal rights and social opportunity now disdainfully write it off.  Some Americans of all races, creeds and colors look upon that movement as finished--maybe even as a failure. Ugly riots, ugly rumors, ugly racisms divide and frighten the people. Burning, looting, and white and black terrorism make headlines, but I believe that the human rights movement represents America more truly than any terrorism, extremism or violence.",1,1997_8,1997_8
"Shall we let hope become frustration, impatience become violence?  Shall we turn things over to those--shall we turn things over to those who say they are going to burn this country down and then build things up their own way?  I think not.  There aren't many extremists in America, not many at all.  They are loud but they are few.  And those who listen to them are a minority, and if we let the extremists and the haters have their way in America, they will drag us all down.  But we don't intend to let them have their way.",0,1998_11,1998_11
"A generation shaped by Vietnam must remember the lessons of Vietnam: When America uses force in the world, the cause must be just, the goal must be clear, and the victory must be overwhelming. I will work to reduce nuclear weapons and nuclear tension in the world, to turn these years of influence into decades of peace. And at the earliest possible date, my administration will deploy missile defenses to guard against attack and blackmail.",0,2000-08-03-national-convention-0_33,2000-08-03-national-convention-0_33
"And our nation's leaders our responsible to confront problems, not pass them onto others. And to lead this nation to a responsibility era, that president himself must be responsible. So when I put my hand on the Bible, I will swear to not only uphold the laws of our land, I will swear to uphold the honor and dignity of the office to which I have been elected, so help me God.",0,2000-08-03-national-convention-0_62,2000-08-03-national-convention-0_62
"So this is not just an election between my opponent and me, it's about our people, our families and our future, and whether forces standing in your way will keep you from living a better life. To me, this election is about Mildred Nystel, Jacqueline Johnson, Katarina Gutierrez, Ian Malone. It's about millions of Americans whose names we may never know, but whose needs and dreams must always be our calling.",0,2000-08-17-national-convention-los_37,2000-08-17-national-convention-los_37
"Within the next few years, scientists will identify the genes that cause every type of cancer. We need a national commitment equal to the promise of this unequaled moment. So we will double the federal investment in medical research. We will find new medicines and new cures not just for cancer but for everything from diabetes to HIV/AIDS.",0,2000-08-17-national-convention-los_43,2004-10-28-remarks-westlake-ohio_27
"For revolutionary improvements in our schools, for higher standards and more accountability, to put fully qualified teachers in every classroom, test all new teachers and give teachers the training and professional development they deserve. It's time to treat and reward teachers like the professionals they are. It's not just about more money. It's about higher standards, accountability, new ideas.",0,2000-08-17-national-convention-los_45,2485_11
"Or we can just repeat the past like a broken record — letting the wealthiest Americans gorge themselves on tax cuts they don't need, and draining away the surplus you worked so hard to build. And I'm not going to let us be dragged back to sky-high deficits that would drive interest rates through the roof, and drive the economy back into a ditch. These are fundamental choices — not just about numbers and budgets, but about the character of our society.",0,2000-10-30-remarks-muskegon-michigan_5,2000-10-30-remarks-muskegon-michigan_5
"Eight Nobel Prize winning economists looked at his plan and said the numbers """"""""do not add up."""""""" When he was asked to clarify how he could possibly make his plan add up, Governor Bush refused, and said that he would provide additional details after the election. That's fine; we're going to win Florida, so it won't matter.",0,2000-11-01-remarks-kissimmee-florida_13,2000-11-01-remarks-kissimmee-florida_13
"Actually, Social Security is much more than that. It embodies our values. It links each American generation to the next, with commitments of love and caring. It's how we care for our mothers and fathers. It's how we give younger workers a bedrock of retirement savings they can build on, no matter what. It truly is a compact -- one that makes all our families stronger, and under-girds the financial security of each generation in every family.",0,2000-11-01-remarks-kissimmee-florida_7,2000-11-01-remarks-kissimmee-florida_7
"Now, let me hear from you.  Questions, please.  I don't want to be the picker and the chooser or some people will think I have a few people set out here.  This is rawhide confrontation, now--unplanned, unorganized.",0,2000_23,2000_23
"I do not think that you can make social progress in lawlessness and violence.  I do not believe so.  I think in this country of ours you can make general social progress in order, that is, if there is reasonable order and that means, of course, civil order and civil justice.  They are one and inseparable.",0,2000_38,2000_38
