Speech_id,text,length,par_id
1673,"Now, 100 years later, we know there is a God, and we know He hates injustice.  We see the storm coming, and we know His hand is in it.  But if He has a place and a part for us, I believe that we are ready.  Thank you.",217,999
1667,Thank you.,10,998
3070,"Once again, let me say I hope this hasn't been too long and too specific, but this strikes at the core and the well being of every single family in America. There is no better place to talk about family and family values than it is right here with Steve and Gretel.",265,998
3070,"To all of you, my thanks for this warm Ohio welcome. May God bless the greatest, freest country on the face of the earth, the United States of America. Thank you all. ",167,999
2597,Thank you very much. God bless you. Thank you.,46,998
1920,Good luck and God bless you. I hope that each and every one of you can come to the inauguration. Wouldn't that be a wonderful sight in Washington in January?,157,998
1934,"The only thing that America has to fear is fear itself. And if I know anything about America, and I have traveled in thirty-three states, Americans are unafraid.",161,998
1934,"Goodbye, goodbye. God bless all of you.",39,999
2583,Thank you very much.,20,998
1908,"Finally, I want to tell you that I appreciate what you have done for me, and with me, and most of all for your government, for your country, regardless of your religion, or your party, or where you live.  And finally, I just wanted all of you to know I wasn't scared of you.",274,998
2554,"You've got a friend in the Oval Office, and if you'll help me, I'll be there as your friend for the next four years.",116,998
2554,Thank you very much.,20,999
2232,Thank you very much and God bless you.,38,998
2226,Q: Our ,7,998
2226,"A: I think that if we will end the war in Southeast Asia that set off these inflationary pressures in the first place much of the reason for wage-price controls will disappear. But in any event let us assume that this doesn't happen. Let us assume that these inflationary pressures continue. I want an evenhanded policy that doesn't make labor the goat of these wage-price controls. It is just a fact of life today that the wage-price controls are working pretty well in regulating the wages of working people. They are not working in controlling prices. Prices have gone up another eighteen points during the time that Mr. Nixon has been in the White House. The price of everything we buy continues to rise, and if we are going to continue to have wage-price controls I would at least make you a commitment that they would be administered in an evenhanded way, so that we don't have a five and a half percent lid on the income of working people and then permit the salaries and the profits of corporate executives to skyrocket in some cases as much as 100 percent. I think it is the inequity between the two that people object to.",1131,999
3138,Thank you and God bless you all. Thank you very much. Thanks for coming.,72,998
1049,"When Christ said, ""Be ye perfect,"" he knew that men were not perfect, nor ever would be. He meant something more--that men can find salvation, can enter into the kingdom of heaven, only by striving for perfection.",213,998
1049,"Not I nor any honest man can promise you a perfect world. What we can all pledge is hard work and struggle, and a will to labor ceaselessly for perfection, so that we can closer approach the world we mean to make--a world where all men do live as brothers under the law of God.",277,999
2568,"This bright future, of a nation strong, secure, prosperous, united, proud, raising high the banner of human rights, and a nation committed to peace--that's the vision I have for the future. It's a bright future, an optimistic future. And I look forward to sharing that future with other Democratic candidates like Maggie, like Jim McDermott, if you'll help us between now and November the 4th. We'll have a great victory, thanks to you.",436,998
2568,God bless you. ,15,999
3110,"This is a little symbol that's flown over the Capitol. This is for Arlington on its 100th birthday. Many, many thanks and congratulations.",138,998
1707,"One hundred years ago in the presidential campaign of 1860, Abraham Lincoln wrote a friend, ""I know there is a God and I know He hates injustice.  I see the storm coming, and I know His hand is in it.  But if He has a place and a part for me, I believe that I am ready.""  Now, 100 years later, the contest still is between freedom and slavery, we know there is a God and we know He hates injustice and we see the storm coming.  We see His hand in it.  But if He has a place and a part for us, I believe we are ready.  I ask your help next Tuesday.  ",549,998
1707,Thank you.,10,999
1713,"I want the people of the world to know that in 1960 a new generation of Americans is taking over, a generation committed to progress, committed to picking this country up and moving it forward.  I want America to stand as a symbol around the world of what freedom can do.  I want everyone in Latin America, in Africa, in Asia, to look to us, not to Khrushchev, but to us.  What this country can do, fairness for all people, justice--I want progress and we are going to get it.  I ask your help.",494,998
1713,"I ask you to march with us.  I want to make it clear that the fight in 1960 is between those who are comfortable and those who are concerned, between those who want progress and those who look to the good old days, between those who stand where Dewey stood and Landon and all the others, and those who stand where Woodrow Wilson stood and Franklin Roosevelt.  I come here to Oakland in the last five days of this campaign, and I ask your help in moving California and the nation and strengthening the cause of freedom.  Join us.  Move with us.  Let's go.",554,999
3104,"And I have faith in our great country. Clinton talks about our country being somewhere below Germany but north of Sri Lanka. He ought to open his eyes and look around. We are the most respected country in the entire world. Now, we enhanced the peace, and now let's take that power and use it to help every working man and woman in this country. ",345,998
3104,"May God bless you all. Joe, again my thanks. And thanks to all of you for this fantastic rally. Thank you so very much. Thank you.",130,999
1075,"     It is charged that I have said many complicated and elusive things in this campaign.  In my judgment, there is nothing complicated or elusive about a man's devotion to truth, to justice, to freedom and to mercy.",216,998
1075,"     I think once again on Tuesday, we will demonstrate that the people are infinitely wiser than the Republicans have ever dreamed.",132,999
2795,"Thank you all, and God bless you.",33,998
1288,I use that word only to signify two facts. First: we are united and devoted to a just cause of the purest meaning to all humankind. Second: we know that--for all the might of our effort--victory can come only with the gift of God's help.,237,998
1288,In this spirit--humble servants of a proud ideal--we do soberly say: this is a crusade.,87,999
2959,Thank you all very much.,24,998
2781,The President: Save them for the next time. Save it for the next time.,70,998
2781,"Q.: But we're not certain there's going to be a next time, sir.",63,999
2971,"Thank you, and God bless you.",29,998
1539,"I think for us, for this country, for the cause of freedom, if we meet our obligations, it can be a rising sun, and the beginning for us all of a great new day. Thank you.",171,998
2756,Thank you.,10,998
2742,"Thank you very, very much.",26,998
2024,The first step in this new strategy for peace is ratification of the treaty to stop the spread of nuclear weapons--the Nuclear Nonproliferation Treaty.  We have worked diligently to perfect this agreement.,205,998
2024,Let us not squander this opportunity for peace through narrow partisanship or election-year maneuvering.  Let us join together in a common call for action this year--while we still have the chance.  ,199,999
1505,"""I think the true discovery of America is before us. I think the true fulfillment of our spirit, of our people, of our mighty and immortal land, is yet to come.""",161,998
3312,"And none of us are perfect. But some of us have different views and stronger convictions and more commitment. And we see it happening day after day after day, violent crime--violent crime. And so I thank you all for letting me be here today. I thank you for letting me participate with Jack Kemp and the governors and Tom Ridge, thank you very much.",349,998
3312,"Bill Bennett, thank you for coming. Thanks a lot. God bless America. We're going to win the race.",97,999
1263,"If I am elected, I pledge to you--to all of you, all over this land--that I shall regard the presidency of the United States, not as the highest ""job"" in the land, but as a call to the leadership of the greatest crusade in the world.  That leadership will be made up of outstanding men and women from local communities throughout the nation.  With such a joining of forces, our crusade can serve America and the free world in the cause of peace.",445,998
1263,I ask you to join that crusade--for your future. ,49,999
1277,"Ladies and gentlemen, as I go through this campaign, I have learned that, although I bring this administration to your attention, I need pay no attention whatsoever to the slander.  I will leave that to you to answer on November 4 and then this crusade will really start to give good government for bad government.",314,998
1277,Thank you a lot. ,17,999
3306,"Until next week, this is Bob Dole saying, thanks for listening, and please keep the hurricane victims and recovery workers in your thoughts and your prayers.",157,998
2018,"Will we be in a position to take advantage of those opportunities?  Or will we be led by men who turn their backs on the future and neglect these critical areas of rural development, and human development generally, for which they have little understanding and less compassion?",277,998
2018,"It is going to be a hard race.  But with your help, I mean to win.  ",68,999
1511,"We don't promise an easy future at home and abroad because there is no easy life for a citizen of the United States who bears his responsibilities in 1960. But we can say to you that the Democratic party, as it has so often in the past, is prepared to lead; and if we are successful this country will move again. Thank you.",323,998
1276,"If you share that vision, you can be one of the molders of America's greater destiny.",85,998
1276,You belong in our crusade. ,27,999
1510,"Let me say that this is not a problem just for West Virginia. This is a problem for the country, because if we are moving ahead here in the United States, if we are strengthening ourselves here, then the power and prestige of the United States increases. If we are standing still, if we give the impression that the future belongs to the Communists and not to us, if we are not able to meet our own problems, then we affect ourselves and our position and our children's position in the future. I ask your help in this campaign.  I think this country is a great country, and I think it requires the dedicated effort of all of us. I think this country should move again.",668,998
1510,"I can assure you that I stand here tonight as the standard-bearer of a party which has been led in other years by great Americans in this century like Woodrow Wilson and Franklin Roosevelt and Harry Truman, and I pledge to you that what they tried to do in their day and in their generation, we are going to do again. If we win this election, the Democratic party will lead and the United States will move again. Thank you.",423,999
3307,You're conservative Louisianans. You believe in less government. You believe in less taxes. You believe in less regulation. You want strong leadership. You don't want to turn our armies over to the United Nations. You want Bob Dole to make those decisions as president of the United States.,290,998
3307,"The bottom line is trust. The bottom line is trust. I trust the American people. I said it and you ought to keep that in mind. I trust the American people. President Clinton trusts the government. He's got more government programs--in fact, they've got programs you haven't even heard about yet. I was on the Senate floor before I left in June and I said one day, ""Now gentlemen, let me tax your memories,"" and Ted Kennedy jumped up and said, ""Why haven't we thought about that before?"" They want to tax everything, everything, everything. They've got hundreds of ideas you haven't even heard about on how to get more of your property, more of your money, more authority. And I say it's time to stop. Let's build a bridge to Little Rock, Arkansas, and send Bill Clinton back in January.",786,999
3313,"This is about the America that all of us want. It's about an America that doesn't fear the streets of our own neighborhoods, an America that doesn't have to live behind locked doors, an America where mothers don't tremble for the safety of children walking to school, an America where all are free to live out their dreams--where no one is left behind, no one is counted out, and no one is lost.",395,998
3313,"Thank you very much, God bless you, and God bless America.",58,999
1504,"During the American Constitutional Convention, just before the convention, there was in Hartford, Connecticut one day a storm which overcast the United States, and in that religious day, men fell on their knees and begged a final blessing before the end came. The Connecticut House of Representatives was in session and many of the members clamored for immediate adjournment. The speaker of the house, one Colonel Davenport, came to his feet and he silenced the din with these words: ""The day of judgment is either approaching or it is not. If it is not, there is no cause for adjournment. If it is, I choose to be found doing my duty. I wish, therefore, that candles may be brought.""",684,998
1504,"I hope in a dark and uncertain period in our own country that we, too, may bring candles to help light our country's way. Thank you.",132,999
1262,"Now, ladies and gentlemen, there are all sorts of programs of fear that they are trying to sell you.  I am not going to try to enumerate them.  Some of the latest ones they have tried to sell with respect to me, my good friends, Cardinal Spellman, Rabbi Silver and Barney Baruch have taken care of.  They took care of them in a way that made me very proud of them.",364,998
1262,"And now, ladies and gentlemen, I promised not to keep you long and it is time to get aboard the train.  I have got to get down to Wooster and I understand I am an hour and a half late now.  Thank you again for turning out. ",223,999
2743,"Thank you very, very much.",26,998
2025,"I want you to go North in a mighty movement to help this country heal its wounds, to move forward as a mighty force for good and for justice--not only for ourselves but as an example in this world.  Now, let's get to it.",220,998
2025,Thank you very much.,20,999
1538,"Now 100 years later, with the issue still the same, freedom or slavery, we know there is a God, and we know He hates injustice, and we see the storm coming. We know His hand is in it. But I think if He has a place and a part for us, I believe that we are ready. I ask your help in this campaign. Thank you.",306,998
2031,"I repeat, the American people are unhappy about any war.  I hope we will always be that way.  But this handful of people, whoever they are, do not represent the overwhelming majority of the American people.  And I call upon the great majority of the American people to make their voice heard in this country rather than that loud little raucous minority.  ",356,998
2031,Thank you.  ,12,999
2964,I hope you'll ask me to return.,31,998
2970,Thank you very much and God bless you.,38,998
2780,God bless you all.,18,998
1289,"I have been asked only one question since I have entered the grounds.  This question has come from grown-ups and from the youngsters, and it has just been one thing:  Who am I going to root for this afternoon?  I want to make it quite clear that, although I am on leave, I am still president of Columbia and I will be yelping--as long as I am allowed to stay here by the requirements of this new profession I have entered--as long as I am allowed to stay here, I am going to be on Columbia's side.  I do not assume that that is too important to anybody else, and the cadets may express some type of displeasure.  But I am sure if they would stop to think about it a moment, they would know I could not be anywhere else than this, in spite of the fact that more years ago than most of you here were born I was playing on that cadet team--one of the sweetest memories of my life--but not as close and not as real today as this feeling for Columbia, what it can mean, what it does mean and what it is going to mean to the United States.",1033,998
1289,"Let me say this--and I do not think this is political--whatever happens to me in the future, be I private citizen or be I public official, I have been guaranteed that they never will sever the last tie that ties me to this institution.  So I can carry it, not only in my heart, but they tell me that they always will keep a place for me on the Trustee Board.  I cannot tell you how happy that makes me.",402,999
2794,"Well, thank you all very much. Thank you.",41,998
3105,"So we're going to stay in there, and we are going to build this future together. So don't let the pessimists talk you down. You're showing the rest of this country that America is a rising nation now, just as we always have been. ",230,998
3105,"Thank you all for this wonderful day. May God bless you, each and every one of you. Thank you very, very much. ",111,999
1712,"The Bible tells us, ""When the trumpet blows an uncertain note, who prepares for the battle?""  I want that trumpet to blow a certain note.  I want Mr. Khrushchev to know that a new generation of Americans who fought in Italy and Europe, who fought in the Pacific for freedom in World War II, is going to fight in the 1960s for the defense of freedom in the United States and all around the world.  And I come to San Diego and ask your help in doing so.",451,998
1712,"I ask you in this community-hard hit, but a basic defense area of the United States--I ask you as citizens of this country, can we entrust the leadership to Mr. Nixon and the Republican party?  They say Whittier is beautiful in the spring and I think that is the place for Mr. Nixon to ruminate over the problems of this country.  In 1960, this country will be prepared to move again.  California and the nation cannot provide education for our children, jobs for our people, opportunities for our people, medical care tied to Social Security.  Under the bill that they have, you have to take a pauper's oath.  We provide it under Social Security.  We want action.  I want to see this country move again, and I come here to San Diego and California and I ask your help in securing the future.",792,999
1074,"If we have the courage and the fortitude to walk through the valley of the shadow boldly and mercifully and justly, we shall yet emerge in the blazing dawn of a glorious new day.",178,998
2569,Thank you very much.,20,998
1060,"And before I go, I should like also, if I could, to introduce to you the Vice Chairman of the Democratic National Committee, Mrs. India Edwards, who is traveling on our train. And we have another very charming lady on our train, the national co-chairman of the Volunteers for Stevenson and Sparkman, Mrs. Dick of Chicago.",321,998
1060,"That is about all I have to show off, except some less handsome politicians. You are so good; I wish every one of you Godspeed, and my thanks for this lovely sunlight.",167,999
1706,"So I come here today, saying that this country is faced with difficulty and hazardous days.  We need all the talent we can get.  What we want is a fair chance and a fair opportunity to move ahead, to strengthen our country, develop the potential of our people, and to that we are committed.  ",292,998
1706,Thank you.,10,999
3139,Thank you all very much. Keep your TVs on. Thanks a lot.,56,998
1048,But all of them are human problems that confront American families. And they will all be handled better if you have governments at home and in Washington that are concerned about the human problems that people face in their everyday lives.,239,998
1048,That is the kind of government you have had for twenty years under the Democratic party. That is the kind of government I think you want--and need--in the future.,162,999
2555,"God bless you all. Thank you very much, everybody.",50,998
2233,I suspect the American people have a higher standard of right and wrong. These investigations look about as fair and impartial as the judging at the recent Olympics. I predict we'll see some different conclusions on November 7th.,229,998
1909,"But I do want you to know this: I don't know how many presidents are as lucky and as fortunate as I am to get a chance to come here in the autumn season to the lovely little state of Vermont and look you in the face and tell you that I want your help, I want your hand, I want your prayers.  And if you give them to me, I will just do the best I can.",350,998
1909,Thank you very much.,20,999
1935,"But the first thing we have to do is learn to ""love thy neighbor as thyself,"" and to live in the world with other people.",121,998
1935,"For eleven months I have tried to help us have peace in the world, and if I can have your help, if I can have your hand, if I can have your heart, if I can have your prayers, if the good Lord is willing, I will continue to try to lead this nation and this world to peace.",271,999
1921,"I could spend all afternoon recommending myself, but I am not going to do that. I am going to recommend this to you: You study this matter, you look at the record, you listen to the statements, and then you go and do not what is best for the Democrats, not what is best for the Republicans, but you go and do what you know in your heart is best for America.",357,998
1921,"This has been a delightful afternoon. I want to thank all of you for your wonderful courtesy. I want to ask you to give me your help, give me your hand, give me your prayers in the job that I am trying so hard to do. If you will do that, we will have the greatest victory for good government and for all the American people on November 3rd that you ever read about in all American history.",389,999
3071,"Don't listen to them. We can do anything we set our sights to do. So let's have a better system of education. Let's help the people that need it. And God bless those from North Carolina who, when they were sent -- when people from Florida came to help in Hugo, North Carolina paying it back in spades. I was in Jeanerette, Louisiana, the other day. And here was a group of guys. They'd driven all night to show that North Carolina hospitality and concern for the people of Louisiana. That wasn't the government. That was the people that were doing it.",551,998
3071,"Thank you all very, very much for this warm welcome back to this state. I need your support in November. I believe we're going to win. Let us finish the job of helping the United States of America. And yes, let's help those veterans. God bless you, and thank you very, very much.",279,999
1666,"I read an article in Life magazine, ""What Is Our National Purpose?""  In this challenging time when the survival of freedom is at stake, we have to wonder what our national purpose is.  The president of the United States is the voice of America; he sets the national purpose and in my judgment, the issue in this campaign is between the concerned and the comfortable, those who believe what we are now doing is good enough and those who want to start out again.  Here at home in the development of our economic growth, in our relations with Latin America, in our relations with Africa, in outer space, do you really believe this administration has come to grips with change?  The reason we have difficulty with Mr. Castro is because we do not any longer influence the countries of Latin America to join with us in any concerted plan of action.  The reason that countries of Africa no longer support the United States and look to it is because we have been indifferent to the problems of that vital continent.  In 1957 we had more Foreign Service people stationed in West Germany than we did in all of Africa.",1107,998
1666,"I want to make it very clear, because you must make the final judgment, I want to make it very clear that I am not a bit satisfied as a citizen of this country with our present rate of growth, with our present image in the world, with our present sense of national purpose.  I have unlimited faith in this country, but I believe we have to decide--and right up there on that plaque are the words--we have to decide whether our generation of Americans is going to make a sacrifice and a service to our country that the times require, or are they going to put a plaque up here ten years from now that this generation of Americans failed its responsibility?  That is the decision you make on November 8th.  What kind of a country and world do you want, what do you see as your responsibility as a citizen of this country?  I believe that issue sharply divides Mr. Nixon and myself, and on the basis that I want this country to resume its forward march, I want us to look to the future and not the present or the past.  I want you to join me in serving this country and moving this country forward.",1094,999
2409,"But if you'll help me on November the 2nd, I'll help you on January the 20th and the next four years, to make our nation great once again. Is that a deal? Thank you very much.",175,998
1114,"Ladies and gentlemen, for turning out this morning, my most grateful thanks.  You have done me an honor that I shall never forget.  Thank you and don't forget, get registered and get out to those polls and get government back with you, not in Washington.",254,998
1672,"So on that basis, as one who looks to the future, as one who has the greatest confidence in this country, as one who believes that we can win this election, I come and ask your help.  ",184,998
1672,Thank you.,10,999
1882,All these hidden consequences of the Kennedy farm program are not something I have dreamed up. They have been traced out in a special report made public several weeks ago by career farm and food experts in the U.S. Department of Agriculture.,241,998
1882,"The dairy farmers and the other farmers and ranchers of Wisconsin and elsewhere deserve better than this. I believe that tomorrow the voters will reject Mr. Kennedy and his radical, destructive farm program.",207,999
2353,"We still have a long way to go--but our goal is clear. And for me its symbol is Fort Detrick, Maryland, welcoming the Soviet Minister of Health.This is the kind of world we must leave for our children, a world in which the genius that split the atom and took us to the moon is turned not to conquering one another but to conquering pain and disease, making our world a healthier, happier place for our people and for all people.Thank you, and good afternoon.",458,998
1128,"The responsibility for making up your mind is yours and the responsibility for voting is yours.  I merely remind you as to these things that are going on, that are troubling the hearts and minds of America today, if each consider them as serious as I do; if you believe that it is high time for free-born Americans to stand up and take back their government into their own hands; to quit lining the pockets of crooked tax collectors; to clean out our government; to pursue reasonable programs with our allies abroad and get expenditures within the capacity of our income; to stop taking such an unconscionable portion of our wages in taxes--if you believe all those things, then it is high time we were all doing something about it, and we know exactly what it is we must do.",775,998
1128,"I have been a soldier a long time and I know there are in this audience a number of my old comrades to whom, with your permission, I bring special greetings.  They, as well as I, know that to win a fight you never go into battle with long faces.  You put on a grin and you go after it.  The one thing I tell you this evening that I know is true is this:  America is on the march, and we can do it.",397,999
2421,Thank you very much.,20,998
2347,So we thank you for being such wonderful Americans. We thank your son for what he did for this country.,103,998
1896,Thank you very much for your wonderful hospitality.,51,998
1869,Thank you very much.,20,998
2390,Thank you very much for letting me come.,40,998
1699,"And with Martin Luther King in jail, Mr. Nixon's headquarters issued a statement, ""No comment.""  If that is what you want, you can have him.  But I think you will agree with me that it is time that America moved forward.  ",222,998
1699,Thank you.,10,999
1841,"And so, with that, I want to say again what a privilege it is to see you.  I want to thank you for coming out, and I can assure you that Cabot Lodge and I and these candidates who have been introduced here at the state level, that we know what you want.  We know the kind of government you want, and we're going to do our level best to give you the kind of government that Americans want, regardless of what your party may be.",426,998
1841,Thank you.,10,999
1855,"I just want to tell you a bit about our last week and the one that is to come, and then you will get the feel of this campaign. A week ago we started on the train--up through Pennsylvania, into Pittsburgh; then up through Ohio, first with a meeting at Cincinnati, at which Cabot Lodge was present; then through the heartland of Ohio, to another meeting at Toledo; then up through Michigan up to Muskegon for a meeting there; then on to Iowa and two days in Illinois. In every city we visited, we had the biggest crowds in history--bigger than in 1952, bigger than in 1956--and the greatest enthusiasm.",601,998
1855,"What has happened? Ten days ago this campaign began to catch hold. Ten days ago the tide began to run, as it does in a campaign. A candidate feels this. A candidate knows it. I know it. And I feel that tide tonight. I feel it sweeping through the state of New Jersey. I tell you that when we leave New Jersey tonight and go tomorrow again to Pennsylvania and then into New York for two days, then South Carolina, then a day in Texas, and then two in California, with Wyoming and Washington in between, and then to Alaska, and then to Detroit, back to Washington, and then back to California to vote--21,000 miles in the next eight days--I can only tell you this: we will keep this tide rolling. Won't you do the same here in Bergen County? ",740,999
1302,"Now, ladies and gentlemen, it is to throw out twenty-two-caliber men who are trying to fill forty-five-caliber jobs that we have to devote our attention during this next week.  You look over the scene--you look at what has happened--and you decide where you can get people who are honest, who believe that public service is something to which they should dedicate themselves and not try to use it for their own benefit, and where you can get people who are friendly because they are part of you.  That is what the crusade aims to give you.  You will make the decision on November 4.  For one, I have complete confidence in that decision.",637,998
1302,Thank you very much.,20,999
1464,"Every effort that we have made to secure federal aid for education, aid for our older citizens, a better deal for all Americans, I think this administration has opposed. I don't think this country is ready to see the administration of the country turned over in the most dangerous years of our history to a standstill, status quo administration. I think we can do better. I ask your help in this campaign. Give me your hands and your voice and I think we can move again. And I think the place to win this election is right here in the state of California.",555,998
1464,"I want you--my wife is having a baby. I want you to meet my sister who used to come from Massachusetts but saw the wisdom of coming west; my sister, Pat Lawford. And I would like to have you meet, I hope, your next congressman, Doug Page. Thank you.",249,999
3273,"We're making real progress in our fight against crime, but we still have a lot of work to do. If we'll come together as a national community to stand by those who have been caught in the crossfire, to take crime out of politics and put the focus back on people, protecting them and making their future brighter, we will move together into the twenty-first century stronger and more united and safer than ever before.",416,998
3273,Thanks for listening.,21,999
3267,"All we need to do is to make a commitment to build that bridge and to move forward together. You've got the right slogan, Lake Charles. Let's live by it. Let's know that our responsibility begins by showing up on Tuesday, November the 5th, to vote for it. And let's build that bridge together to the twenty-first century.",321,998
3267,Thank you and God bless you.,28,999
2179,It's this great change that ,28,998
1470,"I want you to meet my sister, who lives in California, who left Massachusetts because she did not like the weather there, who is out here. My sister, Pat Lawford. I would like to have you meet Senator ""Scoop"" Jackson, Chairman of the Democratic National Committee, from Washington, who will say a word to you.",309,998
2637,"I want more than anything I've ever wanted, to have an administration that will, through its actions, at home and in the international arena, let millions of people know that Miss Liberty still ""lifts her lamp beside the golden door."" Through our international broadcasting stations--the Voice of America, Radio Free Europe, and the others--let us send, loud and clear, the message that this generation of Americans intends to keep that lamp shining; that this dream, this last best hope of man on earth, this nation under God, shall not perish from the earth. We will instead carry on the building of an American economy that once again holds forth real opportunity for all, we shall continue to be a symbol of freedom and guardian of the eternal values that so inspired those who came to this port of entry.",809,998
2637,"Let us pledge to each other, with this Great Lady looking on, that we can, and so help us God, we will make America great again.",128,999
2151,"My friends, I say to you today, give us the chance not to tell the American people solely what government is going to do to perpetuate the dependency that people who have not had that chance have had, but give us a chance to provide the new leadership so that all Americans may have the opportunity which is our birthright. That is the American Dream that I have seen in my life. It is the American Dream that you want, and I say to you, my friends in Oklahoma, as I stand before you today, I am convinced that these winds that are blowing across this airfield, and the great winds of change that are blowing across America are going to bring a new day for America, a day that will make us all proud of this nation, proud of our background, proud of our heritage; but proud particularly because America will again become the land of opportunity for all.",853,998
2151,This is our chance. This is your chance. I need your help. Let's go out and win it big.,87,999
2145,"Thank you.  Thank you, and God bless you and good night.",56,998
2623,Thank you very much. God bless you.,35,998
2810,"For that we must all be truly thankful, and I thank you so much for your wonderful hospitality. I go away from here feeling a little taller and, believe me, very proud, indeed. Thank you very much, and vaya con dios. Thank you.",227,998
964,I tell you again that I am deeply touched and grateful to every one of you--Republicans and Democrats alike--for coming here this afternoon on this lovely autumn day in Waukesha and affording me this opportunity to talk to you even briefly--and I hope it has been briefly.,272,998
964,Thank you very much indeed.,27,999
2804,"Well, I think there's only one way we could top that song, and that's to put all our hopes and dreams for our country into one simple phrase: ""On America.""",155,998
2804,Thank you all very much. God bless you all.,43,999
958,"The Democratic party rejects this policy of loud words and soft deeds. We stand for a foreign policy of strength, for that is the only policy that can lead to peace. ",166,998
958,"We will protect ourselves from Communism, and, at the same time, we will protect our liberties, too--those liberties which, above all, distinguish the United States from the police state.",187,999
2192,"Let me put it quite bluntly. As we look at America and we look over the last four years, the spirit of America has been in a shadow. We have been too long in the dark of the night. It is time to let in the sun. It is time for a new dawn. We can help to bring that new dawn and you can help.",290,998
2192,"The 16,000 in this room can vote, but, more than that, you can go out and talk to others and as you talk and as you work and as you vote, remember, you are not just voting for victory for a man or for a party, you are working for a victory that is bigger than a man, bigger than a party. It's as big as America itself. Let's win it, win it for America and you will never be sorry.",380,999
2186,This is our country.,20,998
2186,"The next administration will do everything it can to keep it great and to keep it for those who come after us a land of majesty and inspiration, truly the most powerful and most beautiful country in the world.",209,999
3298,"I thank you for giving me the chance to serve. I ask you to think tonight--I ask you to think tonight before you go to bed about what you want this great country to look like. We are better off than we were four years ago. When we cross the bridge into the twenty-first century, if we stay on this course, we'll be better off still. And we will do it together.",360,998
3298,"Look at your children, think of your future, seize the day to keep your country moving in the right direction. Thank you and God bless you all. Thank you.",154,999
2838,"No, I want to tell you something. My career started out as a sports announcer. And back in 1935, I was broadcasting the Cubs when the only way they could win the pennant was to win the last twenty-one games of the season--and they did it! So, I'm supposed to be nonpartisan now and on everybody's side, but I was kind of upset there in front of the TV set when they didn't go all the way. But it was a great accomplishment.",423,998
2838,All right. Thank you.,21,999
2190,"If we fail in this, no success we have is worth the keeping. But I say to you tonight that we will not fail.",108,998
1499,"This is a great country, but I think we can make it a greater country; and it is a powerful country, but I think we can make it a more powerful country. I ask your help in this election. Mostly because I believe that while the future may be hazardous for us all, I do think we can move ahead. I think we can play our traditional role, and I think if we do not do it, we fail ourselves, and the cause of freedom.",411,998
1499,"I ask your help in this election. I think here in the state of Pennsylvania this election may well be decided. I ask your assistance, not merely for my own candidacy, but because I believe that we have a great opportunity to serve freedom around the world and in so doing serve ourselves. Thank you.",299,999
2184,"And now one final thought. I said a moment ago that in this room, just right here and at the airport, where I saw thousands more and along the street, perhaps we are talking about 15,000 people that I have seen on this visit to Johnstown. Right here among those 15,000 is the power to change the result of this election, to determine whether we continue on the same old road or take a new road. And I want to tell you why. I am not just speaking of your 15,000 votes. We have less than three weeks to November 5th, but if each one of you who believes as I believe that America needs new leadership will make a personal commitment now that this is so important that you are going to take some time from each day in those three weeks to talk to a friend or neighbor, and if you would talk to ten people that are on the fence and win some of those ten, that could make the difference.",881,998
2184,"I believe you can do it. I believe you will do it. I believe we are going to carry this county, I believe we can carry Pennsylvania. But, my friends, the time to start is now, and I believe that these issues are so great that you are going to march forth from this hall, carry the word to the people of this city and this county, and as you carry that word, that great flood of votes will certainly flood the present administration out of Washington and bring a new team in, and it will be better for America and for people throughout the world.",545,999
966,"And so I say that when we speak of our abundant future, let us never forget to offer thanks for the riches which are ours today. ",129,998
966,"A new day is dawning. I do not say all problems are solved. Far from it. But we have dared to try to solve them. We have courage to dare the new, the compassion to help the wretched and the vision to see what men can really be in the society of our dreams.",256,999
2812,"Now, about those polls, don't get carried away. President Dewey told me that we should get out the vote. So, all of you, do what you're doing, and God bless you, and thank you for what you have done.",199,998
2806,"Thank you all, and God bless you.",33,998
972,"I am deeply touched and grateful to all of you for coming out here to greet me this afternoon, and I would be less than candid to say that there are many hours in my weary--and at the same time exhilarating--day when I wished I was here with you in Illinois.",258,998
999,Who knows now what economic cooperation and technical assistance can accomplish in Asia and Africa and Latin America? Who is so fearful as to predict that freedom has now reached its zenith and that once free peoples are enslaved forever?,238,998
999,"The future is full of promise if we are willing to take leadership, to use our power responsibly, patiently, persistently. In the words of our Lord: ""For unto whomsoever much is given of him shall much be required.""",215,999
2153,"As we look at that challenge, let us also remember what great assets we have. Never has a nation been richer, never the possibilities for dealing with problems greater if we provide the leadership. I say to you greatness comes to a people when they participate, when they deal with the great problems of their times and not when they sit on the sidelines and let history be made by others. ",390,998
2153,"Here you are participating, here you are contributing. I say to you, my friends, the battle is just beginning. It will be a long one. Eight weeks from today we will know the result. It will be a long one. It will be a hard one. But with this kind of enthusiasm, with this kind of vision, with this kind of real healthy excitement, we are going on to win in November.",366,999
