,Unnamed: 0,speech_par_id,text,label,annotated_at,high_pride_yl,low_pride_yl,auth_yl
75,75,916_31,"The same is true of many other countries. It is help of this kind that we can provide by sending agricultural experts, engineers and other trained people to these countries, and through programs of assistance for economic development. By working with each country to expand the production of goods which are needed by other countries in the region, a self-generating and self-financing cycle of trade and development can be initiated, which will reduce and can eventually eliminate the need for American aid. At the same time, we can enlarge or export markets and develop new sources of the products we need to import.",none,2021-01-19 11:36:25,0,0,0
76,76,2004-10-22-wilkes-barre-pennsylvania_42,"We will continue to improve life for our families by making health care more affordable and more accessible. We'll expand health savings accounts and create association health plans so small businesses can cover their workers, so more families are able to get health insurance plans they manage and they call their own. We'll help families in need by expanding community health centers. We'll make sure every eligible child is enrolled in our Government's low-income health insurance program.",none,2021-01-19 11:37:03,0,0,0
77,77,3182_2,"May I start by saluting our great congressional delegation, the members of Congress, Chris Shays, Gary Franks, and Nancy Johnson. We've got a great delegation. And now help them clean House by electing more to the United States Congress. We need Brook Johnson, we need Tom Scott, we need Phil Steele, we need Edward Munster all to go to Washington.",none,2021-01-19 11:37:24,0,0,0
78,78,3161_19,"And three, protection for the elderly. It's absurd that the folks who have contributed to society all their lives have to live in terror just because some young punks see them as an easy target. I want to beef up the laws, so instead of stalking the streets and mugging grandmothers, they're down at the precinct, mugging for the police camera.",none,2021-01-19 11:38:10,0,0,1
79,79,2004-10-12-colorado-springs-colorado_14,"You know, after listening to the litany of complaints and the dour pessimism, it took all I could do not to make a face. See, I have a different philosophy. I'm a compassionate conservative. I think Government ought to help people realize their dreams, not tell them how to live their lives. I've led this country with principle and resolve, and that's how I'm going to lead it, with your help, for 4 more years.",none,2021-01-19 11:38:29,0,0,0
80,80,934_3,"In Illinois, we cleaned up, we disinfected, we fumigated a state government that had been the victim of eight years of magnificent rascality--and I mean Republican rascality. Now, actually it doesn't make any difference whether it is Republican or Democratic rascality; a bad public servant is a bad apple and you throw out a bad apple whatever its variety. That is what I believe and I think that is what we are going to do at every level of our government, if the people are conscious enough of what their responsibility is. But rascals in government are only the uglier practices of wasters in government. Economy is just as important as honesty--for a taxpayer's dollar that is wasted is just as bad as a taxpayer's dollar that is stolen. And here again I lay what I hope is not an immodest claim to some hard and educational experience in making both ends of a government budget meet, in keeping a government lean and trimmed down to an efficient size. I have some idea about that; as the product of practical experience in Illinois, I have learned that economy in government isn't just something that you say you are going to have. You have to grind at it all of the time. You have to grind--everybody--up and down the ladder; the purchasing officers who spend millions of the taxpayers' money, the fellows who deal around in government orders, even the girls who want to use a fresh carbon every time they want to write a letter. It is the same old business day and night. You've got to live it yourself twenty-four hours a day.",none,2021-01-19 11:38:41,0,0,0
81,81,2006_26,"Now, there is one candidate this year who based his very campaign on the idea of appealing to the yesterdays, who bases his campaign on separatism, as it was, not like it is or as it ought to be but as it was, and there is another candidate, a respected man, who does not do this but he is openly competing for the same votes as George Wallace and for the votes of people who want at best, to sort of slow things down, to kind of ease it off when it comes to the programs and the policies that offer come hopeful way out of the tension and trouble that besets us.  So, on the one hand we are faced with third party extremism and on the other, we are faced in the Republican candidate as I see it, with an old coalition and I have seen it work in Congress for years, a coalition as we used to call it, of the Dixiecrats and the conservative Republicans, which prefers to remain silent and if not silent, to bob and duck and evade when it comes to the central issue of this century, the issue that is being fought over in Czechoslovakia just as well as in America, human rights and human opportunity. I submit that this election year must bring a national referendum on this issue of human rights and we must turn away from the old era that all of you know too well, of segregation and discrimination which never gave us much except trouble, and we must choose the new day of community, of integration, and of opportunity, and we must turn away from the old era when an American soldier who fought in an integrated Army would come home into a neighborhood of segregation and slumism.  And we must choose a new day when that man, when he gets home, can have a job that is a meaningful job, worthy of his talents, worthy of his service to his country, and he must have training for that job and he must have equality before the law and in his neighborhood and amongst his associates.",inclusion,2021-01-19 11:39:45,0,0,0
82,82,2012-10-05-st-petersburg-florida_11,"But you can't really blame him because he pointed out the other day that you can't fix Washington from the inside. He said he's got to do it from the outside. Well, we're going to give him that chance.",none,2021-01-19 11:39:57,0,0,0
83,83,2016-11-07-raleigh-north-carolina_69,We're living through the greatest jobs theft in the history of our world. There's never been anything happened to a country like has been happening to the United States. Our jobs are fleeing. Our companies are being taken. And leaving. And leaving.,none,2021-01-19 11:40:01,0,1,0
84,84,2760_16,To breach the wall between the church and the state is to corrupt our faith and divide our people and distort our politics.  Justice in America is ultimately in the hands of the Supreme Court.  The next president could well appoint the Supreme Court majority for the rest of this century.,none,2021-01-19 11:40:29,0,0,0
85,85,2004-09-08-cincinnati-ohio-5_10,"Because of this President's wrong choices, we're spending $200 billion in Iraq while the costs of health care have gone through the roof and we're told we don't have the resources to make health care affordable and available for all Americans. Today, 45 million Americans have no health insurance at all – 5 million more than the day George W. Bush took office. And after four years of no action, no concern, and hardly a mention of those struggling to afford health care, the President finally told us last week that he actually had a plan. Well, we only had to wait twenty-four hours to find out what that was. Because the very next day he raised Medicare premiums 17 percent – the biggest increase in Medicare premiums in the history of that program. And here's the kicker – a lot of that money is nothing more than a windfall to the insurance companies and HMOs. They're charging 17% more for Medicare while making America pay $200 billion for a go-it-alone policy in Iraq. That's the wrong choice; that's the wrong direction; and that's the wrong leadership for America.",none,2021-01-19 11:41:09,0,0,0
86,86,1293_2,"I am exceedingly proud, my friends, to address you in a hall that is a war memorial, dedicated to our veterans. I hear that more than twenty-thousand people contributed their funds to make this hall possible.  Whenever anything comes to my attention that involves veterans, I, like most other old soldiers, want to reminisce a bit.  Never do I get tired of reminiscing about the heroism, the sacrifices, the devotion to our country of the millions of men and women who made up our fighting forces in World War II.  I am really proud that the city of Johnstown has chosen to take a building such as this that will be used by your citizenry through the years to make it a lasting useful memorial to their services.",none,2021-01-19 11:42:43,0,0,0
87,87,2041_4,"This week his running mate said there is not now and never has been a Nixon-Agnew plan for peace in Vietnam.  It was all a ploy """"to maintain suspense.""""  And then he said:  """"Isn't that the way campaigns are run?""""  Perhaps--for Nixon-Agnew Republicans.",none,2021-01-19 11:42:48,0,0,0
88,88,1751_51,"These are the things that I ask you to keep in your mind between now and election day and if you conclude that Henry Cabot Lodge and I are the ones that can best provide the leadership in this cause, then I am going to ask you not just to vote but to work as you never have before, remembering that you are working not just for men for an office and not just for a party but that you are working for America and for the cause of peace and freedom for the people everywhere in the world.  This is a great cause.  It is worth working for, and we ask you to do it now.",none,2021-01-19 11:43:07,0,0,0
89,89,1246_8,"All of these costs and all of these expenditures would be bad enough if they were limited strictly to what they have to be, but when we have waste and carelessness piled on top of that, to the point where we are getting two airfields for the price of five, we simply cannot afford that luxury in this time of our history. Then, as if all of this were not enough, why do we have to have any vestige of subversion or dishonesty in our government--in high places and in low? Not long ago, a lady wrote me a letter.  She said, """"General, I should like to vote for you, but before I do will you promise me this:  That you will see that more of my tax money actually gets to Washington.""""  I wrote to her and said, """"My friend, a hard-working American taxpayer does not have to request that common woodshed honesty be observed by American officials in high positions.  That we can and should demand, and we don't have to ask for it.""""",none,2021-01-19 11:43:31,0,0,0
90,90,2012-09-28-2012-fundraiser-5_21,"I want to make sure that we're lowering our deficit in a way that doesn't stick it to the middle class. Now, I put forward a $4 trillion deficit reduction package; a trillion dollars of cuts we've already made working with this Congress. We can do more, but we're not going to just cut our way to prosperity. We've got to reform our Tax Code so it's simple and it's fair and so that the wealthiest are doing a little bit more, going back to the same rates we had when Bill Clinton was President and our economy created nearly 23 million new jobs, the biggest surplus in history, and a whole lot of millionaires to boot.",none,2021-01-19 11:43:48,0,0,0
91,91,2008-10-02-rapids-michigan-2_18,"Finally, I will modernize our outdated financial regulations and put in place the common-sense rules of the road I've been calling for since March - rules that will keep our market free, fair, and honest; rules that will restore accountability and responsibility in the boardroom, and make sure Wall Street can never get away with the stunts that caused this crisis again. But just as we demand accountability on Wall Street, we must also demand it in Washington. Because we cannot afford another four years of the kind of deficits we've seen during the past eight. We cannot afford to mortgage our children's future on another mountain of debt. That's why I'm not going to stand here and simply tell you what I'm going to spend, I'm going to tell you how we're going to save when I am President.",none,2021-01-19 11:44:03,0,0,0
92,92,3164_16,"I support our law enforcement people, and they're getting a bum rap. We ought to back them up more. You know, the other day in the White House, I had a visit from eight people from the South. They came, and they were real down-to-earth, wonderful family people. They said, """"We're supporting you."""" They were from the Fraternal Order of Police from Little Rock, Arkansas, and they endorsed me for president of the United States.",none,2021-01-19 11:44:38,0,0,0
93,93,2943_3,"He's the guy who said last year that he wanted to bring some Soviet mechanics over here to teach our workers how to do their job.  And that's why the American people today and tomorrow are taking a hard look at this campaign and asking themselves the fundamental question, which candidate stands on the side of working families in this country? Which candidate is on your side?  Mr. Bush wants to help the people that already have it made.  I want to help every American family make it in this country.",none,2021-01-19 11:45:02,0,0,0
94,94,2004-10-27-pontiac-michigan-0_4,"I want to thank Joe Knollenberg and Thad McCotter, Members of the United States Congress from Michigan. I particularly want to thank Congresswoman Candice Miller for leading my campaign in Michigan. I want to thank Terri Lynn Land. I want to thank Betsy DeVos. I want to thank the entertainers who were here today.",none,2021-01-19 11:45:17,0,0,0
95,95,2004-09-09-remarks-colmar-pennsylvania_35,"We will offer tax credits to encourage small businesses and their employees to set up health savings accounts. We'll provide direct help for low-income Americans to purchase health savings accounts. These accounts give workers the security of insurance against major illness, the opportunity to save tax-free for routine health expenses, and the freedom of knowing you can take your account with you whenever you change jobs or careers.",none,2021-01-19 11:45:32,0,0,0
96,96,2920_7,"As Senator Bentsen said so wisely and well, we can't let others take control of our economic destiny.  We can't turn our economic future over to others.  This country is too strong and too good.  And Mike Dukakis and Lloyd Bentsen are running for president and vice president of the United States to make this nation number one again.",none,2021-01-19 11:46:11,0,1,0
97,97,2878_19,"Well, we support the space shuttle, and we've committed America to meet a great challenge--to build a permanently manned space station and to do it within a decade. Now, what America needs is high tech, not high taxes.  All right. Okay, you got me. All right. All right. All right.",none,2021-01-19 11:46:20,0,0,0
98,98,2097_3,"Ladies and gentlemen, you have been very gracious and kind to Mrs. Humphrey and myself. We are deeply thankful. I want you to know that I have been a little concerned about all the applause that my wife gets, and tonight you sort of equalized it. It kind of puts balance in the Humphrey household. It is going to be very helpful. It just proves that you can have peace if you really work for the way you have tonight.",none,2021-01-19 11:46:25,0,0,0
99,99,3197_9,"We now have seen not only 10.5 million new jobs, but record numbers of new businesses formed and wages finally going up again for the first time in a decade. We need to keep that going. That's what we have to keep going. We need to make sure--and that means that we have to have the right kind of conditions, first of all, in which our economy can grow. And I'll just mention two or three.",none,2021-01-19 11:46:51,0,0,0
100,100,2795_3,"But I stopped counting a number of years ago the number of times that I've been in your good state, including a tenure of some five years that were very happy years in my life. But I can tell you, however, instead of all those times, about the time I didn't come. In fact, I'll never forget it. It was the caucuses in 1980 and I was feeling pretty bouncy, I guess, and pretty sure of the outcome. And I didn't realize so many people had grown up that didn't know Dutch Reagan, and you handed me something of a surprise for which I'm ever grateful. You reminded me that no matter what the polls and the pundits say, run hard. And that's what I mean to do this year.",none,2021-01-19 11:46:56,0,0,0
101,101,2343_14,"However, let us look back for a moment about other times in this century.  If you are old enough to have lived through them, as I was, or if you are old enough, certainly as all of you are, to have read about them, you remember the relief--1918, Armistice Day.  I remember at that time I was only five years old, but I can recall the celebration in our little town at Yorba Linda, California.  What a relief.  The war was over.",none,2021-01-19 11:47:06,0,0,0
102,102,2389_18,"And that's where insensitivity comes: from a lack of realization that many people in this country don't have fair treatment under our laws. We have a different standard of justice for rich people and poor people. I've been in almost every prison in Georgia while I was governor. To meet with, to talk to, to try to understand those who were in prison. There are black people, white people, young people, old people. They are well-educated people. Thirty-five percent of our prison inmates are retarded in Georgia. They're poor people. But there are not any rich people in the prisons in Georgia. It's a different standard in our justice system. It's just not right.",none,2021-01-19 11:48:52,0,0,0
103,103,944_30,"You have expressed your willingness to accept procedures which recognize the priority of the public interest in national-emergency disputes. You today accept the fact that, in the private free enterprise system which we all recognize as basic to our liberty and our prosperity, employees can prosper only as their employers do, and that irresponsible demands are only self-defeating. Yet American labor, like the Democratic party, faces new and uncharted tomorrows. You, as we, will be challenged anew to measure up to the demands of both freedom and power. The future of democracy, perhaps the future of our world, depends upon the exercise of power by America's private and public bodies alike with that self-restraint which separates power from tyranny and orderfrom chaos.",none,2021-01-19 11:49:08,0,0,0
104,104,3345_14,"The President says, """"Well, the government can't afford it."""" Well, let me say again--it's your money. It's not his money. It's your money.  When he raised taxes in 1993, did he come to Michigan and ask you if you could afford a tax increase?",none,2021-01-19 11:50:14,0,0,0
105,105,3210_25,"I also want you to help me in this election period to remind America that for all of our 10.5 million new jobs, there are still people in places that have been left behind. I want you to remind America that you can't require people on welfare to go to work unless they have work. I want you to help me to spark a vast new round of investments in our isolated inner-city areas which have been left behind, help me give the mayors and the others the power to create those jobs and create those opportunities by cleaning up the environment, creating investment incentives, and putting people to work. We cannot ever forget that there are still too many Americans who could no more come to this dinner than a man in the Moon because they're still looking for a job and they need one tomorrow and we need to do our best to make sure that they have their part of twenty-first century America as well.",none,2021-01-19 11:51:40,0,0,0
106,106,1995_27,"And we have--we have awakened expectations.  We have aroused new voices and new voices that must and will be heard. We have inspired new hope in millions of men and women, and they are impatient--and rightfully so--impatient now to see their hopes and their aspirations fulfilled.",none,2021-01-19 11:54:32,0,0,0
107,107,2241_24,We must put price stability ahead of special privilege and excess corporate profit. And we must stop telling only working people to ask what they can do for their country.,none,2021-01-19 11:54:39,0,0,0
108,108,2040_33,"Walt Whitman, that great American poet who seemed to understand the heartbeat of America, envisioned the society of tomorrow in these words:  """"The new society at last, proportionate to nature, clearing the ground for broad humanity, the true America, heir of the past so grand, to build a grander future."""" America is the future if we let it be.  America is the hope of tomorrow if we will only let it be.  But none of these things happen by accident.  It only happens when we will it to be.",none,2021-01-19 11:54:42,0,0,0
109,109,1841_5,"Now, some of my friends might say, """"Well, now, Mr. Nixon, how can you say that?  Isn't that sort of belligerent talk?  Wouldn't it be better, for example, to say--not that we won't be pushed around, but maybe we'll compromise here and there.  Why don't we let Mr. Khrushchev have his part of the world, where the Poles and the Hungarians and the others live, if he will just leave us alone?""""",none,2021-01-19 11:55:07,0,0,0
110,110,2004-10-02-discussion-mansfield-ohio_3,"It's great to be here in Mansfield. It's an honor to be back in the State of Ohio. You might have noticed I'm spending some quality time here. And there's a reason. I believe you have to get out amongst the people and ask for the vote, and that's what I'm doing here today. I'm here to say, I'd like your vote. And I'm also here to ask for your help.",none,2021-01-19 11:55:24,0,0,0
111,111,2692_42,"We can reverse this situation. We can implement a program of compensation and benefits for military personnel that is comparable to what is available in the private sector. I will ask Congress to reinstate the GI Bill, a program which was directly responsible for the most rapid advance ever in the educational level of our population. Our country must provide our service personnel and their families with the security, the incentives, and the quality of life to compensate for the sacrifices they make on our behalf.",none,2021-01-19 11:55:42,0,0,0
112,112,2854_26,"If our states and municipalities can establish enterprise zones to create economic growth, then we can elect people to Congress who will free our Enterprise Zones Bill from Tip O'Neill--it's been there for more than two years--so that we can provide hope and opportunity for the most distressed areas of America. If we can lead a revolution in technology, push back the frontiers of space, then we can provide our workers--in industries old and new--all that they need. I say that American workers provided with the right tools can out-produce, out-compete, and outsell anyone in the world.",none,2021-01-19 11:55:53,0,0,0
113,113,1187_0,"Good afternoon, folks.  You know, folks, it strikes me that Senator Dirksen must indeed be a very powerful Senator when he can arrange by remote control such weather for this meeting.  I pay my compliments to him.  To each of you I extend my very warm thanks for coming here this afternoon, for giving me a chance to greet you, to say hello, and to express to you one or two thoughts that I have in mind as we progress in this political campaign.",none,2021-01-19 11:55:57,0,0,0
114,114,1156_13,"No one, not even the blindest partisan, can call this a proud record.  At times the pitiless pressure of Communism has been checked by brave emergency attempts that rallied men of all parties to make up the deficiencies in our national leadership.  These attempts have produced the economic help of the Marshall Plan and the program of military aid to Greece and Turkey.  Both were enactments of the Republican 80th Congress, the Congress so long vilified by the administration.  These measures have helped to steady both the economic and the nervous systems of our allies.  They could hardly have been expected to do more in the making of our foreign policy.  Dollars and guns are no substitute for brains and willpower.",none,2021-01-19 11:56:03,0,0,0
115,115,1860_22,"But somebody says, """"But, Mr. Nixon, he's changed his mind. He now says he's for the President. He now says he agrees with the President on Quemoy, that he didn't really mean the President should have apologized, and that as far as Cuba was concerned, he always meant all the time he was really for what the President was, and that is standing morally for the right of people to be free."""" But, my friends, just let me say this one last thing: when you're a candidate, you can make a mistake and you can correct it the next day. When you're president and you make a mistake, it's for keeps.",none,2021-01-19 11:56:21,0,0,0
116,116,2887_19,"Thanks to the leadership of Lloyd Bentsen, we passed a national plant closing bill and a trade bill that gives workers all across the country at least a few weeks and the resources they need to gain new skills and plan for the future--to become the catalysts and not the victims of change. My friends, Lloyd Bentsen and I aren't going to settle for an America where all we do is flip each other's hamburgers and do each other's laundry for $3.35 an hour.  are written off as inevitable casualties of change.  We're not going to sit back and relax while American ideas and American money are creating more jobs overseas than in Youngstown or Akron or Cleveland or Cincinnati or Columbus.  We're going to roll up our sleeves and get to work.  We're going to outhustle, outwork, outproduce, and outcompete every nation on the face of the earth.",none,2021-01-19 11:56:37,0,0,0
117,117,1766_12,"I know, too, that as far as our farmers are concerned many of them have not been getting a fair share of America's increasing prosperity.  And I believe we need a program which will remedy that situation.  I announced part of it last week; I'm going to make another speech Friday in South Dakota.  This is the one area where we can move forward and where America's farmers will move forward with the rest of the American people for greater prosperity.  This is one area I am sure will approve programs which will move America forward.",none,2021-01-19 11:56:50,0,0,0
118,118,2625_19,"As you may know, the state of Georgia has a wonderful fishing industry, shrimp boats. And I don't want to pass without pointing out to you that Kika de la Garza and I have a great interest in those who own shrimp boats and the crews that work on them, and we're going to make sure that your opportunities to serve this nation are honored in the years ahead as well. In closing my remarks, I want to point out to you some considerations that must be important to you in the next few days. Tuesday will be a time of great decision and I know you've observed, maybe some with intense interest, some with casual interest, what's gone on in this campaign so far.",none,2021-01-19 11:57:32,0,0,0
119,119,2118_30,"This is why I am at this campaign, because I think a great national referendum is being taken.  I think the third-party candidate in this campaign represents--he represents retreat into the world of unreality, into the dark stages of yesterday.  I think the Republican nominee represents standstill.  He doesn't want to move, he says we have gone too fast and too far.  He doesn't say he wants to go back, in all fairness, but may I say to him that the man who stands still in the flowing stream, the tides and the waters move by him, and the world is moving whether Mr. Nixon likes it or not, and so is America, and it is changing and our job, it seems to me, is to try to bring these forces of change into a pattern of constructive development.  America is a nation of builders, not destroyers.  America is a nation of people that have been able to do what some people thought was impossible and made it possible.  ",none,2021-01-19 11:57:39,0,0,0
120,120,2004-10-23-remarks-melbourne-florida_4,"The President. Listen, some of you all may appreciate this—I think some of you will appreciate this. When I asked Laura to marry me—well, we'd been to the seventh grade together at San Jacinto Junior High in Midland, Texas. We became reacquainted later on. She was a public school librarian at the time. And when I asked her to marry me, she said, """"Fine, but make me a promise."""" I said, """"What is it?"""" She said, """"Promise me that I'll never have to give a political speech."""" She is giving a lot of speeches, and when she does, the American people see a compassionate, warm, strong First Lady.",none,2021-01-19 11:57:54,0,0,0
121,121,2168_9,You hear a lot about what's wrong with young America these days. Some of them demonstrate and some of them perhaps get in trouble. But I can tell you this about young America. It's the best-educated group of young Americans that I have seen in my lifetime. It's the group of young Americans that knows more about the world and more about politics and is more interested in political matters than my generation was thirty years ago.,none,2021-01-19 11:58:29,0,0,0
122,122,2004-10-04-discussion-clive-iowa_43,"Mrs. Ramirez. We have three girls. The President. There they are. Hi, girls. Good to see you. Thanks for coming. And so tax relief?",none,2021-01-19 11:58:50,0,0,0
123,123,2004-10-30-minneapolis-minnesota-0_65,"When I campaigned across your State 4 years ago, I made this pledge: If I got elected, I would uphold the honor and the dignity of the office to which I had been elected. With your help, with your hard work, I will do so for 4 more years. God bless. Thank you all for coming.",none,2021-01-19 11:59:01,0,0,0
124,124,2004-09-10-discussion-portsmouth-ohio_126,"Now, there's a lot of people in our country during that period of time that didn't believe it could happen. You understand why. Imagine if your loved one had been overseas, fighting the Japanese. You can understand why people said, """"These people can't possibly be our—ever be our friend. They're our sworn enemy."""" We lost a lot of lives in that theater—I mean, a lot of lives were lost. You could imagine people in this country saying, """"Well, I lost my son. There's no way this enemy is going to be a friend.""""",none,2021-01-19 11:59:51,0,0,0
125,125,2004-10-12-colorado-springs-colorado_2,"I wish Laura were here today, speaking about loving somebody a lot. When I asked her to marry me, she was a public school librarian, didn't much care for politics or politicians. I said, """"Okay, you've got a deal."""" Fortunately, she didn't hold me to that pledge. She's speaking a lot, and when she does, the American people get to see a compassionate, strong, great First Lady in Laura Bush.",none,2021-01-19 12:00:17,0,0,0
126,126,1845_3,"So I say to you, today, that I discuss that problem first because it is vital, because we must find an answer to that before anything else.  It is vital to everybody in this audience, to everybody in this nation today. There was a time when I could point, for example, to these beautiful young ladies around me, who have escorted Pat and me to this platform, the young ladies from Southern Illinois, most of whom, incidentally, are going to be teachers, and say to them: well, obviously, you are concerned about foreign policy because those who are your future husbands are those who will have to fight the wars in which this country might be engaged.",none,2021-01-19 12:00:20,0,0,0
127,127,2031_77,"Now, let me just make it very clear to you, I think the answer to that is two things.  By the way, we are beginning to get some price stability again.  The wholesale price index on commodities--now, this is a fact--the wholesale price index, which is the cost of living index on products, went up 9.2 percent from 1953 to 1960.  It has gone up 9.3, one-tenth of 1 percent more, since 1961 to 1968.  The cost of services, however, has gone up appreciably in the cost of living index.  That is the whole matter of everything from hospital services to medical services to the repair services on your TV, and so on.  As we make a more complicated society, and it is very complicated, and you get all these new gadgets, you find the cost of maintenance goes up.",none,2021-01-19 12:00:32,0,0,0
128,128,2684_4,"I stood there on that spot, because that's where--in 1977--the President said that he would have a program to revitalize that area to build homes, to build businesses with jobs and so forth. Well, none of that's taken place. And while I was there, a man stood in front of me--middle-aged, black, not antagonistic at all, and with no bitterness--but just with a longing in his voice, said to me, """"Can you tell me that I can have hope? That I can look forward to, once again, taking care of my family, providing for my children?"""" Well, how do you answer that? You can have hope, though. I still have faith in the people of this country--and out there, on the countryside, I didn't see anything to shake that faith. We can do what has to be done. These unemployed can have their jobs back, but we can't live in a dream that it's just going to happen overnight. That eight million unemployed are going back to work, that inflation is better than 12 percent when four years ago it was only 4.8 percent is suddenly going to disappear.",none,2021-01-19 12:02:36,0,0,0
129,129,2257_10,"She said, """"Christmas is pain and lonely and tears; and he'll be away for many more years."""" She said, """"Don't think about Asians, or question why; prisoners alone and forgotten should die. """"Talk of brotherhood and kindness and cheer; tell all your friends it's been a good year.""""",none,2021-01-19 12:03:30,0,0,0
130,130,2008-09-16-remarks-golden-colorado_30,"Finally, the American people must be able to trust that their government is looking out for all of us - not the special interests that have set the agenda in Washington for eight years, and the lobbyists who run John McCain's campaign. I've spent my career taking on lobbyists and their money, and I've won. If you wanted a special favor in Illinois, there was actually a law that let you give campaign cash to politicians for their own personal use. In the State House, they called it business-as-usual. I called it legalized bribery, and while it didn't make me the most popular guy in Springfield, I put an end to it.",none,2021-01-19 12:03:49,0,0,0
131,131,1366_26,"Mothers know about crowded schools and half-day shifts in many, many places. Farmers know what's happened to prices and costs and their diminishing share of the consumer's food dollar. The small businessman knows what's happened to his credit and his profits.",none,2021-01-19 12:03:52,0,0,0
132,132,2684_0,"Good evening. In just over three weeks, we'll elect the next president of the United States. Many of you have made up your minds--but many others have not. And I can understand your uncertainty. These are difficult and confusing times. In the next three weeks, as we move along the campaign trail, I hope to talk with you from time to time about your decision, and where I stand on vital issues. But, most of all, I want to share with you my hopes and dreams for America.",none,2021-01-19 12:03:57,0,0,0
133,133,2440_5,"But in the last two years we have calmed the waters, we have healed the differences between our people, and we have made tremendous strides in turning our economy around. Oh, you can't turn a switch and solve all the problems, but instead of over 12 percent inflation, it's under 6 percent. We've added four million jobs in the last seventeen months. We're making all kinds of progress to get this economy healthy again. Of course, we're no longer in Vietnam, and we have peace, and we have the military capability to keep it.",none,2021-01-19 12:08:16,1,0,0
134,134,2012-10-19-fairfax-virginia-0_37,"So I think you're being able—you're beginning to be able to identify these symptoms. And if you come down with a case of Romnesia and you can't seem to remember the policies that are still on your website—[Laughter]—or the promises you've made over the 6 years you've been running for President, here's the good news: Obamacare covers preexisting conditions. Women, men—all of you—these are family issues. These are economic issues. I want my daughters to have the same opportunities as anybody's sons. I believe America does better—the economy grows more, we create more jobs—when everybody participates, when everyone is getting a fair shot, everybody is getting a fair shake, everybody is playing by the same rules, everybody is doing their fair share. That's why I'm running for a second term for President of the United States. I need you to help me finish the job.",inclusion,2021-01-19 12:09:28,0,0,0
135,135,1069_9,"We also have my sister Mrs. Ernest Ives. And now I should like to present to you a famous Pennsylvanian, a beloved and honored lady of this state, Mrs. Emma Guffey Miller. Have we got any more beauties to present?",none,2021-01-19 12:11:54,0,0,0
136,136,2012-11-02-rally-hilliard-ohio_23,So we know what we want to do works. We know what they want to do doesn't work. We know what we want to do grows our middle class; what they want to do squeezes the middle class. We know that our strategy makes sure that we bring our deficit down in a balanced way; their strategy ends up shooting the deficit up.,none,2021-01-19 12:12:21,0,0,0
137,137,2154_5,"Charlie Jonas no opposition. That is what I want, believe me. I like that. What a great congressman he has been, and what good sense the people of this district have shown to send him back year after year, as you have, to represent not only North Carolina but the nation.",none,2021-01-19 12:12:29,0,0,0
138,138,2012-10-10-mount-vernon-ohio_84,"It is so key to unleash the natural gas and the other natural resources we have in the country. It would lower our energy costs, because you know that if we lower your energy costs in manufacturing, that's going to eliminate a lot of these artificial advantages that Governor Romney's talked about China having, and that combined with the stricter enforcement that Governor Romney's talking about is going to be like dropping fuel on a fire for manufacturing in the United States. And you can't — you shouldn't do one without the other, and that's why his five-point plan makes so much sense in terms of job creation.",none,2021-01-19 12:12:49,0,0,0
139,139,2083_1,"First of all, may I just take a moment to express to every one of the young people here today my thanks for their participation.  I want to thank Charlie Brown and Snoopy for this endorsement today.  I appreciate that.  I thank you for the entertainment and on November 6th, I would like to thank everyone of you for your vote.  ",none,2021-01-19 13:45:41,0,0,0
140,140,2004-09-03-west-allis-wisconsin_22,"That means we must have an energy policy in this country. I submitted a plan to the Congress 2 years ago that encouraged conservation, encouraged the development of renewable sources of energy, encouraged clean coal technology, encouraged using our resources at home more wisely. In order to keep jobs in America, we must become less dependent on foreign sources of energy.",none,2021-01-19 13:45:46,0,0,0
141,141,2111_29,What we want in America are industries that build for the lives of our people. We want a strong enough America to be able to stand strong in this world. But we want a strong enough America to be just to every one of its own citizens.,none,2021-01-19 13:46:30,0,0,0
142,142,2110_11,"Mr. Agnew said I was """"soft on Communism""""-though, of course, hesaid later he didn't really mean it.  Sound familiar to you? There is another fellow in this race besides Richard the Silent--George the Loud.",none,2021-01-19 13:46:39,0,0,0
143,143,1856_15,"In other words, what do we have here? He says that he is for a program which I say will cost $15 billion a year more at the federal level, that he's against any increase in taxes and that he's for balancing the budget. Well, my friends, you can't be for all those things because you can't spend $15 billion a year more and still balance the budget without raising taxes or without deficit spending.",none,2021-01-19 13:46:47,0,0,0
144,144,2016-10-21-center-newtown-pennsylvania_12,"It's time to drain the swamp in Washington, D.C. One new proposal I am outlining today will help us put the corrupt regulation industry out of business. I will work with Congress to require that for every 1 new regulation, 2 old regulations must be eliminated.",none,2021-01-19 13:50:11,0,0,0
145,145,1858_21,"And so here is your choice. Your choice at home is to move forward, to move forward to the greatest progress that America has ever had, to move forward to better schools and better housing, to move forward in an attack on our farm problems, and all the others that exist in this country, but to move forward in freedom, not attacking the frontiers of freedom, to move forward in the way that Americans want to move, to move forward without inflation. And then you have the choice, on the other side, of going backward, going backward on a road paved with glittering promises, but a road that leads to economic disaster for the American people and the American economy.",none,2021-01-19 13:50:39,0,0,0
