,Speech_id,text,party,term,comp
34757,1424,"(2) They, in spite of their protestations, must have little faith in labor--for they seem to put little trust in the free processes of collective bargaining.We have the confidence that they lack. Trusting the processes of collective bargaining. We have seen organized labor, these past three-and-one-half years win the best contracts--the greatest security for workers in the history of American labor. We have seen the loss of time as well as of wages due to strikes fall sharply, and our whole people has gained from this greater industrial peace. There has been no instance in this administration of trying to take over the steel mills.",rep,1956,False
41297,1225,"Last evening, I tried to pay a special tribute to the quality of your leadership, your political leadership of this state.  I am exceedingly proud that my running mate, Senator Nixon, comes from California.  And for your Governor Warren and your senior senator, Bill Knowland, my admiration, respect and affection are deep indeed.  Now, I learned that from this section they are to be joined by a young, new congressman, Congressman Hunter, and I am told that he is going to be a terrific addition to our team.",rep,1952,False
12236,2794,"2794 Well, we ended the embargo, and we've reestablished our sales to the point where, since last October, the Soviets have bought 23 million metric tons of grain. And, as you may know, I approved raising the ceiling so that they may buy an additional ten million tons in the next year. And we'll raise the ceiling again if they use those up.",rep,1984,True
34437,2846,"From the beginning, their campaign has lived on promises. Indeed, Mr. Mondale has boasted that America is nothing if it isn't promises. Well, the American people don't want promises, and they don't want to pay for his promises. They want promise. They want opportunity and workable answers. And that's why we're here--to talk about the record, the record of the administration in which Mr. Mondale carried a full partnership.",rep,1984,False
27908,2957,"2957 They were economic activists and they looked to themselves for success. That spirit of self-confidence, of adventure--not only our resources--brought us to world leadership. Everywhere, whether in the schools, the boardroom, the factory floor, the thousands of small and big places throughout this land, you will find the same spirit today. We're all engaged in the great adventure of the new global economy, which we did so much to create and from which we can benefit greatly.",rep,1988,True
4484,1955,"I am counting on you, too, to get out there and work and send my colleague and my old friend in the House of Representatives, and in the Senate for many years, a most effective public servant, a most conscientious one, one of the great men I know--Steve Young. We need in the Congress, too, as your Congressman at Large, and I hope you won't forget this, Mr. Robert Sweeney. So, go and give him a good vote.",dem,1964,False
41735,3181,"But you know, I mentioned the draft. Even today we have new evidence, an affidavit that when Governor Clinton first ran for office, his friends used special connections to seize his ROTC file and destroy all others. He's got to level with the American people on this kind of thing.",rep,1992,False
22318,1243,1243 So sound trade relations with the world are far more than an essential part of our economic system;  they are a means of developing peaceful programs.  Peace is our supreme goal.  The present administration has not ended war or the fear of war.,rep,1952,True
6082,2012-09-08-virginia-beach-virginia,"Number three, trade is good for us, by the way. It's good for us to sell things to other countries and to trade with them. You have to make sure, of course, that those trade agreements are structured in a way that it helps America, not just the other guys. Trade has to work for us and I'll do that opening up new markets for us. And when people cheat like China's cheating, I'm going to say, no, we're not going to let it go on.",rep,2012,False
16720,3328,I want to thank--where's Charlie?--Charlie Daniels and the ...[missing text]...fans. Thank you very much. We appreciate it very much. Thank you.,rep,1996,False
14924,1103,"I feel, therefore, particularly fortunate in being able to have these few minutes this afternoon with such a group as this, the leaders in this great Central West section of the Republican Party. So far as I am able, if there are any questions you people want to direct to me I shall try to answer them. As you know, there is no honest man who can say he knows all the answers to everything. Certainly I do try to be honest, even if sometimes stupid. But so far as I have what I believe to be a worthwhile opinion on anything that any of you ladies and gentlemen may like to ask me, I shall do my best because I can see that I owe it to you. ",rep,1952,False
26736,3057,"I'm glad to be back here with Mayor Mazlov and Commissioner Flaherty and Commissioner Forrester and with my good friend, your wonderful senator, Harris Wofford. If you give us a chance together, we will finally--finally--control the costs of health care and provide basic health care to all Americans. And I want to ask you from the bottom of my heart, please give Lynn Yeakel a chance to help us change America.",dem,1992,False
4746,2455,"Mr. Carter's platform calls for new government programs that could cost at a minimum of $100 billion each year. And if you take a further analysis, those programs would add up to $200 billion in additional government expenditures every year. He never puts a price tag on those programs. He just says he'll soak the rich, close the loopholes, and everything will be just fine.",rep,1976,False
18980,1925,"1925 The next thing that is important is to stay prosperous, to try to see that every child has a schoolroom to attend, and a teacher to teach him. Try to see that every father has a job to send that kid to school. Try to see that he is paid decent wages. In this election, all of those things are at stake. We fought for social security thirty years ago. Twenty million Americans today draw social security. We don't want it to go down the drain. That is why you better go vote on November 3rd if you don't want social security to become voluntary.",dem,1964,True
16439,2016-10-20-the-waldorf-astoria,"And I worry about Donald's go it alone attitude. For example, at his convention, when he said I alone can fix it, you know, in the '90s, I said the same thing about America's health care system and it didn't work out so well for me, either. But speaking of health, Donald has been very concerned about mine, very concerned. He actually sent a car to bring me here tonight. Actually, it was a hearse.",dem,2016,True
6941,2012-09-07-orange-city-iowa,"I love this country. I love the principles upon which it was founded. I don't want to transform America into Europe. I don't want a bigger and bigger government, more and more intrusive, telling us how to live our lives. I instead want a government which encourages individual initiative and freedom. I will be a president who will never say to you you didn't build it. If you get the honor roll, I'll congratulate you, not the bus driver that got you to school. I believe in individual achievement.",rep,2012,False
2072,1361,"Representatives of big business have staffed the Cabinet and filled the major posts. How can we expect these Republican leaders to see that big business presents any problem? To do so, they must admit that they are themselves a part of the problem--and that's hard for any man to do. The man who crowds the other fellow off the road doesn't blame himself. He just thinks his own business is more important.",dem,1956,False
3670,2050,And I know what questions the people are asking themselves.  They are asking:  which candidate and which party can you trust?  They are asking: which candidate and which party can end the war?  And they are asking:  which candidate and which party can hold this country together?,dem,1968,False
1600,2012-10-09-columbus-ohio-1,Audience members. Four more years! Four more years! Four more years!,dem,2012,False
36915,931,"931 Win or lose, I will not accept the proposition that party regularity is more important than political ethics. Victory can be bought too dearly.",dem,1952,True
29075,3281,"When I became president, it troubled me that there were certain critical jobs that previous presidents, both Republicans and Democrats, had typically given to political appointees without regard to whether they knew anything about the work they were supposed to do. One of them was the Federal Emergency Management Administration. I had been a governor. I'd dealt with a lot of floods and fires and tornadoes and natural disasters. And I can tell you when they hit, if you don't have somebody who knows what they're doing, you're in a world of hurt. So I changed that. I put a person in who knew what to do. And as you know, we've had a lot of natural disasters in America in the last four years--everything but the locust have hit us. But people know in all local communities that we now have a competent, aggressive strategy for dealing with it.",dem,1996,False
1036,2012-09-18-champion-minnesota-lynx,"It helped that the team drafted UConn standout Maya Moore. She is becoming a regular here. I mean, this is like the fourth time she's shown up at the White House. She just somehow likes to attract hardware. Picked up veterans like Rebekkah Brunson and Lindsay Whalen, and Cheryl Reeve took over as head coach and has done an extraordinary job.",dem,2012,False
8222,1832,"1832 Now, I have been studying the signs in Michigan.  I think you would be interested in a report on it.  Three weeks to a month ago the political experts weren't giving us a chance to carry Michigan.  In the last three weeks, the whole situation has turned around completely.  We're going up, and they're going down, and we're going to win Michigan this November.",rep,1960,True
9630,2004-10-26-remarks-onalaska-wisconsin,"We're promoting democracy and liberty, the great alternatives to despair and terror. I want you to tell your children about what took place in Afghanistan. It wasn't all that long ago that young girls lived under the reign of the Taliban, a brutal, barbaric people. They would not let young girls go to school, and if their mothers didn't toe their ideological line, they were taken in the public square sometimes and whipped. These people were dark and dim. There was darkness in Afghanistan. Because we defended ourselves, because we believe in freedom, the Afghanistan people went by the millions to the polls to vote for their President. The first voter—the first voter— was a 19-year-old woman.",rep,2004,False
10389,2004-10-11-coors-denver-colorado,"He said with another straight face that when it comes to health care plan, and I quote, ""The Government has nothing to do with it."" Unbelievable statement. The facts are that 8 out of 10 people who get health care under Senator Kerry's plan would be placed on a Government program. He can run from his position, but he cannot hide.",rep,2004,False
24272,1902,"1902 President Lopez Mateos, the Chamizal is a very small tract of land.  But the principle is a very great one.  Let a troubled world take note that here, on this border, between the United States and Mexico, two free nations, unafraid, have resolved their differences with honor, with dignity, and with justice to the people of both nations.",dem,1964,True
34907,1183,"As long as I can take advantage of your presence, allow me to tell you what I am trying to do.  I have been designated as the leader of a great crusade.  That crusade is to restore to Americans something that we believe has been gradually getting away from them by reason of inept and incompetent leadership in Washington.",rep,1952,False
30472,2773,"I wonder if he knows that a short time ago the AFL-CIO was supportive of those who wanted to cancel the third year of our tax cut and indexing. Now, that cancellation would have dumped almost three-quarters of the resulting tax increase, 74 percent, on those who are earning less than $50,000 a year. And then he accused me of plotting to destroy the unions. Well, does he know that I'm the only one who ever held this office who is a lifetime member of an AFL-CIO union?",rep,1984,False
4201,2012-10-23-rally-dayton-ohio,"And I'll never balance the deficit by turning Medicare into a voucher. No American should have to spend their golden years at the mercy of an insurance company. And finally, my plan says let's take the savings from ending the wars in Iraq and Afghanistan, and let's put some people back to work right here at home, doing some nation-building: repairing roads, fixing bridges, remodeling schools, laying down broadband lines, making our economy more competitive.",dem,2012,True
9854,3003,"3003 And it worked, to some extent. We were able to increase manufacturing jobs substantially while the nation was losing them--1.3 million just in the last three and a half years. And for the last three months the Bureau of Labor Statistics has said for the previous twelve-month period we've led the nation in private-sector job growth.",dem,1992,True
40484,1973,"We want to improve, not shrink, our children's education. We think that it ought to be the right of every American boy and girl that is born under that flag to have all the education that he or she can take. To do that job, we need to unite our people instead of divide them, and we need to have national unity and for all of us to work together. To do it, we must have aggressive, prudent, responsible leadership.",dem,1964,False
4185,3171,"I thank Omer and all the rest of you for being here from so many communities. What I thought I'd do today, in hopefully a relaxed way--because we go off to these rallies where it's not particularly relaxed--is just make some comments on the economy and try to fairly, to objectively, point out the differences that I have with Governor Clinton on this. I'd point out the differences I have with H. Ross on this, but I'm not sure exactly what they are because all he says is: ""Fix it."" Well, we want to fix it, but not by raising the gasoline tax 50 cents, I might add.",rep,1992,False
2741,2118,"2118 Now, my friends, when we create productive, self-sustaining, self-respecting citizens then we do get real law and order.  And what's more, we do what is right.",dem,1968,True
2302,2008-10-18-louis-missouri-3,"My health care plan will make sure insurance companies can't discriminate against those who are sick and need care most. If you have health insurance, the only thing that will change under my plan is that we will lower premiums. If you don't have health insurance, you'll be able to get the same kind of health insurance that Members of Congress get for themselves. And we'll invest in preventative care and new technology to finally lower the cost of health care for families, businesses, and the entire economy. That's the change we need.",dem,2008,False
9213,2004-10-28-saginaw-michigan-0,"One of my favorite quotes that I hope helps you understand how I feel about our great country comes from a fellow Texan named Tom Lea. He said, ""Sarah and I live on the east side of the mountain. It's the sunrise side, not the sunset side. It is the side to see the day that is coming, not to see the day that is gone."" During the course of this campaign, my opponent has spent much time talking about the day that is gone. I'm talking about the day that is coming.",rep,2004,False
18824,3075,"And second, our concern for Polish solvency. It's been said that communism is not a form of economics, it's the death of economics. So three years ago, I called for all to rally 'round with economic efforts to help pull Poland from an economic grave. I called for giving Poland preferred trade treatment so she can reach out to the world through exports. I called for reducing Poland's debt to ease her burden. I called for investors to help unleash the explosive entrepreneurial energy of the Polish people. I called for loans so the Polish private sector can help her economy blossom. I called for international financial agreements so Poland can build a financial base worthy of a great nation.",rep,1992,False
39734,2698,"Along with spending control, tax reform, and deregulation, a sound, stable, and predictable monetary policy is essential to restoring economic health. The Federal Reserve Board is, and should remain, independent of the executive branch of government. But the president must nominate those who serve on the Federal Reserve Board. My appointees would share my commitment to restoring the value and stability of the American dollar.",rep,1980,False
36910,1419,"1419 Fourth, to be wise and reflective citizens--thankful for the new leisure, promising a new freedom from much toil--not merely to relax in pleasure but to cultivate the mind and to nourish the spirit, to be wholly educated, in the sense that man is a spiritual and intellectual and physical being. America needs citizens strong in their ideals and spiritual convictions, healthy in their bodies, and tirelessly inquiring in mind.",rep,1956,True
8072,2004-10-26-richland-center-wisconsin,"The President. Sounds like they want you here. Mr. Sauey. We have some values of a small business that were passed on to me by my father, who helped start this business, and my mother, that—we can't take all the profits out of the business. We have to put them back into the business to grow the business, to nurture it. I'm second generation. I hope to pass it—the business goes to my kids or nieces and nephews, and we can't do that if we're paying taxes. We need to invest that back into the business for capital, reinvestment, R&D.",rep,2004,True
24376,2576,"Susan B. Anthony said in 1897, and I quote from her: ""There never will be complete equality until women themselves help to make laws and elect lawmakers."" Radical as that statement was back in that time, it does not go far enough, as I'm sure all of you would agree. She left out a very crucial point, and that is the interpretation and the administration of the law.",dem,1980,False
16218,2016-10-22-plane-pittsburgh-pennsylvania,"Reporter: Madam Secretary, have you thought at all about who you might put in your cabinet if you win? Clinton: No I really haven't. I am a little superstitious about that. We have got a transition operation going, and I haven't really paid much attention to it yet because I want to focus on what our first task is, and that is convincing as many Americans as possible to give us the chance to serve.",dem,2016,True
4349,2012-11-01-las-vegas-nevada,"Don't tell me that students who can't afford college should just borrow money from their parents. That wasn't an option for me. I'll bet it wasn't an option for a whole lot of you. We shouldn't be ending college tax credits just to pay for a millionaire's tax cut, we should be making college more affordable for everybody who's willing to work for it.",dem,2012,False
30001,2202,"And to those 20 million forgotten Americans on Social Security, those on pensions, we say no longer will you be forgotten. We pledge that if prices do go up, Social Security automatically will go up. We pledge that the benefits will be extended. But, more than that, we will see to it that we do stop the rise in prices so that those who save money today, a dollar today, will be able to have a dollar and have it worth a dollar when they retire five or ten years from now.",rep,1968,False
13381,2004-10-16-beach-florida-0,The strategy is succeeding. Think about the world as it was 3 1/2 years ago. Afghanistan was the home base of Al Qaida. Pakistan was a transit point for terrorist groups. Saudi Arabia was a fertile ground for terrorist fundraising. Libya was secretly pursuing nuclear weapons. Iraq was a dangerous place and a gathering threat. And Al Qaida was largely unchallenged as it planned attacks.,rep,2004,False
11267,2004-10-26-dubuque-iowa-0,"Audience members. Boo-o-o! The President. I believe reasonable people can find common ground on difficult issues. Republicans and Democrats came together and agreed we should ban the brutal practice of partial-birth abortion. I proudly signed that bill. But Senator Kerry was part of the out-of-the-mainstream minority that voted against the ban on partial-birth abortion. As a matter of fact, he voted against parental notification laws. He voted against the Unborn Victims of Violence Act. I'll continue to reach out to Americans of every belief and move this goodhearted Nation toward a culture of life.",rep,2004,True
1631,2012-10-09-columbus-ohio-1,"And, Columbus, I don't know how many folks will be around voting for me this time, but I can tell you I will be there no matter what. I'll be fighting for you no matter what, because I'm not fighting to create Democratic jobs or Republican jobs, I'm fighting to create American jobs. I'm not fighting to improve schools in red States or blue States, I'm fighting to improve schools it the United States.",dem,2012,False
11837,3306,"President Clinton also claimed that his tax cuts are paid for, ""line by line and dime by dime."" Well, the nonpartisan Tax Foundation has reached a different conclusion. They say the President is $82 billion short in specifying how he will pay for his plan. Given his past record, Americans can only assume that he will make up for this shortfall with still more tax increases.",rep,1996,False
20528,2004-10-19-barre-pennsylvania-1,"As my friend President Clinton likes to say, if you see a turtle sitting on a fence post, you know it didn't get there by itself. The surplus was the culmination of a 15-year, bipartisan battle to get federal spending and the federal budget under control. Back in the 1980's, I broke with my party and joined with reformers like Warren Rudman, a Republican from New Hampshire, to push for deficit reduction. It wasn't a popular position, but I believed then – as I do now – that it was the right thing to do.",dem,2004,False
20600,2829,"I just want to set the record straight. We are not going to do anything to reduce or to take from the people now getting Social Security those benefits or to take them from the people that are anticipating them when they come to their non-earning years. Now, I know this may gall our opponents, but I'll conclude by saying that I think all of you agree with us when we say: You ain't seen nothin' yet.",rep,1984,True
27077,2229,"President Kennedy once said: ""The farmer is the only man in our economy who buys everything retail, sells everything wholesale, and pays the freight both ways."" That is no less true today. And he could have added that the farmer is the only man in our economy who is penalized for his efficiency.",dem,1972,False
14605,2004-10-09-remarks-chanhassen-minnesota,"Because we acted to defend ourselves, 50 million people now live in freedom. The world is seeing what's happening in Afghanistan. Despite ongoing acts of violence, Iraq is moving toward free elections in January. Iraq has a strong Prime Minister and a National Council. We're standing with the people in those countries because when America gives its word, America must keep its word.",rep,2004,False
14713,3106,"The rhetoric certainly sounds better. It uses words like ""competition"" and ""preserving quality."" But when you strip away the double-speak, it is the same old thing. In his plan in any version, employers have to provide the insurance that his national health board says is right, or they pay what Governor Clinton calls a mandatory premium. What he calls a mandatory premium you and I call a tax. It is plain and simple. Worse yet, we all become part of a national health care spending limit set by a government-appointed board. We talk now what that means: long lines and price controls that will only kill competition, will only lead to rationed health care.",rep,1992,False
15006,2436,"My own meetings with Polish officials in Washington, in 1974, and in Warsaw and Krakow, in 1975, have led to a better understanding between our two countries. In 1974, we signed a Joint Statement of Principles of Polish-American Relations. In that statement, I reaffirmed for the United States the importance we attach to a sovereign and independent Poland. That statement was a part of a broader policy I have advocated throughout my entire life.",rep,1976,False
37303,3236,"So here's what I want to know from you. For thirty-eight days, for thirty-eight days, will you help us build that bridge to the twenty-first century? Will you talk to your friends and your neighbors, your co-workers, people in Massachusetts and your friends beyond in other states and say, we have got to keep building that bridge to the twenty-first century and we've got to go across it together? We cannot be divided by race, by gender, by religion, by ethnic group.",dem,1996,False
558,2292,"2292 We can choose that, or we can go on enduring a weak economy and bemoan sagging productivity, waning business initiative, rising welfare rolls, and the like, and blame innocent people for the mistakes of their government.",dem,1972,True
19381,2016-10-26-charlotte-north-carolina,"It is great to be here in Charlotte to discuss an issue that means so much to me. That is the issue of urban renewal, and the rebuilding of our inner cities. Today I want to talk about how to grow the African-American middle class, and to provide a new deal for Black America. That deal is grounded in three promises: safe communities, great education, and high-paying jobs.",rep,2016,True
35804,1237,"Finally, and above all things, you could look at each other and say:  ""They were honest.  There were brought to Washington men of outstanding preeminence in every walk of our national life, from every section of our territory.  They were men who, by their very names and standings, command respect.  They were incorruptible.  Therefore, not only were they honest, but they selected men under them who were honest and loyal.""  So there was no question of hunting out Communism in government; these men would not let it in.  There was no question of hunting down dishonesty, because these men would not let it in.  But if these men and women were so unfortunate as to find one among them who failed--failed his trust to the people of the United States--it would not take them three years, or even one year--or even ten minutes--to get busy to uproot it and throw it out.  ",rep,1952,False
21988,1242,"1242 Here and now, let me say to you what I have said to farmers elsewhere.  I stand behind the price support laws now on the books.  This includes the amendment to the basic Farm Act, approved by both parties in Congress, to continue through 1954 the price supports on basic commodities at ninety percent of parity.",rep,1952,True
40,2012-09-27-virginia-beach-virginia,"So no matter how hard the path may seem sometimes, the path I'm offering leads to a better place. That's why I've put forward a practical plan to create jobs and grow the middle class, rebuild this economy on a stronger foundation. So what's my plan? Just in case, you weren't watching the convention—or maybe you just saw Michelle. So I want to lay it out for you.",dem,2012,True
7522,2652,2652 Mr. Carter's record of failure reflects his attitude of defeatism and despair. It is not the attitude the people of Tennessee or the people of America support.,rep,1980,True
20965,2004-10-26-wisconsin-green-bay,We have a lot of catching up to do; we need to begin now. We have to fix the problems and close the gaps that George Bush has left in our homeland security. We have to build an America that is safer and stronger.,dem,2004,False
37070,2879,"But there's so much to do and to plan for. These past few months have really been something. We took our campaign out to the country. We journeyed to the bright grid of the cities and the suburbs of the East, and we went to the broad avenues of the Sun Belt. We talked to farmers outside Des Moines and families in the shopping malls. On a whistle-stop tour in Harry Truman's old train, I went across Ohio and saw the people of that state spill out, waving flags.",rep,1984,False
8945,2004-10-04-des-moines-iowa,"I look forward to working with the Congress to achieve all these goals. When we keep taxes low and trust our American families with their own money, they spend it far more wisely than we can. And when they do, they make the American economy stronger.",rep,2004,False
40464,1967,"I think that--I know in my heart--that this is how Georgia will vote. I was in an election campaign four years ago and I returned to my home state in the last days of that campaign. We went to the hotel to wash up before we went to a luncheon meeting, but the entrance was blocked and the hecklers were there. They harassed us and they hounded us and they knocked my wife's hat off. They spit on us, they called us traitors, and they called us treason artists. And they had ugly signs and they dealt not in a single issue that we were debating. They had only to talk about personalities and little petty things because they were little, petty people.",dem,1964,False
13219,2004-09-17-charlotte-north-carolina,"Once we get these folks trained and get them on the path to stability and democracy, our troops are coming home with the honor they earned. And I appreciate those in the United States military. I'm proud you all are here.",rep,2004,False
4990,3213,"We now have a hotline, 1-800-799-SAFE--I've got it on my--and we now have had over 45,000 calls to that hotline this year from people who are asking for information to try to minimize that kind of violence. We can turn that around, too, with citizens helping us on the hotline and helping their local police departments. We can change the circumstances under which too many Americans have lived for too long. You do not have to put up with unacceptable rates of crime and violence. That is the message of this day.",dem,1996,False
11590,2004-10-19-port-richey-florida,"When it comes to Social Security, my opponent wants to maintain the status quo. That is not leadership. He's against these Social Security reforms. He's against just about every other reform that gives more authority and control to the people. On issue after issue, from Medicare without choices to schools without accountability to higher taxes, he takes the side of more bureaucracy and more Government.",rep,2004,False
15216,2008-09-04-national-convention-saint,"Governor Sarah Palin of the great state of Alaska. And I want to thank everyone here and all over America for the tremendous, wonderful, warm reception you gave her last night. Thank you so much. She deserves it. What a great beginning.",rep,2008,True
940,2012-11-02-campaign-rally-springfield,"That's why I want to cut the growth of tuition in half over the next 10 years. That's why I want to recruit 100,000 math and science teachers so our kids don't fall behind the rest of the world. That's why I want to train 2 million Americans at our community colleges with the skills that businesses are looking for right now. That's what change is. That's my plan for the future. That's the America we're fighting for in this election. Forward.",dem,2012,False
20520,2197,"2197 In a very real sense, we are always in a confrontation with actual and potential adversaries in the world. There is a constant question: is the continuing confrontation to be kept limited and safe, or is it to become all-out and dangerous.",rep,1968,True
6083,2525,"2525 This is not a time to weaken our defense, to deny our troops essential new weapons, to undermine European democracies by hinting at new relationships with Communist leaders in Western Europe, to withdraw our troops from South Korea, to upset the balance in the Middle East, or to concede such nations as Yugoslavia to the Soviet sphere.",rep,1976,True
38485,2061,"I trust the American people, and they know they can trust me. I believe this nation, and its people, are the greatest in the world. I believe our democracy is the strongest system of government ever devised by the hand of man. I believe we have a brilliant future as one people.",dem,1968,False
7551,2004-09-13-care-muskegon-michigan,"The President. Small business, thousands of small businesses just like his all over the world, all over the country, all over America. The heart and soul of the American economy are these small-business owners. Sorry.",rep,2004,False
42084,2664,"2664 Mr. Carter's response is that inflation is a complex problem, and that he's doing the best he can. That's just the problem. His best hasn't been good enough.",rep,1980,True
5919,1945,"1945 A responsible government will not turn its back on workers whose jobs have been taken over by machines. You know, last year we trained nearly 9,000 men and women in new skills in New York. I intend to speed up that training and that transition of workers into new industries.",dem,1964,True
6701,2083,2083 VOICES:  We want Humphrey.  We want Humphrey.,dem,1968,True
8753,2004-10-27-remarks-lititz-pennsylvania,"The fourth clear choice in this election involves your retirement. Our Nation has made a solemn commitment to America's seniors on Social Security and Medicare. When I ran for President 4 years ago, I promised to keep that commitment and improve Medicare by adding prescription drug coverage. I kept my word. Seniors are now getting discounts on medicine with drug discount cards. Low-income seniors are getting $600 of help this year and $600 of help next year to help them afford prescription drugs. And beginning in 2006, all seniors will be able to get prescription drug coverage under Medicare.",rep,2004,False
5081,910,What the support program does do is to encourage farmers to grow more food. You can now plant crops fairly secure in the knowledge that prices will still be good at market time. That is one reason why farm production has increased almost 50 percent in the last twenty years. The support program thus helps to keep supply up with demand--and that is the way to keep prices from going up. ,dem,1952,False
17405,2016-10-15-portsmouth-new-hampshire,"Thank you. In 24 days, we are going to win the state of Maine and we are going to win the White House. Make sure to get your absentee ballots.",rep,2016,True
32046,2853,"2853 I was once a member of that party, and for a great part of my life, myself. And I don't believe that what we've seen and what I've been talking about is true of the millions of rank-and-file, patriotic Americans; it is only true of an element of leadership that somehow seems to have lacked the courage to stand for what is right.",rep,1984,True
10326,902,"Now it's a misfortune--deserved, I fear--of the Republican leadership not just to be taken too seriously during these moments of imitation. Their forward look sometimes seems to me like a costume taken out of the closet every four years for the big masquerade ball. It often looks nice after a dry cleaning, but the stuffed shirt still shows.",dem,1952,False
7331,1165,"Then, what has it done to our finances, national finances first?  They gave us a budget of 85 million dollars, something so big I venture the opinion that there is no one in this crowd who knows any more than I do what 85 billion dollars could possibly mean or look like, but one thing we do know; that when they put up that kind of an expenditure program, they say at the same time, ""Now, this is 12 billion dollars more than we can collect from you although we are slamming on to you the highest taxes you have ever paid.""  All America with its highest taxes, full employment cannot produce the amount of money this spendthrift government says we should lay on the line.  We are going in debt in the time of greatest employment, and they are forcing families to do the same.",rep,1952,False
37517,1838,"1838 But let me say this: Michigan depends on car sales.  Michigan depends on it, and you know that when a top official talks about recession--you know what effect that's going to have if he continues it?  It's going to have the effect of discouraging people from buying, of talking our way into the very recession, and the responsibility will be right on him for doing it--and I demand him to retract that kind of talk, and retract it tonight.",rep,1960,True
3,2008-09-29-remarks-westminster-colorado,"I said that we cannot and will not simply bailout Wall Street without helping the millions of innocent homeowners who are struggling to stay in their homes. They deserve a plan too. And finally, I said that I would not allow this plan to become a welfare program for the Wall Street executives whose greed and irresponsibility got us into this mess.",dem,2008,True
23867,984,"984 The second stern reality is the fact that Korea is still a battlefield, and that our boys--our sons--are dying there. No confidence in our growing strength at home can give us any real satisfaction until that day when they come home. We can't take one ounce of real satisfaction from anything else--from any other gain--until the daily human tragedies which are Korea are stopped.",dem,1952,True
6823,2012-09-27-event-springfield-virginia,"This is — this is unacceptable. It is not working. I know what it takes to get us working. He's put us on a road to Europe. Europe doesn't work in Europe, all right?",rep,2012,False
30139,1247,"Our aim--to which we must be pledged in joyous, generous and confident dedication--is ever clear, ever the same.  It is the idea of human freedom--that glorious gift of our Judeo-Christian traditions.  This idea--democracy--is not a mere sentimental mood, nor some casually inherited persuasion.  It is a doctrine of life and a definition of man.",rep,1952,False
23822,3278,"Four years ago I ran for president with a simple vision, and I ask you to think about it tonight. When you go home just take a little time and ask yourself, what do I want America to look like four years from now when we start that new century. What do I want America to look like when my children are my age? My answer is simple: I want an America where the American Dream is alive and well for everybody who is responsible enough to work for it. I want an America still the world's strongest force for peace and freedom and prosperity. And I want an America relishing, respecting its diversity and coming together across its differences in shared values, not being driven apart as so many places in the world are today.",dem,1996,False
33814,3190,"3190 We should pass a victim's rights constitutional amendment because victims deserve to be heard, they need to know when an assailant is released. They need to know these things, and the only way to guarantee them is through a constitutional amendment.",dem,1996,True
27408,2765,"2765 I want an America where the president defends our air, our water, our land and our public health. This crowd would rather take a polluter to lunch than to court, and I promise you when I'm in Washington, there's never going to be another James Watt, another Ann Gorsuch, another poisoner, another polluter anywhere in that city.",dem,1984,True
7959,3200,"And I'm glad to fight. I'm going to fight for Florida. I'm going to fight for north Florida. I'm not going to give up any place, and I want you to help me win this state and I hope you will, for yourselves and your children.",dem,1996,False
21185,1685,"But if you share my view that this country of ours has to move ahead, we can't permit 50 percent of our steel capacity to go unused, 100,000 steelworkers out of work, others working part time, coal miners--and I spent a month in West Virginia, which has the same problem as Pennsylvania--out of work, and this administration has been indifferent to it.  The first act passed in 1953, pretty nearly, by this administration's leader in the Senate, Senator Knowland, when the Republicans controlled the Senate, was to repeal Defense Manpower Policy number four.  That policy provided that defense contracts would go into those areas where there was high unemployment.  The fight was led by Senator Knowland, the leader of the Senate at that time.",dem,1960,False
8928,2004-09-09-remarks-colmar-pennsylvania,"I say this: I believe in the power of liberty to transform lives. That's what I believe. The core of my belief is that liberty has got the incredible capacity to convert enemies to friends, tyrannical societies to free societies. And that makes the world more peaceful, a peace we all want.",rep,2004,False
13759,2004-10-16-beach-florida-2,"My opponent's words on these issues are a little muddy, but the record is real clear. He says he supports the institution of marriage, but he voted against the Defense of Marriage Act, which my predecessor signed into law. He voted against the ban on the brutal practice of partial-birth abortion.",rep,2004,False
21129,2000-08-17-national-convention-los,"And what are those changes? At a time when most Americans will live to know even their great grandchildren, we will save and strengthen Social Security and Medicare, not only for this generation but for generations to come. At a time of almost unimaginable medical breakthroughs, we will fight for affordable health care for all, so patients end ordinary people are not left powerless and broke. We will move toward universal health coverage, step by step, starting with all children.",dem,2000,False
41633,1972,"And we have some more things that we have to do for America. I said let us continue. But I also said at the convention I want a mandate, I want a mandate not just to let us continue but I want a mandate to begin.",dem,1964,False
7293,3000,"3000 We ought to make it clear to all of our working people, that no matter what the president does, if you don't have the courage and the willingness to reeducate and retrain yourself constantly throughout a lifetime, there is nothing anybody can do for you, no one, no one, no president, can repeal the laws of economic change that are sweeping through this country.",dem,1992,True
39920,2881,2881 And we're going to win this race.,dem,1988,True
11696,2004-10-19-petersburg-florida-0,"I'm honored that the mayor took time to come by and say hello. Mr. Mayor, Rick Baker, is with us today. Thank you for coming, Mayor, proud you're here. I want to thank all the State and local officials. I'm proud to be on the stage with the next United States Senator from Florida, Mel Martinez. I know him well. He's the right man for the right State at the right time for the United States Senate. Kitty is here too, Kitty Martinez. She's going to make a great First Senator's wife. Thanks for coming, Kitty, great to see you.",rep,2004,False
