,Unnamed: 0,Speech_id,par_id,uniq_id,text,party,term,comp,drawn,label_pop,bart_label,yuchen_label,agreement
123,123,1891,26,1891_26,"In Philadelphia, since the last primary we have registered 100,595 Democrats and 31,049 Republicans, or 74 percent Democrats and 22 percent Republicans. And the edge is the kind of an edge that we like better than three to one. In Allegheny County, more new Democrats have registered than in any other presidential year in history, 24,000 new Democrats to 10,000 new Republicans--an edge of better than two to one. In Lancaster County, just next door, new Democrats are outnumbering new Republicans.",dem,1964,True,randomly,not populist,neither,neither,1
124,124,2033,32,2033_32,"I'm taking the time tonight to document my case, because I keep reading that the labor movement are not yet enthusiastic about this campaign.  I keep reading that somehow or another there's not enough spirit in this campaign.  Let me tell you, I don't believe it one minute, and we're going to get elected.  ",dem,1968,False,randomly,not populist,neither,neither,1
125,125,2008-10-10-chillicothe-ohio-1,18,2008-10-10-chillicothe-ohio-1_18,"That's why we need a Small Business Rescue Plan - so that we're extending our hand to the shops and restaurants; the start-ups and small firms that create jobs and make our economy grow. Main Street needs relief and you need it now. We won't grow government- we'll work within the Small Business Administration to keep folks afloat, while providing tax cuts to lift the tide. It's what we did after 9/11, and we were able to get low cost loans out to tens of thousands of small businesses. That's one of the many steps we can and should take to help stop job losses and turn this economy around.",dem,2008,False,randomly,not populist,neither,neither,1
126,126,2419,8,2419_8,"Like all of you, I value the peace that America enjoys in 1976, the peace that finds no Americans in combat anywhere in the world today.  We possess and we must maintain the diplomatic skill and the military might which can keep the peace and protect our national security. I will not lead the American people down the road to needless danger or senseless destruction.  We will march ahead on the path of peace through strength and give America and our freedom a new dimension in the United States of America.",rep,1976,True,randomly,not populist,neither,neither,1
127,127,3035,12,3035_12,"It means we're going to open the doors of college education to all Americans, because we live in a world in which what we earn depends on what we can learn. Any American can borrow the money to go to college and pay it back as a percentage of their income at tax time so they can't beat the bill, or even better, by giving two years of service to our country. You think about it. If everybody from Pueblo who got a college degree paid it off by working as a teacher, a police officer, working with the elderly, working with people with disabilities, working to help kids coming up having a tough time, we could solve the people problems of America and rebuild America and educate a whole new generation of Americans. That's the kind of thing we ought to do.",dem,1992,False,randomly,not populist,neither,neither,1
128,128,2866,33,2866_33,I am deeply honored that you've let me serve you for these past four years. Much remains to be done. We must continue to build upon the new beginning that we started four years ago. So I've come here today to ask for your support and for your vote.,rep,1984,False,randomly,not populist,neither,neither,1
129,129,3190,5,3190_5,"Look at what's happened. We have the lowest combined rates of unemployment, inflation and home mortgages in twenty-eight years. Look at what happened--ten million new jobs, over half of them high-wage jobs; ten million workers getting the raise they deserve with the minimum wage law; twenty-five million people now having protection in their health insurance because the Kennedy-Kassebaum bill says you can't lose your insurance anymore when you change jobs, even if somebody in your family has been sick; forty million Americans with more pension security; a tax cut for fifteen million of our hardest working--hardest pressed Americans, and all small businesses; twelve million Americans--twelve million of them--taking advantage of the Family and Medical Leave law so they can be good parents and good workers.",dem,1996,False,randomly,not populist,neither,neither,1
130,130,2176,73,2176_73,"Q: Mr. Nixon, there has been a great deal of speculation about commitments you supposedly have made of prospective cabinet members. Do these speculators know something that the rest of us don't? NIXON: I haven't even promised ambassador to Chad, believe me. This is one of those rather--I say--I don't say this as any self-serving statement because sometimes men in order to get nominations have to make certain promises. I understand that. But I was very fortunate in getting this nomination because I did enter the primaries and because my--I came out of Oregon with a pretty big lift. From the time of the Oregon primary I was certain that I was going to be nominated, and consequently I have made no commitments whatever, and I can go further. I haven't even discussed being in a Cabinet with anybody who has been suggested in the Cabinet. I have been very complimented by some of the names that have been suggested.",rep,1968,True,randomly,not populist,neither,neither,1
131,131,2983,36,2983_36,"And what I ask of you this morning--what I ask of all Americans in these next 11 days--is to consider whether you really want to let him do it. Do we really want to go back to those days of high inflation, high interest rates, high taxes, and low expectations for America? Today is an anniversary. One hundred and two years ago today, the Statue of Liberty was dedicated in New York Harbor. On that day, President Grover Cleveland said, """"We will not forget that Liberty has here made her home; nor shall her chosen altar be neglected.""""",rep,1988,True,randomly,not populist,neither,neither,1
132,132,1317,1,1317_1,"I want also to express my admiration for the fine ticket for state and Congressional offices which our party has selected here in Massachusetts.  My friend Chris Herter has broad experience and a warm concern for people which fit him to be a great governor of your great state. I stand before you, tonight, in the solemn knowledge that--by this hour of the morrow--you may have summoned me to serve as president of the United States.",rep,1952,True,randomly,not populist,neither,neither,1
133,133,1573,6,1573_6,"I think we will move in the direction of freedom.  That is the purpose of this campaign, to build a stronger country here, and in building a strong country, we strengthen the cause of freedom all around the globe. I ask your help in this campaign.  I ask you to join me in a journey across the new frontiers of the 1960s.  I run for the office of the presidency not promising the things I am going to do for the country, but asking you to join with me in serving our country, in making it greater, in making it stronger, in making it fulfill its manifest destiny. ",dem,1960,True,randomly,not populist,neither,neither,1
134,134,2636,40,2636_40,"It is the responsibility of the president of the United States, in working for peace, to ensure that the safety of our people cannot successfully be threatened by a hostile foreign power. As president, fulfilling that responsibility will be my number one priority. We are not a warlike people. Quite the opposite. We always seek to live in peace. We resort to force infrequently and with great reluctance--and only after we have determined that it is absolutely necessary. We are awed--and rightly so--by the forces of destruction at loose in the world in this nuclear era. But neither can we be naive or foolish. Four times in my lifetime America has gone to war, bleeding the lives of its young men into the sands of beachheads, the fields of Europe and the jungles and rice paddies of Asia. We know only too well that war comes not when the forces of freedom are strong, but when they are weak. It is then that tyrants are tempted.",rep,1980,True,randomly,not populist,neither,neither,1
135,135,2008-10-16-new-york-city,6,2008-10-16-new-york-city_6,"I am also glad to see that Senator Schumer is here, and I see that he's brought some of his loved ones. Those would be the people with the cameras and the notebooks in the back of the room. Of course, I am especially honored to be here tonight with my distinguished opponent, Senator John McCain. I think it is a tribute to American democracy that, with two weeks left in a hard-fought election, the two of us could come together and sit down at the same dinner table without preconditions.",dem,2008,True,randomly,not populist,neither,neither,1
136,136,2010,30,2010_30,"""""I see America not in the setting sun of a black night of despair ahead of us.  I see America in the crimson light of a rising sun, fresh from the building, creative hand of God.  I see great days ahead, great days possible, to men and women of will and vision.""""",dem,1968,False,randomly,not populist,neither,neither,1
137,137,2012-09-25-new-york-city,13,2012-09-25-new-york-city_13,"Some have said, well, it's going to be hard for Hispanic students to — to be able to keep up with the rest of the population. Not so. In Florida, by virtue of those two changes, if you had a state that was just comprised of the Hispanic students of Florida, why, that state would fall right in the middle, about rank number 25 of American states. And that's been in part because of these extraordinary improvements that have been brought into the — to the — to the school system in — in Florida.",rep,2012,True,randomly,not populist,neither,inclusive,0
138,138,3108,0,3108_0,"What a great day in Ohio! Barbara and I are delighted to be here. May I salute our longstanding friends, George and Janet Voinovich, and say you are very lucky in this state to have this man as your governor. Also I want to single out another one, and that's Chalmers Wylie. He and I went to Congress on the same day, and he served Columbus with great distinction. If we had more like him they wouldn't be yelling all the time, """"Clean House!"""" to get rid of all those Democrats that have been there in control for thirty-eight years, for thirty-eight years.",rep,1992,False,randomly,not populist,neither,neither,1
139,139,3340,6,3340_6,"This election is about basic values, and I talked about some of them in the debate just a couple of nights ago. Values like lower taxes that leave families with more resources to raise their children. It's your money; it's your money. We've got to remember that it's your money.",rep,1996,True,randomly,not populist,neither,neither,1
140,140,2004-11-01-city-iowa-0,7,2004-11-01-city-iowa-0_7,"I see a great day coming for America. I see a day where prosperity reaches every corner of our country. I see a day where every child is able to read and write and add and subtract. I see a day in which this world becomes more peaceful, where we achieve the peace we want for our children and our grandchildren. And tomorrow, the people of America have a chance to bring that better day by voting for strong, confident, optimistic leadership by voting for Bush-Cheney.",rep,2004,False,randomly,not populist,neither,neither,1
141,141,2358,28,2358_28,"We have negotiated with the Soviet Union to limit arms in the nuclear field and in many other fields.  That means that despite the differences we have and will continue to have in philosophy, that we will talk about differences rather than fight about them. Finally, it means that having opened up this great world, that the young people here--young as I was, and younger, when I was here in North Carolina as a student thirty-five years ago--can look forward to an open world where there can be communications between people even though there are differences between governments, where there can be peace in the world and progress such as we have never had in the whole history of mankind.",rep,1972,True,randomly,not populist,neither,neither,1
142,142,2757,23,2757_23,"It's like everything else.  Here we are four years into his term, and he's trying to blame the farm collapse on an act four years ago.  This is the first blameless president in American history.  This is his fault.  These are his policies, and we need a president who takes some responsibility and restores farm prosperity.",dem,1984,False,randomly,not populist,neither,neither,1
143,143,2016-11-07-raleigh-north-carolina,40,2016-11-07-raleigh-north-carolina_40,"And I couldn't watch it when they made the Iran deal. They gave them $150 billion, a terrorist state. A state that was ready to collapse until we made them rich and powerful. We gave them a path to nuclear weapons. They were ready to collapse. We gave them, remember, $400 billion, right? We gave them $400 million. Then we found out that was -- it wasn't $400 million. It was $1.7 billion in cash. In cash. Do you know what $1.7 billion in cash is? You could take that whole side of the arena and you wouldn't have enough room. How stupid are we to allow this to happen? Our leaders are incompetent. President Obama is campaigning today with Hillary Clinton because she can't campaign.",rep,2016,True,randomly,populist,neither,neither,1
144,144,2316,8,2316_8,"We met many wonderful people. We have been impressed by the countries that we have seen. But you know, when you come home to America, what you realize is that America is a very unique country, America is all the world in one nation. It is all here.",rep,1972,False,randomly,not populist,neither,neither,1
145,145,2916,6,2916_6,"Who stood by in silence as the Administration fought to let polluters dump radioactive waste into our oceans?  George Bush. Who supported not one, but two vetoes of the Clean Water Act?  George Bush.",dem,1988,True,randomly,not populist,neither,neither,1
146,146,3190,36,3190_36,"Opportunity alone is not enough. I want to build an America in the twenty-first century in which all Americans take personal responsibility for themselves, their families, their communities, and their country. I want our nation to take responsibility to make sure that every single child can look out the window in the morning and see a whole community getting up and going to work.",dem,1996,False,randomly,not populist,neither,neither,1
147,147,2713,6,2713_6,"I express my alarm both as a public servant who has loved and studied our Constitution and as a Minnesota preacher's kid who has drawn strength from his faith. My dad was a minister.  My mom was a director of religious education.  My wife Joan's dad is a minister.  I was taught to believe in the God of the Old and New Testaments--a God of justice, of mercy, and of love.  I was taught that we bear witness to our faith through a life of commitment, consideration, and service to our fellow men and women.  In learning my own faith, I was taught to respect the faiths of others.  Learning to love our country, I was taught to love all the people who live here.",dem,1984,True,randomly,not populist,inclusive,inclusive,1
148,148,2012-11-05-rally-columbus-ohio,11,2012-11-05-rally-columbus-ohio_11,"There are a few other people I want to thank before we get started. One of the toughest fighters on behalf of working families that I know, your Senator, Sherrod Brown is in the house. Someone who will follow in his footsteps if you send her to Congress, Joyce Beatty is here. Your mayor, Michael Coleman, is here. And give it up for your former Governor and my friend, Ted Stickland in the house.",dem,2012,False,randomly,not populist,neither,neither,1
149,149,3216,1,3216_1,"Let me also tell you that I am delighted to be here. I thank you for your warm welcome. I cannot believe the size of this crowd. What's the population of this community? Two thousand? No, not two people--I know that. Now, come on.",dem,1996,False,randomly,not populist,neither,neither,1
150,150,1213,8,1213_8,"If we do that, ladies and gentlemen, then we are a truly religious civilization, marching forward under a firm leadership, a united leadership that is bound to bring us, first, peace in the world, greater prosperity at home, with that kind of distribution of that prosperity that allows every single loyal American of good will to work for the betterment of himself, his family, his community and America. I don't come before you, ladies and gentlemen, to make any long list of promises.  All the promises, the political promises, have been used up in the last 20 years anyway.  What I bring to you is a pledge, a pledge couched in the kind of thing that you people have a right to demand and expect of your government, that if you want to send the leaders of this crusade to Washington; they make this pledge now, they will above all things be honest; they will make it possible for all the agencies of the government that have the task of investigating--to make it possible for them to make their findings open to the public.  There will be no concealing of crookedness and dirt in the new administration.",rep,1952,True,randomly,populist,neither,neither,1
151,151,2016-09-30-fort-pierce-florida,23,2016-09-30-fort-pierce-florida_23,"Third, let's expand service opportunities for people of all ages. Right? Now, let's be fair, the younger generation is way ahead on this. I've talked to so many young people who are deeply thoughtful about how your lives impact others and the world. Service isn't just something to do to check a box before graduation, it really is woven into your lives. And many who are just getting started in your careers, say that having a social impact is more important to you than getting a job that yes, may pay a salary but doesn't give you any meaning or purpose in your lives.",dem,2016,False,randomly,not populist,neither,neither,1
152,152,3248,21,3248_21,"But I'll tell you what, I believe that the national government's responsibility is to do those things that we must do together. My opponent says, oh, the President thinks the government knows best. But I think you know best. Now, if we fall for that one again, we ought to be ashamed of ourselves. Their theory is, you know, that once you get elected to public office you no longer belong to the people, you lose all your common sense, and you become the enemy--unless you're a Republican, in which case you don't.",dem,1996,False,randomly,not populist,neither,neither,1
153,153,1691,2,1691_2,"The point is that if we are meeting our responsibilities in this country, if we are educating our children-- Dick?  The voters are down here, not up there. If we are educating our children by giving them the best education we can--and it is a sober fact that ten years ago we were turning out twice as many scientists and engineers as the Soviet Union, and now one-half as many--if we are going to educate our children, providing full use of the capacity of our plants and men and potential of our industries in the United States, providing medical care for the aged tied to social security--some kind of security to our older citizens--if we are providing opportunity for all citizens to advance their potential, then we are building a strong and vital society here at home, and then we speak with purpose around the world.",dem,1960,True,randomly,not populist,neither,neither,1
154,154,2455,45,2455_45,"As I said yesterday, I'm not going to permit pilots to fly in aircraft which is older than the pilots themselves. And that is what you do if you go on with the B-52. The B-1 has met every test, not only as to performance but as to cost. And I am very much opposed to those who want to cancel it or delay it and, unfortunately, Mr. Carter, in the form that he espouses, either wants to delay it or cancel it.",rep,1976,False,randomly,not populist,neither,neither,1
155,155,1592,7,1592_7,I ask for a national revival of our spirit.  There is not a student here--and it is nice to talk to eighteen and nineteen-year-old students who have the right to vote--there is not a student here who will not live in the most hazardous time in the life of our country.  And I hope that they will assume the burdens which go with the great responsibilities of maintaining freedom.  We do not want it said of them what Queen Victoria said of Lord John Russell.  He was interested in nothing but the Revolution of 1688 and himself.,dem,1960,False,randomly,not populist,neither,neither,1
156,156,2025,32,2025_32,"I want therefore to talk to you then, in the time that you have given me in this wonderful outpouring of Democratic unity tonight.  I wan to talk to you about what I think are the three realities today in America.  These are the realities that we have simply got to deal with--not the general platitudes or general generalities, generous generalities or pious platitudes, but the realities.  What is it like?  What are the issues?",dem,1968,False,randomly,not populist,neither,neither,1
157,157,1891,29,1891_29,"We want to, before we leave, see as many of you as we can and say to all of you and to each of you how grateful we are and how very much we appreciate the sacrifice that you have made for your party and your country. Democrats in Pennsylvania appreciate it and it will help good people everywhere. Thank you.",dem,1964,True,randomly,not populist,neither,neither,1
158,158,2363,29,2363_29,"We can have an America that has reconciled its economic needs with its desire for an environment that we can pass on with pride to the next generation. We can have an America that provides excellence in education to my child and your child and every child. We can have an America that encourages and takes pride in our ethnic diversity, our religious diversity, our cultural diversity--knowing that out of this pluralistic heritage has come the strength and the vitality and the creativity that has made us great and will keep us great.",dem,1976,True,randomly,not populist,inclusive,inclusive,1
159,159,2004-10-24-alamogordo-new-mexico,46,2004-10-24-alamogordo-new-mexico_46,"I see a good day for America. I clearly see a better tomorrow for all of us. One of my favorite quotes was written by a Texan from right down the road in El Paso, Texas. He said, """"Sarah and I live on the east side of the mountain. It's the sunrise side, not the sunset side. It's the side to see the day that is coming, not to see the day that is gone."""" You know, when you really listen to the words in this campaign, my opponent has spent much of this campaign talking about the day that is gone. I'm talking about the day that is coming.",rep,2004,False,randomly,not populist,neither,neither,1
160,160,2794,31,2794_31,"The problem with our economy is that reducing of the gross national product by government. So we do have plans, in spite of what you may have heard from some other sectors here. And we are specific. We think we've been very specific. Our economic program that we advocated in 1981, and are still going forward with, calls for sizable reductions. We never got all we wanted.",rep,1984,False,randomly,not populist,neither,neither,1
161,161,2880,16,2880_16,"But the vision we outlined in 1980 does not come to an end simply because four years have passed. Our work is not finished. We must continue not only into the next four years, but into the next decade and beyond to meet our goal of sustained economic growth without inflation, a strong country prepared for peace.",rep,1984,False,randomly,not populist,neither,neither,1
162,162,2551,9,2551_9,"We now have friendship with a billion people in the People's Republic of China we'd never had before, and we have not lost our trade relationships and our friendly relationships with the people of Taiwan. I was in the most advanced steel plant, I guess, in the world, in Perth Amboy in New Jersey last week. Fifty percent of their steel rods are being exported to China. Half way around the world, they can sell American-made steel rods, made up of scrap material that used to be sent overseas to China, with a competitive advantage over the same steel rods made a few hundred miles away in Japan. American workers in that one factory produce more steel per year than in any other steel plant in the world.",dem,1980,False,randomly,not populist,neither,neither,1
163,163,2302,10,2302_10,"And let us find again the confidence that for all our differences, ours is a country that stands for what is noble and just in human affairs. Let us renew our faith that while each one of us is an individual, we are all part of something important, of a great experiment that is sure to succeed because we care about each other. These are not new ideals. They are as old as America. They are as old as our forebears' declaration that life, liberty and the pursuit of happiness are the common rights of every American citizen.",dem,1972,True,randomly,not populist,neither,neither,1
164,164,3226,21,3226_21,"We should not, in my view, endanger the national commitment we made thirty years ago to provide health care not only to poor, but largely to middle class families through the Medicaid program--helping seniors into nursing homes, helping poor pregnant women and poor little children and, among the most important things, helping families who have family members with disabilities to keep working and care for their family member with disabilities so that they could go together and maintain a middle class lifestyle. I believe that would me a mistake, and it's not necessary to balance the budget. I also don't think we should sacrifice our future. We shouldn't cut our investments in education, in environmental protection, in research and technology. We need more investments in research and technology. But we can balance the budget and still continue to invest an appropriate amount there.",dem,1996,True,randomly,not populist,neither,neither,1
165,165,2745,16,2745_16,"That's the big difference between the two of us.  I believe that a president who cares, who leads, just as John Kennedy did, can make and did make a difference in the lives of our country.  That's not Karl Marx; that's not Adolf Hitler, that's America at its best, and we all know it and that's what we want in our nation again!",dem,1984,False,randomly,not populist,neither,neither,1
166,166,1309,6,1309_6,"Then suddenly, they had a new one.  They feared I was a bigot.  I was terrible.  I hated everybody who hadn't been born ten generations back in the United States, and they thought I didn't know any American Indians, so this looked like a pretty good one.  They said I was anti-Catholic, anti-Negro, anti-Semitic, anti-everything.  Well, that one I didn't have to answer, my friends.  I am very proud of the fine friends of all those groups who jumped into the public print and into the headlines and said, """"That is just a plain lie, because we know he is not.""""",rep,1952,False,randomly,not populist,neither,neither,1
167,167,3000,11,3000_11,"We've got to provide that opportunity to everybody. What does that mean? What does that mean? That means that the state of California--it means no more Bush, that's what it means, that's right.",dem,1992,False,randomly,not populist,neither,neither,1
168,168,1366,2,1366_2,"And if you think that's something I tell all the folks, I might tell you that my fondness for this state got me in first-class trouble two weeks ago in Miami, Florida. I was going full speed ahead when I heard myself saying, """"and you folks here in California know what I mean."""" They sure did.",dem,1956,False,randomly,not populist,neither,neither,1
169,169,2000,23,2000_23,"Now, let me hear from you.  Questions, please.  I don't want to be the picker and the chooser or some people will think I have a few people set out here.  This is rawhide confrontation, now--unplanned, unorganized.",dem,1968,False,randomly,not populist,neither,neither,1
170,170,1095,6,1095_6,"The next thing we must do is remember this:  There are many group tasks that must be done by us in our families, in our communities, in our states, and finally in the nation.  Lately it seems to be too much in the nation.  We do these things together because no one can do them for himself alone.  We must approach those group problems with a spirit of cooperation, a readiness to accept the responsibilities of each of us which are group in character.  If we do not do that then there comes that creeping tide of central law that finally results in the all-powerful state, and we do it because we are regimented.  Let us do our jobs at home, first in the family, then in the village, then in the state.  Let's not let the central government get any more of them than we have to.",rep,1952,False,randomly,not populist,neither,neither,1
171,171,2062,6,2062_6,"Where do you stand on civil rights?  When you are up North, you're all for it.  But down South you and J. Strom Thurmond whistle Dixie among the magnolias.",dem,1968,False,randomly,not populist,inclusive,neither,0
172,172,3163,23,3163_23,"No, you see, here's my point: There's a conservative agenda for helping people. It's an activist agenda that empowers people, not the bureaucracies. It gives people power to make their own choices, control their own lives, create their own destinies.",rep,1992,False,randomly,not populist,neither,neither,1
173,173,3351,17,3351_17,"Because under our plan I would say to seniors--I don't see any seniors here, but if you see a senior, tell him--well, they say your eyes, your eyes are the first to go. But anyway, that's--but under our spending plan, Medicare increases 7 percent a year, double the rate of inflation--Mrs. Clinton went before Congress--they'd like to have zero growth in Medicare. Ours is 7 percent. There will be no cuts in Medicare and no senior is going to be forced off Medicare. We wanted to balance the budget and increase Medicare and Bill Clinton vetoed it. Now we ought to veto Bill Clinton. That's--",rep,1996,False,randomly,not populist,neither,neither,1
174,174,2861,4,2861_4,"While promoting free trade, this new act insists on something just as important--fair trade. A section of the bill originally known as """"Senator Danforth's Reciprocity Proposal"""" gives the president new leverage to lower foreign barriers to trade, especially in the dynamic and rapidly growing areas of services, investment, and high technology. With regard to our steel industry, this bill gives the president new authority to enforce agreements we may enter into with our trading partners as part of the steel policy that I announced on September 18th, 1984. This legislation will enable us to enforce steel export restraints, guard against unfair import surges into the American market, and help keep the United States from becoming the world's steel dump. And that means that we'll be better able to help our steelworkers get the fair shake they've always deserved.",rep,1984,True,randomly,not populist,neither,neither,1
175,175,1880,0,1880_0,"Good evening. May I first tell you how much I appreciate your giving me some of your precious Sunday night television time. I learned--it was about a week ago, when I was home, and my 12-year-old daughter Julie said she was going to be glad when the campaign was over, so she could get back to some of her favorite programs--and particularly those of you who listen to """"GE Theater"""" this hour, my special thanks.",rep,1960,True,randomly,not populist,neither,neither,1
176,176,3332,1,3332_1,"I want to thank General Powell, not just for coming out today, but for his service to America. As Jack said, the American Dream--we can do it in America. We will do it in America with a Dole-Kemp administration, and we're going to make it happen because we believe in you, we trust you. The other side trusts the government. We trust the people who are here today. And I want Steve and John and Rob and Jim Bunning and all the--and Mike DeWine, of course, there next year to help me. I've got to have help. We need a Republican Congress to get the country moving again.",rep,1996,True,randomly,not populist,neither,neither,1
177,177,2095,7,2095_7,"There is no room in America for demagoguery that pits one group against another, one race against another, rich against poor, north against south. What America needs, if America is to achieve any of its goals in the next few years--America needs trust--trust of a president, trust of the people; the people trusting their president and the people trusting each other, and the president of the United States inspiring and leading and constantly trusting the great people of this land to do what needs to be done for our country and for our world. Now, I have wanted--I have wanted in this campaign the rare privilege of meeting on the public platform the candidates of the other parties.  I think you know that I have purchased radio and television time, as I did last Sunday, in the hopes that the two other candidates would appear.",dem,1968,True,randomly,not populist,inclusive,inclusive,1
178,178,1417,22,1417_22,"All of these have meant some worthy effort to promote that understanding, that common reverence of the spirit of justice that will finally bring to the peoples of the earth a peace in which we can confidently trust. But are these wailing politicians really trying to bring Americans to believe that our nation's voice is not urging--daily and powerfully--conciliation, mutual understanding and justice? We are doing exactly that in the Suez problem.",rep,1956,True,randomly,not populist,neither,neither,1
179,179,3323,12,3323_12,"Now, running for office the last time, he advocated an $800-per-child tax credit. He's making a similar promise this election. But not only has he never submitted the original proposal to Congress, he actually vetoed, as Steve knows, a child credit sent to him by the Republican Congress--vetoed it.",rep,1996,False,randomly,not populist,neither,neither,1
180,180,2363,21,2363_21,"It is time for the law to be enforced. We cannot educate children, we cannot create harmony among our people, we cannot preserve basic human freedom unless we have an orderly society. Crime and lack of justice are especially cruel to those who are least able to protect themselves. Swift arrest and trial, fair and uniform punishment, should be expected by anyone who would break our laws.",dem,1976,True,randomly,not populist,neither,neither,1
181,181,2012-11-04-concord-new-hampshire,12,2012-11-04-concord-new-hampshire_12,"As Americans, we honor the strivers, the dreamers, the small-businesspeople, the entrepreneurs, the risk takers. They've always been the driving force behind our free enterprise system, and that system has been the greatest engine of growth and prosperity the world has ever known. But we also know that in this country, that system, our free enterprise system, works when everybody has got a shot, when everybody is participating, when everybody has got a chance to get a good education and learn new skills, when we support research into medical breakthroughs and new technologies that will create new businesses.",dem,2012,False,randomly,not populist,neither,neither,1
182,182,1349,8,1349_8,"And I urge you to send a good man to represent the people of Indianapolis to the U.S. Congress, James Carvey. I want to say another word about the farmer. I don't need to tell you people here in Indiana what's happened to Candidate Eisenhower's promise to farmers four years ago--or what's happened to the farmer and the family farm. But I assumed a duty at the National Plowing Match at Newton, Iowa, last week that I want to perform here today.",dem,1956,True,randomly,not populist,neither,neither,1
183,183,3064,61,3064_61,Are my opponent and Congress really in cahoots? Look at one important question: Should we limit the terms of Congress? Governor Clinton says no. Congress says no. And I say yes.,rep,1992,False,randomly,populist,neither,neither,1
184,184,2008-10-30-columbia-missouri-0,12,2008-10-30-columbia-missouri-0_12,"(CHEERING AND APPLAUSE) OBAMA: Businesses and families can't get credit. Home values are plummeting. Pensions are disappearing. It's gotten harder to get -- to make a mortgage, or fill up your gas tank, or even keep the electricity on at the end of the month.",dem,2008,True,randomly,not populist,neither,neither,1
185,185,1236,7,1236_7,It is wonderful to visit Houston and see on every hand the signs of your vigorous expansion.  You have fulfilled the vision of those hardy pioneers who set up the early capital of the Texas republic down at the corner of Main Street and Texas Avenue.  You have vindicated their resolute belief in the unlimited future of this region.  Your growth has been phenomenal--the vast industrial development ringing the city; your beautiful churches; your Rice Institute; your University of Houston; your wonderful medical center; and your other institutions of culture and learning.,rep,1952,False,randomly,not populist,neither,neither,1
186,186,2004-09-21-and-exchange-with,7,2004-09-21-and-exchange-with_7,"The war now in Iraq is really not only an Iraqi war. It's a war for the civilized world to fight terrorists and terrorism. And there is no route but the route of winning, and we are going to prevail, and we are going to win, regardless of how much damage they are going to make and cause in Iraq and elsewhere. They want to undermine us in Iraq and to move from Iraq, to undermine the region. And once they do this, they will hit hard at the civilized world, in Washington and New York and London and Paris and Ankara and Geneva, elsewhere—everywhere in the civilized world.",rep,2004,False,randomly,not populist,neither,neither,1
187,187,2973,19,2973_19,"Fourth, after completing our recent build-up, we are facing important fiscal restraints on our resources. We do not need major increases in defense spending nor can we afford major decreases. We do need to spend more efficiently.",rep,1988,False,randomly,not populist,neither,neither,1
188,188,3317,32,3317_32,"Keep in mind the last time he did that he raised taxes 265 billion--that's with a B--billion dollars. And he says--and he's going to probably say this in the debate, so I'm practicing. He said, """"I only taxed 1.1 percent of the people, the rich."""" Well, if you drove a car or truck, it's 4.3 cents. Didn't go into highways; it went into the general treasury to start some other new programs.",rep,1996,False,randomly,not populist,neither,neither,1
189,189,1296,0,1296_0,"My friends of Nassau County:  Let me observe, first, that when the heart is full, the tongue is rarely glib.  So I am not certain what I shall say to you this morning.  I have just been traveling the roads of Nassau County, and never have I been greeted with more cordiality, with greater evidences of hospitality.  I am deeply grateful not only to everyone who was along the road this morning to wave a cheery hello, but to each of you here who has come out to allow me to bring a word of greeting and to express to you one or two of the thoughts on my mind as we go through his political campaign.",rep,1952,False,randomly,not populist,neither,neither,1
190,190,2779,1,2779_1,I think we're all winners because we have the great good fortune to be living in the United States of America. And I think we're all winners because we have the great fortune to be living in the United States of America. And I have the delight of being back in the great state of Pennsylvania.,rep,1984,False,randomly,not populist,neither,neither,1
191,191,2666,3,2666_3,"But today that dream of home ownership has been shattered for millions of Americans; shattered by soaring costs, high interest rates, and gross mismanagement of the economy by the present administration in Washington. In August 1977, just seven months after Jimmy Carter took office, a new house sold for the national median price of $54,900. With a $40,800 mortgage loan for thirty years at a rate of 8.75 percent, a homebuyer paid $321 per month.",rep,1980,True,randomly,not populist,neither,neither,1
192,192,3028,22,3028_22,"I'm telling you, I got into this race cause I think we can do better. I think you think we can do better. We are better than what we have been going through. We need new ideas. We need change.",dem,1992,False,randomly,not populist,neither,neither,1
193,193,3016,6,3016_6,"And I want to say a special word about this ERA because, you know, Pat Robertson wrote a letter about this. You know Pat Robertson. He also wrote the Republican platform.",dem,1992,False,randomly,not populist,neither,neither,1
194,194,2012-09-25-york-city-1,22,2012-09-25-york-city-1_22,"And more broadly, as nations, let's recommit to addressing the underlying forces that push so many into bondage in the first place. With development and economic growth that creates legitimate jobs, there's less likelihood of indentured servitude around the globe. A sense of justice that says no child should ever be exploited, that has to be burned into the cultures of every country. A commitment to equality—as in the Equal Futures Partnership that we launched with other nations yesterday—so societies empower our sisters and our daughters just as much as our brothers and sons.",dem,2012,False,randomly,not populist,neither,neither,1
195,195,2016-10-31-campus-warren-michigan,33,2016-10-31-campus-warren-michigan_33,"How can Hillary manage this country when she can't even manage her email server? It's just one disaster after another, one scandal after another, one betrayal after another. To all Americans I say: it is time for new leadership.",rep,2016,True,randomly,populist,neither,neither,1
196,196,1216,17,1216_17,"Now, of course, with the expenditure programs that are required today for necessary purposes, there cannot be any escape for the moment from high costs and high taxes and high prices.  Which makes it all the more necessary that we watch with a jaundiced eye anything that is unnecessary--all of the waste, the duplication, the inefficiency that we know about, and which you would not expect me here today at this time to enumerate.  That must be eliminated and it is the second purpose of this crusade.",rep,1952,False,randomly,not populist,neither,neither,1
