,Unnamed: 0,pop,Predictions_prob_0,text,speech_par_id,uncertainty,low_pr,high_pr,auth,exc,inc
274,275,0.999817980315535,0.00018201968446514098,Lloyd Bentsen and I are going to work with you to take our streets back from the crack gangs and the drug dealers. We're going to take our government back from the influence peddlers and the sleaze merchants. We're going to take America back from the dishonest contractors and the polluters.,2942_26,0.99963596063107,0.9994368287853521,0.00022643167377502002,0.9997948249258009,7.53779130447823e-05,0.00045429004939193704
276,277,0.9998178480178911,0.000182151982109338,"I'm going to fight for every person in this country who believes government should serve the people – not the donors and special interests. And I am going to fight to bring us all together as Americans. Imagine what our country could accomplish if we started working together as One People, under One God, saluting One American Flag.",2016-10-20-fairgrounds-delaware-ohio_35,0.999635696035781,0.000201848257879325,0.000277933830025084,5.01967345794505e-05,0.9998731925498789,0.0006583927214548219
288,289,0.9998174330538722,0.00018256694612758898,"We're going to end the government corruption and we're going to drain the swamp in Washington, D.C. We are going to renegotiate our terrible trade deals, end illegal immigration, stop the massive inflow of refugees from other countries, reduce surging crime, cut taxes big league and end regulations. Unleash job-producing American energy, rebuild our great military, which sadly has become very depleted, but the greatest people on Earth. We're going to take care of our veterans like they have never been taken care of before. And repeal and replace the disaster known as Obamacare.",2016-10-18-colorado-springs-colorado_4,0.999634866107745,0.999611959038064,0.00146076418099027,0.9997913556756541,0.9998791225821391,0.000392342386195917
292,293,0.9998172985293811,0.00018270147061857299,"On healthcare, we are going to get rid of Obamacare – which has caused soaring double-digit premium increases – and give choice to patients and consumers. Aetna, just today, announced they are dropping out – as are many of the major insurance companies. On government corruption, I am going to restore honor to our government. We've seen the corruption of Hillary Clinton, the mass email deletions, the pay-for-play at the State Department, the profiteering, the favors given to foreign corporations and governments at your expense. We've seen a former Secretary of State lie to Congress about her illegal email scheme, risk innocent American lives, and bring dishonor onto our government.",2016-08-16-west-bend-wisconsin_38,0.9996345970587629,0.999738481695465,0.00022216371213083197,9.34297949908155e-05,7.87218897664189e-05,0.000341028502964174
293,294,0.9998172268296049,0.000182773170395446,"That is what you have got to decide before four weeks from today.  Four weeks from today you are going to decide whether you have a government that decides things that way or whether you can get one.  The only pledge that I make in all honesty is this:  if you decide to send me and my associates with me, who have been leading this crusade, to Washington, I can pledge you this:  we will be vigilant in maintaining honesty in government, we will be careful of your tax money.  We will seek efficient methods and ways of handling government instead of wasteful and extravagant ways.  We will, above all things, uproot subversion and thievery and dishonesty from government, and we will do that by getting into Washington in every principle executive post the finest men this country affords; the kind of men and women who cannot be corrupted; the kind of men and women who will appoint under them as their immediate subordinates men and women who cannot be corrupted and then you will have honest government because the great army of loyal American civil servants are very, very efficient people.  They deserve good leadership.  That is what my associates in the crusade with me pledge you we will do.  That, my friends, is the message I leave with  you today.",1214_5,0.9996344536592091,0.00027713895453168196,0.00022187200924638902,0.999394977867179,0.000137492295697938,0.000354962335977832
296,297,0.9998171784621109,0.000182821537888934,"Waste everywhere, waste in an expenditure program of 85 billion dollars.  Ladies and gentlemen:  it is time someone was cleaning the waste out.  That is what we mean by cleaning up the mess.  And, when people like Senator Williams, Senator Nixon and others, bring up and show that there has been trickery in government, that there have been people who have been dishonest with our tax money and not even allowing all the taxes that we have paid to get down to Washington.  When we find that there have been Communists in government, and we get the answer """"""""Red herring,"""""""" ladies and gentlemen, it is time to clean them out--not only the Communists and the people that have abused our trust but it is time to clean out the people that put them there.  That is what we are going to do.",1117_6,0.9996343569242221,0.00179555293841268,0.000199175915113729,0.9997961820039749,0.00010616324974195,0.000352987625027305
300,301,0.9998171015706829,0.000182898429316472,"The working people of this state and this nation are the most innovative, the hardest working, the best skilled, most productive, most competitive in the world. This foundation of our economy, the American worker, is strong but it has been put at risk by the greed and mismanagement of Wall Street and Washington. The top of our economy is broken. We have seen self interest, greed, irresponsibility and corruption undermine the hard work of the American people. It is time to set things right, and I promise to get the job done as your president.",2008-09-16-tampa-florida-5_1,0.9996342031413671,0.9997394190813922,0.9996299788616649,5.46652807664938e-05,8.546059922221991e-05,0.000343920763052188
303,304,0.9998170014413449,0.000182998558654794,"These are the principles that should guide the reforms we need to establish a 21st century regulatory system - a system that recognizes our free market economy has only worked because we have guided the market's invisible hand with a higher principle - that America prospers when all Americans can prosper. To restore this prosperity, we must change Washington. We must reform our regulations, our politics, and our government, but we will not be able to make these changes with the same policies, the same lobbyists, or the same Washington culture that allows politicians and special interests to set their own agenda.",2008-09-22-green-bay-wisconsin_29,0.99963400288269,0.999539509774153,0.00024313443108598198,4.96968319447065e-05,9.41557708023899e-05,0.000334060358328529
305,306,0.9998169502216321,0.000183049778367518,"I ran because the voices of the American people—your voices—had been shut out of our democracy for too long by lobbyists and special interests and politicians who were willing to say anything and do anything just to keep things the way they are, the protectors, the guardians of the status quo. And that status quo in Washington has fought us every step of the way over the last 4 years. They spent millions of dollars trying to prevent us from reforming health care, millions of dollars trying to prevent us from reforming Wall Street. They engineered a strategy of gridlock in Congress, refusing to compromise on ideas that in the past both Democrats and Republicans had supported.",2012-11-03-rally-bristow-virginia_43,0.9996339004432649,0.9997601245248801,0.000215881272121712,5.80864246187838e-05,7.368160850527479e-05,0.000339089334783749
307,308,0.9998167756878449,0.000183224312154752,"Ladies and gentlemen:  I am sure that you would first allow me to thank the men in uniform who have come down as a color guard to see me.  It always makes a great appeal to an old soldier, as you know. I am on a campaign now that is a very great deal different from the kind of campaigns to which I was used when I also wore the uniform.  This campaign, though, has a very simple idea, very simple purpose:  this campaign, conducted as a crusade, is to bring to the American people the kind of government that they have traditionally had and which they deserve; to supplant a government which has not won for us a peace abroad and while it has failed to win that peace has also spent money beyond the realm of reason, has created deficits which cheapen our money and raise prices, has taxed us more heavily than we have ever been taxed in time of peace; and on top of that has permitted dishonesty and subversion to exist in our government and has not taken vigorous steps to uproot them.",1198_0,0.99963355137569,0.9997451712447422,0.000222780765496785,6.98394608924873e-05,0.000120815652273173,0.000323947212569339
312,313,0.999816681847616,0.000183318152384395,"So when you look around Michigan, and you see the rusted-out factories, the empty buildings, and the long unemployment lines, remember: Hillary Clinton did much of this to you. Hillary got rich selling your jobs – the same special interests who pushed the jobs out of America are the people who've given countless millions to the Clintons. Hillary gets rich making America poor.",2016-10-31-campus-warren-michigan_16,0.9996333636952321,0.999723978712683,0.000217283845709357,5.2022068483103206e-05,7.84744013025468e-05,0.000323350157763569
317,318,0.99981651064464,0.000183489355360094,"Now, ladies and gentlemen, I do not come before you to seek a chance to ask for your special vote for a particular person, specifically me; I come before you to make this one pledge that those associated with me--and there are Republicans, there are Independents among them, there are many enlightened Democrats, I assure you--all of those people join with me in saying: our bill of goods, our indictment against the administration is not a personal or even a purely partisan thing; it is based on the proved record, the record of malfeasance in office, of tax collectors betraying their trust, of infiltration of our government and other forms of our economic life by Communists and subversive elements, on a great and tremendous and wasteful expenditure program, on high taxes, on rising prices--in short, on an inept government that has failed to lead us toward peace, toward the end of Korea, toward the prevention of future Koreas in the world today. That is the basis of our indictment, and it is all in the record. We bring up nothing that is personal or partisan in character, but we say we must get rid of that kind of leadership if we are to have peace in the world. We believe there are men and women throughout this country, who can be brought to Washington who will do a better job than you have been getting. ",1227_4,0.9996330212892801,0.999735429141545,0.000245106316462108,0.000123007423752783,0.00010915526054838001,0.000372969276364296
322,323,0.9998162681691851,0.0001837318308146,"In short, it's an economic proposal that does nothing to rebuild our economy, but everything to continue the same failed policies of the past eight years - when speculators gamed the system, regulators looked the other way, and lobbyists bought their way into our government. It's the same failed politics of decrying greed on Wall Street one minute, and then rewarding that greed the next minute with tax cuts for Wall Street corporations and CEOs. It's the same failed philosophy: give more and more to those with the most and hope prosperity trickles down to everyone else.",2008-10-21-worth-florida-0_7,0.999632536338371,0.9995905328519221,0.00022211033870321898,5.19127943920984e-05,8.68089399379807e-05,0.000324570432646287
323,324,0.999816254065999,0.00018374593400058602,"I ran the last time and I'm running this time, because the voices of the American people—your voices—had been shut out of our democracy for way too long: by lobbyists and special interests and politicians who will do whatever it takes to just keep things the way they are— the protectors of the status quo. And over the last 4 years, the status quo in Washington, they fought us every step of the way on everything we wanted to do. They spent millions of dollars trying to stop us from reforming health care, millions of dollars trying to stop us from reforming Wall Street. They engineered a strategy of gridlock in Washington, refusing to compromise on anything, even on ideas that both Democrats and Republicans had supported in the past.",2012-11-02-campaign-rally-springfield_38,0.9996325081319991,0.9997512534244971,0.00021877321678557,5.7723194359702794e-05,7.45064420223447e-05,0.00034455036778243596
333,334,0.999816005725322,0.000183994274677734,"Restoring honesty to our government, and the rule of law to our society, will be my highest priority as President. Haven't we had enough drama with the Clintons? Bill Clinton was impeached for lying and obstructing justice, signed the worst trade deal in history, NAFTA, which emptied our country of it's manufacturing jobs, and he doesn't even have the right to practice law.",2016-10-29-center-phoenix-arizona_14,0.999632011450644,0.9996978601492611,0.000203276421035281,5.62189726110172e-05,6.897023122466429e-05,0.00034644230537536603
341,342,0.9998158803319359,0.000184119668064447,"I ran because the voices of the American people—your voices—your voices had been shut out of our democracy for way too long: by lobbyists and special interests and politicians who will say anything or do anything to protect things just the way they are. Over the last 4 years, the status quo in Washington has fought us every step of the way, spent millions to try to stop us from reforming health care, spent millions trying to stop us from reforming Wall Street. They engineered a strategy of gridlock in Congress, refusing to compromise on ideas that it used to be Democrats and Republicans supported in the past.",2012-11-05-rally-columbus-ohio_36,0.999631760663871,0.9997613190575769,0.00021033283441779599,5.78678985661271e-05,7.38976674298841e-05,0.00034282135324807
357,358,0.999815221780774,0.000184778219226093,"I ran because the voices of the American people—your voices—had been shut out of our democracy for way too long: by lobbyists and special interests, by politicians who will do whatever it takes and say whatever it takes to keep things just the way they are, protectors of the status quo. And over the last 4 years, the status quo in Washington has fought us every step of the way. They spent millions to try to stop us from reforming health care, spent millions trying to stop us from reforming Wall Street, spent millions trying to stop us from reforming our student loan programs. They engineered a strategy of gridlock in Congress, refusing to compromise even on ideas that they used to support.",2012-11-02-rally-lima-ohio_35,0.999630443561548,0.999762608838737,0.000215425312925349,5.6605548356918606e-05,7.347998389428921e-05,0.000333163613955987
358,359,0.999815197377446,0.00018480262255387,"I've seen how the career of politicians, the big donors and the special interests have bled this country dry and stripped our middle class and stripped our companies of its jobs and its wealth. But we're just six days away from delivering justice for every forgotten man, woman and child in this country[applause] Justice for every child trapped in poverty in the inner cities, for every family that's born—and you know that, they've been born into a situation in some case; they can't get out of it. We're going to get them out of it. We're going to get them out of it.",2016-11-02-fairgrounds-orlando-florida_7,0.9996303947548921,0.999718003304307,0.000327180188538651,5.29239589425605e-05,9.961568542246558e-05,0.000428808086740588
361,362,0.9998150707279492,0.000184929272050813,"These Wikileaks emails confirm what those of us here today have known all along: Hillary Clinton is the vessel for a corrupt global establishment that is raiding our country and surrendering our sovereignty. This criminal government cartel doesn't recognize borders, but believes in global governance, unlimited immigration, and rule by corporations. ...",2016-10-11-panama-city-florida_3,0.999630141455899,0.000818368639500737,0.00022699715509437598,5.41154858101847e-05,0.9998580609075479,0.000339565038241016
368,369,0.9998147856478791,0.000185214352121221,"Six days. After decades of broken politics in Washington, eight years of failed policies from George Bush, and twenty-one months of a campaign that has taken us from the rocky coast of Maine to the sunshine of California, we are six days away from change in America. In six days, you can turn the page on policies that have put the greed and irresponsibility of Wall Street before the hard work and sacrifice of folks on Main Street.",2008-10-29-raleigh-north-carolina_1,0.9996295712957571,0.9997304630298699,0.00028195005283156496,5.34526514233009e-05,7.08045334979003e-05,0.00031759938569848797
372,373,0.999814659069711,0.00018534093028903202,"In America, government derives its power from the people, and it must provide equal service to them all. But today those principles have become so corroded that many Americans have given up in despair. Government cannot serve two masters.",2288_2,0.9996293181394219,0.999766854142337,0.00022892122807035897,5.06153127338995e-05,0.000104712889894944,0.000312184708271419
375,376,0.9998145543322751,0.00018544566772543702,"I do want to mention one or two other points.  Since the administration, the opposition, opened its campaign it has found it couldn't support its program at home or abroad because here at home it has crookedness.  Did you notice in this morning's paper about the five percenter who had a two or three-hundred thousand dollar bill cooked up for himself?  They had to fire him last night because someone else caught up with him.  It keeps going on and on.  They have had crookedness in the administration.  They have had subversion and disloyalty in the administration.  How would you like to defend that record?",1308_12,0.9996291086645491,0.00021591791403458,0.00018356626506236398,0.999543056855424,9.419434156584e-05,0.000320587048612091
383,384,0.9998142665082459,0.00018573349175405,"One week. After decades of broken politics in Washington, eight years of failed policies from George Bush, and twenty-one months of a campaign that has taken us from the rocky coast of Maine to the sunshine of California, we are one week away from change in America. In one week, you can turn the page on policies that have put the greed and irresponsibility of Wall Street before the hard work and sacrifice of folks on Main Street.",2008-10-27-campaign-closing-argument_0,0.9996285330164909,0.999725049410124,0.000280721975411909,5.31038598887636e-05,7.06826304812208e-05,0.000318582549594142
384,385,0.9998142665082459,0.00018573349175405,"One week. After decades of broken politics in Washington, eight years of failed policies from George Bush, and twenty-one months of a campaign that has taken us from the rocky coast of Maine to the sunshine of California, we are one week away from change in America. In one week, you can turn the page on policies that have put the greed and irresponsibility of Wall Street before the hard work and sacrifice of folks on Main Street.",2008-10-28-remarks-chester-pennsylvania_0,0.9996285330164909,0.999725049410124,0.000280721975411909,5.31038598887636e-05,7.06826304812208e-05,0.000318582549594142
387,388,0.9998142385249141,0.000185761475086673,"Frankly, that is what this crusade is, to clean out bad government from Washington--from all the federal political posts--and substitute government in which there is dedication to the single purpose of the best interests of America. We have all sorts of evidence to show that we have not been getting that kind of government from Washington.  The record of the past seven years is a pitiful one.  It is pitiful in the foreign field. Our lack of progress toward peace, our loss of China with 450 million people turned over to the Communists to use as they see fit in further assaults and attacks against a free world are all pitiful.  So is the war in Korea with its deadly costs, not only in treasure, but in the lives of our most precious asset, our young people.  That is the summation of the record abroad.",1279_2,0.9996284770498269,0.999776052806432,0.000322926793611,6.264576601485571e-05,0.000141951680043551,0.000316889606889085
399,400,0.999813714388417,0.00018628561158223002,"Now that this disaster has hit, John McCain is calling for the firing of the Security and Exchange Commissioner. Well here's what I say: In 47 days, you can fire the whole Trickle-Down, On-Your-Own, Look-the-Other-Way crowd in Washington who have led us down this disastrous path. Let's be clear: what we've seen the last few days is nothing less than the final verdict on an economic philosophy that has completely failed. And I am running for President of the United States because the dreams of the American people must not be endangered any more. It's time to put an end to a broken system in Washington that is breaking the American economy. It's time for change that makes a real difference in your lives.",2008-09-18-espanola-new-mexico_11,0.9996274287768349,0.9997535897192908,0.000240261272637137,5.37246229653136e-05,7.12431777823092e-05,0.000326215281660971
415,416,0.999813263570333,0.000186736429666708,"This is a criminal act. Policemen were badly hurt and so were many others and these people prosecuted. But because of the rigged system they probably won't be. Just like we found out about these paid violent protesters, it was probably the DNC and the Clinton campaign that put forward these liars with their fabricated stories. But, we'll find out their involvement at a later date through litigation and I look so forward to doing.",2016-10-22-eisenhower-complex-gettysburg_21,0.999626527140667,0.00017818836871783,0.000188041552863128,0.9997761458839258,7.79569596834282e-05,0.000344204328301856
422,423,0.999812940838778,0.000187059161222479,"Ohio, I have just two words for you: two days. After decades of broken politics in Washington, eight years of failed policies from George Bush, and twenty-one months of a campaign that has taken us from the rocky coast of Maine to the sunshine of California, we are two days away from change in America. In two days, you can turn the page on policies that have put the greed and irresponsibility of Wall Street before the hard work and sacrifice of folks on Main Street.",2008-11-02-columbus-ohio-6_0,0.999625881677555,0.9997047083247231,0.000268072315405249,5.39657013438356e-05,7.1052324411236e-05,0.000312857479553732
423,424,0.9998128801864978,0.000187119813501669,"These are some of the most important decisions our government has made in the last four years. Each time, the special interests won and you lost. Is it any wonder that confidence in the moral integrity of government is declining?",2297_18,0.9996257603729971,0.9996772944104101,0.000206058282711885,5.4827018363831e-05,6.68715901972811e-05,0.000307529997790442
427,428,0.999812783815992,0.000187216184007852,"We are also going to replace a failed political class that has betrayed our workers, spent trillions on endless foreign wars without victory, and destroyed our middle class. Your jobs will come back under a Trump Administration. Your incomes will go up under a Trump Administration. Your taxes will go way down under a Trump Administration. Your energy bills will go way down under a Trump Administration. Your companies won't be leaving Maine under a Trump Administration.",2016-10-15-portsmouth-new-hampshire_2,0.999625567631985,0.999726929584277,0.000247582341391494,5.14353953274896e-05,7.3146505028421e-05,0.00032313967716319104
429,430,0.999812749271152,0.000187250728848006,"They want us to forget about the sleaze and corruption that's been going on in this Administration, dozens and dozens of members of this Administration leaving under a cloud, indicted and convicted.  They want us to forget that. And they want us to forget what has to be one of the worst records on education and environment we've ever had in the history of this country.",2938_8,0.9996254985423041,0.9996765633606541,0.00021862266463239,6.502388919381071e-05,7.14202739639539e-05,0.000339289498650978
432,433,0.999812546515433,0.000187453484567139,"I ran because the voices of the American people—your voices—had been shut out of our democracy for way too long: by lobbyists and special interests; politicians who were willing to do whatever it takes, say whatever it takes just to keep things the way they are; the protectors of the status quo. Over the last 4 years, those protectors of the status quo in Washington, they have fought us every step of the way, spent millions of dollars to stop us from reforming the health care system, spent millions trying to stop us from reforming Wall Street. They engineered a strategy of gridlock in Congress, refusing to compromise on ideas that Democrats and Republicans used to agree to in the past.",2012-11-03-rally-milwaukee-wisconsin_35,0.999625093030865,0.999757117768341,0.000212112653595858,5.93723981970145e-05,7.14774043655259e-05,0.000344942544264077
433,434,0.999812518719915,0.000187481280085063,"When China and Japan were manipulating their currency and violating our trade agreements, and he saw America lose 2.7 million manufacturing jobs, George Bush chose to say and do nothing for workers in Michigan and Ohio and all over the country. When he saw the cost of energy rising, he chose secret meetings the oil industry and special friendships with the Saudis over an energy independent America. And when he saw millions lose their health care and millions more struggling with record premiums, he chose a $139 billion giveaway to the drug companies instead.",2004-09-15-economic-club-2_12,0.99962503743983,0.9997588950521541,0.000215593396737964,5.1218976900157397e-05,7.01531138670496e-05,0.000313726951422042
435,436,0.9998124377229859,0.000187562277013165,"Joe Biden is the living embodiment of the corrupt political class, that enriched itself while draining the economic life and soul from our country. I mean 47 years, and he just says, """"Well, I should have done this or that."""" I said, """"Joe, you were here for 47 years. You never—"""" I always hate it when he says that I should have done something. And he only left a short time ago. It wasn't like they were 25 years ago. He's been at a high position for 47 years. I said, """"Joe, you could have done something."""" For the last 47 years, Joe Biden shipped away your jobs, shut down your factories, and you know it very well, you got to hit hard here, threw open your borders, and ravaged our cities while sacrificing American blood and treasure in endless wars that were ridiculous in countries that you'd never even heard of. Joe Biden, and they're all coming back. They're all coming back. Got a lot of them, most of them are back. Joe Biden is and always has been a corrupt politician. I hate to say it. And the Biden family is a criminal enterprise. It really is. It's a criminal enterprise. To be honest with you, he makes crooked Hillary Clinton look like an amateur.",2020-10-17-rally-janesville-wisconsin_79,0.999624875445973,0.999712431913645,0.000241649227687235,5.06855431990999e-05,0.9878419965059191,0.000340079420879965
440,441,0.9998122678377429,0.00018773216225713302,"At home, Hillary Clinton failed Latinos and African-Americans, producing only more poverty in the inner cities. She is merely the vessel for the global special interests bleeding this country dry. I am running to represent Americans – and we are going to make America Rich again.",2016-10-05-pavilion-henderson-nevada_4,0.999624535675485,0.999739215898801,0.000240850949184117,5.4664498821720004e-05,0.000101435277935827,0.996607028885218
444,445,0.9998120327509291,0.00018796724907168798,"Florida, I have just two words for you: five days. After decades of broken politics in Washington, eight years of failed policies from George Bush, and twenty-one months of a campaign that has taken us from the rocky coast of Maine to the sunshine of California, we are five days away from change in America. In five days, you can turn the page on policies that have put the greed and irresponsibility of Wall Street before the hard work and sacrifice of folks on Main Street.",2008-10-30-sarasota-florida-0_0,0.9996240655018571,0.999703546993106,0.000264537059424659,5.3711893063075e-05,7.055121496790659e-05,0.00031299471420129
445,446,0.9998120221763059,0.000187977823693802,"We are going to build a border wall, enforce our laws, and keep Radical Islamic Terrorists out of our country. We are also going to end the government corruption Hillary Clinton put her emails on an illegal secret server open to foreign hacking. Then she bleached and destroyed 33,000 emails – after a congressional subpoena. She lied to Congress, under oath, and her staffers took the Fifth Amendment and got immunity deals.",2016-10-05-center-reno-nevada_26,0.9996240443526121,0.000328678255273885,0.00020310244506696002,0.99980395403979,0.9998774451440021,0.000376181541316177
450,451,0.99981183146224,0.00018816853776026699,"The leadership class in Washington D.C., of which Hillary Clinton has been a member for thirty years, has abandoned the people of this country. I am going to give the people their voice back. Think about it. The people opposing our campaign are the same people who have left our border open and let innocent people suffer as a result.",2016-08-16-west-bend-wisconsin_26,0.99962366292448,0.999677915125614,0.000199106135000549,6.27916412352045e-05,0.999874511086897,0.000383071617336691
455,456,0.9998116317541271,0.000188368245872711,"Iowa, I have just two words for you: four days. After decades of broken politics in Washington, eight years of failed policies from George Bush, and twenty-one months of a campaign that has taken us from the rocky coast of Maine to the sunshine of California, we are four days away from change in America. In four days, you can turn the page on policies that have put the greed and irresponsibility of Wall Street before the hard work and sacrifice of folks on Main Street.",2008-10-31-moines-iowa-1_0,0.999623263508254,0.999700405149823,0.000264168577226173,5.3482326348082e-05,7.09003411669432e-05,0.000312899240251402
460,461,0.9998114955619721,0.000188504438028288,"And we face not merely the shoddy corruption that permits powerful men to buy what they want from public officials, but the steady corruption of our own precious values as a country. Today, we face not merely the corruption of government but the corruption of America. The Nixon mess in Washington includes the corruption of our ideals in an unjust war as well as the corruption of the Justice Department in the ITT case. It includes the corruption of our Constitution by assaults on freedom of the press as well as the corruption of our tax code by loopholes for a wealthy few. It includes the corruption of our political process by attempts to hide the real issues of 1972 as well as the corruption of law enforcement by attempts to hide the truth about the Watergate burglary last June.",2276_3,0.999622991123943,0.9997596400899279,0.00026798843270338103,5.84535290510591e-05,8.85295096017778e-05,0.000344660588973271
465,466,0.9998113136693481,0.00018868633065145,"I say we must go forward and not back, as Senator Kennedy suggests. I say that for a number of reasons. First, because the people of America know what they left behind in 1953. They know that they were in a war in Korea. They know that for twenty years we had never had prosperity without war or as a result of war. They know that in the seven Truman years we had seen our savings, our Social Security, our insurance eaten away by a 50-percent reduction in the value of our money. They know that there was corruption in Washington because the big bosses had a key not just to the front door, but to the back door and the side door of the White House. And I say they're not going to have a key to any door to the White House if we are elected. You can be sure of that.",1858_2,0.999622627338697,0.999629533865991,0.000325330905026198,4.89052137289489e-05,8.29822769446431e-05,0.00033447431790174
485,486,0.999810518590146,0.000189481409854283,"Men who work as hard as people do in industry, on the farm, in the office, why does our dollar have to become so inflated that now a basket of food that only in 1940 cost us $10 costs us $24.50.  It is not funny at all, and I don't know any funny words to make it sound ridiculous. Finally, ladies and gentlemen, suppose all of these other things couldn't be helped.  Is it funny that we have to put up with corruption?  Is it funny that we have to put up with people in the Internal Revenue Bureau, the tax collectors' offices that have taken their share of your taxes and not even allowed all of them to get to Washington?  That is the kind of thing we are talking about.  That is what I mean when I say I agree with the Democratic nominee who says there is a mess in Washington.  Of course I agree with him.  The purpose of the crusade is first to clean out that mess.  That we can do by our votes.  Having done that by our votes, ladies and gentlemen, then we have four years to reestablish in Washington, to reestablish throughout every governmental office that extends down from Washington to the remotest hamlet of this whole country the kind of government and the kind of officials in government that will make each and every one of us proud of them.  When we hold up our heads again because we say """"""""We have got honest government, government that the people abroad respect, a government that is working for us and not trying to work over us,"""""""" that is exactly what the crusade is all about.",1119_5,0.999621037180292,0.9997595003702429,0.000212826963922105,5.373036137227029e-05,0.00011459013828751299,0.00033438424843963796
496,497,0.999809962398117,0.000190037601883224,"Now, back in 2008, we talked about change. And I wasn't just talking about changing Presidents. I wasn't just talking about changing parties. I was talking about change in how we run our politics. I ran because the voices of the American people—your voices—had been shut out of our democracy for way too long: by the lobbyists and the special interests, the politicians who will say anything and do anything just to keep things the way they are, the protectors of the status quo.",2012-11-04-denver-colorado-0_43,0.9996199247962341,0.999507144897634,0.000265434700080255,5.0943290438599796e-05,7.85171426645745e-05,0.000335727677606302
497,498,0.999809892260958,0.000190107739041853,"That's why I was so happy what we did to annihilate the enemy the other day. So happy. Because we're dealing against a very dishonest system. But Hillary, so important, wants to have a radical, and this is very radical, immigration. She wants to radicalize immigration where you have people pouring in. Remember this, the border patrol agents, 16,500 gave me their endorsement. Last week, ICE, ICE, these are great people, you don't hear great things because they're not allowed to do their job.",2016-10-12-pavilion-ocala-florida_108,0.9996197845219159,0.000194657449814591,0.00020433032639426398,6.87643154836899e-05,0.999878012540895,0.0009217971656610381
502,503,0.9998098553696669,0.000190144630332852,The task will not be easy--but it can be done. We have had disloyalty and subversion in high places. Why have we had these things?  Because we have had leadership that was weak-kneed and soft-headed.,1236_20,0.999619710739335,0.0002476348690795,0.000180479334168618,0.9996722198275151,7.50921915581819e-05,0.00031784072539474303
510,511,0.9998094430969341,0.000190556903065967,"Some people who are enjoying our prosperity have forgotten what it's for. But they diminish our triumph when they act as if wealth is an end in itself. There are those who have dropped their standards along the way, as if ethics were too heavy and slowed their rise to the top. There's graft in city hall; the greed on Wall Street; there's influence peddling in Washington, and the small corruptions of everyday ambition.",2947_48,0.999618886193868,0.999763839418849,0.000231025760870802,5.27309628352061e-05,0.000106685176986464,0.000330883131881345
515,516,0.999809251039894,0.000190748960106144,"Look at the real facts. When Mr. Bush became president, there were 35,000 more jobs in the private sector than there are now. We have lost 1.1 million manufacturing jobs, and the last two years alone, average family income is down by $1,600 and over two-thirds of the American people are working harder today for less money than they were making ten years ago. That is what we know happened. Your local newspaper did a series on the economy recently, just in the last week finished, and entitled it """"""""The Decade of the Deal."""""""" And that's exactly what it was. If you wanted to work hard and play by the rules, you got the shaft. But if you were willing to tear a company apart with leveraged buyouts and big debt that cost good jobs and good benefits, you got rewarded. If you wanted to do something to pollute the environment, you got quick access in Washington, but if your job was cleaning up the streets, all you got was a tax increase. If you really believed in working hard and you operated you were a telephone operator, there was nobody home for you at the White House. But if you were a slick Washington operator, you got whatever you wanted. I think we ought to turn all that around and go back to good old American common sense. We can do better than that.",3045_4,0.999618502079788,0.9997811389480409,0.00054618211287992,4.92123249354606e-05,7.41570956540479e-05,0.00032785642965985095
521,522,0.999809087825837,0.000190912174162982,"Because of a war our people did not want, because of scandals our people did not want, because of economic mismanagement our people did not want, millions of Americans have lost faith in our government. We feel we have lost control of our own government, that it has become our master instead of our servant, that we are being ruled by special interests, and by politicians who don't care about us. To a tragic extent, that is exactly what has happened.",2371_21,0.9996181756516741,0.9997598895265458,0.000256682091055568,5.0325835276221795e-05,7.253037185900291e-05,0.000330320216801714
523,524,0.999808933581386,0.000191066418613845,"To put an end to sleaze and corruption in Washington, and bring integrity back to our national government. To restore and protect our environment. To fight a real--not a phony--war against crime and drugs.",2917_10,0.999617867162772,0.9995927886290251,0.00023350480399254799,0.999778979573351,8.1479844264683e-05,0.00034060359315630096
525,526,0.999808871994516,0.00019112800548402,"I want the entire corrupt Washington establishment to hear and to heed the words we are all about to say. When we win on November 8th, We Are Going To Washington, D.C. And We Are Going to drain the swamp. At the core of my contract is my plan to bring back your jobs.",2016-10-31-campus-warren-michigan_13,0.9996177439890319,0.999611102096172,0.000200988360779257,6.385352196925821e-05,7.58210603057478e-05,0.000321164535363445
551,552,0.999807965582318,0.00019203441768228798,"And when it comes to casting out the crooks and their cronies, I can promise you that we won't wait for Congressional prodding and investigations.  The prodding this time will start from the top.  And when we are through, the experts in shady and shoddy government operations, will be on their way back to the shadowy haunts, the sub-cellars of American politics from whence they came.",1130_9,0.999615931164635,0.00021383799306004498,0.000197900300542088,0.999795527304548,8.01960286079137e-05,0.000359081852578219
560,561,0.999807420444587,0.000192579555412774,"This campaign has been joined a hundred times, whenever our party has fought for legislation that would benefit the average American--for Social Security, for the minimum wage, for rural electrification, for voting rights, for Medicare--and our opponent's party fought against that progress. This year the lines are drawn with special clarity, for my opponent, in his long career in Congress, has distinguished himself not by legislation that bears his name, but by tireless opposition to all the great legislation that bears the names of Democrats who cared for people and were not controlled by special interests. There has never been an American election quite like this one. We have had economic problems before. We have had poor leadership before. But never before have we had such widespread lack of trust in our government.",2371_20,0.9996148408891751,0.9997201711950708,0.00020919142129920902,4.96078853165417e-05,8.1645277535905e-05,0.00039661102639305403
