,Speech_id,text,party,term,comp
56540,2012-10-10-mount-vernon-ohio,"And Karen was — Karen was kind to remind me that this is Breast Cancer Awareness Month and gave me this pin, which I'm wearing this morning, in her honor and the honor of my wife and honor of all the women across America who have battled this terrible disease and know of our commitment to defeat it and to provide long lives to — to our fellow citizens. This is a important time for America, and I appreciate your willingness to stop production for a few hours, hopefully not too long here, and — and to let me have a chance to speak to you. I — I'm going to turn to you for questions in just a few moments and let you ask any questions you'd like, and — and I'll answer some, and if they're real tough, I'll have Chris answer them. And — and so you can think up those questions.",rep,2012,True
41052,1630,"When President Roosevelt was president, when President Truman was president, in the early part of the 1950s, the struggle was to build sufficient military power to prevent the Soviet Union from crossing national frontiers.  But now they move in and begin to capture the nationalist movement in Nigeria.  They captured the movement of Lumumba in the Congo.  They captured the Castro movement in Cuba.  They are working to capture other movements in South America.  And without a soldier crossing into those countries, without a shot being fired, by the change of mind of a paratroop commander in Laos, a country which we spent more money in per capita than any other country in the world, a country where we spent $300 million, where we have been paying the army for the last two years, they are about to seize control of Laos, and not a communist soldier or a Russian soldier has crossed the boundary of Laos.",dem,1960,False
53420,2012-11-01-green-bay-wisconsin,"And that's why I need you, Wisconsin: to make sure their voices are heard, to make sure your voices are heard. We've come too far to turn back now. We've come too far to let our hearts grow faint. Now is the time to keep pushing forward: to educate all our kids and train all our workers, to create new jobs and rebuild our infrastructure, to discover new sources of energy, to broaden opportunity, to grow our middle class, to restore our democracy, and to make sure that no matter who you are or where you come from or how you started out, you can work to achieve your American Dream.",dem,2012,False
8447,1763,"Incidentally, speaking of high school students and Boy Scouts and Girl Scouts, aren't these Nixon girls really wows?  We think we'll just take them along with us through the whole United States of America.  You know I was watching a little of the returns from Atlantic City the other night when Miss Michigan was made Miss America and I can see that pretty girls are not unusual in Michigan after seeing these girls up here today.  I see some of the boys cheering over there too.",rep,1960,False
43142,3347,"And in many families today, one parent works full time for the family while the other parent works full time just to pay the taxes. And that should not happen in America. But it's a reality in the Clinton administration. Now John Kasich's the expert on the budget. And John Kasich understands. John Kasich understands, as does Mike DeWine, that when you pay 40 percent of what you earn in taxes, you're paying too much.",rep,1996,True
12718,2187,"But now the essential difference between the third-party candidate and my position, Ed Brooke has laid it out. You cannot have order unless you have the hope for progress. You cannot have order and respect for law unless your laws deserve respect. That is why we stand for those new programs which will reestablish respect for law and also laws that deserve respect. That is why we stand for programs that will light the lamp of hope in millions of homes where there is no hope today. And that is why that kind of a program will bring the law and the order and the justice that all Americans want, and that's why I have said this in every speech, and I have talked this way in the north, in the south, in every part of this nation. Because we need to talk as one nation and not as a divided nation.",rep,1968,False
20897,2976,"I've seen a few things in my life but I thought we had relegated the horrors of chemical warfare to the history books. I thought we had banished forever what we all saw only a few months ago: a mother trying to protect her child, waving her arms against the invisible winds of death. But we've got to face the facts. The transfer of modern chemical and missile technology could give aggressive governments with terrorist records a new and terrifying potential: ballistic missiles armed with chemical warheads. As I said in August and last month to the B'nai B'rith convention, one of my highest priorities as president will be to deal with this terrible scourge. I want to be known as the president who, working with our allies, the Soviets and others, led to the elimination of chemical warfare and chemical weapons. And we must act before it is too late.",rep,1988,True
26365,1295,"He has not coerced us with laws, nor made division among us.  Instead, he has built a greater respect, understanding and good will among us.  He has brought us closer together.",rep,1952,False
65320,2004-10-31-remarks-miami-florida,"I want to thank my hermanito. What a great Governor he is. He loves Miami, and he loves the people of Miami. And I want to thank First Lady Columba Bush for being such a gracious first lady for Florida.",rep,2004,False
25350,2617,"This morning I pledge to you that as long as I am president, this nation will stand up for its beliefs, will stand up for our ideals, will stand up for our values, because my values, as president, are the same as yours. And in this last few days of the presidential election of 1980, I'd like for you to think on those values, what they've meant to you in your lives, what you want them to mean to your children and your grandchildren, the historic thrust of our nation, what it has been in the past and is now, what it can be in the future. In many ways my political future is in your hands, but even more importantly, the political future of our nation, its ties with Poland and with other ancestral countries that are so important to us--those ties that bind us together can be preserved by you. And I ask you in this next few days to make a sacrificial effort to show your commitment to our nation, what it stands for, what it has been, and even more importantly, what it will be in the years ahead.",dem,1980,True
3042,2871,"You know, this land of ours was placed here, I've always believed, between the two great oceans, with a unique mission to carry freedom's torch. To a tired, disillusioned world we've always been a light of hope where all things are possible. And throughout my life, I've seen America do the impossible.",rep,1984,False
26941,1531,"The same is true of Africa. I am chairman of the Subcommittee on Africa of the Foreign Relations Committee. We have given comparatively few scholarships to students who come over from Africa each year, less than 200 for the whole continent. If there is any great need, far exceeding any great shortage, it is in educated men and women who can maintain a free society. You are familiar with what has happened in the Congo. But what is happening in the Congo is happening in every country in Africa. Called on to maintain their freedom, there are eight new countries in Africa in the last two months. The United States does not have yet an ambassador in any of them. Four of them are represented by one man, a charg d'affaires who is a former consul. Four of them have no representatives of the United States, even though they have been independent for the last two months. ",dem,1960,False
59545,2004-10-04-discussion-clive-iowa,"Mr. Henning. No, Mr. President, they're all over the United States of America. The President. Really? This guy has got quite a far reach. Let me ask you this: You were talking to me about your concerns about the death tax, why?",rep,2004,True
20587,2745,We need to get this national debt down.  We must get those interest rates down.  We must restore America's competitive edge.  We must have a president who understands that it's his responsibility to stand up for American workers and American farmers and American businesses in international trade.,dem,1984,False
32555,2598,"Well, I don't claim that our government is perfect. I don't claim that my administration is perfect. But you see my friends behind me on this platform. You know our record so far. you know that I've said many times, I would never have been given a chance to be elected President had it not been for Martin Luther King, Jr., and others. And many times in my own church at home we've sung the old hymn, ""There is a Balm in Gilead; sometimes we get discouraged and think our work's in vain."" But I tell you that together, as Democrats, we have moved forward. We're on the right road. We're making good progress.",dem,1980,False
27735,3044,"I never thought I would live to see the kind of incredible spectacle we've seen coming out of this administration in the last few days. In Washington, DC, they ask us to trust them with four more years, and look what all's going on. You've got the Justice Department and the FBI so busy investigating each other they don't have time to look into the crooks in this country. You've got the CIA and the Justice Department fighting with each other about which one of them lied to a federal judge about the Iraq scandal. Down in Atlanta they're fighting over that. They admit that the Bush administration lied. The CIA says the Justice Department did it and the Justice Department says the CIA made me do it. It's just awful.",dem,1992,False
68990,2016-08-08-economic-club-1,"She supports the high taxes and radical regulation that forced jobs out of your community…and the crime policies that have made you less safe…and the immigration policies that have strained local budgets...and the trade deals like NAFTA, signed by her husband, that have shipped your jobs to Mexico and other countries… and she supports the education policies that deny your students choice, freedom and opportunity. She is the candidate of the past. Ours is the campaign of the future.",rep,2016,True
52301,2012-11-04-rally-cincinnati-ohio,"And so, when you're thinking about this choice or you're talking to your friends and neighbors about this choice, you've got to remind them it's not just about policy, it's also about trust. Who do you trust? Audience members. You!",dem,2012,True
19520,3076,"You are members of a community that has a long and great tradition of political participation.  B'nai B'rith stands for opportunity, for tolerance, for opposition to anti-Semitism and the ugly face of hate in all its forms.  You stand, too, for stalwart support for American's close friend and ally, Israel.  And now let me say that on all these issues I am proud to stand with you.",rep,1992,False
10127,3002,"What does that mean? Among other things it means this. It means every young person who does not go on to a four-year college should have access, at least, to two years of apprenticeship training so they can get good jobs, not dead-end jobs.",dem,1992,False
5185,1766,"Now, how do we propose to keep the peace?  Let me summarize it in just a few minutes.  One: We've got to keep America stronger than any other nation in the world and we must do this because our strength is the guarantee that those who might use their strength against peace and against freedom--our strength is a guarantee that they will be deterred from doing so.  And we are the strongest nation today--we must continue to be in the years ahead.  Second: America's diplomacy must be firm.  What do I mean by that?  We must recognize that the man that we are dealing with, the ""men"" I should say, like Mr. Khrushchev, that we are dealing with, respect strength and they also respect firmness.",rep,1960,False
37063,2997,"I want an America where every young person and every not so young person understands what Marian Wright Edelman, the president of the Children's Defense Fund, tries to teach us when she says, ""Service is the rent we pay for living."" Throughout this campaign I've talked about my plan to open the doors of college to every American. To offer every person in this country the opportunity to borrow the money to go to college and then require them to pay it back either as a small percentage of their paychecks after they go to work or even better, by going back home and serving their communities.",dem,1992,True
43557,1592,"The struggle that we are engaged in is as serious as any that freedom has ever been engaged in for the last 2,000 years.  We are responsible not only to ourselves; we are responsible not only to the state and country; we are responsible for the maintenance of freedom all around the globe.  My chief argument with this administration, my chief disagreement, is that in a changing time they have not changed; in a time that required foresight and innovation, they have relied on old policies, some of which have been long outdated.  In a time which has seen in the last decade the emergence of Africa from 300 years to a modern continent, with one-quarter of all the votes in the General Assembly.  This country has been totally indifferent to this revolutionary change.  Only 2 percent of the department of state personnel have been stationed in Africa.  Only 200 scholarships were offered last year to all of Africa.  And yet when the crisis came to the Congo, we suddenly offered 300.",dem,1960,False
29434,2204,"And we have to do something else. If we are going to have to negotiate, as Jack Javits will recall, I have supported the proposition that he also has advocated that we have got to broaden the number of people around that conference table. Other interested nations in Asia have to be brought there because by broadening the number of nations and the issues, we will be able to have a negotiated settlement.",rep,1968,False
57897,2012-10-12-event-lancaster-ohio,"Let me mention another experience I had. And that was, oh, some years ago I was working with the Boy Scouts of America at the time and was at a court of honor. For those who don't know what that is, that's where the Boy Scouts get their Eagle Awards or other awards. And there was a Formica table set up in the gymnasium and I was seated at the end of the Formica table and there was a flagpole there with a flag next to me.",rep,2012,False
1526,2708,"Today, our hopes for the future are pegged to long-term economic growth.  Growth means jobs.  It means a rising standard of living.  And it means our children will do a little bit better than we did.  But today all of that is threatened by the deficit.  Right now, there's an obscene trillion-dollar debt building upon our children's shoulders.  Farmers and businesses see it.  Farmers are having the worst recession since the deep Depression, and all of these smaller communities are suffering.  And we need a president who gets the deficit down, gets those interest rates down, restores American farm exports, strengthens those farm programs, and gives our farmers a chance to have a decent income and a future for themselves.",dem,1984,False
71436,2004-09-24-temple-university-philadelphia,"But the Bush administration would have you believe that when it comes to our allies, it won't make a difference who is president. They say the Europeans won't help us, no matter what. We're not going to get more cooperation in the war on terror, no matter what. Ordinary people around the world will resent us, no matter what. But I have news for President Bush: just because you can't do something, doesn't mean it can't be done.",dem,2004,False
41436,3225,"In addition to that, we have moved hard to help small businesses where most of the new jobs are being created. Every small business in America is now eligible for a substantial tax cut when they spend more money to invest in their business, to become more productive or hire new people. People who are self-employed are now getting a bigger tax deduction on their health insurance premiums. And we've made it a lot easier for people in small business to take out pensions for themselves and their employees and then to take those pensions from job to job.",dem,1996,False
6838,1428,"In building this partnership, much has been done in the past four years. Naturally, our opponents deny that. But they cannot seem to keep straight even such simple things as names and dates and places and loans, particularly to whom and by whom loans are made.",rep,1956,False
39370,2310,"And then, too, on such an occasion as this, I would like to refer to a lot of others.  I was trying to think if I could claim any Italian background.  All I can say is this: Every time I have been in Italy and every time I attend an Italian picnic, I think I have some Italian blood, I can assure you of that.And Larry Hogan, the congressman from this district, told me the same thing as we were walking up here.",rep,1972,False
56960,2012-10-17-rally-leesburg-virginia,"You — you heard — you heard in the first debate — you heard at our first debate, the president's plan is to cut Medicaid — excuse me, Medicare — that's the program for seniors, the health care program for seniors — he's going to cut spending in that by $716 billion. That's for current retirees. I will not cut the program for current retirees; I'll put that money back and honor the promises that we've made to our seniors in this country.",rep,2012,False
54336,2012-09-13-rally-golden-colorado,"So I've asked, under my plan, the wealthiest households will pay a slightly higher rate on their income taxes after the $250,000 threshold, so they'd still get a tax cut for the first $250,000. That would apply to 100 percent of Americans. But for that dollar after 250, you pay a little bit more, the same rate that you paid under Bill Clinton, the same rate that was in force when our economy created nearly 23 million new jobs, went from deficit to the biggest surplus in history, and we created a lot of millionaires to boot.",dem,2012,False
54351,2012-09-13-rally-golden-colorado,"And the only way America keeps moving forward is if you don't stop. You can't buy into the cynicism that the other side is selling. You can't let them convince you somehow that change isn't possible. If you give up on the idea that your voice makes a difference, then other people rush in to fill the void: the lobbyists, the special interests, the folks who are writing the $10 million checks to run all those negative ads, the folks who are trying to make it harder for you to vote, the Washington politicians who want to decide for you who you can marry or what kind of health care women should get.",dem,2012,False
41137,1156,"Thus we shall help each captive people to maintain an outward strain against its Moscow bond.  The lands closed in behind the Iron Curtain will seethe with discontent: their peoples, not servants docile under a Soviet master, but ardent patriots yearning to be free again.  Nothing is so damaging to a tyrant's war machine as the steadfast spirit of an unhappy people.",rep,1952,False
27444,3118,"The third, strengthen the laws dealing with sexual and domestic violence. For starters, we need to protect the victim. It is bad enough a rape victim is attacked in the first place. Then she takes the stand, and then she gets worked over and attacked by the rapist's lawyers. I say that makes two too many attacks. ",rep,1992,False
4981,2910,"Now, I want to be fair.  George Bush does have one new idea--a 5 year, $40 billion giveaway to the wealthiest Americans, people making more than $200,000 a year. And what did Mr. Bush say?  He said it's a great idea; he's proud of it; and, don't worry, some of that money will trickle down to the rest of us.",dem,1988,True
72363,2000-08-17-national-convention-los,"They are now, and they will be. In the last century, this nation more than any other, freed the world from fascism and communism, but a newly freed world still has dangers and challenges, both old and new. We must always have the will to defend our enduring interests, from Europe to the Middle East to Japan and Korea. We must strengthen our partnerships with Africa, Latin America and the rest of the developing world.",dem,2000,True
26316,2788,"My fellow Americans: When I set out on this campaign, I said this election would offer one of the clearest choices in fifty years. One major element in that choice is simply this: whether America will continue to champion the great, driving idea for your future--economic growth through individual opportunity--or whether our nation will return to the past and stifle that growth. We're determined to keep the mighty engine of this nation revved up to build a future of lasting economic growth without inflation that reaches every American from the Bronx to Birmingham to San Francisco Bay. All that we've done and all that we mean to do is to make our free country freer still, to bring to each of you greater opportunities to build that stronger future.",rep,1984,True
71951,2004-10-21-columbus-ohio-9,"Chris had an unquenchable belief in the innovation and genius of America. He drew strength from the talent and dedication of scientists he met. And in turn, he inspired them, too – stunning doctors by regaining some sensation over 70 percent of his body and moving most of his joints. He never lost faith that America and American science was the greatest hope for humanity. That's a faith I believe all of us should share, for Chris Reeve, and the millions of people like him who believe in the possibilities of this remarkable time and our remarkable country. Some ask, how can we do it? My question is, how can we commit ourselves to anything less? With your help, that's the kind of President I'll be. I ask for your vote. Together, let's give America back its future and its truth.",dem,2004,False
207,2133,"My answer is he couldn't do it as governor of Alabama, and I fear that he couldn't and wouldn't do it as president of the United States.  So we come down now to the finish line.  Your next president, whoever he is, and I hope that I know in your heart who it will be...",dem,1968,False
11403,1589,"Governor DiSalle, John Weithe, Mr. Garrett, ladies and gentlemen, I come here in 1960, to this state of Ohio, seeking the election as president of the United States, recognizing that the responsibilities and burdens of the next president will be greater than any since 1860 and 1861.  I do not run for the presidency after fourteen years in the Congress without full recognition that, as Harry Truman used to say, on his desk there was a sign ""The buck stops here."" In my judgment, the great questions of war and peace, of full opportunity for all, will depend in the final analysis upon the president of the United States.  Not upon the House and not upon the Senate.  Congressmen speak for one district.  Members of the U.S. Senate speak for one state--I speak for Massachusetts and Senator Engle speaks for California--but only the president of the United States speaks for Massachusetts and California.  And the question which Cincinnati and Ohio must decide for themselves is which president, which party, which political philosophy you want to govern in the Office of the president of the United States, because there are very sharp differences between Mr. Nixon and myself.  They have been written, and there are in 1960, as there have been in other periods of our history, very sharp differences between the Republican party and the Democratic party.",dem,1960,True
31116,1877,"And I say, my friends, today, that in this critical period it is an issue of war or peace, but a rash act, an inexperienced act, an impulsive act, could lead to war--and I say we cannot use the White House as a training school to give a man experience at the expense of the United States. Now, may I tell you what we offer in this field. My friends, I would like to tell you Cabot Lodge and I, if we are elected, will solve all the problems of the world and Mr. Khrushchev and Mr. Mao Tse-tung will be good boys, but that isn't true. I know these people. I have known them for many years, and I know their fanatical dedication to one objective, and that's conquering the world by any means. They're going to continue to stir up trouble. But, my friends, we can have peace, and we will have peace if we always remember that we've got to be strong until they reduce their strength by inspection, that we have to be firm unless they make a concession which is equal to what we're willing to concede--and, above all, we can have peace if we stand for the right.",rep,1960,True
59331,2004-10-26-richland-center-wisconsin,"And finally, I want to talk to you about how to keep the peace. I want to talk to you about the overriding issue in this campaign, which is the security of the American people. See, all we've talked about is really important, but unless we're secure, unless we're able to achieve the peace, we won't be able to achieve a hopeful America. And the people are confronted with a clear choice in this campaign on this issue.",rep,2004,False
33139,2765,"This year, the Torchlight Parade is back, and so are the Democrats. We're all together here tonight, all of us. Harry Truman marched here before winning his big upset victory in 1948, just like the upset we're going to produce right here in 1984.",dem,1984,True
32427,1132,"What I can say, though, and what any honest man can say, is that so far as the Almighty gives him the power to discern justice and fairness and decency and honesty, he will observe them in any duty that he is charged with by the people of America.  That pledge I make to you and as you make your decisions, if you decide that you are tired of what you have, that the United States can do better at home and by doing better at home do better abroad in the cause of peace, then you make your decision on that basis.  But it is your decision.  Whatever it is, I will live with it, not only willingly, but very, very happily because wherever I am, whatever I am doing, I have one passion, and that is America.  I owe it to all the young men and young women who went with me to Europe, obeyed my orders, and brought back the victory in years less than anyone predicted they could do it.  They can do it again. ",rep,1952,False
9004,2493,"Let me tell you where I stand. I stand for a strong national defense. America must be number one and will be number one. We have the best Army, the best Navy, the best Marine Corps, the best Air Force, and, under President Ford, we're going to keep it that way. ",rep,1976,False
4891,2737,"And on earth, there is no arms control. If a president doesn't know--if he doesn't decide--a president can't lead. Finally, a president must be responsible for his presidency.  He must be accountable.  If he won't, no one else in the government will.",dem,1984,True
7549,2531,"The Congress didn't do it. But let me put them on warning. I am going to have a tax reduction proposal on their desk when they reconvene in January, and if they don't pass it next year, it will be on their desk the next year. And if they don't pass it in 1978, you and I will go out and lick 'em in 1978 in the next election.",rep,1976,False
10948,1211,"First, this government has failed to lead us, surely and certainly, toward a peaceful settlement in the world of the great problems and questions that are dividing us.  Now, it is quite true that, with an aggressive Communism abroad in the world, there is no complete settlement of our problems possible, but there is that settlement that would come about through greater solidarity of the free nations, to present a front to Communism that is made up not only of blocked or dollar arrangements but is made up of a unity of spirit, a unity of determination, in defense of freedom, that comes about from leadership of men who are just, men who are wise, and men who are determined to do, in the foreign field, what must be done if we are to enjoy a greater security, if we are to keep our boys home, and if we are to avoid future Koreas. In the domestic field we have a program of expenditures that has gotten to the astronomical sum of 85 billion dollars a year.  I am quite sure there is none of you here who can picture 85 billion dollars--I know I can't--but I do now this: that in spite of all the taxes being heaped on us to pay for this bill, we still have 10 or 12 billion in there that we can't pay for.  We are living that much beyond our means.  Yet we are told that the action in Korea is only a police action so, therefore, we are expected to carry that kind of deficit for years to come.  What does that do to your money?  That cheapens it so that your prices go up and up.  The average workman in 1945 worked 18 minutes in order to carry home that evening a pound of coffee, if his wife needed coffee for the kitchen; today he works 34 minutes.  Now that is what is happening to your money.  It isn't that prices go up just because the coffee is worth more; coffee goes up because your dollar is not worth as much.",rep,1952,True
66853,2008-10-16-york-city-0,"I don't want it getting out of this room but my opponent is an impressive fellow in many ways. Political opponents can have a little trouble seeing the best in each other. But I have had a few glimpses of this man at his best. And I admire his great skill, energy, and determination.",rep,2008,False
67376,2016-10-03-theater-akron-ohio,"And so when I think about the way that my opponent has taken advantage of people, I got to tell you, I am really grateful my dad never got a contract from him, because I have met people he stiffed. I have met people. I'm talking painters and plumbers. I'm talking dishwashers, marble installers, glass installers, architects, a man who sold him pianos for one of his casinos. He wouldn't pay them. Now, you got to stop and ask yourself, what kind of person does that? Somebody who works hard and has a contract which they expect to be honored.",dem,2016,False
798,1957,"I didn't come out here to tell you what you ought to do or what you would do. I have too much confidence in your intelligence to have any doubt about what you are going to do. But I do want you to know, since I was a little boy that went to the post office, in the general store, the first time and put on my first pair of Buster Brown shoes that were made here in St. Louis, I have always had great faith in the people of Missouri.",dem,1964,True
52237,2012-09-18-champion-minnesota-lynx,"It helped that the team drafted UConn standout Maya Moore. She is becoming a regular here. I mean, this is like the fourth time she's shown up at the White House. She just somehow likes to attract hardware. Picked up veterans like Rebekkah Brunson and Lindsay Whalen, and Cheryl Reeve took over as head coach and has done an extraordinary job.",dem,2012,False
49373,3355,"Big, big--and we're going to have litigation reform. I don't know how many--I was out in Chico, California, a couple of months ago and the railing gave away, and I dove right into the crowd. And on the way down, my cell phone rang, and a trial lawyer says, ""Bob, I think we've got a case here."" We're going to stop some of those frivolous lawsuits in America that put people out of business.",rep,1996,False
61395,2004-10-15-rapids-iowa-2,"He looked in the camera, and he promised not to raise taxes on anyone who earns less than $200,000 a year. The problem is, to keep that promise he would have to break almost all of his other ones. You see, he's promised about $2.2 trillion in new Federal spending. That's trillion with a ""T."" And he says he's going to raise the top two brackets, which raises between 600 billion and 800 billion. There is a tax gap. That's the difference between what he could raise and what he's promised to spend. You can't have it both ways. To pay for all his big spending promises he's made, he's going to have to raise your taxes.",rep,2004,False
42455,1632,"But I am a Democrat.  I am a Democrat.  The work of my party is not so bad that I have to deny it every four years.  No Democratic candidate for the presidency in this century ever ran on a slogan of ""Keep Cool with Coolidge"" or ""Return to Normalcy,"" whatever that might be, with Warren G. Harding, or ""Two Chickens in Every Pot.""  Where do they get those slogans and where do they get the candidates?",dem,1960,False
3271,1405,"Now naturally, the busy orators of the opposition deplore--and even attempt to deny--this faith of ours, in you, the people. Daily, I read about politicians--some of them candidates for high office--who go about the country expressing at length their worries about America and the American people. They profess to be alarmed, scared, and convinced that in all ways we are slipping badly. They cry that the country is going to pot and only they--prescribing for our ills from the seat of government in Washington--can save it.",rep,1956,True
27215,2776,"Now, what we're going to continue to do are two things in attacking the deficits. One of them is look at the deficit as being partly structural and partly the result of the economic slump. Now, as you bring back the economy and it expands, even at the lower tax rates that we put in as an incentive to help bring back the economy, your revenues grow. They don't shrink. So, we are reducing the deficit right now. The one for this year will probably be some 20-odd billion dollars less than we had estimated ourselves that it was going to be, simply because of the economic recovery. That is one thing.",rep,1984,False
40316,1220,"Today this bloody line marks the ""defense perimeter"" of our country in that part of Asia.  Yet scarcely more than two years ago, the present administration announced its political decision that the ""defense perimeter"" of America in that part of the world was a quite different line.  That defense line did not touch Korea--or indeed any part of the mainland of Asia--but ran through islands well off the continental shore.",rep,1952,False
39276,1802,"This means we can never be satisfied with what we're doing because the situation changes, we've got to take advantage of new inventions as they come along, we've got to step up our defense forces as the Soviet Union moves in new directions, we've got to be sure that the time never comes that an American President is at a conference table where the man on the other side of the table says ""I'm stronger than you are and I can blackmail you.""  And so, one, we will keep America strong militarily, and the second thing we will do is this.  We will be firm in our diplomacy.  We know this man as I emphasized.  We know that he doesn't react like the leaders of the free world.  We know that the naive and well-intentioned people who suggest that a concession here or a concession there will lead to peace forget the lessons of history.  My friends, we learned in Korea, we learned in dealing with Hitler, that whenever you're confronted with a dictator the way to peace is to strengthen strength and firmness, and the way to war is through weakness, both militarily and diplomatically.  We stand for strength and firmness and that's what we're going to continue, and that's what the American people are going to vote for on November 8th. ",rep,1960,False
4754,2079,"Now, my friends, I want you to go from this place today, carry this message.  I want you to go out and work.  I want you to work for the team of Humphrey and Muskie.  And I want you to compare that team--and I want those of you that are for us to be as loud in your enthusiasm as the handful that are against us.  Now, let's hear ya. ",dem,1968,False
3961,1968,"With patience and good sense, and the help of God, we will not have to use what we have created to defend ourselves. Remaining always prepared we can devote ourselves to building a Great Society for all of our people where every man and woman who wants to work has a job and can work; where we have minimum wages and collective bargaining, and we respect the man who works with his hands; where every boy and every girl born under that flag has a right to all the education they can take; where, in the twilight of our life, and in the sundown of our career, we have a strong, solid social security system that is not voluntary, but one that will meet our needs; where our farmers are treated with dignity and with decency and with equity at the market place, and they receive true value for what they produce; where we conserve our great natural resources, our rivers, and our forests and our countrysides; where in time to come we can labor less hours per day, less days per week, less weeks per month, and less months per year, so that we can have the time to enjoy the benefits of education and the leisure time that would mean so much to the human being. Yes, we want an America where every man, woman, and child born under that flag, regardless of his religion, regardless of his region, regardless of his race, has equal opportunity for all and special privilege for none.",dem,1964,True
57813,2012-10-05-st-petersburg-florida,"And then David proceeded to tell me what he wanted to give to his friends. He talked about his fishing rod and who would get that. He talked about his skateboard, who'd get that. And his rifle, that went to his brother. I've seen the character of a young man like David who wasn't emotional or crying. He had his eyes wide open. There's a saying: Clear eyes, full heart, can't lose. David couldn't lose. I love that young man.",rep,2012,False
37328,2203,"In the four years of his administration we have never had a moment of peace. In the eight years of our administration we ended one war and had eight years of peace, and I think that's what the American people want today. My friends, I do not mean to suggest by that that it's easy. I do not mean to suggest by that that there are any easy answers to the problems. But I do know this, it takes more than talk, it takes more than a loose tongue, it takes more than being on every side of every issue, it takes more than being for a bombing pause one day and against it another day to bring a war to an end on a basis that isn't going to bring another war.",rep,1968,True
48411,3235,"And thank you, Jack Reed, also for a lifetime of service, beginning with your career at West Point, culminating now in your soon-to-be ascendance to the United States Senate, for representing the American Dream. It's alive and well. And unlike some, you want it to be alive and well for everyone else as well. And we thank you for that. Thank you.",dem,1996,False
19112,3274,"But we have much to do, and we have to choose a decision about how we're going to walk into the future. And one of the major decisions before the American people in this election--and not just the race for president, but many others as well--is what are those things which we should do together? To what extent do we believe we're better off on our own? To what extent do we believe, yes, it does take a village to raise our children and build our future? To what extent do we think we can find our way on our own into the twenty-first century? To what extent do we need to build a bridge that's clearly marked and big and wide and strong enough for us all to go over together?",dem,1996,False
44482,2892,"Sam Rayburn was the eighth child in a family of 14.  All 14 worked hard together.  They had to, to make a bare living growing cotton on 40 acres.",dem,1988,False
42325,3019,"We want to increase the amount of small business research money given out by the government for partnership research. An awful lot of what happens in this country, as I said earlier, comes out of small business. And finally, I propose that we do something that the Japanese and the Germans are going now in a big way that we're only doing in a little way, and that's to establish 170 extension centers for small manufacturers throughout the country to help them compete in the global economy.",dem,1992,True
59207,2004-09-14-states-las-vegas,"I called upon Congress to increase the monthly educational benefit for Guard and Reserve forces mobilized for more than 90 days in the war on terror by 40 to 80 percent, depending on the length of their mobilization. Congress must pass this piece of legislation. This administration stands for the Guard and its family. And we do so because we need the service of guards men and women, because of the times we live in. These are dangerous times. My most solemn duty as the President is to protect the American people. If America shows uncertainty and weakness in this decade, the world will drift toward tragedy. This is not going to happen on my watch.",rep,2004,False
66506,2008-10-29-miami-florida-2,"Fight to clean up the mess of corruption, infighting and selfishness in Washington. Fight to get our economy out of the ditch and back in the lead. Fight for the ideals and character of a free people.",rep,2008,True
59538,2004-10-04-discussion-clive-iowa,"Mr. Henning. We are general contractors. As I say, we have four generations. Our business and our customers have come to us as a result of the tax bonus act and said, ""We need to make investment. We want to take advantage of this."" Therefore, our business has grown by 60 percent this year.",rep,2004,False
4519,2736,"The Middle East is a complex, war-torn region.  Its rare days of hope have emerged from American presidential leadership.  What hope is there from a second term of White House excuses?",dem,1984,False
6379,938,"Honesty and courage in personal conduct, and a belief that government should serve the welfare of the people--these are the heart of anything I could say to you if we had hours to talk here instead of just minutes, and these are the things that I hope and pray that we, as the Democratic party, have to offer you in this campaign. I have been deeply touched by your presence here this afternoon, the graciousness and your cordiality here in Waterbury, and I hope, come November 4, you will not forget to send these candidates to Congress. Modesty forbids me to suggest what you might do about me.",dem,1952,True
68046,2016-11-07-the-university-pittsburgh,"Wow, those were hard, hard times. I don't think he gets the credit he deserves for making sure we didn't go even deeper in the ditch we were in. But make no mistake: there were reasons we ended up in that ditch. It didn't happen by accident. We had huge tax cuts on the wealthy, the administration in office took their eyes off the financial markets and we know what happened. They ignored the pressures in the mortgage markets and we know what happened.",dem,2016,False
10616,2532,"The other day I was out talking to some workers in a plant and one of the men said, ""What have you done to give me some tax relief?"" I said, ""How many children do you have?"" He said, ""I have got three."" It ended up he had a wife, three children, and himself. I said, ""If the Congress had been responsible, if the Congress had done the right thing and followed the recommendations that I made to give a fair break to the middle-income taxpayers, they would have accepted, approved, my increase of $750 to $1,000 for the middle-income taxpayers with a personal tax exemption.",rep,1976,False
33983,3122,"We do not expect the man to win, but don't expect him to level with the American people. If he ever got to be president, we'd have to take off the American eagle as our symbol and put on a chameleon. We don't need that for the head of the United States of America. ",rep,1992,False
25933,1646,"I want to express my thanks to each of you, to all of you around the room.  This is the smallest breakfast meeting I have spoken to since I became a candidate, and one of the most important.  I want to thank you all for coming this morning, and to tell you that I appreciate your help.  I am sure we can be successful and that you know that your contributions to this campaign have been in the public interest.  ",dem,1960,False
