,Predictions_prob_1,Predictions_prob_0,text,speech_par_id,uncertainty,already_annotated,already_sampled,drawn,label_bb,label_yl,agreement
67,6.86E-05,0.999931365,"Fortunately, Members of Congress here knew how vital it was, and they stood up like most of the Members of Congress and voted, """"Yes. We'll fund the troops."""" As a matter of fact, the support was so strong that only 12 Members of the United States Senate voted against funding our troops, 2 of whom are my opponent and his runningmate. Now, when you're out there campaigning, I want you to remind the good folks of this statistic. There were only four Members of the United States Senate who said, """"Yes, we're going to send troops,"""" but, """"No, we're not going to pay for them."""" In other words, """"Yes, we're going to send troops by authorizing force""""—they voted to authorize force—but then when the troops were in harm's way, did not vote the money to support the troops. Only 4—there's 100 Members of the Senate; 4 voted that way, 2 of whom are my opponent and his runningmate.",2004-09-27-education-springfield-ohio_91,0.999862729,FALSE,FALSE,random,neither,neither,1
68,0.06057262,0.93942738,"Now, you've got some other candidates around here, too, and I'll be talking about those in a minute. But during the past four years--let me continue with Chuck--he's worked to rebuild our nation's defenses, to bring your taxes down. And today, I'm running against an opponent who wants to raise your taxes, and so is Chuck running against that kind of an opponent. The difference is, while Mr. Mondale wants to hike your taxes, it seems that Mr. Simon wants to raise them even more than Mr. Mondale does. A vote for Mr. Mondale and Mr. Simon is a vote for failed policies of higher taxes, higher prices, and a weak defense.",2868_3,0.87885476,FALSE,NA,uncertainty,neither,neither,1
69,0.079250242,0.920749758,"Terrible. Among the dead were two Americans, a Texas father and his 11-year-old son. A few weeks ago in Germany a refugee armed with an axe wounded 5 people in a gruesome train attack. Only days ago an ISIS killer invaded a Christian Church in Normandy, France forced an 85- year-old priest to his knees. A priest who was beloved, who was beloved; before cutting his throat and just unthinkable other things.",2016-08-15-university-youngstown-ohio_5,0.841499516,FALSE,NA,uncertainty,exclusionary,exclusionary,1
70,6.50E-05,0.999934981,"We've seen an economy over the last decade where jobs were being shipped overseas; an economy that was loaded up with debt; an economy where there was a lot of irresponsibility on the part of folks who should have known better. And it all culminated in the worst financial crisis since the Great Depression. And it was in that context that I was sworn into office almost 4 years ago, at a time when the banking system was melting down, at a time when—the month I was sworn in, we lost 800,000 jobs, the worst crisis since the Great Depression. And we have worked tirelessly over the last 4 years to start turning that around, and we have made progress.",2012-09-18-york-city-20_5,0.999869961,FALSE,FALSE,random,neither,neither,1
72,6.38E-05,0.999936245,"They say that if we want to get America out of trouble, we turn to new leadership and not to the man who helped to get us into trouble. That is what the Americans are saying. So tonight I have the proud privilege of saying.",2149_22,0.99987249,FALSE,FALSE,random,neither,neither,1
73,0.014254588,0.985745412,"We Americans have fought harder, paid a higher price, done more to advance the freedom and dignity of man, than any other people who ever lived on this Earth. Ours is the land of the free because it is the home of the brave. Our future will always be great because our nation will be strong. Our nation will be strong because we're free. And our people will be free because we're united--one people, under God, with liberty and justice for all.",2866_32,0.971490824,FALSE,NA,uncertainty,neither,neither,1
74,5.33E-05,0.999946729,"That is a shocking statement, unless, of course, the people of Ohio don't take their junior senator seriously. But do you dare take a chance when so many of them echo the same refrain of contempt for all that's been accomplished? Let us take a careful look at what it is they want to destroy. Here in Columbus you are now building a million-dollar health center; I am told that it has been badly needed for many years. The federal government is paying about one-quarter of the cost. Throughout the country 1,500 such hospitals are going up, or have already been completed--most of them in farming areas which have never before had any kind of hospital service.",951_9,0.999893458,FALSE,FALSE,random,neither,neither,1
75,0.846295049,0.153704951,"Even though Rohypnol is already illegal to produce or prescribe in the United States, sometimes it is illegally obtained by criminals who use it to incapacitate their intended victims. We must do everything we can to stop it. In March, I ordered Secretary of the Treasury and the Customs Department to seize all Rohypnol coming across our borders and we are succeeding in cutting off the supply. Now we'll have the power to come down hard on those who use the date rape drug in pursuit of their own illegal goals.",3249_1,0.692590099,FALSE,NA,uncertainty,neither,neither,1
76,0.028085095,0.971914905,"Number 10, we will reform legal immigration to serve the best interests of America and its workers, the forgotten people. Workers. We're going to take care of our workers.",2016-08-31-center-phoenix-arizona_92,0.943829809,FALSE,NA,uncertainty,neither,neither,1
78,0.038580437,0.961419563,"Clinton and her cronies have sacrificed your security, your family's safety and your country's safety as though it meant nothing at all to her. Remember also that Hillary lied under oath to Congress, saying that she never sent or received classified information on her secret server. Right? She never received it on that insecure server, that she should have never been allowed to have. That you're not allowed to have. And pretended not to know. Remember this one: that the letter """"C"""" meant confidential information was classified.",2016-10-18-colorado-springs-colorado_16,0.922839127,FALSE,NA,uncertainty,neither,neither,1
79,0.019475672,0.980524328,"They're re-opening the investigation into Crooked Hillary Clinton. Crooked Hillary, she's crooked. Lock her up! Lock her up! Lock her up!",2016-11-02-amphitheater-miami-florida_13,0.961048656,FALSE,NA,uncertainty,neither,neither,1
80,0.258164624,0.741835376,"To choose immigrants based on merit. Merit, skill, and proficiency. Doesn't that sound nice? And to establish new immigration controls to boost wages and to ensure that open jobs are offered to American workers first. And that in particular African- American and Latino workers who are being shut out in this process so unfairly.",2016-08-31-center-phoenix-arizona_100,0.483670751,FALSE,NA,uncertainty,exclusionary,exclusionary,1
81,0.032270171,0.967729829,"The liberals don't like it when I talk about family values, but America knows what I mean. We've got to strengthen the family. They don't like it when I say, """"Yes, we're one nation under God."""" And we are, and we'd better never forget it. ",3153_17,0.935459658,FALSE,NA,uncertainty,neither,neither,1
82,0.580105801,0.419894199,"To hide her corruption, Hillary Clinton put her emails on an illegal secret server open to foreign hacking. Then she deleted and bleached 33,000 emails – after a congressional subpoena -- to hide them from the public. She lies to Congress, under oath, and her ringleaders took the fifth amendment and got immunity deals. It's worse than Watergate.",2016-10-03-center-pueblo-colorado_31,0.160211601,FALSE,NA,uncertainty,neither,neither,1
83,7.10E-05,0.999928959,"That's what it is. So we're going to bring that money back in, we're going to lower taxes, we're going to keep our companies - and if our companies want to leave, they're going to pay a nice big beautiful tax to get their product back in. OK? That's what's going to happen. So, the existing U.S. trade deficit with TPP participating nations has already cost Pennsylvania 68,000 jobs, folks. No more, folks.",2016-08-12-arena-erie-pennsylvania_70,0.999857919,FALSE,FALSE,random,neither,neither,1
84,0.099583322,0.900416678,"Are we going to decide this election upon passions and fears and suspicion?  Or, are you going to decide this election on what you believe will unite this country for its highest purposes of producing a fellowship, a community in America, a community of individuals that have learned how to live together as self-respecting and respectful citizens? I can't put it any better than it has been placed in words, words that every child knows, and I hope every adult.  We are going to decide whether or not we are going to continue the process of building one nation, under God, indivisible, and with liberty and justice for all.  We are going to decide that.  We are in the process of deciding it now.",2012_16,0.800833356,FALSE,NA,uncertainty,neither,neither,1
85,8.23E-05,0.999917688,"Income for the typical families up about $1,600 in the last two years, our air is cleaner, our drinking water is safer. We have preserved our natural heritage--we fought all the vicious attacks on the environment by the members of the congressional majority who even wanted to sell some of our national parks and, instead, we've expanded more lands, we're protecting--we are moving forward and growing the economy while preserving our environment. We are moving in the right direction.",3284_8,0.999835376,FALSE,FALSE,random,neither,neither,1
87,0.023195155,0.976804845,"Thank you. Thank you. Well, I decided to copy him and do a little old and new Mondaleing myself. The old Mondale said that if you tightened the budget and reduced deficit spending, why you could worsen a recession and cause unemployment. And the new Mondale thinks that higher taxes will lead to a better economy. ",2831_21,0.95360969,FALSE,NA,uncertainty,neither,neither,1
88,0.011842251,0.988157749,"And what else will we do? My friends, above all, we will keep before the people of America and the whole world the spirit of the men in the Alamo, and that spirit is this: faith--a faith in the rightness of their cause, a faith in their God, a faith in their country, a faith in their ideals. This is what America needs today. We need this above everything else in this conflict.",1868_35,0.976315497,FALSE,NA,uncertainty,neither,neither,1
89,0.021586302,0.978413698,"So, and as Pete just said, he has now learned that he's granting citizenship to thousands with criminals histories. He doesn't care as long as they're going to vote on November 5. Now, to me that's an outrage. As I said yesterday and I think I may--I didn't want to offend anybody in the media, but if I did, sorry too--but in any event, aren't you outraged that they, that Vice President Gore with his staff would push the INS to naturalize as many people as possible instead of half a million, 1.2 or 1.3 million, rush them through so they'll be ready for election, even if they had criminal records. Don't do any background check. That is an outrage. That is an outrage.",3358_28,0.956827396,FALSE,NA,uncertainty,exclusionary,exclusionary,1
90,0.018365034,0.981634966,"But the only way to learn the full depth of her public corruption is to read the 33,000 emails she deleted. Hillary Clinton said under oath that she turned over all of her work-related emails. But we know that is one more Clinton lie. The FBI found thousands of work-related emails she never turned over, and then another 15,000 emails were just discovered a few weeks ago.",2016-08-30-arena-everett-washington_33,0.963269932,FALSE,NA,uncertainty,neither,neither,1
91,0.063468919,0.936531081,"And there is so much we can do, working together.  Just as long as we realize that we are one nation, one community, one family, and that's the kind of president I want to be.  A president who brings us together and unites us.",2945_7,0.873062162,FALSE,NA,uncertainty,neither,neither,1
93,5.98E-05,0.999940196,"This is a nonpartisan address, if you haven't picked that up--no--. My campaign is about telling the truth, and the truth is that the federal government is too big and spends too much of your money--your money. Now in these final days before the election, the White House is out telling everybody, """"Oh, you never had it so good. Everyone is better off in America.""""",3368_4,0.999880392,FALSE,FALSE,random,neither,neither,1
94,0.021309599,0.978690401,"Next Tuesday, we citizens go to the polls. To have an abiding faith in this country and in the spirit of its people.  Its power under God is limitless.  What other nation--what other people-today--has such an appointment with history?",1312_25,0.957380802,FALSE,NA,uncertainty,neither,neither,1
95,0.000135783,0.999864217,"We have... we have a great nation as you know, and sometimes in the past we've been disappointed at our own government. But I think it's time to tap the tremendous strength and vitality and idealism and hope and patriotism and a sense of brotherhood and sisterhood in this country to unify our nation, to make it great once again. It's not... it's not going to be easy for any of us. I don't claim to know all the answers, but I have said many times in my campaign around all fifty states that I'm not afraid to take on the responsibilities of president of the United States, because my strength and my courage and my advice and my counsel and my criticism comes from you. And if I can tap the greatness that's in you and in the American people, we can make our nation's government great and a source of pride once again.",2416_2,0.999728434,FALSE,FALSE,random,neither,neither,1
96,0.011900348,0.988099652,"This fall we've got a choice. Rick, I appreciate what you said, that I do stand with American agriculture. This fall we've got a real clear choice, an important choice because it's going to mean the economic health of American farmers all across the country. And if our opponents in this year's election put up these walls around America, whether they're high-tariff walls or high-tax walls, the first losers will be American agriculture and American jobs.",3067_7,0.976199304,FALSE,NA,uncertainty,neither,neither,1
97,0.022793707,0.977206293,"The President: Do I think I'm better than Mondale? No, I don't think in this country anyone thinks that you're better than anyone else. I just think that I should keep on being president for four more years.",2808_5,0.954412586,FALSE,NA,uncertainty,neither,neither,1
98,0.000545946,0.999454054,Pockets of extreme poverty in Somalia can breed conflict that spills across borders. The child who goes to a radical madrasa outside of Karachi can end up endangering the security of my daughters in Chicago. A deadly flu that begins in Indonesia can find its way to Indiana within days.,2008-09-25-new-york-city_11,0.998908108,FALSE,FALSE,random,neither,neither,1
99,0.025508859,0.974491141,"And we, as a people, have fought harder, paid a higher price, and done more to advance the freedom and dignity of man than any people who ever lived on this Earth. Ours is the land of the free because it's the home of the brave. All right. America's future will always be great because our nation will always be strong. Our nation will be strong because our people will be free. And our people will be free because we will be united--our people, one people, under God, with liberty and justice for all.",2875_35,0.948982282,FALSE,NA,uncertainty,neither,neither,1
100,0.722791954,0.277208046,"We teach our children that America is one nation under God, indivisible, with liberty and justice for all. Not just for people who look a certain way or worship a certain way, but for all. Everywhere I go, people tell me how concerned they are by the extreme policies and divisive rhetoric they've heard from my opponent – from the racist lie about Mexican immigrants that launched his presidential campaign to his racist attacks on a federal judge.",2016-09-15-institute-washington-dc_22,0.445583907,FALSE,NA,uncertainty,neither,neither,1
101,0.023142901,0.976857099,"We Americans have fought harder, we paid a higher price, we have done more to advance the dignity and freedom of man than any other people that ever lived on this Earth. Ours is the land of the free because it is the home of the brave. Our future will be great because our nation will be strong. And our nation will be strong because our people will be free. And our people will be free because we are united--one people, under God, with liberty and justice for all.",2867_35,0.953714198,FALSE,NA,uncertainty,neither,neither,1
102,0.098190579,0.901809421,"So, look, we need competence and we need it fast. Hillary Clinton who turned Libya into a nightmare. How about Libya? How about Benghazi? How about - how about Benghazi where Ambassador Stevens sent 600 different messages to Hillary Clinton, and she didn't even respond.",2016-10-12-pavilion-ocala-florida_139,0.803618842,FALSE,NA,uncertainty,neither,neither,1
103,0.124846213,0.875153787,"The old Mondale called the space shuttle a """"horrible waste,"""" a """"space extravaganza."""" And he personally led the fight in the United States Senate to kill the shuttle program before it even started. The new Mondale praises American technological achievement.",2846_28,0.750307574,FALSE,NA,uncertainty,neither,neither,1
104,0.029087181,0.970912819,REAGAN. Good. Q. Perhaps we could get your explanation of the crowds that have been following former Vice President Mondale?,2874_29,0.941825637,FALSE,NA,uncertainty,neither,neither,1
105,0.352919441,0.647080559,"The happiest years of our lives that are ahead of us will be those years when we at last are together, together as one nation, together as one people. We cannot have peace in this world if we are divided. We cannot unite other peoples until we unite ourselves.",1934_24,0.294161119,FALSE,NA,uncertainty,neither,neither,1
106,0.112966936,0.887033064,"The President. He voted against the Defense of Marriage Act, even though most Democrats supported it. There is a mainstream in American politics, and John Kerry sits on the far left bank. He can run from his liberal philosophy, but he cannot hide.",2004-11-01-remarks-milwaukee-wisconsin_30,0.774066128,FALSE,NA,uncertainty,neither,neither,1
107,0.024077365,0.975922635,"And we as a people--and this is our heritage, all of us--we as a people have fought harder, paid a higher price, and done more to advance the dignity and freedom of man than any other people who ever lived on this earth. Ours is the land of the free because it is the home of the brave. America's future will always be great because our nation will be strong. And our nation will be strong because our people will be free. And we'll be free because we're united--one people, under God, with liberty and justice for all.",2877_35,0.95184527,FALSE,NA,uncertainty,neither,neither,1
108,0.10905069,0.89094931,"Hillary is the one who engaged in a corrupt Pay-For-Play scheme at the State Department – and now there are 5 FBI probes into the Clinton Foundation and their pay-for-play activities. Hillary is the one who sent and received classified information on an insecure server, putting the safety of the American people under threat. Hillary is the one who lied to Congress under oath. Hillary is the one who lied to the FBI. Hillary is the one who made 13 phones disappear. Hillary is the one who destroyed 33,000 emails. Hillary is the one who broke the law over and over and over again. We can be sure that what is in those emails is absolutely devastating.",2016-10-31-campus-warren-michigan_8,0.78189862,FALSE,NA,uncertainty,neither,neither,1
109,0.090858954,0.909141046,Fast forward to today. What we have--and think of this--and the decisions made by the Obama/Clinton group have been absolutely disastrous. Libya is in ruins. Our ambassador and three other really brave Americans are dead. And ISIS has gained a new base of operations.,2016-08-15-university-youngstown-ohio_12,0.818282092,FALSE,NA,uncertainty,neither,neither,1
110,0.963060865,0.036939135,"Now, here's some really good news. We just reached a milestone. More than 200 million Americans are registered to vote. That is the highest number ever. And that includes 50 million young people. That's the most in history. And you know what else? More than 16.5 million people have already voted in this election. And more than 3 million of those votes have been right here in Florida. Now, you only see numbers like we're seeing here in Florida when people are standing up for what they really believe in. Americans are coming together, and I know because I hear from people who are Republicans and Independents who are joining us to reject hate and division, rejecting Donald Trump's demeaning treatment of women, his plans to break up immigrant families and deport millions of people, his lie that President Obama wasn't born in America.",2016-10-29-daytona-beach-florida_10,0.926121731,FALSE,NA,uncertainty,neither,neither,1
111,0.129753251,0.870246749,"The American dream is still alive. And let me say in conclusion, the longer I am in this White House, the more I understand what it means to say we are one nation under God. Don't you ever forget it. ",3152_27,0.740493498,FALSE,NA,uncertainty,neither,neither,1
112,0.026733648,0.973266352,"I think not. I still believe that most Americans, oh, yes, that an overwhelming preponderant majority of Americans, still believe in the American dream of one nation, under God, indivisible, with liberty and justice for all. What will this country be like in the year 2000?  In that year, most Americans who are alive today will still be alive.  What will it be like for them, for our children, and our grandchildren?",2010_21,0.946532704,FALSE,NA,uncertainty,neither,neither,1
113,0.933493376,0.066506624,"Who cares about Donna Brazile? She's turned out to be not what people thought. She gets, illegally -- illegally. She gets the questions to the debate. She then takes those questions and gives them to crooked Hillary Clinton.",2016-11-07-raleigh-north-carolina_15,0.866986752,FALSE,NA,uncertainty,neither,neither,1
114,0.979086864,0.020913136,This can be our future. We just need to come together as One America and believe in ourselves. We can bring back that mighty dream.,2004-10-18-tampa-florida-7_31,0.958173729,FALSE,NA,uncertainty,neither,neither,1
116,0.022177123,0.977822877,"And I don't mean just in the presidential race. Let's be sure to elect Roy Cooper, the next governor of North Carolina. He will always put the people of North Carolina first. And he will repeal HB2 – because he knows that discrimination is wrong. It's bad for business, and it's against North Carolina's values.",2016-10-27-salem-north-carolina_2,0.955645754,FALSE,NA,uncertainty,neither,neither,1
117,0.308339461,0.691660539,"Second, here at home, we're working hard to give law enforcement the tools they need to combat modern terrorism, through the antiterrorism bill that we pushed through Congress after Oklahoma City, and with new legislation to help us stop money laundering and tighten our borders against terrorists. Third, we're working very hard to increase our security at airports and on airplanes, doing more hand searches and machine screening of luggage, requiring pre-flight inspection for every plane flying to or from the United States, examining all standard aviation security practices so that we can make further changes to increase security. I might say since most of you probably flew into Washington to attend this meeting, you may have noticed some delay in air travel. I hope you didn't, but if you did, it's worth that to make all Americans safer when they board airplanes and others when they come to our country.",3193_34,0.383321078,FALSE,NA,uncertainty,neither,neither,1
118,7.57E-05,0.999924326,"There's enough waste in the government to give you the tax cut, enough waste, enough fraud, enough abuse, enough people flying around the world. Hazel O'Leary only lands for refueling. She's gone all the time. Why can't you take a vacation?",3361_7,0.999848653,FALSE,FALSE,random,neither,neither,1
119,0.021697857,0.978302143,But none of this will happen unless we come together as One America. An America that puts the politics of polarization behind us. An America that honors the truth that what unites us is stronger than what divides us. An America that understands that there is something for everyone single one of us to do – and challenges each of us to try.,2004-10-24-fort-lauderdale-florida_15,0.956604287,FALSE,NA,uncertainty,neither,neither,1
120,5.49E-05,0.999945085,"We must say as John Calhoun said, that we must appeal to conscience and reason, and not merely to what is popular.  Mr. Nixon has taken a different course, for he does not belong as I do to the party of Calhoun.  He belongs to the party of Herbert Hoover, who promised a chicken for every pot.  He belongs to the party that kept cool with Coolidge, that returned to normalcy with Harding, that tried to repeal social security with Landon, that ran Dewey.  We never did that.  Mr. Nixon is true to the traditions of his party.  Popularity, not logic, is his standard.  He promises a vast new program of aid to education.  He promises in the last two weeks a great and vast housing program and he promises to outdo the Democrats in agriculture, public works, foreign aid, defense, and all the rest.  But then he journeys south and he talks to you and he comes out against the federal bureaucracy, he comes out against the spending, he comes out against the Democratic party because we support these programs.",1599_7,0.99989017,FALSE,FALSE,random,neither,neither,1
121,0.091303849,0.908696151,"I am asking you to be greater than you have ever dreamed you could be.  I am asking you to make this American dream come true.  I am asking you here in Jacksonville, deep in the South, I am asking you to help me and to help yourself make this one nation under God, indivisible, with liberty and justice for all.  ",2046_52,0.817392302,FALSE,NA,uncertainty,neither,neither,1
122,0.978717717,0.021282283,"My job is not to represent foreign countries. My job is to represent the citizens of the United States of America – putting your jobs, your wages, and your security first. If you are living in the United States today as a lawful resident or U.S. citizen, I will ensure you have a safe community, rising wages, and secure immigration system.",2016-10-03-center-pueblo-colorado_41,0.957435433,FALSE,NA,uncertainty,neither,neither,1
123,0.783391925,0.216608075,"We reached those people. We reached those people who have never voted in their lives, but believe by going out and voting for Brexit they can take back control of their country, take back control of their borders, and get back their pride and self respect. Now, the big card, the big card the Prime Minister decided to play in the referendum was he got a foreign visitor to come to London. to talk to us.",2016-08-24-coliseum-jackson-mississippi_26,0.566783851,FALSE,NA,uncertainty,neither,neither,1
124,0.985786186,0.014213814,"Our leaders have fought for every piece of progressive legislation, from RFD and REA to Social Security and civil rights. In times of need, the Democrats were there. But in recent years our nation has seen a failure of leadership. We have been hurt and we have been disillusioned. We have seen a wall go up that separates us from our own government.",2363_10,0.971572371,FALSE,NA,uncertainty,neither,neither,1
125,6.90E-05,0.999930956,"Look at your notes, look at your stats, look at what's happening to your state. You're losing your businesses. It's like taking candy away from a baby. And many people right now in this audience that think you have jobs, you're gonna find out very soon that your company is leaving from Mexico or some other place and you're not going to have your job for very long.",2016-08-19-complex-dimondale-michigan_37,0.999861911,FALSE,FALSE,random,neither,neither,1
126,0.172129136,0.827870864,"Imagine if we had spent this money rebuilding the inner cities of Philadelphia. Instead, we spent trillions on foreign countries and left our own to crumble. We defend other countries' borders, invest in their resources, but abandon our own. The plan I am proposing targets substantial new investment here at home to fix America's transportation, drinking water, and other vital infrastructure. This can be achieved through a focus on public-private partnerships, proven financing programs, and tax credits that incentivize companies to make major job-and-wealth producing investments in the local economy.",2016-10-21-center-newtown-pennsylvania_6,0.655741727,FALSE,NA,uncertainty,neither,neither,1
127,0.927524331,0.072475669,"Fast forward to today. After spending $4 trillion, maybe $5 trillion, nobody even knows how much money has been sucked out of our country, what have the decisions of Obama/Clinton produced? Libya is in ruins. Our ambassador and three other brave Americans are dead. And ISIS has gained a new base of operations, they're all over the world",2016-08-24-coliseum-jackson-mississippi_63,0.855048663,FALSE,NA,uncertainty,neither,neither,1
128,0.073718855,0.926281145,"You know, that's not what this country is about. That's not how our greatness was built. Here in America, we believe we're all in this together. We understand it's not about what can be done for us. It's about what can be done by us, together, as one Nation and as one people. That's what we believe.",2012-10-04-madison-wisconsin-0_33,0.852562289,FALSE,NA,uncertainty,neither,neither,1
129,0.012583779,0.987416221,"I have made every single donor to my campaign publicly available, while Senator Obama has taken in over 200 million dollars from undisclosed sources. We have already seen the potential for fraud because of his refusal to disclose his donors. His campaign had to return $33,000 in illegal foreign funds from Palestinian donors, and this weekend, we found out about another $28,000 in illegal donations. Why has Senator Obama refused to disclose the people who are funding his campaign? Again, the American people deserve answers.",2008-10-06-albquerque-new-mexico_19,0.974832442,FALSE,NA,uncertainty,neither,neither,1
130,7.54E-05,0.999924637,"I want the youngsters here to understand what has taken place. It's a phenomenal moment in history, phenomenal. See, it wasn't all that long ago—3 1/2 years ago is hardly anything in the march of history— that the people in Afghanistan were living under a brutal reign of people whose vision is so dark and dim that it's hard for Americans to comprehend. And when you hear me talk about the ideologues of hate, I'm talking about the Taliban and the people like Al Qaida. Young girls were not allowed to go to school. See, that's their vision of the world. And if their moms didn't toe the line, they were taken into the public square and whipped, in some cases killed in the sports stadium. These people were grim.",2004-10-20-eau-claire-wisconsin_67,0.999849274,FALSE,FALSE,random,neither,neither,1
131,0.130860359,0.869139641,"Governor Reagan's labor adviser told the New York Times, talking about you, and I quote again, """"I don't want these people,"""" he said, """"to vote for Reagan. I don't want them to vote. I want them to stay home."""" We cannot let them get away with that cynical strategy. Fritz Mondale and I are going to need the help of every one of you and a lot more besides. New York is extremely important in this effort.",2594_15,0.738279282,FALSE,NA,uncertainty,neither,neither,1
132,0.135448282,0.864551718,Q.: Do you think you're better than Mondale? The President: Do I think I what? Q: Do you think you're better than Mondale?,2808_4,0.729103436,FALSE,NA,uncertainty,neither,neither,1
133,5.46E-05,0.999945379,"The first task of national leadership is to set honest and realistic priorities in our policies and our budget and I pledge that my administration will do that. When I talk of tax cuts, I am reminded that every major tax cut in this century has strengthened the economy, generated renewed productivity and ended up yielding new revenues for the government by creating new investment, new jobs and more commerce among our people. The present administration has been forced by us Republicans to play follow the leader with regard to a tax cut. But, we must take with the proverbial """"grain of salt"""" any tax cut proposed by those who have given us the greatest tax increase in our history.",2636_28,0.999890758,FALSE,FALSE,random,neither,neither,1
134,0.116011939,0.883988061,"What I promised was that I would work every single day as hard as I can to make sure that everybody in this country, regardless of who they are, what they look like, where they come from, that they would have a fair shot at the American Dream. And I have—that promise I've kept. And what I've also—I think is relevant for today's session is the fact that I have never wavered in my support of comprehensive immigration reform. We did put forward a """"DREAM Act"""" that was passed in the House, got the overwhelming majority of support from Democrats in the Senate, and was blocked by the Republican Party.",2012-09-20-question-and-answer_24,0.767976123,FALSE,NA,uncertainty,neither,neither,1
135,0.976355153,0.023644847,"The old Mondale said that tightening the budget, reducing government spending, and reducing deficits could worsen a recession and cause unemployment. The new Mondale thinks higher taxes lead to a healthy economy.  The old Mondale publicly supported Jimmy Carter's wrongheaded grain embargo, and the new Mondale claims that he opposed it privately--very privately. ",2830_21,0.952710306,FALSE,NA,uncertainty,neither,neither,1
136,7.71E-05,0.999922863,"Last night, I can't remember whether we talked about it in the debate, but one big difference I have with this man is he doesn't care about these lawsuits. My view is we are suing each other too much and caring for each other too little. We ought to do something about these crazy lawsuits. We spend over $200 billion a year on lawyers, and that's too much. We've got some darn good ones, and I hope they're here. But we've got to put a cap on these crazy lawsuits.",3148_11,0.999845727,FALSE,FALSE,random,neither,neither,1
137,0.044255551,0.955744449,"Another point I'd like to make is this: we have a tremendous responsibility on us. Sure, this is the 200th anniversary of our country; it's the aftermath of some horrible, disgraceful action in Washington; we need to tear down the wall that separates us from our own government. We also need to remember what our country is and what it stands for. And this is a responsibility that I assume as a nominee of our party, with a great deal of assurance, and a deep commitment.",2386_13,0.911488899,FALSE,NA,uncertainty,neither,neither,1
138,0.417508186,0.582491814,"I call on all Americans to build this country together--to buildone nation, not two--one nation, indivisible under God, with lawand order, yes--but with """"liberty and justice--for all"""". A week from next Tuesday you will have a chance to cast what maybethe most critical vote you will ever cast.  It is up to you to stop the tide or reaction.",2110_22,0.164983627,FALSE,NA,uncertainty,neither,neither,1
139,0.037888216,0.962111784,"We Americans, as a people, have fought harder, paid a higher price, and done more to advance the freedom and dignity of man than any other people who ever lived on this Earth. Ours is the land of the free because it's the home of the brave. And our future will be great because our nation will be strong. Our nation will be strong because our people will be free. And our people will be free because we're united--one people, under God, with liberty and justice for all.",2871_42,0.924223569,FALSE,NA,uncertainty,neither,neither,1
140,0.011035362,0.988964638,And I believe America is better when we work together to give everyone the tools to live up to the fullest of their God-given ability to keep our country a strong force for peace and freedom and prosperity and to give us a chance to live together in one community. That's what I believe. And that's the difference.,3289_13,0.977929276,FALSE,NA,uncertainty,neither,neither,1
141,0.845215143,0.154784857,"My opponent recently announced that he is the conservative—the candidate of """"conservative values""""—must have come as a surprise to a lot of his supporters. There's some problems with this claim. If you say the heart and soul of America is found in Hollywood, I'm afraid you are not the candidate of conservative values. If you voted against the bipartisan Defense of Marriage Act, which President Clinton signed, you are not the candidate of conservative values. If you gave a speech, as my opponent did, calling the Reagan Presidency 8 years of """"moral darkness,"""" then you may be a lot of things, but the candidate of conservative values is not one of them.",2004-09-02-convention-new-york_33,0.690430285,FALSE,NA,uncertainty,neither,neither,1
142,0.963341001,0.036658999,"I recall talking to Mr. Herbert Hoover at the time he was working with me on the Hungarian refugee problems, trying to develop programs for the refugees.  Concern was expressed at that time about changing our immigration laws to allow more refugees to come in, concern with regard to the effect on employment and unemployment in this country, concern as to how these people could be assimilated.  His answer was that every wave of refugees that has come to the United States has strengthened America rather than weakened it.",1762_5,0.926682002,FALSE,NA,uncertainty,neither,neither,1
143,0.021239703,0.978760297,The President: Can I beat Mondale? Wait a minute until I turn to where the people of voting age are. I think so. They just told me I can.,2808_7,0.957520593,FALSE,NA,uncertainty,neither,neither,1
144,0.824980424,0.175019576,"France is suffering gravely. And the tourism industry is being massively affected in the most negative way. In March of this year terrorists detonated a bomb in Brussels airport killing 32 and injuring 340 people. This July in the South of France an Islamic terrorist turned his truck into an instrument of mass murder, plowing down and killing 85 men, women and children and wounding 308 people.",2016-08-15-university-youngstown-ohio_4,0.649960848,FALSE,NA,uncertainty,neither,neither,1
145,6.66E-05,0.999933419,"And that points to what we need to do with Medicare generally. What we need to do is to go after the waste, the fraud, and reduce health care costs overall. So part of what we're doing through this new health care law is using the power of—the purchasing power of Medicare to say to doctors and hospitals and insurance companies, you guys need to work smarter. Instead of having five different tests that you're charging us for, do one test and then e-mail it to everybody. Instead of having all kinds of administrative costs and paperwork, let's make sure that we're using health IT—information technologies—to do a better job. Let's coordinate care better. Let's engage in more preventive care.",2012-09-21-session-new-orleans_30,0.999866838,FALSE,FALSE,random,neither,neither,1
146,0.430515279,0.569484721,"Yet, Hillary Clinton wants a 550% increase in Syrian Refugees. I am not running to be President of the world. I am running to be President of the United States. I am for America First.",2016-10-05-center-reno-nevada_25,0.138969442,FALSE,NA,uncertainty,exclusionary,exclusionary,1
147,0.973434953,0.026565047,"Our party will fight to bring hope to every forgotten stretch of this country. Once again, we will be One American Nation. One United People.",2016-08-30-arena-everett-washington_18,0.946869906,FALSE,NA,uncertainty,neither,neither,1
