Speech_id,text,party,term,comp,populist_old_keywords,par_id,speech_par_id,length
2012-09-17-cincinnati-ohio-0,"And we also have here your outstanding mayor, Mark Mallory's in the house. And it is great to see all of you. Audience member. Thank you!",dem,2012,TRUE,FALSE,2,2012-09-17-cincinnati-ohio-0_2,26
2012-09-17-cincinnati-ohio-0,"Audience member. We believe you, it's okay! The President. I appreciate that. But just in case you're skeptical, we've actually got real numbers behind it. I've worked with Republicans in Congress to already cut $1 trillion in spending. And we're willing to do more. I don't want a Government that's wasting money. It's got to be lean; it's got to be mean. It's got to make sure that it's focused on the people that are working hard, but need a ladder up. It's got to be focused on doing the things that help us grow. And there are programs that don't work, and we've got to admit that.",dem,2012,TRUE,FALSE,35,2012-09-17-cincinnati-ohio-0_35,108
2012-09-26-rally-kent-ohio,"Audience member. I love you, Obama! The President. I love you back, but let me—[applause]—but I want especially the young people to understand, you should feel confident about our future because our problems can be solved, our challenges can be met. We've still got the world's best workers, the best businesses, the best scientists, the best researchers, the best colleges and universities. So there's not a country on Earth that wouldn't trade places with the United States. But we've got more work to do.",dem,2012,TRUE,FALSE,12,2012-09-26-rally-kent-ohio_12,84
2012-09-26-rally-kent-ohio,"Audience member. I believe in you, Barack! The President. Because we've been working on it, you believe me. We don't just talk the talk.",dem,2012,TRUE,FALSE,17,2012-09-26-rally-kent-ohio_17,24
2012-09-26-rally-kent-ohio,"So we're going to—we'll reform and strengthen Medicare for the long haul, but we'll do it the right way, by actually reducing costs, not by dumping those costs onto seniors. Same thing with Social Security: We'll take responsible steps to strengthen it, but we're not going to turn it over to Wall Street. Now, obviously, we've been talking a lot about what happens here at home, but that's connected to what happens abroad. In 2008, I said I'd end the war in Iraq, and I did. I said that we'd wind down the war in Afghanistan in a responsible way, and we are. Because of the incredible service and sacrifice of our troops, a new tower is rising above the New York skyline, Al Qaida is on the path to defeat, Usama bin Laden is dead.",dem,2012,TRUE,TRUE,40,2012-09-26-rally-kent-ohio_40,136
2012-09-26-rally-kent-ohio,"And we've got proof that this works. Four years ago, I said this isn't about me, I said it was about you. Audience member.",dem,2012,TRUE,FALSE,46,2012-09-26-rally-kent-ohio_46,24
2012-09-26-rally-kent-ohio,"You know, on election night, 2008, we were in Grant Park; 47 percent of the American people didn't vote for me. They voted for—— Audience member. We've got your back.",dem,2012,TRUE,TRUE,54,2012-09-26-rally-kent-ohio_54,30
2012-10-24-las-vegas-nevada,"We've got here your Congresswoman and next United States Senator, Shelley Berkley in the house. Some outstanding Nevadans who are running for Congress: Steven Horsford, John Oceguera, and Dina Titus. I am so grateful to Katy Perry for the unbelievable performance. Katy! I'm getting to know Katy. She's just a wonderful young lady, and I can tell that part of it is because of her outstanding grandma Ann, a 50-year resident of Nevada. So give her a big round of applause. That's right. The only thing I have to say is, Ann got some lipstick on me when she kissed me.",dem,2012,TRUE,FALSE,3,2012-10-24-las-vegas-nevada_3,101
2012-10-24-las-vegas-nevada,"Audience member. We love you, Obama! The President. I love you back. But this is about the future. And I have a plan that will actually create jobs and create middle class security. And unlike Mitt Romney, I'm proud to talk about what's in my plan.",dem,2012,TRUE,FALSE,28,2012-10-24-las-vegas-nevada_28,46
2012-11-03-rally-milwaukee-wisconsin,"That's what we're fighting for. That's what this election is about. That's why I need you. That's why I need you, Wisconsin: to make sure their voices are heard, to make sure your voices are heard. We have come too far to turn back now. We've come too far to let our hearts grow weary, to let our hearts grow faint.",dem,2012,FALSE,FALSE,45,2012-11-03-rally-milwaukee-wisconsin_45,61
2012-10-09-columbus-ohio-1,"All right, Buckeyes, we need you. We need you fired up—— Audience member. I love you!",dem,2012,TRUE,FALSE,9,2012-10-09-columbus-ohio-1_9,16
2012-11-03-rally-mentor-ohio,"So we've made real progress these past 4 years. But, Ohio, we're here today because we all know we've got more work to do. Audience member. We love you, Mr. President!",dem,2012,TRUE,FALSE,6,2012-11-03-rally-mentor-ohio_6,31
2012-11-03-rally-mentor-ohio,"Governor Romney, he's a very talented salesman. So in this campaign, he has tried as hard as he can to repackage the same policies that didn't work and offer them up as change. But here's the problem, Ohio: We know what change looks like, and what he's offering ain't it.",dem,2012,FALSE,FALSE,17,2012-11-03-rally-mentor-ohio_17,50
2008-09-18-espanola-new-mexico,"John McCain can't decide whether he's Barry Goldwater or Dennis Kucinich. Well, I have a message for Senator McCain: You can't just run away from your long-held views or your life-long record. You can't erase twenty-six years of support for the very policies and people who helped bring on this disaster with one week of rants.",dem,2008,TRUE,FALSE,9,2008-09-18-espanola-new-mexico_9,56
2012-09-09-palm-beach-florida,"Audience member. Arithmetic. The President. Arithmetic. Give that young lady an """"A."""" She's been doing her homework.",dem,2012,TRUE,FALSE,31,2012-09-09-palm-beach-florida_31,17
2012-11-04-rally-hollywood-florida,"Change is turning the page on a decade of war so we can do some nation-building here at home. As long as I'm Commander in Chief, we will pursue our enemies with the strongest military the world has ever known. But it's time to use the savings from ending the wars to pay down our debt and rebuild America: rebuilding roads and bridges and making sure our schools are state of the art; and hiring our veterans when they come home, because if you fought for this country, you shouldn't have to fight for a job when you come home. That's my plan to keep America strong. That's what's at stake in this election.",dem,2012,FALSE,FALSE,35,2012-11-04-rally-hollywood-florida_35,114
2008-10-08-indianapolis-indiana-5,"Senator McCain didn't tell us about the studies that say his plan would cause 20 million Americans to lose their health insurance, or how the Chamber of Commerce said it would be a disaster for businesses, or how it would de-regulate the insurance industry so that they don't have to cover things like mammograms, or vaccinations, or maternity care. He thinks we won't notice these things. Well, I've got news for John McCain: we notice, we know better, and we're not going to let him get away with it.",dem,2008,TRUE,FALSE,8,2008-10-08-indianapolis-indiana-5_8,89
2012-10-29-and-exchange-with,"2012 Presidential Elections Q. What about the impact on the election, sir? The President. I am not worried at this point about the impact on the election. I'm worried about the impact on families, and I'm worried about the impact on our first-responders. I'm worried about the impact on our economy and on transportation.",dem,2012,TRUE,FALSE,12,2012-10-29-and-exchange-with_12,54
2012-11-02-rally-hilliard-ohio,"Audience member. We love you, Barack! The President. I love you back, and I'm glad to be here.",dem,2012,TRUE,FALSE,5,2012-11-02-rally-hilliard-ohio_5,18
2012-11-02-rally-hilliard-ohio,"Audience member. Good job, man! The President. This guy had a lot of coffee this morning. You're fired up! Okay.",dem,2012,TRUE,FALSE,13,2012-11-02-rally-hilliard-ohio_13,20
2012-11-02-rally-hilliard-ohio,"It paid off in Lordstown, where GM is investing hundreds of millions of dollars in their auto plant. It paid off in Toledo, where Chrysler is adding more than a thousand new jobs on a second shift, not in China: right here in Ohio, right here in United States of America. And so one of the things I hope when you're talking to your friends and your neighbors, they're trying to make up their minds these last few days, think about that. Think about the issue of trust; think about do you want a President who is going to actually tell you what he believes and what he thinks or somebody who is going to——",dem,2012,TRUE,FALSE,29,2012-11-02-rally-hilliard-ohio_29,115
2012-11-02-rally-hilliard-ohio,"That's why I need you, Ohio: to make sure their voices are heard, to make sure your voices are heard. We've come too far to turn back now. We've come too far to grow fainthearted. It's time to keep pushing forward: to educate all our kids and train all our workers, create new jobs, rebuild our infrastructure, discover new sources of energy, broaden opportunity, grow our middle class, restore our democracy to make sure that no matter who you are or where you come from, you can make it in America. That's what we're fighting for.",dem,2012,FALSE,FALSE,51,2012-11-02-rally-hilliard-ohio_51,96
2012-10-27-nashua-new-hampshire,Audience members. Yes! The President. This is an unbelievable crowd! And this is what the weather is always like in late October in New Hampshire: 70 degrees and sunny.,dem,2012,TRUE,FALSE,2,2012-10-27-nashua-new-hampshire_2,29
2012-10-27-nashua-new-hampshire,"After losing 9 million jobs under the theories that Governor Romney is now promoting, our businesses—under the ideas we've been working with—have added more than 5 million new jobs over the last 2 1/2 years. Manufacturing: highest job growth in manufacturing since the 1990s. The unemployment rate is falling. Manufacturing's coming back to our shores. Our assembly lines are humming again. Housing prices are starting to pick up. Housing starts are on the move.",dem,2012,FALSE,FALSE,20,2012-10-27-nashua-new-hampshire_20,74
2012-09-22-campaign-rally-milwaukee,"Now, I've got to say, in fairness, my—— Audience member. We love you, Obama! The President. I love you back! That's why I want to make sure you've got a good deficit reduction plan.",dem,2012,TRUE,FALSE,29,2012-09-22-campaign-rally-milwaukee_29,34
2012-09-26-bowling-green-ohio,"Now, I just want to make the point that if Seth can come up here with a broken wrist, then there is not a student here who cannot get registered and make sure they go to vote. No excuses. Audience member. I love you!",dem,2012,TRUE,FALSE,1,2012-09-26-bowling-green-ohio_1,44
2012-09-26-bowling-green-ohio,"Number three, I want to give more Americans the chance to get the skills that they need to compete. Audience member. Apprenticeships!",dem,2012,TRUE,FALSE,29,2012-09-26-bowling-green-ohio_29,22
2012-11-01-green-bay-wisconsin,"And these fundamental changes in the economy—the rise of technology and global competition—they're real. We can't wish these challenges away. But here's what I know, Wisconsin: We can meet them, because we're Americans. We've got the world's best workers and the best entrepreneurs. We've got the best scientists and the best researchers, the best colleges and universities, and we've got the most innovative spirit. We have everything we need to thrive in this new economy, in this new century, and there's not a country on Earth that wouldn't trade places with the United States of America.",dem,2012,FALSE,FALSE,9,2012-11-01-green-bay-wisconsin_9,96
2012-11-01-green-bay-wisconsin,"But we have a choice to make. In 5 days, we will choose our next President. And it's more than just a choice between two candidates or two parties. You'll be making a choice between two fundamentally different visions of America: one where we return to the top-down policies that crashed our economy——",dem,2012,FALSE,FALSE,10,2012-11-01-green-bay-wisconsin_10,53
2012-11-01-green-bay-wisconsin,"And that's why I need you, Wisconsin: to make sure their voices are heard, to make sure your voices are heard. We've come too far to turn back now. We've come too far to let our hearts grow faint. Now is the time to keep pushing forward: to educate all our kids and train all our workers, to create new jobs and rebuild our infrastructure, to discover new sources of energy, to broaden opportunity, to grow our middle class, to restore our democracy, and to make sure that no matter who you are or where you come from or how you started out, you can work to achieve your American Dream.",dem,2012,FALSE,FALSE,43,2012-11-01-green-bay-wisconsin_43,111
2012-11-01-rally-boulder-colorado,"Everybody, please give Savannah a big round of applause for the great introduction. Let's give a shout-out to the folks who are fighting for you every day in Washington: Senator Michael Bennet, Senator Mark Udall, Congressman Jared Polis. It is good to be here. Thank you. Now——",dem,2012,TRUE,FALSE,3,2012-11-01-rally-boulder-colorado_3,47
2012-11-01-rally-boulder-colorado,Audience member. We love you! The President. I love you back. I do.,dem,2012,TRUE,FALSE,4,2012-11-01-rally-boulder-colorado_4,13
2012-11-01-rally-boulder-colorado,"Now, these fundamental changes in the economy—the rise of technology and global competition—those are real. We can't wish them away. But here's what I know, Colorado: We can meet those challenges. We're Americans. We still have the world's best workers. We've got the world's best entrepreneurs. We've got the best scientists and researchers. We've definitely got the best colleges and universities. We've got the most innovative spirit. We have everything we need to thrive in this new economy. There's not a country on Earth that wouldn't gladly trade places with the United States.",dem,2012,FALSE,FALSE,13,2012-11-01-rally-boulder-colorado_13,93
2012-11-01-rally-boulder-colorado,"But to realize our full potential, to secure a future that we want for our kids and our grandkids, we've got to make a choice right now. In 5 days, we will choose our next President. And, Boulder, it is more than just a choice between two candidates or two parties. You're going to be making a choice between two fundamentally different visions of America: one where we return to the top-down policies that crashed our economy——",dem,2012,FALSE,FALSE,14,2012-11-01-rally-boulder-colorado_14,77
2012-11-01-rally-boulder-colorado,"Audience member. No, it ain't! The President. Another $5 trillion tax cut that favors the wealthy, that's not change.",dem,2012,TRUE,FALSE,26,2012-11-01-rally-boulder-colorado_26,19
2012-11-01-rally-boulder-colorado,"Because the future doesn't have lobbyists. It'll never have as many lobbyists as the vested interests, never have as many lobbyists as the past does, but it's the dreams of those children that will be our saving grace. And that's why I need you, Colorado. That's why I need you, Boulder: to make sure their voices are heard, to make sure your voices are heard. We've come too far to turn back now. We've come too far to grow fainthearted. Now is the time to keep pushing forward: to educate all our kids, to train all our workers, to create new jobs, to discover new energy, to broaden opportunity, to grow our middle class, to restore our democracy, to make sure that no matter who you are or where you come from, how you started out, you can make it here in America if you try.",dem,2012,TRUE,TRUE,55,2012-11-01-rally-boulder-colorado_55,146
2012-09-20-question-and-answer,"College Affordability/Education Reform/Minority Student Dropout Rate Q. Thank you. First of all, I want to say, Mr. President, it's an honor for me to be here to—and my name is Ana Maria Menda, and I'm a candidate to a doctorate in special education studies at university level. So I would like to know, what do you attribute the dropout rate among Hispanics in the United States—15 percent—and what plans do you have to change that?",dem,2012,TRUE,FALSE,39,2012-09-20-question-and-answer_39,75
2012-09-20-question-and-answer,"Employment Opportunities for Minority Women/College Affordability Q. Mr. President, my name is Arianne Alcorta, and I'm a student from—I'm a student at the journalism school at UM. This is my question to you: What would you recommend to Latina women such—I—in order to be successful in my search for employment in the United States? The President. Well, first of all, you've got great role models here in journalism. The—particularly Maria Elena. Jorge's just—[Laughter].",dem,2012,TRUE,FALSE,62,2012-09-20-question-and-answer_62,73
2012-09-20-question-and-answer,"Ms. Salinas. Mr. President, we have a question that is very important for us and also our neighbors in Mexico. You have supported President Calderon's policy against drug trafficking. Now, there's a new President: Enrique Pena Nieto will be taking office at the same time if you were to win. So do you think that after 65,000 deaths it's time to change the strategy? Can you consider the 65,000 deaths a failure and the policy should change?",dem,2012,FALSE,FALSE,68,2012-09-20-question-and-answer_68,77
2012-11-04-concord-new-hampshire,"I also want you to give it up for your outstanding Governor John Lynch and one of the best Senators in Washington, our friend, Jeanne Shaheen. Audience member. We love you!",dem,2012,TRUE,FALSE,2,2012-11-04-concord-new-hampshire_2,31
2008-11-02-columbus-ohio-6,"But here's my question for you, Ohio: do you think Dick Cheney is delighted to support John McCain because he thinks John McCain's going to bring change? Do you think John McCain and Dick Cheney have been talking about how to shake things up, and get rid of the lobbyists and the old boys club in Washington? Ohio, we know better. After all, it was just a week ago that Senator McCain said that he and President Bush share a """"common philosophy."""" And we know that when it comes to foreign policy, John McCain and Dick Cheney share a common philosophy that thinks that empty bluster from Washington will fix all of our problems, and a war without end in Iraq is the way to defeat Osama bin Laden and the al Qaeda terrorists who are in Afghanistan and Pakistan.",dem,2008,TRUE,TRUE,11,2008-11-02-columbus-ohio-6_11,140
2008-10-09-dayton-ohio-2,"He thinks we won't notice. Well, I've got news for John McCain: we notice, we know better, and we're not going to let him get away with it. This issue is personal for me. My mother died of ovarian cancer at the age of 53, and I'll never forget how she spent the final months of her life lying in a hospital bed, fighting with her insurance company because they claimed that her cancer was a pre-existing condition and didn't want to pay for treatment. If I am President, I will make sure those insurance companies can never do that again.",dem,2008,TRUE,FALSE,23,2008-10-09-dayton-ohio-2_23,101
2012-09-07-portsmouth-new-hampshire,"Look, I am not just asking for your vote. I'm asking the entire country to rally around a set of goals for our country: goals in manufacturing, energy, education, national security, and the deficit. And these—this is a real, achievable plan that will lead to new jobs and more opportunity and rebuild this economy on a stronger foundation. That's what we can do in the next 4 years. That's why I'm running for a second term as President: to finish the job, to keep moving forward, to build up the progress we've made.",dem,2012,FALSE,FALSE,22,2012-09-07-portsmouth-new-hampshire_22,93
2012-09-07-portsmouth-new-hampshire,Audience member. Let's do it! The President. Let's do it. Let's do it. We can do this. We can do this.,dem,2012,TRUE,FALSE,29,2012-09-07-portsmouth-new-hampshire_29,21
2012-09-07-portsmouth-new-hampshire,"Look, third—— Audience members. Yes, we can! The President. Third, third—I've got even more—[Laughter]—I've got a plan to give more Americans the chance to gain the skills that they need to compete. Education: I would not be standing here if I hadn't gotten a great education. Michelle would not be where she is without the opportunities that were given. And as she told you on Tuesday night, we didn't come from wealth or fame or power, but in this country, we've always made a commitment that if you've got talent and you're willing to work hard, somebody is going to give you the opportunity to get a great education, and then you can go as far as your dreams can take you. It is the gateway to a middle class life in the 21st century.",dem,2012,TRUE,FALSE,30,2012-09-07-portsmouth-new-hampshire_30,135
2012-09-07-portsmouth-new-hampshire,"Audience member. Forward! The President. Forward. Forward! I need 4 more years, and we're going to move forward.",dem,2012,TRUE,FALSE,35,2012-09-07-portsmouth-new-hampshire_35,18
2008-08-28-national-convention-denver,"I will cut taxes – cut taxes – for 95% of all working families. Because in an economy like this, the last thing we should do is raise taxes on the middle-class. And for the sake of our economy, our security, and the future of our planet, I will set a clear goal as President: in ten years, we will finally end our dependence on oil from the Middle East.",dem,2008,TRUE,FALSE,22,2008-08-28-national-convention-denver_22,70
2012-11-05-rally-madison-wisconsin,"This is an incredible crowd, and it's good to be back. The weather is cooperating. It sort of feels like Chicago: nice and brisk.",dem,2012,FALSE,FALSE,3,2012-11-05-rally-madison-wisconsin_3,24
2012-11-02-rally-lima-ohio,"When I made the decision to rescue the auto industry, it wasn't popular, even here in Ohio. Audience member. It was to me!",dem,2012,TRUE,FALSE,21,2012-11-02-rally-lima-ohio_21,23
2012-11-02-rally-lima-ohio,"The President. But I knew it was the right thing to do. Betting on American workers was the right thing to do. Betting on American ingenuity and know-how, that was the right thing to do. And that paid off in Lordstown, in Toledo, where companies are creating new auto jobs, not in China: right here in Ohio, right here in the United States of America.",dem,2012,FALSE,FALSE,22,2012-11-02-rally-lima-ohio_22,65
2012-11-02-rally-lima-ohio,"And that's why I need you, Ohio: to make sure their voices are heard, to make sure your voices are heard. We've come too far to turn back now. We've come too far to let our hearts grow faint. Now is the time to keep pushing forward: to educate all our kids, to train all our workers, to create new jobs, rebuild our infrastructure, discover new sources of energy, broaden opportunity, grow our middle class, restore our democracy, and to make sure that no matter who you are or what you look like or where you come from, what your last name is, where you started, no matter what, you can make it in America if you try.",dem,2012,FALSE,FALSE,47,2012-11-02-rally-lima-ohio_47,118
2012-09-07-iowa-city-iowa,"Audience member. We love you, Obama! The President. I love you back. But let me tell you the fourth thing, you'll love me even more.",dem,2012,TRUE,FALSE,28,2012-09-07-iowa-city-iowa_28,25
2012-09-13-rally-golden-colorado,"Audience member. We're with you! The President. Ours—our vision, our fight—is to restore the basic bargain that built the largest middle class and the strongest economy the world's ever known: the promise that says hard work will pay off, if you work hard you can make it; that responsibility will be rewarded; that in this country of ours, everybody gets a fair shot and everybody does their fair share and everybody plays by the same rules, from Wall Street to Main Street to Washington, DC.",dem,2012,TRUE,TRUE,13,2012-09-13-rally-golden-colorado_13,85
2008-11-03-jacksonville-florida-1,"It's great to be back on the First Coast. I have just one word for you, Florida: tomorrow. After decades of broken politics in Washington, eight years of failed policies from George Bush, and twenty-one months of a campaign that has taken us from the rocky coast of Maine to the sunshine of California, we are one day away from change in America.",dem,2008,TRUE,FALSE,0,2008-11-03-jacksonville-florida-1_0,63
2012-11-03-rally-dubuque-iowa,"Now, Governor Romney, he's a very talented salesman. And in this campaign, he's been working overtime to try to repackage the old bad ideas that didn't work and try to sell them to you as new ideas. He's trying to say that they're change. But here's the thing, Iowa: We know what change looks like, and what he's selling is not change.",dem,2012,FALSE,FALSE,13,2012-11-03-rally-dubuque-iowa_13,62
2012-11-03-rally-dubuque-iowa,"And what they're counting on now is that you'll be so worn down by all the squabbling in Washington, so tired of all the dysfunction—— Audience member. No way! The President. ——that you're just going to give up, walk away, and leave them in power.",dem,2012,TRUE,FALSE,31,2012-11-03-rally-dubuque-iowa_31,45
2012-11-03-rally-dubuque-iowa,"And that's why I need you, Iowa: to make sure their voices are heard, to make sure your voices are heard. We've come too far to turn back now. We've come too far to let our hearts grow weary. Now is the time for us to keep pushing forward: to educating all our kids, to training all our workers, to creating new jobs, to rebuilding our infrastructure, to discovering new sources of energy, to broadening opportunity, to growing our middle class, to restoring our democracy, to making sure that in this country, it doesn't matter where you come from or how you started or what you look like or what your last name is, what race you are, what faith you are, it doesn't matter, you can make it if you try in America.",dem,2012,FALSE,FALSE,38,2012-11-03-rally-dubuque-iowa_38,134
2012-09-08-rally-kissimmee-florida,"So—— Audience member. We love you! The President. The—you know, let me just say this. I've got to say, Kissimmee, that sometimes when the reception's this good, I just want to say thank you and leave the stage. I mean, how am I going to top this? You guys are being so kind.",dem,2012,TRUE,FALSE,3,2012-09-08-rally-kissimmee-florida_3,53
2012-09-08-rally-kissimmee-florida,"Now, keep in mind, let's say you make a million dollars—— Audience member. Yeah. The President. So that sounds good to you, right? You'd still keep your tax cut for the first 250. So it's not like you're not getting any relief at all. The first 250, you still get your tax break. But for every dollar you make after 250, we go back to the same rate we had when Bill Clinton was President, when our economy created 23 million new jobs, when we had all kinds of small businesses succeeding and starting up, when we had the biggest surplus in history and a lot of millionaires to boot.",dem,2012,TRUE,TRUE,39,2012-09-08-rally-kissimmee-florida_39,110
2008-10-05-north-carolina-1,"Well, I've got news for John McCain: we notice, we know better, and we're not going to let him get away with that. Because here's what happens when Senator McCain taxes your benefits: a lot of younger, healthier workers will opt out of the insurance they get at work - and go out into the individual market, where they can buy a cheaper plan. That leaves employers with older, sicker workers who are more expensive to cover - so many employers will drop their health care plans altogether.",dem,2008,TRUE,FALSE,24,2008-10-05-north-carolina-1_24,88
2008-10-05-north-carolina-1,"In the end, my opponent's plan reflects the same bankrupt philosophy he's subscribed to for three decades in Washington: take care of the healthy and wealthy, and good luck to everyone else. They call this the Ownership Society, but what it really means is - you're on your own. Your job doesn't give you health care? The market will fix it. Pre-existing condition? Tough luck. Insurance company won't pay for your treatment? Too bad, you're on your own.",dem,2008,FALSE,FALSE,29,2008-10-05-north-carolina-1_29,78
2012-10-25-rally-cleveland-ohio,It's great to see all of you who are here. Audience member. We love you!,dem,2012,TRUE,FALSE,3,2012-10-25-rally-cleveland-ohio_3,15
2012-09-25-york-city-1,"To the dedicated CGI staff and every organization that's made commitments and touched the lives of hundreds of millions of people, thank you for being an example of what we need more of in the world, especially in Washington: working together to actually solve problems. And that's why I'm here. As Bill mentioned, I've come to CGI every year that I've been President, and I've talked with you about how we need to sustain the economic recovery, how we need to create more jobs. I've talked about the importance of development, from global health to our fight against HIV/AIDS to the growth that lifts nations to prosperity. We've talked about development and how it has to include women and girls, because by every benchmark, nations that educate their women and girls end up being more successful.",dem,2012,TRUE,FALSE,4,2012-09-25-york-city-1_4,136
2012-09-09-rally-melbourne-florida,"Now, but before I start I have a very important announcement that I've got to make—— Audience member. I love you, President Obama! The President. I love you too. I do.",dem,2012,TRUE,FALSE,3,2012-09-09-rally-melbourne-florida_3,31
2012-09-09-rally-melbourne-florida,Audience member. That's why we need a new Governor! The President. I'm talking about the Federal election right now.,dem,2012,TRUE,FALSE,52,2012-09-09-rally-melbourne-florida_52,19
2008-10-21-miami-florida-5,"Well, I've got news for Senator McCain: hard working families who've been hard hit by this economic crisis - folks who can't pay their mortgages or their medical bills or send their kids to college - they can't afford to wait and see. They can't afford to go to the back of the line behind CEOs and Wall Street banks. They need help right here, right now - and that's why I'm running for President of the United States.",dem,2008,FALSE,TRUE,15,2008-10-21-miami-florida-5_15,79
2012-09-21-session-new-orleans,"But this is critically important because I meet too many families where they tell me a story of their parents having to cut their pills in half because they just can't afford the prescriptions that have been given to them. Medicare Ms. Pauley. Mr. President, a question for you from Hawaii, from Richard: """"What would you do to guarantee the future of Medicare?""""",dem,2012,TRUE,TRUE,27,2012-09-21-session-new-orleans_27,63
2012-10-05-rally-fairfax-virginia,"Audience member. The President. You've got one? See? I just want to say, she's not a plant.—but you get a rebate if the insurance company spent too much money on administrative costs and CEO bonuses and not enough on your health care.",dem,2012,TRUE,FALSE,21,2012-10-05-rally-fairfax-virginia_21,42
2012-10-05-rally-fairfax-virginia,"Governor Romney said he'd get rid of Planned Parenthood funding. Apparently, this, along with Big Bird, is driving the deficits. Audience member.—Big Bird.",dem,2012,TRUE,FALSE,28,2012-10-05-rally-fairfax-virginia_28,23
2012-10-05-rally-fairfax-virginia,"Let me tell you something, Virginia: I don't think your boss should control the care you get. I don't think insurance companies should control the care you get. I definitely don't think politicians on Capitol Hill should control the care you get. We've seen some of their attitudes. We've read about those. I think there's one person who gets to make decisions about your health care: That's you.",dem,2012,FALSE,FALSE,30,2012-10-05-rally-fairfax-virginia_30,68
2012-10-05-rally-fairfax-virginia,I am confident our politics is not as divided as our politics suggest. Audience member. That's why I love you!,dem,2012,TRUE,FALSE,41,2012-10-05-rally-fairfax-virginia_41,20
2012-10-08-rally-san-francisco,"Now, there are a couple of people I want to acknowledge who are here tonight. First of all, give it up for your mayor, Ed Lee, in the house. Your attorney general, Kamala Harris, is here. Got a couple of outstanding Members of Congress: Barbara Lee and Pete Stark. It appears that John Legend and Michael Franti did a pretty good job firing you up.",dem,2012,FALSE,FALSE,1,2012-10-08-rally-san-francisco_1,65
2012-10-04-campaign-rally-denver,"In 2008, 47 percent of the country didn't vote for me. But on the night of the election, I said to all those Americans, I may not have won your vote, but I hear your voices, I need your help, and I will be your President too. And so I want to say to Denver, I want to say to the entire great State of Colorado: I don't know how many of you will be with me around—with me this time around, but I'll be with you no matter what. Because I'm not fighting to create Democratic jobs or Republican jobs, I'm fighting to create American jobs. I'm not fighting to improve schools in red States or blue States, I'm fighting to improve schools in the United States.",dem,2012,TRUE,FALSE,35,2012-10-04-campaign-rally-denver_35,128
2008-10-10-chillicothe-ohio-1,"We also have to make sure that if the Treasury moves forward with its plan to put more money into struggling banks, taxpayers will be able to get their money back and the CEOs who contributed to this crisis won't get rich at our expense. Now let's be clear Ohio: the rescue plan that passed Congress last week isn't the end of what we need to do to strengthen this economy. It's only the beginning. Now we need to pass a rescue plan for the middle-class that will provide every family immediate relief to cope with rising food and gas prices, save one million jobs by rebuilding our schools and roads, and help states and cities avoid budget cuts and tax increases. And we should extend expiring unemployment benefits to those Americans who've lost their jobs and can't find new ones. I've been fighting for this plan for months. My opponent has said nothing. And that is the choice in this election.",dem,2008,TRUE,TRUE,16,2008-10-10-chillicothe-ohio-1_16,162
2012-11-04-denver-colorado-0,"And that's why I need you, Colorado: to make sure their voices are heard, to make sure your voices are heard. We have come too far to turn back now. We've come too far to let our heart grow weary.",dem,2012,FALSE,FALSE,52,2012-11-04-denver-colorado-0_52,40
2012-10-23-rally-dayton-ohio,"Audience member. Is Biden going to be there? The President. He already voted, and he's proud of it. Anybody who is here who has not yet voted, I want you to go vote. Because you've got a very big choice to make. Not just a choice between two candidates or two parties, but two different visions for this country that we love.",dem,2012,TRUE,FALSE,9,2012-10-23-rally-dayton-ohio_9,62
2008-10-30-columbia-missouri-0,"Thank you for having us here tonight in this place, named for a good and principled man and an extraordinary public servant, someone who was as proud of his tenure on the local school board as his time as governor of this great state, the late Mel Carnahan. (CHEERING AND APPLAUSE) OBAMA: His legacy lives on in the service of his wife, Senator Jean Carnahan, and all their children, so many of them in public service.",dem,2008,TRUE,FALSE,0,2008-10-30-columbia-missouri-0_0,76
2008-10-30-columbia-missouri-0,"I can't think of a more fitting tribute to his life than to gather here tonight with so many people who love this country so much, and are so determined to bring about the change that we need. OBAMA: Now, Mizzou, I just have two words for you tonight: five days. OBAMA: Five days.",dem,2008,TRUE,FALSE,1,2008-10-30-columbia-missouri-0_1,54
2008-10-30-columbia-missouri-0,"After decades of broken politics in Washington, and eight years of failed policies from George W. Bush, and 21 months of a campaign that's taken us from the rocky coast of Maine to the sunshine of California, we are five days away from fundamentally transforming the United States of America. OBAMA: In five days, you can turn the page on policies that put greed and irresponsibility on Wall Street before the hard work and sacrifice of folks on Main Street. In five days, you can choose policies that invest in our middle class, and create new jobs, and grow this economy, so that everyone has a chance to succeed, not just the CEO, but the secretary and janitor, not just...",dem,2008,TRUE,TRUE,2,2008-10-30-columbia-missouri-0_2,120
2008-10-30-columbia-missouri-0,"(CHEERING AND APPLAUSE) OBAMA: ... the factory owner, but the men and women on the factory floor. (CHEERING AND APPLAUSE)",dem,2008,TRUE,FALSE,3,2008-10-30-columbia-missouri-0_3,20
2008-10-30-columbia-missouri-0,"OBAMA: In five days, you can put an end to the politics that would divide a nation just to win an election, that tries to pit region against region, and city against town, and Republican against Democrat, that asks -- asks us to fear at a time when we need to hope. In five days, at this defining moment in history, you can give this country the change we need. You know, we began this journey in the depths of winter, nearly two years ago on the steps of the old state capitol in Springfield, Illinois.",dem,2008,TRUE,FALSE,4,2008-10-30-columbia-missouri-0_4,96
